image,pred,lon,lat
Binh Chieu Ward-328.jpeg,0.030402836739085615,106.71395984676897E,10.893211638011541N
Linh Xuan Ward-70.jpeg,0.02997084311209619,106.76596384634573E,10.876351303619344N
Linh Xuan Ward-180.jpeg,0.028745037387125194,106.77008025610506E,10.885783570959461N
Binh Chieu Ward-315.jpeg,0.02840561280027032,106.71533199353793E,10.891864171248669N
Linh Xuan Ward-78.jpeg,0.028403979842551053,106.77694093903727E,10.876351303619344N
Linh Xuan Ward-33.jpeg,0.027743635000661016,106.78105734879661E,10.872308903330724N
Linh Xuan Ward-75.jpeg,0.027663634857162833,106.77282452927795E,10.876351303619344N
Binh Chieu Ward-54.jpeg,0.027556522749364376,106.74414707568636E,10.87434710333131N
Binh Chieu Ward-50.jpeg,0.027269012527540326,106.73865848861047E,10.87434710333131N
Tam Binh Ward-93.jpeg,0.027127045672386885,106.74221820989712E,10.86909803714224N
Linh Xuan Ward-158.jpeg,0.02690813224762678,106.77831307562371E,10.883088637433714N
Linh Xuan Ward-67.jpeg,0.02667840593494475,106.76184743658641E,10.876351303619344N
Binh Chieu Ward-143.jpeg,0.02661795588210225,106.74689136922427E,10.878389503619928N
Linh Xuan Ward-90.jpeg,0.026325966930016875,106.77145239269153E,10.87769877038222N
Linh Xuan Ward-207.jpeg,0.025818288791924715,106.76459170975932E,10.889825971248083N
Tam Binh Ward-96.jpeg,0.025553576298989356,106.7463344198734E,10.86909803714224N
Hiep Binh Phuoc Ward-312.jpeg,0.025480593438260257,106.72801890405661E,10.858301604764018N
Linh Xuan Ward-217.jpeg,0.025438821292482316,106.76870811951865E,10.891173438010956N
Linh Xuan Ward-62.jpeg,0.02533922833390534,106.77694093903727E,10.875003836856475N
Binh Chieu Ward-215.jpeg,0.02520454383920878,106.74277492891738E,10.882431903908552N
Linh Xuan Ward-224.jpeg,0.025114324991591275,106.77008025610506E,10.89252090477383N
Linh Xuan Ward-185.jpeg,0.024777035927399993,106.77694093903727E,10.885783570959461N
Linh Xuan Ward-141.jpeg,0.02462251135148108,106.77556880245083E,10.881741170670843N
Linh Xuan Ward-204.jpeg,0.024610626744106412,106.77282452927795E,10.888478504485208N
Binh Chieu Ward-101.jpeg,0.024548033950850368,106.72905346122765E,10.877042036857056N
Linh Xuan Ward-147.jpeg,0.024518734076991677,106.76321957317288E,10.883088637433714N
Hiep Binh Phuoc Ward-195.jpeg,0.024448629934340715,106.70606675565179E,10.848869337423903N
Linh Xuan Ward-128.jpeg,0.024434359278529882,106.77968521221015E,10.880393703907968N
Linh Xuan Ward-73.jpeg,0.024300954304635525,106.77008025610506E,10.876351303619344N
Linh Xuan Ward-63.jpeg,0.0238597389543429,106.77831307562371E,10.875003836856475N
Linh Xuan Ward-89.jpeg,0.023718656273558736,106.77008025610506E,10.87769877038222N
Binh Chieu Ward-171.jpeg,0.02366869885008782,106.74689136922427E,10.879736970382805N
Linh Xuan Ward-61.jpeg,0.023632776690647006,106.77556880245083E,10.875003836856475N
Linh Xuan Ward-98.jpeg,0.023264861665666103,106.78242948538302E,10.87769877038222N
Linh Xuan Ward-60.jpeg,0.023171161650680006,106.77419666586437E,10.875003836856475N
Binh Chieu Ward-268.jpeg,0.022729326621629298,106.73591419507252E,10.88647430419717N
Binh Chieu Ward-49.jpeg,0.022293925052508712,106.73728634184151E,10.87434710333131N
Linh Xuan Ward-121.jpeg,0.022190926014445722,106.77008025610506E,10.880393703907968N
Linh Xuan Ward-106.jpeg,0.022110900608822703,106.77145239269153E,10.879046237145094N
Binh Chieu Ward-112.jpeg,0.02203250559978187,106.74414707568636E,10.877042036857056N
Binh Chieu Ward-123.jpeg,0.022030341206118464,106.71944843384486E,10.878389503619928N
Binh Chieu Ward-304.jpeg,0.021834514569491148,106.72082058061385E,10.890516704485794N
Binh Chieu Ward-284.jpeg,0.021769566228613257,106.71395984676897E,10.889169237722918N
Linh Xuan Ward-17.jpeg,0.021751544903963804,106.77968521221015E,10.870961436567852N
Linh Xuan Ward-6.jpeg,0.02164727880153805,106.77968521221015E,10.869613969804979N
Binh Chieu Ward-329.jpeg,0.021162965276744217,106.71533199353793E,10.893211638011541N
Linh Xuan Ward-213.jpeg,0.02098139515146613,106.77282452927795E,10.889825971248083N
Hiep Binh Phuoc Ward-323.jpeg,0.02096688561141491,106.72801890405661E,10.859649071526892N
Binh Chieu Ward-221.jpeg,0.020948412595316768,106.71944843384486E,10.883779370671427N
Tam Binh Ward-3.jpeg,0.020911342464387417,106.73261371995252E,10.859665769802124N
Binh Chieu Ward-136.jpeg,0.02049841859843582,106.73728634184151E,10.878389503619928N
Linh Xuan Ward-96.jpeg,0.020248253596946597,106.77968521221015E,10.87769877038222N
Linh Xuan Ward-218.jpeg,0.02009739144705236,106.77008025610506E,10.891173438010956N
Linh Xuan Ward-155.jpeg,0.02008282719179988,106.77419666586437E,10.883088637433714N
Binh Chieu Ward-194.jpeg,0.01986065914388746,106.74414707568636E,10.881084437145677N
Binh Chieu Ward-84.jpeg,0.019827393465675414,106.74551922245533E,10.875694570094184N
Linh Xuan Ward-223.jpeg,0.019728550221771002,106.76870811951865E,10.89252090477383N
Linh Xuan Ward-54.jpeg,0.019678441924043,106.76596384634573E,10.875003836856475N
Binh Chieu Ward-79.jpeg,0.019663548097014427,106.73865848861047E,10.875694570094184N
Linh Xuan Ward-59.jpeg,0.019626489258371294,106.77282452927795E,10.875003836856475N
Binh Chieu Ward-218.jpeg,0.019259460153989494,106.71533199353793E,10.883779370671427N
Linh Xuan Ward-138.jpeg,0.01919023017399013,106.77145239269153E,10.881741170670843N
Linh Xuan Ward-112.jpeg,0.019189317827112973,106.77968521221015E,10.879046237145094N
Binh Chieu Ward-301.jpeg,0.01917261630296707,106.71670414030693E,10.890516704485794N
Hiep Binh Phuoc Ward-194.jpeg,0.019142525270581245,106.70469474637649E,10.848869337423903N
Binh Chieu Ward-258.jpeg,0.019133510650135577,106.7221927273828E,10.88647430419717N
Tam Binh Ward-80.jpeg,0.01908509968779981,106.74907855985757E,10.867750570379368N
Binh Chieu Ward-46.jpeg,0.018713000346906483,106.73316990153458E,10.87434710333131N
Binh Chieu Ward-235.jpeg,0.01864425209350884,106.71533199353793E,10.885126837434298N
Tam Binh Ward-11.jpeg,0.018641812494024634,106.7339857899446E,10.861013236564999N
Linh Xuan Ward-130.jpeg,0.01858168572653085,106.78242948538302E,10.880393703907968N
Binh Chieu Ward-67.jpeg,0.01852334034629166,106.7221927273828E,10.875694570094184N
Binh Chieu Ward-231.jpeg,0.018499218684155494,106.73316990153458E,10.883779370671427N
Binh Chieu Ward-216.jpeg,0.018471973249688745,106.74414707568636E,10.882431903908552N
Linh Xuan Ward-79.jpeg,0.018395353923551738,106.77831307562371E,10.876351303619344N
Linh Xuan Ward-16.jpeg,0.01825780759099871,106.77831307562371E,10.870961436567852N
Binh Chieu Ward-66.jpeg,0.018164452514611185,106.72082058061385E,10.875694570094184N
Linh Xuan Ward-32.jpeg,0.018124174792319536,106.77968521221015E,10.872308903330724N
Linh Xuan Ward-172.jpeg,0.018097396125085652,106.77694093903727E,10.884436104196588N
Binh Chieu Ward-72.jpeg,0.018020485062152147,106.72905346122765E,10.875694570094184N
Hiep Binh Phuoc Ward-196.jpeg,0.017873533652164042,106.7074387649271E,10.848869337423903N
Linh Xuan Ward-184.jpeg,0.01774699881207198,106.77556880245083E,10.885783570959461N
Binh Chieu Ward-253.jpeg,0.01767098985146731,106.71533199353793E,10.88647430419717N
Linh Xuan Ward-196.jpeg,0.017610894283279777,106.77556880245083E,10.887131037722336N
Binh Chieu Ward-37.jpeg,0.01760053145699203,106.72082058061385E,10.87434710333131N
Binh Chieu Ward-85.jpeg,0.017583681736141443,106.74689136922427E,10.875694570094184N
Hiep Binh Phuoc Ward-300.jpeg,0.017420364660210907,106.72664689478133E,10.856954138001145N
Binh Chieu Ward-62.jpeg,0.01732313714455813,106.71533199353793E,10.875694570094184N
Linh Xuan Ward-114.jpeg,0.01731077511794865,106.78242948538302E,10.879046237145094N
Hiep Binh Phuoc Ward-438.jpeg,0.017302124062553048,106.72115885768011E,10.873123739155629N
Binh Chieu Ward-266.jpeg,0.017301097512245178,106.73316990153458E,10.88647430419717N
Tam Binh Ward-0.jpeg,0.017251075245440006,106.72849750997626E,10.859665769802124N
Binh Chieu Ward-120.jpeg,0.017249997705221176,106.71533199353793E,10.878389503619928N
Linh Xuan Ward-46.jpeg,0.01714968087617308,106.77694093903727E,10.873656370093599N
Linh Xuan Ward-198.jpeg,0.016959002590738237,106.76459170975932E,10.888478504485208N
Tam Binh Ward-98.jpeg,0.016851616092026234,106.74907855985757E,10.86909803714224N
Linh Xuan Ward-86.jpeg,0.016830133157782257,106.76596384634573E,10.87769877038222N
