,image,pred,lon,lat
0,Linh Xuan Ward-70.jpeg,0.9534441158175468,106.76596384634573E,10.876351303619344N
1,Tam Binh Ward-140.jpeg,0.9506657719612122,106.7339857899446E,10.873140437430866N
2,Linh Xuan Ward-91.jpeg,0.9490878060460092,106.77282452927795E,10.87769877038222N
3,Linh Xuan Ward-147.jpeg,0.9476571679115297,106.76321957317288E,10.883088637433714N
4,Hiep Binh Phuoc Ward-186.jpeg,0.9385762810707092,106.72253086695538E,10.847521870661028N
5,Binh Chieu Ward-67.jpeg,0.9355928525328636,106.7221927273828E,10.875694570094184N
6,Binh Chieu Ward-189.jpeg,0.9311759993433952,106.73728634184151E,10.881084437145677N
7,Binh Chieu Ward-81.jpeg,0.9164459332823752,106.7414027821484E,10.875694570094184N
9,Linh Xuan Ward-149.jpeg,0.8914922326803207,106.76596384634573E,10.883088637433714N
10,Hiep Binh Phuoc Ward-342.jpeg,0.8856653571128845,106.72115885768011E,10.862344005052638N
11,Linh Xuan Ward-179.jpeg,0.8849372938275337,106.76870811951865E,10.885783570959461N
14,Linh Xuan Ward-123.jpeg,0.6559522561728954,106.77282452927795E,10.880393703907968N
17,Tam Binh Ward-79.jpeg,0.4820080492645502,106.74770648986546E,10.867750570379368N
19,Linh Xuan Ward-151.jpeg,0.4165695649571717,106.76870811951865E,10.883088637433714N
21,Linh Xuan Ward-155.jpeg,0.4015326593071222,106.77419666586437E,10.883088637433714N
23,Binh Chieu Ward-191.jpeg,0.3742279880680144,106.74003063537943E,10.881084437145677N
26,Linh Xuan Ward-104.jpeg,0.3484766879118979,106.76870811951865E,10.879046237145094N
27,Binh Chieu Ward-184.jpeg,0.3452904429286718,106.73042560799664E,10.881084437145677N
29,Tam Binh Ward-61.jpeg,0.3225030116736889,106.74359027988919E,10.866403103616495N
30,Hiep Binh Phuoc Ward-80.jpeg,0.3187531139701605,106.71841483912952E,10.840784536846662N
32,Linh Xuan Ward-227.jpeg,0.2981298686936497,106.7673359829322E,10.893868371536705N
33,Linh Xuan Ward-204.jpeg,0.2907929429784417,106.77282452927795E,10.888478504485208N
34,Hiep Binh Phuoc Ward-179.jpeg,0.2863819496706128,106.71292680202829E,10.847521870661028N
35,Tam Binh Ward-93.jpeg,0.2670001424849033,106.74221820989712E,10.86909803714224N
36,Hiep Binh Phuoc Ward-194.jpeg,0.2489060685038566,106.70469474637649E,10.848869337423903N
37,Tam Binh Ward-55.jpeg,0.2386912833899259,106.73535785993668E,10.866403103616495N
42,Binh Chieu Ward-25.jpeg,0.1812293557450175,106.73316990153458E,10.872999636568434N
43,Hiep Binh Phuoc Ward-73.jpeg,0.1778200026601553,106.70881077420239E,10.840784536846662N
46,Binh Chieu Ward-101.jpeg,0.162897178903222,106.72905346122765E,10.877042036857056N
47,Hiep Binh Phuoc Ward-267.jpeg,0.1513145244680345,106.72253086695538E,10.852911737712523N
48,Binh Chieu Ward-217.jpeg,0.1503471708856523,106.74551922245533E,10.882431903908552N
50,Binh Chieu Ward-56.jpeg,0.1406463980674743,106.74689136922427E,10.87434710333131N
51,Binh Chieu Ward-209.jpeg,0.1401308262720704,106.73316990153458E,10.882431903908552N
53,Linh Xuan Ward-43.jpeg,0.1358865946531295,106.77282452927795E,10.873656370093599N
54,Linh Xuan Ward-218.jpeg,0.1331693762913346,106.77008025610506E,10.891173438010956N
55,Binh Chieu Ward-76.jpeg,0.1318522323854267,106.73454204830357E,10.875694570094184N
57,Linh Xuan Ward-52.jpeg,0.1215634820982813,106.76321957317288E,10.875003836856475N
58,Linh Xuan Ward-66.jpeg,0.1203406248241663,106.78242948538302E,10.875003836856475N
65,Tam Binh Ward-29.jpeg,0.1107047731056809,106.73261371995252E,10.86370817009075N
66,Linh Xuan Ward-25.jpeg,0.1047926899045705,106.77008025610506E,10.872308903330724N
67,Linh Xuan Ward-233.jpeg,0.0990845384076237,106.77008025610506E,10.89521583829958N
68,Binh Chieu Ward-156.jpeg,0.0975387170910835,106.7263091676897E,10.879736970382805N
69,Binh Chieu Ward-135.jpeg,0.0962958903983235,106.73591419507252E,10.878389503619928N
70,Binh Chieu Ward-338.jpeg,0.0961292665451765,106.71670414030693E,10.894559104774414N
72,Hiep Binh Phuoc Ward-298.jpeg,0.0925478721037507,106.72390287623071E,10.856954138001145N
74,Linh Xuan Ward-83.jpeg,0.0912829088047146,106.76184743658641E,10.87769877038222N
75,Linh Xuan Ward-144.jpeg,0.0905352802947163,106.77968521221015E,10.881741170670843N
77,Hiep Binh Phuoc Ward-71.jpeg,0.0866263043135404,106.70606675565179E,10.840784536846662N
78,Binh Chieu Ward-244.jpeg,0.0865204818546772,106.72768131445869E,10.885126837434298N
79,Binh Chieu Ward-78.jpeg,0.0859323162585496,106.73728634184151E,10.875694570094184N
81,Hiep Binh Phuoc Ward-45.jpeg,0.0845112632960081,106.72253086695538E,10.838089603320915N
82,Binh Chieu Ward-123.jpeg,0.0837915507145226,106.71944843384486E,10.878389503619928N
83,Hiep Binh Phuoc Ward-132.jpeg,0.0836405172012746,106.70606675565179E,10.844826937135283N
84,Binh Chieu Ward-304.jpeg,0.0831252913922071,106.72082058061385E,10.890516704485794N
85,Hiep Binh Phuoc Ward-290.jpeg,0.0830509909428656,106.72664689478133E,10.855606671238268N
86,Tam Binh Ward-4.jpeg,0.0828680032864213,106.7339857899446E,10.859665769802124N
87,Binh Chieu Ward-347.jpeg,0.0827842159196734,106.72082058061385E,10.895906571537289N
88,Binh Chieu Ward-239.jpeg,0.0825348277576267,106.72082058061385E,10.885126837434298N
89,Tam Binh Ward-83.jpeg,0.0821535140275955,106.72849750997626E,10.86909803714224N
90,Hiep Binh Phuoc Ward-416.jpeg,0.081706506665796,106.71978684840481E,10.870428805629881N
91,Linh Xuan Ward-115.jpeg,0.0812394730746746,106.76184743658641E,10.880393703907968N
92,Binh Chieu Ward-83.jpeg,0.079764608759433,106.74414707568636E,10.875694570094184N
93,Binh Chieu Ward-311.jpeg,0.0797039181925356,106.73042560799664E,10.890516704485794N
94,Binh Chieu Ward-120.jpeg,0.0795951914042234,106.71533199353793E,10.878389503619928N
96,Binh Chieu Ward-60.jpeg,0.0782219837419688,106.75237995630019E,10.87434710333131N
99,Hiep Binh Phuoc Ward-35.jpeg,0.0760104837827384,106.70881077420239E,10.838089603320915N
100,Binh Chieu Ward-336.jpeg,0.0755912191234529,106.72493702092075E,10.893211638011541N
101,Hiep Binh Phuoc Ward-161.jpeg,0.0751902749761939,106.7170428298542E,10.846174403898155N
102,Tam Binh Ward-21.jpeg,0.0750560271553695,106.73535785993668E,10.862360703327875N
