image,category,pred1,pred2,diff,lon,lat
Mỹ Tho-806.jpeg,0,0.9097735,0.9455701,0.035796599999999956,10.385304074265676N,106.37658258810718E
Tây Ninh City-375.jpeg,0,0.9178826,0.88212866,0.035753939999999984,11.336695306338685N,106.08664411337125E
Cao Lanh City-480.jpeg,0,0.9656834,0.93063027,0.03505312999999999,10.440578871981804N,105.63312968269555E
Hung Yen City-308.jpeg,0,0.9511701,0.91649145,0.03467865000000003,20.63678227502942N,106.10368567323044E
Phu Ly City-14.jpeg,0,0.8063671,0.8407213,0.0343542,20.493905873259575N,105.90417811071494E
Thanh Liêm District-732.jpeg,0,0.71829164,0.68397784,0.03431380000000006,20.442360544892676N,105.85279865687366E
Yên Mỹ District-1023.jpeg,0,0.9393296,0.9733739,0.03404430000000003,20.925953279145364N,106.0017606770226E
Châu Thành District-899.jpeg,0,0.6577487,0.69178605,0.03403735000000008,10.27856633898545N,106.30327088023749E
Duy Tiên District-1464.jpeg,0,0.9100271,0.94328487,0.033257770000000075,20.688766981944923N,106.01664471778795E
Bac Giang City-201.jpeg,0,0.91954327,0.9522374,0.03269412999999999,21.25644534227584N,106.19672993415932E
Hiệp Hòa District-1465.jpeg,0,0.80484694,0.8374322,0.03258525999999995,21.337596281000984N,106.00931855345885E
Mỹ Hào District-931.jpeg,0,0.9307936,0.9623685,0.03157489999999996,20.96353027915728N,106.09930084455222E
Trà Vinh City-430.jpeg,0,0.9349768,0.9040825,0.03089430000000004,9.958048641193665N,106.34818224616954E
Long Xuyen City-666.jpeg,0,0.9273572,0.9575327,0.030175500000000022,10.369093474261044N,105.39749189587366E
Châu Thành District-2108.jpeg,0,0.91965395,0.94946027,0.029806319999999942,10.310905541294362N,106.23753521655031E
Tây Ninh City-1640.jpeg,0,0.959913,0.93012214,0.029790859999999975,11.42832304621413N,106.12237901770331E
Hoa Lư District-19.jpeg,0,0.9572273,0.9278594,0.029367900000000002,20.181822173161407N,105.95070772529417E
Yên Mỹ District-1101.jpeg,0,0.9085402,0.87924504,0.029295159999999987,20.936733013248684N,106.02483781896191E
Bac Giang City-233.jpeg,0,0.9399304,0.968332,0.028401599999999916,21.259140275801677N,106.21118950702069E
Hung Yen City-567.jpeg,0,0.90883946,0.9371443,0.028304839999999998,20.669121477339324N,106.06048342399983E
Cao Lanh City-187.jpeg,0,0.95104015,0.922879,0.028161149999999968,10.4217143373016N,105.64135110989872E
Hoa Lư District-195.jpeg,0,0.79178053,0.81991774,0.028137209999999913,20.206076574893796N,105.91623801927338E
Long Xuyen City-1330.jpeg,0,0.7850099,0.75745356,0.027556340000000068,10.431076945353137N,105.43584763974263E
Bến Tre City-823.jpeg,0,0.7103586,0.73769635,0.02733775000000005,10.270449341857722N,106.3461079641301E
Binh Minh Town-808.jpeg,0,0.9378954,0.9111656,0.026729800000000026,10.069280408850245N,105.80774095575431E
Yên Mỹ District-260.jpeg,0,0.5667892,0.59343,0.02664080000000002,20.872054608628797N,105.99022210605294E
Long Hồ District-336.jpeg,0,0.6661882,0.6924168,0.026228600000000046,10.162075104852295N,105.91810188475881E
Hiệp Hòa District-1095.jpeg,0,0.9238195,0.9483264,0.024506899999999998,21.31873174632015N,105.93120460866358E
Chau Doc City-935.jpeg,0,0.94123876,0.96465665,0.023417890000000052,10.693090075503575N,105.12619050239051E
Cai Lậy Town-699.jpeg,0,0.914682,0.93782026,0.023138259999999966,10.414062840748924N,106.12654083874648E
Mỹ Hào District-811.jpeg,0,0.8417143,0.8646618,0.02294750000000001,20.955445478579797N,106.05313720570813E
Tam Điệp-740.jpeg,0,0.9608415,0.9379919,0.022849600000000025,20.162814410129965N,105.91822826759295E
Mỹ Tho-680.jpeg,0,0.9184447,0.94099385,0.022549150000000018,10.377219273688445N,106.34370720788299E
Trà Vinh City-269.jpeg,0,0.95570934,0.9336678,0.022041539999999915,9.92840437241051N,106.35091834595066E
Bac Giang City-818.jpeg,0,0.82461524,0.846577,0.021961760000000052,21.310344012792505N,106.20251376330387E
Tây Ninh City-602.jpeg,0,0.6703831,0.64857095,0.02181215000000003,11.352864907493174N,106.17460695480398E
Tây Ninh City-536.jpeg,0,0.93105197,0.95226693,0.021214960000000005,11.350169973967425N,106.0921417909608E
Tam Điệp-623.jpeg,0,0.94241863,0.96362424,0.021205609999999986,20.157424543078324N,105.87229503813346E
Mỹ Tho-774.jpeg,0,0.9289241,0.95009595,0.021171849999999992,10.38260914073993N,106.3930202782193E
Long Xuyen City-616.jpeg,0,0.9369329,0.9575055,0.020572600000000052,10.363703607209557N,105.4468064237052E
Cao Lanh City-760.jpeg,0,0.9291818,0.94973546,0.02055366000000003,10.462138340187751N,105.6276487312268E
Long Hồ District-736.jpeg,0,0.9249663,0.9453476,0.020381299999999936,10.18093963953249N,105.94000980922E
Sa Đéc City-288.jpeg,0,0.98291147,0.96258837,0.02032310000000004,10.303100272517428N,105.74360167274783E
Binh Minh Town-759.jpeg,0,0.92442495,0.9445301,0.020105150000000016,10.063890541798765N,105.81047785703305E
Thái Bình-173.jpeg,0,0.9656908,0.945628,0.020062799999999936,20.433857974965427N,106.32632120285044E
Tam Điệp-859.jpeg,0,0.91150147,0.93147945,0.01997797999999995,20.168204277181605N,105.93545322864026E
Yên Mỹ District-374.jpeg,0,0.9513507,0.9320968,0.019253900000000046,20.880139409206283N,105.97002960685603E
Sa Đéc City-553.jpeg,0,0.95247465,0.9332751,0.019199549999999954,10.343524275403572N,105.7381231385757E
Sa Đéc City-164.jpeg,0,0.8145745,0.7960038,0.01857069999999994,10.286930671362976N,105.74360167274783E
Hung Yen City-210.jpeg,0,0.9513255,0.9698762,0.01855069999999992,20.62869747445194N,106.10368567323044E
Thái Bình-205.jpeg,0,0.9374717,0.9559469,0.018475200000000025,20.436552908491254N,106.3205686880218E
Yên Mỹ District-612.jpeg,0,0.939515,0.95786726,0.01835226000000001,20.893614076835426N,106.04214567541642E
Chau Doc City-1104.jpeg,0,0.93721724,0.9552698,0.018052559999999995,10.7065647431323N,105.09876538175307E
Hung Yen City-179.jpeg,0,0.87367046,0.89151937,0.017848909999999996,20.626002540926116N,106.10944597312786E
Yên Mỹ District-872.jpeg,0,0.923065,0.940595,0.017529999999999935,20.912478611516228N,106.004645319765E
Hiệp Hòa District-1859.jpeg,0,0.9424857,0.9591024,0.01661670000000004,21.359155749207655N,106.0208909897248E
Binh Minh Town-328.jpeg,0,0.5583138,0.5418244,0.016489399999999987,10.026161472438384N,105.83510996854169E
Tam Điệp-919.jpeg,0,0.9572377,0.9407821,0.016455600000000015,20.170899210707425N,105.94406570916391E
Phu Ly City-302.jpeg,0,0.8963292,0.88047403,0.01585517000000003,20.528940009095287N,105.93871361898645E
Hiệp Hòa District-2220.jpeg,0,0.9182458,0.9337542,0.015508399999999978,21.388800017991827N,106.00931855345885E
Phu Ly City-771.jpeg,0,0.9283587,0.9438457,0.015487000000000029,20.561279211405186N,105.91856790582808E
Mỹ Tho-362.jpeg,0,0.9276228,0.9427075,0.015084700000000062,10.355659805482505N,106.33822797784565E
Hiệp Hòa District-2439.jpeg,0,0.92666644,0.9417502,0.015083760000000002,21.418444286776005N,105.96881502652796E
Long Hồ District-1920.jpeg,0,0.9513287,0.96638227,0.01505356999999996,10.280652179984958N,105.99751811093057E
Mỹ Tho-654.jpeg,0,0.869738,0.88473344,0.014995439999999971,10.374524340162703N,106.37658258810718E
Phu Ly City-714.jpeg,0,0.87163544,0.85667706,0.014958380000000049,20.555889344353528N,105.96749320921272E
Phu Ly City-754.jpeg,0,0.94297177,0.95766485,0.014693080000000025,20.55858427787936N,105.9761270862806E
Yên Mỹ District-334.jpeg,0,0.92415166,0.93875575,0.014604089999999958,20.877444475680452N,105.97291424959843E
Trà Vinh City-353.jpeg,0,0.9323563,0.94695294,0.014596639999999939,9.947268907090702N,106.34271004660732E
Duy Tiên District-249.jpeg,0,0.9431555,0.9574257,0.01427020000000001,20.60522404264433N,105.9561729160972E
Yên Mỹ District-418.jpeg,0,0.91863066,0.93265635,0.01402568999999998,20.88283434273211N,105.97579889234086E
Duy Tiên District-368.jpeg,0,0.9511341,0.93786365,0.013270449999999934,20.61600377674763N,106.0224039369966E
Hoa Lư District-645.jpeg,0,0.9487346,0.9619383,0.01320370000000004,20.251890444832753N,105.9449627742907E
Hiệp Hòa District-1225.jpeg,0,0.9325332,0.9456918,0.01315860000000002,21.32681654689765N,105.90805973613166E
Tam Điệp-469.jpeg,0,0.93930984,0.9523036,0.012993760000000076,20.146644808975044N,105.93258240179902E
Châu Thành District-1415.jpeg,0,0.77856255,0.79132324,0.012760690000000019,10.292041006614165N,106.2320572445764E
Châu Thành District-320.jpeg,0,0.9288178,0.9413561,0.012538300000000002,10.262396737830992N,106.24301318852424E
Hiệp Hòa District-1892.jpeg,0,0.9217228,0.9339742,0.012251400000000023,21.36185068273349N,105.98906678999342E
Thái Bình-277.jpeg,0,0.9427418,0.9549877,0.012245900000000032,20.441942775542895N,106.33207371767911E
Long Hồ District-1544.jpeg,0,0.94614667,0.9582425,0.01209583000000003,10.240228177098823N,105.94274829977763E
Tam Điệp-158.jpeg,0,0.8237933,0.81173646,0.012056839999999958,20.125085340768482N,105.89813247970443E
Ninh Bình-71.jpeg,0,0.9333136,0.921542,0.011771599999999993,20.217273073747467N,105.9945596253111E
Yên Mỹ District-883.jpeg,0,0.9709887,0.9593097,0.011678999999999995,20.912478611516228N,106.03637638993158E
Phu Ly City-419.jpeg,0,0.92198735,0.9335306,0.011543250000000005,20.537024809672765N,105.90417811071494E
Hoa Lư District-135.jpeg,0,0.95700204,0.9683159,0.011313860000000009,20.200686707842156N,105.92485544577856E
Mỹ Hào District-922.jpeg,0,0.9192999,0.9081793,0.011120599999999925,20.96353027915728N,106.07333379770245E
Hiệp Hòa District-2122.jpeg,0,0.9419341,0.9528991,0.010965000000000003,21.380715217414327N,105.98617368092691E
Yên Mỹ District-750.jpeg,0,0.9563412,0.9670318,0.010690599999999995,20.90439381093874N,105.97291424959843E
Châu Thành District-1269.jpeg,0,0.8581887,0.84753484,0.010653860000000015,10.286651139562677N,106.41283031971612E
Mỹ Hào District-584.jpeg,0,0.9369163,0.94750977,0.010593469999999994,20.939275877424816N,106.14546448339627E
Hiệp Hòa District-1625.jpeg,0,0.9588233,0.9485148,0.010308500000000054,21.34568108157849N,106.02378409879131E
Duy Tiên District-1192.jpeg,0,0.931128,0.9413289,0.010200900000000068,20.664512580212495N,105.9417748680756E
Long Hồ District-241.jpeg,0,0.8408076,0.8307925,0.010015099999999943,10.156685237800811N,105.94548679033528E
Chau Doc City-351.jpeg,0,0.9563812,0.96636593,0.009984729999999997,10.655361006143153N,105.12070547826302E
Vĩnh Long-153.jpeg,0,0.94670177,0.9560457,0.00934393,10.240912604299886N,105.96102123791454E
Hiệp Hòa District-2236.jpeg,0,0.9506362,0.9597257,0.009089499999999973,21.391494951517664N,105.97170813559445E
Duy Tiên District-359.jpeg,0,0.93706775,0.9458851,0.008817350000000057,20.61600377674763N,105.98496901214044E
Tam Điệp-742.jpeg,0,0.92462516,0.9331227,0.008497540000000026,20.162814410129965N,105.92396992127539E
Bac Giang City-362.jpeg,0,0.9504891,0.958829,0.008339900000000067,21.27261494343084N,106.17359461758114E
Hoa Lư District-1208.jpeg,0,0.9470592,0.955326,0.008266800000000019,20.311178982400836N,105.94783524979243E
Hiệp Hòa District-1034.jpeg,0,0.92335194,0.93149644,0.008144499999999999,21.313341879268485N,106.01799788065833E
Bac Giang City-805.jpeg,0,0.9406856,0.9325615,0.008124099999999967,21.310344012792505N,106.16491887386432E
Cao Lanh City-935.jpeg,0,0.9179318,0.92565286,0.007721060000000057,10.478307941342212N,105.61394635255486E
Thanh Liêm District-1848.jpeg,0,0.9393737,0.94696957,0.00759587000000006,20.507038949512445N,105.93045372805089E
Thái Bình-628.jpeg,0,0.9543538,0.9618673,0.007513499999999951,20.471587044326956N,106.37809383630838E
Hiệp Hòa District-2257.jpeg,0,0.94689006,0.9543449,0.007454840000000074,21.3941898850435N,105.95724259026198E
Phu Ly City-691.jpeg,0,0.9211237,0.91413826,0.006985440000000009,20.555889344353528N,105.90130015169233E
Chau Doc City-946.jpeg,0,0.8952055,0.9021611,0.006955600000000062,10.693090075503575N,105.15635813509175E
Châu Thành District-391.jpeg,0,0.75341976,0.7465152,0.0069045599999999485,10.265091671356737N,106.21836231464154E
Cao Lanh City-729.jpeg,0,0.9498467,0.95617473,0.006328029999999929,10.45944340666201N,105.6276487312268E
Chau Doc City-1170.jpeg,0,0.95916086,0.9653373,0.00617643999999995,10.714649543709534N,105.11522045413554E
Châu Thành District-1138.jpeg,0,0.93781084,0.9439625,0.006151660000000003,10.283956206036935N,106.35531161398983E
Duy Tiên District-418.jpeg,0,0.95712894,0.9510241,0.00610484,20.62139364379928N,105.92449721044969E
Hoa Lư District-58.jpeg,0,0.96470594,0.9708048,0.006098860000000039,20.192601907264688N,105.9449627742907E
Thanh Liêm District-338.jpeg,0,0.9544004,0.94847715,0.0059232500000000465,20.415411209634446N,105.90456870432516E
Mỹ Hào District-693.jpeg,0,0.9439069,0.9496641,0.005757200000000018,20.94736067800231N,106.09064516226894E
Chau Doc City-1166.jpeg,0,0.9347339,0.94045115,0.005717250000000007,10.714649543709534N,105.10425040588055E
Tam Điệp-1146.jpeg,0,0.9697678,0.96442854,0.005339259999999957,20.18706881186235N,105.87803669181591E
Hiệp Hòa District-2038.jpeg,0,0.95420307,0.94893044,0.00527263,21.372630416836827N,105.97170813559445E
Chau Doc City-790.jpeg,0,0.9338277,0.92879426,0.005033440000000056,10.685005274926342N,105.07408277317931E
Duy Tiên District-913.jpeg,0,0.9479617,0.9529552,0.004993499999999984,20.648342979057535N,105.95905252570155E
Tây Ninh City-128.jpeg,0,0.8994155,0.90433383,0.004918329999999971,11.312440904606953N,106.10588598493464E
Chau Doc City-476.jpeg,0,0.9600494,0.96454287,0.004493469999999999,10.66614074024613N,105.04665765254184E
Hiệp Hòa District-984.jpeg,0,0.94335514,0.9478114,0.00445625999999999,21.31064694574265N,106.00642544439235E
Vĩnh Long-18.jpeg,0,0.94037724,0.935938,0.0044392399999999554,10.227437936671175N,105.95280524729999E
Bến Tre City-800.jpeg,0,0.95727307,0.961437,0.004163930000000038,10.267754408331982N,106.3406309042958E
Tam Điệp-493.jpeg,0,0.9536224,0.94962466,0.003997739999999972,20.149339742500864N,105.88951999918079E
Mỹ Hào District-260.jpeg,0,0.9663099,0.96232915,0.003980750000000088,20.915021475692363N,106.10218607197996E
Hung Yen City-696.jpeg,0,0.921293,0.91733074,0.003962259999999995,20.685291078494277N,106.06624372389724E
Yên Mỹ District-507.jpeg,0,0.95741403,0.95371896,0.0036950700000000225,20.88822420978376N,105.98733746331052E
Cao Lanh City-226.jpeg,0,0.9434732,0.94712204,0.0036488399999999865,10.424409270827345N,105.63312968269555E
Tam Điệp-1050.jpeg,0,0.95988834,0.9634726,0.0035842600000000058,20.178984011284886N,105.90674496022807E
Go Cong Town-220.jpeg,0,0.9521409,0.9556432,0.0035023000000000692,10.365745138435436N,106.67037240985691E
Go Cong Town-173.jpeg,0,0.9586823,0.9552158,0.003466500000000039,10.360355271383954N,106.6922926409317E
Vĩnh Long-90.jpeg,0,0.93475413,0.9381973,0.003443170000000051,10.235522737248402N,105.95554391083817E
Cao Lanh City-409.jpeg,0,0.9481533,0.9515705,0.003417200000000009,10.435189004930317N,105.66601539150818E
Cao Lanh City-112.jpeg,0,0.9362928,0.9396467,0.0033538999999999097,10.416324470250116N,105.66875586724257E
Châu Thành District-181.jpeg,0,0.5293469,0.5325138,0.0031669000000000835,10.25700687077951N,106.2238402866155E
Hiệp Hòa District-159.jpeg,0,0.80487883,0.8020104,0.002868430000000033,21.251358408174323N,105.94856326306252E
Trà Vinh City-283.jpeg,0,0.8365259,0.8337746,0.002751300000000012,9.933794239461992N,106.32082124835838E
Châu Thành District-576.jpeg,0,0.9638193,0.9662714,0.002452099999999957,10.270481538408221N,106.24301318852424E
Tam Điệp-672.jpeg,0,0.9696574,0.9673117,0.002345700000000006,20.160119476604144N,105.87229503813346E
Hiệp Hòa District-1484.jpeg,0,0.9156931,0.9177118,0.002018699999999929,21.340291214526815N,105.90805973613166E
Thái Bình-192.jpeg,0,0.9530231,0.9550174,0.0019943000000000044,20.433857974965427N,106.38097009372268E
Mỹ Hào District-751.jpeg,0,0.9146717,0.912792,0.0018796999999999287,20.950055611528136N,106.13103834625751E
Yên Mỹ District-714.jpeg,0,0.9537643,0.9556321,0.001867799999999975,20.90169887741291N,105.98445282056811E
Long Xuyen City-1164.jpeg,0,0.95404655,0.95589364,0.0018470899999999402,10.412212410672934N,105.43036824776134E
Hiệp Hòa District-345.jpeg,0,0.93961024,0.9414512,0.0018409600000000026,21.270222942855153N,105.95145637212903E
Long Xuyen City-317.jpeg,0,0.95731276,0.9590725,0.0017597400000000096,10.33675427195213N,105.4742033836116E
Châu Thành District-1668.jpeg,0,0.9694017,0.97104776,0.0016460600000000047,10.297430873665649N,106.36078958596379E
Cao Lanh City-1158.jpeg,0,0.9596391,0.9581794,0.0014596999999999527,10.49717247602242N,105.57283921653911E
Hiệp Hòa District-1974.jpeg,0,0.924297,0.922853,0.0014440000000000008,21.36724054978516N,105.99485300812638E
Cao Lanh City-145.jpeg,0,0.95829165,0.9569268,0.001364850000000084,10.419019403775858N,105.6440915856331E
Chau Doc City-1138.jpeg,0,0.96319735,0.9621814,0.0010159499999999877,10.709259676658043N,105.12070547826302E
Yên Mỹ District-811.jpeg,0,0.9742381,0.97515,0.0009118999999999655,20.907088744464566N,106.039261032674E
Thanh Liêm District-287.jpeg,0,0.9466424,0.94746405,0.0008216500000000071,20.410021342582795N,105.93332984179821E
Châu Thành District-788.jpeg,0,0.95592165,0.956692,0.0007703500000000307,10.275871405459705N,106.28957595030268E
Yên Mỹ District-916.jpeg,0,0.73653746,0.73721653,0.0006790700000000038,20.915173545042055N,106.03060710444676E
Tây Ninh City-705.jpeg,0,0.9278566,0.92849267,0.0006360699999999886,11.360949708070418N,106.13062553408761E
Cao Lanh City-733.jpeg,0,0.9298794,0.9295934,0.00028600000000000847,10.45944340666201N,105.63861063416432E
Bac Giang City-154.jpeg,1,0.9454814,0.036130045,0.9093513550000001,21.251055475224174N,106.21697333616525E
Phu Ly City-463.jpeg,1,0.92879933,0.028748844,0.900050486,20.53971974319859N,105.90705606973756E
Tây Ninh City-414.jpeg,1,0.9634496,0.10164937,0.8618002300000001,11.339390239864434N,106.11138366252419E
Yên Mỹ District-1079.jpeg,1,0.9437167,0.08711262,0.85660408,20.931343146197026N,106.05368424638608E
Hiệp Hòa District-1399.jpeg,1,0.8943963,0.039284676,0.8551116240000001,21.334901347475153N,105.97170813559445E
Cao Lanh City-995.jpeg,1,0.93040216,0.078074284,0.8523278759999999,10.4836978083937N,105.59476302241417E
Mỹ Tho-412.jpeg,1,0.8968063,0.049744997,0.8470613029999999,10.358354739008245N,106.36562412803248E
Yên Mỹ District-96.jpeg,1,0.8841281,0.046777915,0.837350185,20.855885007473827N,106.03349174718917E
Binh Minh Town-686.jpeg,1,0.90071785,0.068143874,0.832573976,10.05580574122154N,105.82689926470547E
Phu Ly City-1058.jpeg,1,0.9419621,0.1120935,0.8298686000000001,20.590923480189254N,105.93583565996381E
Binh Minh Town-256.jpeg,1,0.9039581,0.08723994,0.81671816,10.01807667186116N,105.87890038900149E
Hiệp Hòa District-1005.jpeg,1,0.92667156,0.11242704,0.8142445199999999,21.313341879268485N,105.93409771773007E
Thanh Liêm District-1472.jpeg,1,0.8376755,0.031627707,0.8060477930000001,20.482784547780025N,105.91894927306168E
Châu Thành District-755.jpeg,1,0.88224226,0.077200204,0.805042056,10.275871405459705N,106.19918941273278E
Tây Ninh City-80.jpeg,1,0.8339175,0.031068021,0.802849479,11.307051037555455N,106.10588598493464E
Tam Điệp-1204.jpeg,1,0.8263966,0.028337428,0.798059172,20.195153612439807N,105.87229503813346E
Long Hồ District-965.jpeg,1,0.85788316,0.060132056,0.7977511039999999,10.19171937363546N,105.99477962037294E
