,image,pred,lon,lat
828,Hiep Binh Phuoc Ward-403.jpeg,0.040055887773633,106.7170428298542E,10.869081338867007N
830,Tam Binh Ward-99.jpeg,0.04001603461802,106.72575336999209E,10.870445503905115N
835,Binh Chieu Ward-215.jpeg,0.0399217861704528,106.74277492891738E,10.882431903908552N
844,Tam Binh Ward-35.jpeg,0.0397139700362458,106.74084613990506E,10.86370817009075N
904,Tam Binh Ward-116.jpeg,0.0380775509402155,106.74907855985757E,10.870445503905115N
906,Binh Chieu Ward-176.jpeg,0.0380706745199859,106.71944843384486E,10.881084437145677N
908,Linh Xuan Ward-5.jpeg,0.0379751217551529,106.77831307562371E,10.869613969804979N
911,Hiep Binh Phuoc Ward-269.jpeg,0.0379365375265479,106.72527488550601E,10.852911737712523N
912,Binh Chieu Ward-204.jpeg,0.0378903835080564,106.7263091676897E,10.882431903908552N
946,Hiep Binh Phuoc Ward-409.jpeg,0.036942837992683,106.72527488550601E,10.869081338867007N
960,Hiep Binh Phuoc Ward-86.jpeg,0.0366158420220017,106.69920670927529E,10.842132003609533N
968,Hiep Binh Phuoc Ward-198.jpeg,0.0362768918275833,106.7101827834777E,10.848869337423903N
985,Hiep Binh Phuoc Ward-368.jpeg,0.0356710320338606,106.72253086695538E,10.865038938578387N
988,Hiep Binh Phuoc Ward-292.jpeg,0.0354779912158846,106.72939091333191E,10.855606671238268N
993,Hiep Binh Phuoc Ward-438.jpeg,0.0353549977298826,106.72115885768011E,10.873123739155629N
1006,Linh Xuan Ward-174.jpeg,0.0350984206888824,106.77968521221015E,10.884436104196588N
1020,Hiep Binh Phuoc Ward-124.jpeg,0.0342751143034547,106.72390287623071E,10.843479470372408N
1050,Tam Binh Ward-23.jpeg,0.0332066386472433,106.73810199992089E,10.862360703327875N
1068,Binh Chieu Ward-16.jpeg,0.0325130918063223,106.72082058061385E,10.872999636568434N
1080,Binh Chieu Ward-252.jpeg,0.0318955588154494,106.71395984676897E,10.88647430419717N
1102,Hiep Binh Phuoc Ward-13.jpeg,0.0303809123579412,106.72390287623071E,10.835394669795166N
1112,Hiep Binh Phuoc Ward-113.jpeg,0.0292958992067724,106.70881077420239E,10.843479470372408N
1153,Hiep Binh Phuoc Ward-85.jpeg,0.0215556405019015,106.72527488550601E,10.840784536846662N
