image,pred,lon,lat
Cai Lậy Town-1233.jpeg,0.9707328,10.454486843635076N,106.10461947681281E
Long Hồ District-938.jpeg,0.97067136,10.19171937363546N,105.92084037531647E
Long Hồ District-969.jpeg,0.9706553,10.19171937363546N,106.00573358260351E
Long Hồ District-1431.jpeg,0.9705978,10.229448442995853N,105.94822528089294E
Long Xuyen City-513.jpeg,0.970485,10.355618806632327N,105.42214915978941E
Binh Minh Town-825.jpeg,0.9704466,10.069280408850245N,105.85426827749285E
Cai Lậy Town-1067.jpeg,0.970433,10.441012176006357N,106.17860407333892E
Cai Lậy Town-961.jpeg,0.9702977,10.435622308954873N,106.10735964705452E
Phu Ly City-1058.jpeg,0.9702305,20.590923480189254N,105.93583565996381E
Duy Tiên District-579.jpeg,0.97017705,20.629478444376755N,105.97633018332745E
Cai Lậy Town-1391.jpeg,0.9701055,10.465266577738051N,106.15120237092184E
Long Hồ District-131.jpeg,0.97003764,10.15129537074933N,105.90988641308587E
Cai Lậy Town-1501.jpeg,0.97002953,10.47335137831528N,106.1676433923721E
Long Xuyen City-430.jpeg,0.97001934,10.347534006055099N,105.44406672771456E
Hiệp Hòa District-1570.jpeg,0.9699458,21.34298614805265N,106.00642544439235E
Hoa Lư District-1205.jpeg,0.9699424,20.311178982400836N,105.93921782328722E
Sa Đéc City-666.jpeg,0.9698841,10.362388810083774N,105.72442680314542E
Cai Lậy Town-1494.jpeg,0.9698262,10.47335137831528N,106.14846220068013E
Long Hồ District-197.jpeg,0.96975076,10.15399030427507N,105.9810871675847E
Mỹ Tho-309.jpeg,0.9697037,10.350269938431016N,106.41493719836876E
Hung Yen City-215.jpeg,0.96969104,20.62869747445194N,106.118086422974E
Long Hồ District-351.jpeg,0.9696111,10.162075104852295N,105.95917924312353E
Binh Minh Town-713.jpeg,0.96959686,10.058500674747282N,105.82689926470547E
Trà Vinh City-104.jpeg,0.969519,9.906844904204586N,106.31534904879615E
Cao Lanh City-1175.jpeg,0.96951073,10.49717247602242N,105.61942730402363E
Thái Bình-174.jpeg,0.9694389,20.433857974965427N,106.32919746026477E
Cao Lanh City-980.jpeg,0.9694186,10.481002874867958N,105.64683206136748E
Cai Lậy Town-1240.jpeg,0.96936965,10.454486843635076N,106.12380066850477E
Cao Lanh City-290.jpeg,0.969303,10.429799137878831N,105.5755796922735E
Châu Thành District-2368.jpeg,0.9692328,10.318990341871588N,106.26218609043302E
Long Hồ District-846.jpeg,0.9692303,10.186329506583974N,105.94000980922E
Châu Thành District-2195.jpeg,0.9692106,10.313600474820104N,106.2320572445764E
Hoa Lư District-58.jpeg,0.96915036,20.192601907264688N,105.9449627742907E
Long Xuyen City-718.jpeg,0.96913785,10.371788407786786N,105.44954611969584E
Cai Lậy Town-1681.jpeg,0.96907055,10.497605780046973N,106.10735964705452E
Duy Tiên District-151.jpeg,0.9690662,20.589054441489374N,105.97920979293177E
Cai Lậy Town-1648.jpeg,0.96903574,10.492215912995487N,106.09365879584598E
Sa Đéc City-40.jpeg,0.96903145,10.270761070208517N,105.7572980081781E
Hoa Lư District-975.jpeg,0.96898615,20.28961951419425N,105.95358020079591E
Phu Ly City-726.jpeg,0.9689706,20.55858427787936N,105.89554423364706E
Phu Ly City-885.jpeg,0.9689265,20.569364011982657N,105.95885933214484E
Hiệp Hòa District-16.jpeg,0.9689251,21.22979893996766N,105.963028808395E
Châu Thành District-556.jpeg,0.96891654,10.270481538408221N,106.18823346878493E
Long Hồ District-657.jpeg,0.9689113,10.178244706006748N,105.87702452639412E
Long Hồ District-416.jpeg,0.9688956,10.164770038378037N,105.98930263925763E
Cao Lanh City-644.jpeg,0.9688954,10.451358606084778N,105.66601539150818E
Cao Lanh City-598.jpeg,0.9688777,10.448663672559034N,105.63587015842995E
Châu Thành District-2561.jpeg,0.968833,10.327075142448816N,106.34161668405501E
Vĩnh Long-348.jpeg,0.9687697,10.254387271928598N,105.94732792022363E
Long Hồ District-1019.jpeg,0.96866,10.197109240686942N,105.92084037531647E
Sa Đéc City-56.jpeg,0.96858805,10.27345600373426N,105.74634093983386E
Vĩnh Long-355.jpeg,0.96854836,10.254387271928598N,105.9664985649909E
Tam Điệp-625.jpeg,0.9685191,20.157424543078324N,105.87803669181591E
Binh Minh Town-607.jpeg,0.9685052,10.047720940644316N,105.88984799411644E
Trà Vinh City-837.jpeg,0.96836734,10.00655744465701N,106.31261294901502E
Go Cong Town-840.jpeg,0.9683034,10.425033676001792N,106.67037240985691E
Hoa Lư District-645.jpeg,0.96825,20.251890444832753N,105.9449627742907E
Long Hồ District-294.jpeg,0.9682484,10.159380171326553N,105.95096377145056E
Long Hồ District-1750.jpeg,0.9682426,10.267177512356247N,106.0276415070647E
Yên Mỹ District-811.jpeg,0.9682367,20.907088744464566N,106.039261032674E
Tây Ninh City-644.jpeg,0.9682073,11.35825477454467N,106.07289991939739E
Tam Điệp-233.jpeg,0.9680882,20.13047520782012N,105.89813247970443E
Long Hồ District-868.jpeg,0.968077,10.186329506583974N,106.00025660148823E
Phu Ly City-1059.jpeg,0.96803737,20.590923480189254N,105.93871361898645E
Long Xuyen City-970.jpeg,0.9679698,10.39334787599273N,105.42214915978941E
Bến Tre City-362.jpeg,0.9679473,10.23272027249733N,106.42278680181037E
Cai Lậy Town-1065.jpeg,0.9679378,10.441012176006357N,106.17312373285552E
Châu Thành District-317.jpeg,0.96793205,10.262396737830992N,106.23479623056335E
Yên Mỹ District-711.jpeg,0.96786803,20.90169887741291N,105.97579889234086E
Hung Yen City-338.jpeg,0.9678638,20.639477208555242N,106.10080552328176E
Chau Doc City-884.jpeg,0.9678224,10.69039514197783N,105.09876538175307E
Long Hồ District-930.jpeg,0.96773684,10.19171937363546N,105.89893245085528E
Vĩnh Long-93.jpeg,0.96772444,10.235522737248402N,105.96375990145272E
