image,pred,lon,lat
Hiệp Hòa District-2047,0.9690741300582886,21.372630416836827N,105.99774611719289E
Phu Ly City-541,0.9690649509429932,20.54510961025024N,105.89554423364706E
Tây Ninh City-131,0.9690570831298828,11.312440904606953N,106.11413250131899E
Duy Tiên District-908,0.9690314531326294,20.648342979057535N,105.94465447767993E
Binh Minh Town-522,0.9689841270446777,10.042331073592832N,105.84332067237791E
Tam Điệp-1050,0.9689826965332031,20.178984011284886N,105.90674496022807E
Long Xuyen City-551,0.9689522385597229,10.35831374015807N,105.4468064237052E
Long Xuyen City-1221,0.9689506888389587,10.417602277724422N,105.4468064237052E
Cai Lậy Town-1019,0.9689432978630066,10.438317242480615N,106.15668271140524E
Bến Tre City-695,0.9688525199890137,10.256974674229012N,106.37349326330161E
Chau Doc City-1104,0.9688184857368469,10.7065647431323N,105.09876538175307E
Long Xuyen City-666,0.9688073396682739,10.369093474261044N,105.39749189587363E
Long Xuyen City-1158,0.968779444694519,10.412212410672934N,105.41393007181749E
Châu Thành District-1457,0.9687505960464478,10.292041006614165N,106.34709465602893E
Yên Mỹ District-1087,0.9687069654464722,20.934038079722853N,106.02772246170434E
Cao Lanh City-644,0.9686604142189026,10.451358606084778N,105.6660153915082E
Tây Ninh City-504,0.9686583280563354,11.347475040441676N,106.09489062975555E
Duy Tiên District-9,0.9686550498008728,20.562105106231133N,105.97345057372313E
Ninh Bình-236,0.9686022400856018,20.238832541954036N,105.9916872412553E
Yên Mỹ District-869,0.9685815572738647,20.912478611516228N,105.99599139153777E
Sa Đéc City-388,0.9685754179954529,10.316574940146145N,105.74908020691991E
Bac Giang City-743,0.9685709476470947,21.302259212215N,106.17937844672568E
Hiệp Hòa District-1723,0.9685577750205994,21.351070948630156N,106.03246342599076E
Thái Bình-174,0.9685524106025696,20.433857974965427N,106.32919746026477E
Cao Lanh City-1094,0.968539297580719,10.491782608970933N,105.58654159521102E
Cai Lậy Town-1219,0.9685184955596924,10.451791910109334N,106.16490322213039E
Long Hồ District-541,0.9684739112854004,10.170159905429522N,106.02490301650705E
Binh Minh Town-619,0.9683542847633362,10.050415874170056N,105.82689926470549E
Bac Giang City-624,0.968299925327301,21.291479478111672N,106.20540567787614E
Yên Mỹ District-419,0.9682846069335938,20.88283434273211N,105.97868353508328E
Hoa Lư District-975,0.9682485461235046,20.28961951419425N,105.95358020079591E
Tây Ninh City-363,0.9682016968727112,11.334000372812936N,106.13612321167716E
Chau Doc City-727,0.9681947827339172,10.67961540787485N,105.14538808683676E
Tam Điệp-244,0.9681792259216309,20.13047520782012N,105.92971157495782E
Yên Mỹ District-481,0.968162477016449,20.885529276257937N,106.03349174718919E
Tây Ninh City-102,0.9681519865989685,11.309745971081202N,106.10038830734511E
Cao Lanh City-226,0.9681462645530701,10.424409270827347N,105.63312968269553E
Binh Minh Town-589,0.9681290984153748,10.047720940644316N,105.84058377109918E
Mỹ Hào District-375,0.9681130051612854,20.925801209795672N,106.07621902513017E
Long Xuyen City-730,0.9680840373039246,10.374483341312532N,105.39201250389236E
Long Xuyen City-739,0.9680699706077576,10.374483341312532N,105.41666976780813E
Trà Vinh City-104,0.9680666327476501,9.906844904204586N,106.31534904879615E
Trà Vinh City-14,0.9680591225624084,9.890675303050141N,106.34271004660732E
Hoa Lư District-994,0.968049168586731,20.292314447720084N,105.9104930682699E
Phu Ly City-754,0.9680466055870056,20.55858427787936N,105.9761270862806E
Binh Minh Town-851,0.968006432056427,10.071975342375989N,105.85700517877159E
Châu Thành District-1138,0.96799635887146,10.283956206036935N,106.35531161398983E
Hung Yen City-378,0.967985212802887,20.644867075606896N,106.06624372389724E
Hung Yen City-762,0.9678938388824463,20.693375879071755N,106.06624372389724E
Cao Lanh City-598,0.9678869843482971,10.448663672559034N,105.63587015842995E
Yên Mỹ District-980,0.9678787589073181,20.920563412093717N,106.03060710444676E
Mỹ Tho-412,0.9678584337234497,10.358354739008243N,106.36562412803248E
Thái Bình-571,0.9678569436073303,20.46619717727531N,106.36371254923672E
Thanh Liêm District-499,0.9678472280502319,20.426190943737737N,105.94195818304013E
Binh Minh Town-836,0.967826247215271,10.071975342375989N,105.81595165959052E
Go Cong Town-945,0.9677879810333252,10.433118476579022N,106.62653194770735E
Bến Tre City-800,0.9677661657333374,10.267754408331982N,106.3406309042958E
Long Xuyen City-735,0.9677436351776123,10.374483341312532N,105.40571098384557E
Chau Doc City-1196,0.9677268862724304,10.722734344286769N,105.10973543000804E
Cao Lanh City-737,0.9677215218544006,10.45944340666201N,105.64957253710186E
Phu Ly City-417,0.9676299095153809,20.537024809672765N,105.89842219266968E
Long Hồ District-1327,0.9676120281219482,10.221363642418622N,105.9345328281047E
Tam Điệp-494,0.9676098823547363,20.149339742500864N,105.89239082602198E
Long Hồ District-555,0.9675642848014832,10.172854838955264N,105.90714792252824E
Yên Mỹ District-848,0.9675348997116089,20.909783677990394N,106.039261032674E
Mỹ Tho-309,0.967518150806427,10.350269938431014N,106.41493719836875E
Vĩnh Long-153,0.9675107002258301,10.240912604299886N,105.96102123791452E
Long Xuyen City-255,0.9674884676933289,10.331364404900643N,105.47694307960226E
Hung Yen City-385,0.9674578905105591,20.644867075606896N,106.0864047735382E
Hiệp Hòa District-2236,0.9674468636512756,21.391494951517664N,105.97170813559445E
Long Xuyen City-1165,0.9674169421195984,10.412212410672934N,105.43310794375199E
Trà Vinh City-218,0.9673919677734375,9.92031957183329N,106.34818224616954E
Mỹ Hào District-514,0.967373251914978,20.936580943898992N,106.06467811541916E
Duy Tiên District-255,0.9673717021942139,20.60522404264433N,105.97345057372313E
Long Hồ District-844,0.9673619866371155,10.186329506583974N,105.9345328281047E
Chau Doc City-538,0.9673115611076355,10.668835673771873N,105.10425040588055E
Trà Vinh City-238,0.9673091173171997,9.923014505359031N,106.34818224616954E
Duy Tiên District-501,0.9673069715499878,20.624088577325107N,106.03104276580953E
Yên Mỹ District-836,0.9672945141792297,20.909783677990394N,106.004645319765E
Yên Mỹ District-612,0.9672645926475525,20.893614076835426N,106.04214567541645E
Cao Lanh City-665,0.9672494530677795,10.454053539610522N,105.62764873122678E
Phu Ly City-990,0.9672417044639587,20.58014374608595N,105.95022545507697E
Binh Minh Town-452,0.9672271013259888,10.03694120654135N,105.83510996854167E
Tây Ninh City-1676,0.9672240018844604,11.433712913265623N,106.10588598493464E
Bac Giang City-767,0.9672132730484009,21.304954145740837N,106.17359461758113E
Duy Tiên District-227,0.9672130942344666,20.602529109118507N,105.95905252570155E
Châu Thành District-1478,0.9671605229377747,10.292041006614165N,106.40461336175521E
Mỹ Hào District-902,0.9671462774276733,20.960835345631452N,106.10218607197996E
Duy Tiên District-913,0.967139482498169,20.648342979057535N,105.95905252570155E
Hiệp Hòa District-254,0.9671387076377869,21.262138142277657N,105.97460124466096E
Duy Tiên District-999,0.9671287536621094,20.653732846109186N,105.92449721044969E
Hiệp Hòa District-82,0.9671226143836975,21.240578674070996N,105.95145637212903E
Yên Mỹ District-507,0.9671130180358887,20.88822420978376N,105.98733746331052E
Long Hồ District-1630,0.9670940041542053,10.256397778253273N,105.99751811093057E
Binh Minh Town-963,0.9670873880386353,10.085450010004697N,105.82963616598423E
Cao Lanh City-569,0.9670645594596863,10.44596873903329N,105.65505348857066E
Hung Yen City-129,0.9670607447624207,20.623307607400292N,106.05760327405113E
Thái Bình-631,0.9670524001121521,20.474281977852783N,106.31481617319312E
Trà Vinh City-710,0.9670344591140747,9.987692909976818N,106.33997394682622E
Yên Mỹ District-865,0.9670295119285583,20.912478611516228N,105.98445282056811E
Cao Lanh City-268,0.9670245051383972,10.427104204353089N,105.63312968269553E
Cao Lanh City-760,0.9670165181159973,10.462138340187751N,105.62764873122678E
Binh Minh Town-861,0.9670010209083557,10.074670275901731N,105.81595165959052E
Binh Minh Town-374,0.9669934511184692,10.028856405964122N,105.87890038900149E
Cai Lậy Town-1071,0.966973602771759,10.441012176006357N,106.18956475430575E
Hung Yen City-293,0.9669240713119507,20.63678227502942N,106.0604834239998E
Go Cong Town-328,0.9669167399406433,10.376524872538408N,106.68133252539432E
Cai Lậy Town-563,0.9669007062911987,10.403283106645949N,106.14024168995502E
Châu Thành District-576,0.9668999314308167,10.270481538408221N,106.24301318852424E
Trà Vinh City-641,0.9668393135070801,9.979608109399596N,106.36186274507514E
Chau Doc City-1114,0.9668380618095398,10.7065647431323N,105.12619050239051E
Châu Thành District-2378,0.9668348431587219,10.318990341871592N,106.28957595030268E
Duy Tiên District-249,0.9668297171592712,20.60522404264433N,105.9561729160972E
Cao Lanh City-880,0.9668291211128235,10.472918074290726N,105.63312968269553E
Binh Minh Town-864,0.9668231010437012,10.074670275901731N,105.82416236342675E
Thái Bình-192,0.9668175578117371,20.433857974965427N,106.38097009372268E
Châu Thành District-320,0.966816782951355,10.262396737830992N,106.24301318852424E
Long Hồ District-1058,0.9668106436729431,10.199804174212684N,105.92905584698941E
Tam Điệp-740,0.9667884707450867,20.162814410129968N,105.91822826759295E
Hoa Lư District-151,0.9667810201644897,20.200686707842156N,105.97081505380626E
Thanh Liêm District-1206,0.9667446613311768,20.466614946625093N,105.9764715480078E
Long Hồ District-752,0.966707170009613,10.180939639532488N,105.98382565814235E
Mỹ Tho-861,0.9666786193847656,10.390693941317162N,106.31357144267747E
Long Hồ District-1585,0.9666743874549866,10.245618044150305N,105.99477962037295E
Chau Doc City-982,0.9666464328765869,10.69578500902932N,105.14813059890051E
Binh Minh Town-183,0.9665920734405518,10.012686804809675N,105.84058377109918E
Cao Lanh City-258,0.966579020023346,10.427104204353089N,105.60572492535172E
Tây Ninh City-180,0.9665706753730774,11.317830771658448N,106.11413250131899E
Yên Mỹ District-871,0.9665497541427612,20.912478611516228N,106.0017606770226E
Duy Tiên District-278,0.9665452837944031,20.607918976170158N,105.97345057372313E
Hiệp Hòa District-994,0.96651291847229,21.313341879268485N,105.90227351799868E
Thanh Liêm District-1781,0.9665053486824036,20.501649082460798N,105.96496709301853E
Tam Điệp-1091,0.9665026664733887,20.181678944810706N,105.90100330654563E
Cao Lanh City-145,0.9664943814277649,10.419019403775858N,105.6440915856331E
Châu Thành District-778,0.9664750099182129,10.275871405459705N,106.26218609043302E
Bac Giang City-358,0.9664614200592041,21.27261494343084N,106.16202695929204E
Cai Lậy Town-1031,0.9664582014083862,10.438317242480615N,106.18956475430575E
Châu Thành District-617,0.9664546847343445,10.270481538408221N,106.3909184318204E
Hiệp Hòa District-1985,0.9664444327354431,21.36993548331099N,105.91963217239763E
Cai Lậy Town-1654,0.966421365737915,10.492215912995487N,106.11009981729622E
Bến Tre City-358,0.9664070010185242,10.23272027249733N,106.41183268214176E
Sa Đéc City-288,0.9664065837860107,10.303100272517428N,105.74360167274783E
Mỹ Hào District-922,0.9664032459259033,20.96353027915728N,106.07333379770245E
Yên Mỹ District-310,0.9663976430892944,20.87474954215463N,106.0190685334771E
Long Xuyen City-317,0.9663839340209961,10.33675427195213N,105.4742033836116E
Long Hồ District-443,0.9663740396499634,10.16746497190378N,105.90988641308587E
Trà Vinh City-429,0.9663710594177246,9.958048641193665N,106.34544614638844E
Tây Ninh City-1562,0.9663695693016052,11.420238245636884N,106.15261624444577E
Bến Tre City-724,0.9663575887680054,10.259669607754754N,106.35980061371586E
Tam Điệp-469,0.9663459658622742,20.146644808975044N,105.93258240179902E
Vĩnh Long-348,0.9663445353507996,10.254387271928598N,105.94732792022363E
Binh Minh Town-799,0.9663415551185608,10.066585475324505N,105.85153137621411E
Thanh Liêm District-1737,0.9663376212120056,20.498954148934974N,105.95346263802935E
Hung Yen City-338,0.9663346409797668,20.639477208555242N,106.10080552328174E
Mỹ Hào District-542,0.9663295149803162,20.936580943898992N,106.14546448339627E
Hiệp Hòa District-985,0.9663256406784058,21.31064694574265N,106.00931855345885E
Go Cong Town-113,0.9663170576095581,10.354965404332471N,106.66489235208824E
Binh Minh Town-518,0.966316282749176,10.042331073592832N,105.83237306726295E
Bac Giang City-588,0.9663052558898926,21.28878454458584N,106.1996218487316E
Tam Điệp-800,0.9662856459617615,20.165509343655785N,105.92971157495782E
Hung Yen City-324,0.9662853479385376,20.639477208555242N,106.0604834239998E
Yên Mỹ District-803,0.9662752151489258,20.907088744464566N,106.01618389073467E
Duy Tiên District-20,0.9662694334983826,20.564800039756957N,105.97057096411882E
Go Cong Town-465,0.9662468433380127,10.392694473692872N,106.64297212101346E
Ninh Bình-111,0.9662445783615112,20.22535787432492N,105.96583578475317E
Mỹ Tho-425,0.9662384986877441,10.358354739008243N,106.40123912327536E
Long Xuyen City-1164,0.9662342667579651,10.412212410672934N,105.43036824776134E
Cao Lanh City-1012,0.9662267565727234,10.4836978083937N,105.64135110989872E
Chau Doc City-972,0.96622633934021,10.69578500902932N,105.12070547826302E
Hiệp Hòa District-842,0.9661930799484253,21.302562145165147N,105.99774611719289E
Bến Tre City-635,0.9661781787872314,10.251584807177524N,106.4036170923903E
Duy Tiên District-277,0.9661660194396973,20.607918976170158N,105.97057096411882E
Long Hồ District-736,0.9661096930503845,10.180939639532488N,105.94000980922003E
Thái Bình-539,0.9661024808883667,20.46350224374949N,106.35220751957938E
Chau Doc City-1138,0.9660874605178833,10.709259676658043N,105.12070547826302E
Cao Lanh City-283,0.966072678565979,10.427104204353089N,105.67423681871132E
Bac Giang City-364,0.9660704731941223,21.27261494343084N,106.17937844672568E
Tam Điệp-550,0.9660148024559021,20.15203467602668N,105.92971157495782E
Cai Lậy Town-1108,0.9660131335258484,10.443707109532099N,106.18134424358063E
Duy Tiên District-1192,0.9659815430641174,20.6645125802125N,105.9417748680756E
Tam Điệp-1146,0.9659753441810608,20.18706881186235N,105.87803669181591E
Hiệp Hòa District-392,0.9659680128097534,21.272917876380987N,105.97460124466096E
Binh Minh Town-301,0.9659576416015625,10.023466538912642N,105.84058377109918E
Phu Ly City-962,0.9659551978111267,20.577448812560128N,105.94734749605432E
Phu Ly City-496,0.9659389853477478,20.54241467672441N,105.8782764795113E
Châu Thành District-318,0.9659306406974792,10.262396737830992N,106.23753521655031E
Hiệp Hòa District-471,0.9659270644187927,21.278307743432656N,105.96881502652796E
Duy Tiên District-368,0.9658923745155334,20.61600377674763N,106.0224039369966E
Châu Thành District-1055,0.9658828973770142,10.281261272511195N,106.4320032216249E
Mỹ Hào District-591,0.9658820033073425,20.941970810950647N,106.04448152342489E
Go Cong Town-220,0.9658796787261963,10.365745138435436N,106.67037240985691E
Bac Giang City-337,0.9658732414245605,21.269920009905004N,106.19383801958705E
Thái Bình-358,0.9658597707748413,20.447332642594546N,106.36946506406538E
Châu Thành District-2195,0.965858519077301,10.313600474820104N,106.23205724457637E
Binh Minh Town-519,0.965858519077301,10.042331073592832N,105.83510996854167E
Sa Đéc City-419,0.9658493399620056,10.32196480719763N,105.72990533731752E
Hiệp Hòa District-1417,0.9658476710319519,21.334901347475153N,106.02378409879131E
Cao Lanh City-363,0.9658396244049072,10.432494071404575N,105.65779396430501E
Long Xuyen City-226,0.9658147096633911,10.328669471374901N,105.48242247158353E
Cao Lanh City-775,0.9658029675483704,10.464833273713497N,105.58654159521102E
Hoa Lư District-112,0.9658005833625793,20.197991774316336N,105.94783524979243E
Vĩnh Long-176,0.9657533764839172,10.243607537825628N,105.91994128484181E
Hiệp Hòa District-1416,0.9657320976257324,21.334901347475153N,106.0208909897248E
Mỹ Tho-63,0.9656969904899597,10.331405403750816N,106.31631105769615E
Cai Lậy Town-1567,0.9656825065612793,10.481436178892512N,106.0991391363294E
Bến Tre City-763,0.9656739830970764,10.262364541280496N,106.38170885305308E
Cai Lậy Town-709,0.9656660556793213,10.414062840748926N,106.15394254116356E
Thái Bình-606,0.9656357169151306,20.471587044326956N,106.31481617319312E
Hung Yen City-428,0.9656317234039307,20.650256942658544N,106.06624372389724E
Yên Mỹ District-355,0.9656290411949158,20.877444475680456N,106.03349174718919E
Phu Ly City-871,0.9656287431716919,20.56936401198266N,105.91856790582808E
Bến Tre City-778,0.9656112790107727,10.265059474806238N,106.3461079641301E
Ninh Bình-198,0.9656092524528503,20.23613760842822N,105.9600910166416E
Tam Điệp-166,0.9655994772911072,20.125085340768482N,105.92109909443417E
Châu Thành District-1529,0.9655987024307251,10.294735940139905N,106.25944710444604E
Cao Lanh City-1060,0.9655886292457581,10.48908767544519N,105.58654159521102E
Long Hồ District-1544,0.9655720591545105,10.240228177098823N,105.94274829977763E
Mỹ Tho-720,0.9655717015266418,10.379914207214187N,106.34918643792035E
Long Xuyen City-884,0.9655701518058777,10.385263075415502N,105.43858733573327E
Hiệp Hòa District-229,0.9655671715736389,21.259443208751826N,105.97749435372745E
Tây Ninh City-388,0.9655658006668091,11.336695306338685N,106.12237901770331E
Go Cong Town-173,0.9655640721321106,10.360355271383954N,106.6922926409317E
Hiệp Hòa District-1250,0.9655504822731018,21.32681654689765N,105.98038746279394E
Hoa Lư District-1071,0.9655282497406006,20.297704314771725N,105.94783524979243E
Ninh Bình-164,0.9655139446258545,20.23074774137657N,105.99743200936688E
Duy Tiên District-632,0.9655107855796814,20.632173377902586N,105.99072823134907E
Binh Minh Town-786,0.9654974937438965,10.066585475324505N,105.81595165959052E
Duy Tiên District-715,0.9654872417449951,20.637563244954233N,105.95905252570155E
Yên Mỹ District-614,0.9654756784439087,20.893614076835426N,106.04791496090124E
Ninh Bình-294,0.9654579162597656,20.244222409005683N,105.9916872412553E
Duy Tiên District-1204,0.9654224514961243,20.6645125802125N,105.99072823134907E
Mỹ Tho-667,0.9654008150100708,10.377219273688445N,106.30809221264012E
Cai Lậy Town-1276,0.9653806090354919,10.45718177716082N,106.12380066850477E
