image,pred,lon,lat,found_Anditi
Hiệp Hòa District-4729.jpeg,0.9710266292095184,106.01365821705858N,21.32277414660878E,[]
Go Cong Town-2207.jpeg,0.9709916561841964,106.67722248206778N,10.40077927427014E,"['851.jpeg', '54.jpeg']"
Long Hồ District-4094.jpeg,0.9709816202521324,105.92084037531647N,10.197109240686984E,[]
Go Cong Town-2442.jpeg,0.9709110036492348,106.62379191882302N,10.407516608084503E,[]
Go Cong Town-3722.jpeg,0.9708638861775398,106.64297212101346N,10.431771009816211E,['844.jpeg']
Go Cong Town-2551.jpeg,0.9708585068583488,106.61968187549651N,10.410211541610249E,[]
Go Cong Town-2985.jpeg,0.9705136492848396,106.60735174551695N,10.419643808950358E,[]
Go Cong Town-4716.jpeg,0.9704146385192872,106.65119220766648N,10.460067811836536E,[]
Go Cong Town-3132.jpeg,0.9703886210918428,106.61146178884346N,10.422338742476105E,[]
Go Cong Town-2667.jpeg,0.9703616201877594,106.61831186105434N,10.412906475136E,[]
Tây Ninh City-356.jpeg,0.9703007787466048,106.09076737156332N,11.308398504318339E,['986.jpeg']
Go Cong Town-3818.jpeg,0.970291182398796,106.66763238097258N,10.43311847657908E,[]
Hiệp Hòa District-4950.jpeg,0.9701528921723366,105.9225252814641N,21.32681654689752E,['158.jpeg']
Long Hồ District-4159.jpeg,0.970131978392601,106.00984131843998N,10.197109240686984E,[]
Go Cong Town-2000.jpeg,0.9700425416231157,106.68407255427864N,10.395389407218653E,[]
Thái Bình-548.jpeg,0.9700349718332292,106.35939816311522N,20.429815574676653E,[]
Go Cong Town-3057.jpeg,0.9699467197060584,106.60735174551695N,10.420991275713233E,[]
Phu Ly City-2462.jpeg,0.969935342669487,105.96893218872448N,20.54915201053889E,['359.jpeg']
Yên Mỹ District-1162.jpeg,0.9699271321296692,106.03349174718953N,20.873402075391663E,[]
Go Cong Town-3634.jpeg,0.969919502735138,106.6306419910339N,10.430423543053335E,[]
Bac Giang City-2308.jpeg,0.9697326868772508,106.21986525073754N,21.287437077822833E,[]
Mỹ Hào District-1054.jpeg,0.9696070179343224,106.10218607197996N,20.915021475692306E,['225.jpeg']
Go Cong Town-2123.jpeg,0.969465270638466,106.6361220488026N,10.399431807507273E,[]
Hung Yen City-483.jpeg,0.9694314077496528,106.07920439866642N,20.621960140637352E,"['298.jpeg', '299.jpeg']"
Duy Tiên District-3953.jpeg,0.9692573100328444,105.97920979293177N,20.652385379346146E,[]
Go Cong Town-2172.jpeg,0.9692345187067986,106.62927197659172N,10.40077927427014E,[]
Go Cong Town-2367.jpeg,0.9692051261663436,106.67037240985691N,10.404821674558763E,['56.jpeg']
Tây Ninh City-4792.jpeg,0.9691816791892052,106.12925111468995N,11.393288910379463E,['980.jpeg']
Phu Ly City-3229.jpeg,0.9691449105739594,105.9113730082717N,20.56397414493091E,[]
Binh Minh Town-1084.jpeg,0.969125509262085,105.83647841918126N,10.020771605386921E,['31.jpeg']
Go Cong Town-3000.jpeg,0.9691232964396476,106.62790196214955N,10.419643808950358E,[]
Go Cong Town-3779.jpeg,0.9690354466438292,106.61420181772779N,10.43311847657908E,[]
Go Cong Town-217.jpeg,0.9690127298235892,106.65256222210868N,10.346880603755244E,[]
Tam Điệp-2341.jpeg,0.9690119177103044,105.92253450785479N,20.15472960955243E,"['896.jpeg', '895.jpeg']"
Go Cong Town-3131.jpeg,0.9689986556768416,106.6100917744013N,10.422338742476105E,[]
Go Cong Town-2487.jpeg,0.9689564555883408,106.68544256872082N,10.407516608084503E,[]
Hiệp Hòa District-4282.jpeg,0.9689265117049216,106.01944443519157N,21.316036812794195E,[]
Long Hồ District-690.jpeg,0.9689100757241248,106.0112105637188N,10.15264283751221E,[]
Duy Tiên District-3702.jpeg,0.9688722640275956,105.90146033361509N,20.649690445820323E,"['325.jpeg', '326.jpeg', '327.jpeg']"
Go Cong Town-2610.jpeg,0.968840889632702,106.62105188993868N,10.411559008373121E,[]
Long Hồ District-1530.jpeg,0.9688078761100768,106.00847207316117N,10.163422571615186E,[]
Tam Điệp-1586.jpeg,0.9688057079911232,105.89239082602198N,20.142602408686262E,[]
Hiệp Hòa District-9303.jpeg,0.9687789753079414,106.00642544439235N,21.399579752094933E,[]
Duy Tiên District-5234.jpeg,0.9687575176358224,105.94465447767993N,20.672597380789824E,[]
Go Cong Town-1227.jpeg,0.9687485471367836,106.65393223655084N,10.375177405775567E,[]
Tam Điệp-3267.jpeg,0.9686950519680976,105.92253450785479N,20.166856810418608E,[]
Thái Bình-706.jpeg,0.9686244055628777,106.32919746026477N,20.433857974965385E,['433.jpeg']
Trà Vinh City-493.jpeg,0.9685999825596808,106.31671709868672N,9.909539837730343E,[]
Go Cong Town-3600.jpeg,0.968588910996914,106.6922926409317N,10.429076076290466E,[]
Go Cong Town-3512.jpeg,0.9685604423284532,106.67859249650996N,10.427728609527595E,[]
Tam Điệp-1576.jpeg,0.9685373529791832,105.87803669181591N,20.142602408686262E,"['892.jpeg', '889.jpeg']"
Go Cong Town-4181.jpeg,0.9684943705797197,106.64708216433996N,10.43985581039345E,[]
Go Cong Town-3682.jpeg,0.9683920219540596,106.5881715433265N,10.431771009816211E,[]
Thái Bình-2194.jpeg,0.9683456346392632,106.35076939087223N,20.46484971051231E,[]
Go Cong Town-2231.jpeg,0.9683115556836128,106.6347520343604N,10.402126741033015E,[]
Go Cong Town-3152.jpeg,0.9682911783456802,106.63886207768692N,10.422338742476105E,[]
Go Cong Town-3156.jpeg,0.9682728797197342,106.64434213545564N,10.422338742476105E,[]
Go Cong Town-2432.jpeg,0.9682487174868584,106.68544256872082N,10.406169141321634E,[]
Thái Bình-289.jpeg,0.9682230427861214,106.32488307414329N,20.4217307740992E,"['445.jpeg', '446.jpeg']"
Hung Yen City-1316.jpeg,0.9681765735149384,106.10080552328174N,20.6394772085552E,[]
Go Cong Town-218.jpeg,0.9681175723671912,106.65393223655084N,10.346880603755244E,[]
Go Cong Town-3487.jpeg,0.968059442937374,106.64434213545564N,10.427728609527595E,[]
Duy Tiên District-3077.jpeg,0.967984065413475,105.99216803615124N,20.640258178479957E,['311.jpeg']
Go Cong Town-2678.jpeg,0.9679399579763412,106.63338201991824N,10.412906475136E,[]
Hung Yen City-1297.jpeg,0.9679185673594476,106.07344409876902N,20.6394772085552E,[]
Hiệp Hòa District-6599.jpeg,0.9679174050688744,105.93988393586307N,21.348376015104158E,"['148.jpeg', '147.jpeg']"
Long Xuyen City-3556.jpeg,0.9679055586457253,105.41940946379876N,10.38661054217843E,[]
Phu Ly City-674.jpeg,0.9678305089473724,105.96893218872448N,20.51950774175486E,"['356.jpeg', '355.jpeg']"
Go Cong Town-2728.jpeg,0.9677839279174804,106.61694184661216N,10.414253941898867E,[]
Go Cong Town-4042.jpeg,0.9677465185523032,106.64982219322431N,10.4371608768677E,['53.jpeg']
Hiệp Hòa District-345.jpeg,0.9677371308207512,105.97170813559445N,21.240578674070978E,['168.jpeg']
Go Cong Town-2866.jpeg,0.9677255228161812,106.62927197659172N,10.416948875424618E,[]
Bac Giang City-2506.jpeg,0.9676811024546624,106.20685163516228N,21.291479478111572E,"['199.jpeg', '200.jpeg']"
Thái Bình-1246.jpeg,0.9676252603530884,106.33351184638626N,20.444637709068665E,"['860.jpeg', '438.jpeg']"
Go Cong Town-1607.jpeg,0.967607244849205,106.6922926409317N,10.384609673115675E,[]
Duy Tiên District-3258.jpeg,0.9675745144486428,105.96913115931666N,20.642953112005777E,[]
Go Cong Town-3753.jpeg,0.9675650522112846,106.68544256872082N,10.431771009816211E,[]
Go Cong Town-2929.jpeg,0.9674483314156532,106.62379191882302N,10.418296342187489E,['842.jpeg']
Phu Ly City-3816.jpeg,0.9673985987901688,105.94590851654337N,20.577448812560007E,['345.jpeg']
Duy Tiên District-3437.jpeg,0.9673380851745604,105.94321467287777N,20.645648045531594E,[]
Duy Tiên District-593.jpeg,0.9671647027134896,105.97920979293177N,20.589054441489335E,"['340.jpeg', '341.jpeg']"
Duy Tiên District-1115.jpeg,0.9671328365802764,105.93601564886697N,20.609266442933002E,[]
Go Cong Town-3713.jpeg,0.9671284034848212,106.6306419910339N,10.431771009816211E,[]
Long Xuyen City-876.jpeg,0.9671020656824112,105.48379231957885N,10.328669471374916E,"['932.jpeg', '931.jpeg']"
Go Cong Town-1990.jpeg,0.9670577719807624,106.67037240985691N,10.395389407218653E,[]
Go Cong Town-4856.jpeg,0.9670446962118148,106.64434213545564N,10.469500079176646E,[]
Châu Thành District-6614.jpeg,0.9670387730002404,106.3607895859649N,10.297430873665688E,[]
Tam Điệp-2929.jpeg,0.9670097157359124,105.91822826759295N,20.162814410129887E,[]
Phu Ly City-820.jpeg,0.9669495970010756,105.96029831165657N,20.522202675280678E,[]
Go Cong Town-3593.jpeg,0.9669087305665016,106.68270253983648N,10.429076076290466E,['601.jpeg']
Phu Ly City-2028.jpeg,0.9668924808502196,105.89698321315845N,20.542414676724338E,[]
Thái Bình-743.jpeg,0.9668378084897996,106.38240822242985N,20.433857974965385E,"['460.jpeg', '461.jpeg']"
Go Cong Town-2778.jpeg,0.9668273776769638,106.68544256872082N,10.414253941898867E,[]
Duy Tiên District-4047.jpeg,0.9668207168579102,105.97776998812962N,20.65373284610907E,['314.jpeg']
Trà Vinh City-663.jpeg,0.966786652803421,106.32902954770172N,9.914929704781827E,[]
Tam Điệp-2441.jpeg,0.9667804092168808,105.93258240179902N,20.156077076315338E,[]
Duy Tiên District-1761.jpeg,0.9667726308107376,106.01520491298577N,20.621393643799195E,[]
Go Cong Town-2334.jpeg,0.9666825830936432,106.62516193326519N,10.404821674558763E,[]
Tam Điệp-2494.jpeg,0.9666618779301644,105.87229503813344N,20.15742454307825E,['886.jpeg']
Long Hồ District-1248.jpeg,0.9665820747613908,105.91673263947999N,10.16072763808944E,['34.jpeg']
Thanh Liêm District-4933.jpeg,0.9665568172931672,105.94339623991378N,20.46930988015077E,['401.jpeg']
Tam Điệp-1836.jpeg,0.9664858430624008,105.92253450785479N,20.146644808974987E,['897.jpeg']
Hoa Lư District-232.jpeg,0.9664761200547218,105.94496277429069N,20.192601907264667E,['426.jpeg']
Thái Bình-607.jpeg,0.966449812054634,106.35939816311522N,20.43116304143958E,[]
Go Cong Town-2054.jpeg,0.9664301350712776,106.68544256872082N,10.396736873981526E,[]
Cai Lậy Town-4086.jpeg,0.9663690775632858,106.17449381797637N,10.43831724248067E,[]
Go Cong Town-2262.jpeg,0.9663567617535592,106.67722248206778N,10.402126741033015E,"['851.jpeg', '54.jpeg']"
Go Cong Town-3594.jpeg,0.9663413614034652,106.68407255427864N,10.429076076290466E,['601.jpeg']
Tam Điệp-2689.jpeg,0.9663051515817642,105.87085962471284N,20.16011947660407E,['429.jpeg']
Trà Vinh City-595.jpeg,0.9662747979164124,106.34407809649787N,9.912234771256085E,[]
Hiệp Hòa District-4017.jpeg,0.9662688598036766,105.90227351799868N,21.313341879268368E,[]
Trà Vinh City-1129.jpeg,0.9662657603621484,106.33997394682622N,9.933794239462024E,"['735.jpeg', '758.jpeg', '733.jpeg']"
Go Cong Town-2066.jpeg,0.9662260189652444,106.62927197659172N,10.398084340744397E,[]
Trà Vinh City-1356.jpeg,0.9662085250020028,106.34818224616954N,9.945921440327869E,[]
Phu Ly City-2032.jpeg,0.9661949574947356,105.90273913120375N,20.542414676724338E,"['350.jpeg', '351.jpeg']"
Hiệp Hòa District-4725.jpeg,0.966173030436039,106.0078719989256N,21.32277414660878E,[]
Go Cong Town-2336.jpeg,0.966170847415924,106.62790196214955N,10.404821674558763E,[]
Chau Doc City-3519.jpeg,0.9660687074065208,105.10013663778491N,10.690395141977882E,['463.jpeg']
Tây Ninh City-800.jpeg,0.9660205096006392,106.09076737156332N,11.320525705184215E,"['990.jpeg', '985.jpeg']"
Cao Lanh City-2252.jpeg,0.9660155922174454,105.65368325070345N,10.44596873903332E,"['953.jpeg', '952.jpeg']"
Thanh Liêm District-5473.jpeg,0.965965822339058,105.8973784199569N,20.47739468072824E,['383.jpeg']
Bac Giang City-2505.jpeg,0.9659567475318908,106.20540567787614N,21.291479478111572E,"['199.jpeg', '200.jpeg']"
Tam Điệp-2619.jpeg,0.9658829569816588,105.91248661391052N,20.158772009841154E,"['898.jpeg', '887.jpeg']"
Go Cong Town-4481.jpeg,0.9658572673797609,106.65256222210868N,10.447940610970683E,[]
Go Cong Town-2276.jpeg,0.96584103256464,106.6964026842582N,10.402126741033015E,[]
Thái Bình-1392.jpeg,0.9658244028687476,106.3478931334579N,20.447332642594482E,"['439.jpeg', '440.jpeg']"
Thái Bình-2530.jpeg,0.9658156111836432,106.3780938363084N,20.472934511089775E,"['458.jpeg', '859.jpeg']"
Go Cong Town-1819.jpeg,0.9658153355121613,106.64160210657127N,10.391347006930033E,['604.jpeg']
Hiệp Hòa District-3046.jpeg,0.965809002518654,105.93265116319684N,21.2985197448763E,['156.jpeg']
Thái Bình-2487.jpeg,0.9657708406448364,106.31625430190032N,20.472934511089775E,[]
Thái Bình-761.jpeg,0.9657305628061296,106.31481617319312N,20.435205441728296E,['430.jpeg']
Go Cong Town-3403.jpeg,0.9655895829200744,106.64434213545564N,10.426381142764722E,[]
Go Cong Town-2716.jpeg,0.9655647277832032,106.68544256872082N,10.412906475136E,[]
Hiệp Hòa District-756.jpeg,0.9654735624790192,105.95000981759576N,21.25540080846303E,[]
Long Hồ District-4977.jpeg,0.9654434323310852,105.92220962059528N,10.21462630860432E,[]
Long Hồ District-1355.jpeg,0.9654384329915048,105.91673263947999N,10.162075104852311E,['34.jpeg']
Phu Ly City-2829.jpeg,0.9654358327388765,105.96605422970185N,20.55588934435344E,['353.jpeg']
Trà Vinh City-1326.jpeg,0.9654026702046394,106.34271004660732N,9.944573973564998E,[]
Phu Ly City-2705.jpeg,0.9653900042176248,105.89122729511318N,20.55454187759053E,[]
Chau Doc City-428.jpeg,0.9653752967715264,105.09876538175307N,10.632454071174338E,['477.jpeg']
Thái Bình-298.jpeg,0.965371198952198,106.33782623250777N,20.4217307740992E,[]
Go Cong Town-3505.jpeg,0.9653568863868712,106.66900239541475N,10.427728609527595E,[]
Mỹ Tho-1197.jpeg,0.965305507183075,106.41493719836943N,10.350269938431039E,[]
Thái Bình-1314.jpeg,0.965278334915638,106.33351184638626N,20.445985175831574E,"['860.jpeg', '438.jpeg']"
Go Cong Town-3778.jpeg,0.965241238474846,106.61283180328563N,10.43311847657908E,[]
Phu Ly City-1778.jpeg,0.96523018181324,105.8984221926698N,20.538372276435606E,[]
Long Hồ District-3135.jpeg,0.9652168229222298,105.91125565836468N,10.183634573058265E,[]
Go Cong Town-2388.jpeg,0.965203084051609,106.62516193326519N,10.406169141321634E,[]
Thanh Liêm District-3226.jpeg,0.9651909545063972,105.9577768086503N,20.44505547841839E,[]
Go Cong Town-3706.jpeg,0.9651591181755066,106.62105188993868N,10.431771009816211E,[]
Long Hồ District-1249.jpeg,0.9651398956775664,105.9181018847588N,10.16072763808944E,['34.jpeg']
Mỹ Hào District-3789.jpeg,0.965129628777504,106.08487470741343N,20.967572679445905E,[]
Mỹ Hào District-2408.jpeg,0.9651127606630324,106.03582584114166N,20.94197081095056E,[]
Go Cong Town-2116.jpeg,0.9651097133755684,106.62653194770735N,10.399431807507273E,[]
Thái Bình-2479.jpeg,0.9651091992855072,106.3780938363084N,20.47158704432686E,"['458.jpeg', '859.jpeg']"
Duy Tiên District-4873.jpeg,0.9651028886437416,105.99216803615124N,20.66586004697526E,['318.jpeg']
Go Cong Town-227.jpeg,0.965041495859623,106.6662623665304N,10.346880603755244E,[]
Hiệp Hòa District-291.jpeg,0.9650408029556274,105.95145637212903N,21.239231207308055E,['165.jpeg']
Duy Tiên District-2284.jpeg,0.9650161042809486,105.9460942824821N,20.629478444376662E,['337.jpeg']
Long Xuyen City-1716.jpeg,0.964973472058773,105.45913505566305N,10.347534006055131E,"['929.jpeg', '15.jpeg']"
Duy Tiên District-955.jpeg,0.9649377763271332,105.97920979293177N,20.60387657588136E,[]
Hiệp Hòa District-6050.jpeg,0.964885801076889,106.01510477159182N,21.340291214526662E,"['182.jpeg', '183.jpeg']"
Go Cong Town-2011.jpeg,0.9648824036121368,106.62653194770735N,10.396736873981526E,[]
Long Xuyen City-2924.jpeg,0.9648809731006622,105.39201250389236N,10.374483341312578E,['490.jpeg']
Thái Bình-2083.jpeg,0.964872106909752,106.35364564828656N,20.462154776986495E,"['451.jpeg', '450.jpeg']"
Long Xuyen City-3619.jpeg,0.9648708626627922,105.42077931179409N,10.387958008941302E,[]
Chau Doc City-1924.jpeg,0.9648653119802476,105.04528639650998N,10.666140740246163E,"['2.jpeg', '1.jpeg']"
Trà Vinh City-499.jpeg,0.96486047655344,106.32492539803008N,9.909539837730343E,[]
Thái Bình-714.jpeg,0.9648208394646643,106.34070248992211N,20.433857974965385E,[]
Go Cong Town-336.jpeg,0.964797630906105,106.66352233764604N,10.350923004043862E,['857.jpeg']
Go Cong Town-3879.jpeg,0.9647922441363336,106.64297212101346N,10.434465943341957E,[]
Hung Yen City-1497.jpeg,0.9647809565067292,106.06912387384595N,20.64486707560684E,[]
Long Xuyen City-815.jpeg,0.9647426679730416,105.48653201556947N,10.327322004612043E,"['934.jpeg', '933.jpeg']"
Go Cong Town-348.jpeg,0.9647062718868256,106.67996251095214N,10.350923004043862E,[]
Chau Doc City-3518.jpeg,0.964651308953762,105.09876538175307N,10.690395141977882E,['463.jpeg']
Go Cong Town-3521.jpeg,0.964643970131874,106.69092262648952N,10.427728609527595E,[]
Ninh Bình-2104.jpeg,0.9646352678537368,105.95147386447422N,20.272519211026708E,['870.jpeg']
Hiệp Hòa District-6470.jpeg,0.9646138250827788,106.02378409879131N,21.345681081578324E,['185.jpeg']
Hiệp Hòa District-3407.jpeg,0.9645708724856376,105.95724259026198N,21.303909611927963E,[]
Tam Điệp-4118.jpeg,0.9645600318908693,105.95411360310817N,20.177636544521878E,[]
Mỹ Tho-1550.jpeg,0.9645135924220084,106.34918643792071N,10.3570072722454E,['833.jpeg']
Tam Điệp-2340.jpeg,0.9644771069288254,105.92109909443417N,20.15472960955243E,"['896.jpeg', '894.jpeg', '895.jpeg']"
Sa Đéc City-558.jpeg,0.9644717127084732,105.75592837463535N,10.282888271074373E,['531.jpeg']
Mỹ Hào District-1176.jpeg,0.9644459933042526,106.10507129940774N,20.91771640921813E,[]
Go Cong Town-2390.jpeg,0.9644459709525108,106.62790196214955N,10.406169141321634E,[]
Cao Lanh City-3509.jpeg,0.9644281268119812,105.6482022992347N,10.47291807429077E,['20.jpeg']
Go Cong Town-3290.jpeg,0.964373119175434,106.60461171663259N,10.425033676001851E,[]
Go Cong Town-1651.jpeg,0.9643515050411224,106.68544256872082N,10.385957139878546E,[]
Long Hồ District-5243.jpeg,0.9643447250127792,105.9235788658741N,10.220016175655811E,[]
Hiệp Hòa District-8229.jpeg,0.9643434211611748,105.98038746279394N,21.373977883599547E,[]
Thanh Liêm District-1124.jpeg,0.9643394947052002,105.93189178492456N,20.410021342582734E,['374.jpeg']
Duy Tiên District-2470.jpeg,0.9643278867006302,105.94033506327347N,20.632173377902483E,[]
Hiệp Hòa District-5435.jpeg,0.9643257558345796,105.8935941907992N,21.333553880712092E,['159.jpeg']
Sa Đéc City-1998.jpeg,0.9643113017082214,105.74223203920499N,10.33409200806352E,[]
Sa Đéc City-767.jpeg,0.9642379060387612,105.77373361069478N,10.289625604888732E,['910.jpeg']
Yên Mỹ District-3777.jpeg,0.9642113745212556,106.05512656775774N,20.917868478567776E,"['240.jpeg', '241.jpeg']"
Cao Lanh City-3056.jpeg,0.9641925618052484,105.58791183307821N,10.46348580695066E,['499.jpeg']
Tây Ninh City-2189.jpeg,0.964182749390602,106.15124182504802N,11.350169973967462E,[]
Go Cong Town-3256.jpeg,0.9641598835587502,106.67174242429908N,10.423686209238976E,[]
Bến Tre City-1622.jpeg,0.9641498997807504,106.40498635734843N,10.23676267278597E,['717.jpeg']
Duy Tiên District-2980.jpeg,0.9641228541731834,105.99504764575553N,20.638910711717042E,['310.jpeg']
Chau Doc City-3703.jpeg,0.964101068675518,105.12756175842237N,10.693090075503628E,"['471.jpeg', '472.jpeg']"
Trà Vinh City-919.jpeg,0.9640792608261108,106.30577269956223N,9.924361972121927E,[]
Go Cong Town-880.jpeg,0.9640436172485352,106.67037240985691N,10.365745138435459E,['858.jpeg']
Go Cong Town-1383.jpeg,0.9640097618103028,106.65804227987738N,10.379219806064183E,[]
Trà Vinh City-977.jpeg,0.9640019461512566,106.34271004660732N,9.925709438884796E,[]
Bến Tre City-3200.jpeg,0.9639937356114388,106.33926163933714N,10.267754408332031E,"['704.jpeg', '698.jpeg', '689.jpeg']"
Phu Ly City-192.jpeg,0.9639526829123496,105.90993402876035N,20.50468560736285E,['395.jpeg']
Tam Điệp-2234.jpeg,0.9639242440462112,105.89956789312502N,20.15338214278953E,[]
Trà Vinh City-1920.jpeg,0.963879220187664,106.34818224616954N,9.964785975008068E,[]
Mỹ Hào District-1167.jpeg,0.963824450969696,106.09208777598282N,20.91771640921813E,[]
Trà Vinh City-1864.jpeg,0.9638150930404664,106.3372378470451N,9.963438508245199E,['736.jpeg']
Tam Điệp-3622.jpeg,0.963813714683056,105.94406570916391N,20.17089921070733E,[]
Hiệp Hòa District-909.jpeg,0.9637787565588952,105.97749435372745N,21.25944320875178E,['169.jpeg']
