Unnamed: 0,image,pred,lon,lat,found_Anditi
1504,Cai Lậy Town-5934.jpeg,0.943509466946125,106.17997415845981N,10.472003911552486E,[]
1505,Mỹ Hào District-1198.jpeg,0.9434879645705224,106.136808801113N,20.91771640921813E,['218.jpeg']
1509,Thái Bình-1146.jpeg,0.9434188678860664,106.38528447984417N,20.441942775542838E,[]
1512,Châu Thành District-5415.jpeg,0.9432918801903724,106.4320032216264N,10.289346073088451E,[]
1513,Go Cong Town-998.jpeg,0.943217784166336,106.68681258316299N,10.368440071961205E,[]
1514,Long Hồ District-2180.jpeg,0.943212017416954,105.98245641286351N,10.171507372192416E,[]
1517,Mỹ Tho-1341.jpeg,0.9431018605828284,106.39165047071049N,10.352964871956782E,[]
1519,Trà Vinh City-1209.jpeg,0.9430693611502649,106.3495502960601N,9.937836639750643E,['743.jpeg']
1523,Long Xuyen City-2894.jpeg,0.9430046752095222,105.4413270317239N,10.373135874549702E,[]
1524,Binh Minh Town-2205.jpeg,0.9430037885904312,105.81595165959065N,10.045026007118615E,[]
1525,Vĩnh Long-1210.jpeg,0.9430020079016684,105.9623905696832N,10.251692338402876E,"['662.jpeg', '663.jpeg']"
1528,Ninh Bình-2037.jpeg,0.9429243355989456,105.9600910166416N,20.26982427750089E,[]
1529,Go Cong Town-4300.jpeg,0.9428763389587402,106.64297212101346N,10.44255074391919E,[]
1530,Cao Lanh City-426.jpeg,0.9428624138236046,105.66875586724257N,10.41632447025012E,['518.jpeg']
1531,Long Xuyen City-918.jpeg,0.9428418427705764,105.45639535967244N,10.330016938137788E,['493.jpeg']
1532,Mỹ Tho-2619.jpeg,0.942841537296772,106.30672240513088N,10.37587180692561E,['65.jpeg']
1536,Thanh Liêm District-1031.jpeg,0.9427704587578772,105.88299785122038N,20.408673875819822E,['388.jpeg']
1542,Hiệp Hòa District-605.jpeg,0.9426099956035614,105.95724259026198N,21.250010941411375E,[]
1544,Long Xuyen City-2596.jpeg,0.9425984546542168,105.39475219988303N,10.367746007498214E,[]
1545,Duy Tiên District-2562.jpeg,0.9425876811146736,105.93601564886697N,20.633520844665398E,[]
1546,Thanh Liêm District-5760.jpeg,0.9425807744264604,105.8973784199569N,20.481437081016963E,[]
1549,Cai Lậy Town-1086.jpeg,0.942497469484806,106.16079296676783N,10.383071105202898E,['774.jpeg']
1550,Go Cong Town-807.jpeg,0.9424922913312912,106.64434213545564N,10.364397671672586E,[]
1551,Go Cong Town-1402.jpeg,0.9424714148044586,106.68407255427864N,10.379219806064183E,[]
1552,Long Hồ District-6291.jpeg,0.9424344524741172,106.00162584676706N,10.242923110624638E,[]
1559,Go Cong Town-1996.jpeg,0.9423081651329994,106.67859249650996N,10.395389407218653E,[]
1561,Go Cong Town-2640.jpeg,0.9422717466950415,106.66215232320387N,10.411559008373121E,[]
1563,Bến Tre City-3257.jpeg,0.9422480314970016,106.35980061371565N,10.269101875094902E,['579.jpeg']
1565,Thanh Liêm District-3773.jpeg,0.9421969503164292,105.90313064745148N,20.45314027899585E,[]
1566,Long Hồ District-1310.jpeg,0.9421847686171532,106.00710282788233N,10.16072763808944E,[]
1567,Long Hồ District-7741.jpeg,0.9421023279428482,106.01668754483413N,10.281999646747927E,['685.jpeg']
1569,Châu Thành District-2900.jpeg,0.9420259818434716,106.2525996394792N,10.274523938696857E,[]
1570,Binh Minh Town-357.jpeg,0.941992774605751,105.87753193836252N,10.001907070706721E,['536.jpeg']
1571,Long Hồ District-1893.jpeg,0.941856913268566,105.89756320557647N,10.168812438666674E,"['648.jpeg', '33.jpeg']"
1572,Go Cong Town-1363.jpeg,0.9418293461203576,106.70188274202691N,10.37787233930131E,[]
1573,Bến Tre City-2955.jpeg,0.9417854025959967,106.36116987867425N,10.26101707451767E,[]
1575,Hung Yen City-2636.jpeg,0.941741205751896,106.08064447364077N,20.68124867820544E,"['275.jpeg', '274.jpeg']"
1576,Cao Lanh City-881.jpeg,0.9417177513241768,105.60298444961734N,10.424409270827352E,['495.jpeg']
1577,Go Cong Town-1114.jpeg,0.9417146146297456,106.63749206324476N,10.372482472249823E,[]
1578,Châu Thành District-1711.jpeg,0.9416890367865562,106.43748119360033N,10.265091671356753E,[]
1580,Go Cong Town-927.jpeg,0.941666729748249,106.66215232320387N,10.367092605198332E,[]
1582,Cai Lậy Town-912.jpeg,0.9415962472558022,106.12791092386735N,10.380376171677153E,['80.jpeg']
1584,Cai Lậy Town-4256.jpeg,0.9415754154324532,106.1881946691849N,10.441012176006414E,['776.jpeg']
1586,Go Cong Town-2203.jpeg,0.9415541365742685,106.67174242429908N,10.40077927427014E,[]
1588,Long Hồ District-2140.jpeg,0.9415098577737808,105.92768660171058N,10.171507372192416E,[]
1589,Hoa Lư District-1604.jpeg,0.94150460511446,105.95214396304503N,20.223593642811572E,['422.jpeg']
1593,Go Cong Town-1770.jpeg,0.9414557591080666,106.6457121498978N,10.389999540167166E,[]
1595,Long Xuyen City-4037.jpeg,0.9414432868361472,105.42488885578004N,10.397390276281406E,[]
1600,Duy Tiên District-2325.jpeg,0.9413339495658876,106.00512627937064N,20.629478444376662E,[]
1602,Long Xuyen City-2603.jpeg,0.9412788301706314,105.40434113585025N,10.367746007498214E,[]
1604,Go Cong Town-805.jpeg,0.9412623271346092,106.64160210657127N,10.364397671672586E,[]
1605,Go Cong Town-1844.jpeg,0.9412550553679466,106.6758524676256N,10.391347006930033E,[]
1606,Châu Thành District-5952.jpeg,0.9412216320633888,106.29916240125785N,10.293388473377066E,[]
1608,Thanh Liêm District-3345.jpeg,0.9411098957061768,105.99085211674432N,20.4464029451813E,[]
1609,Go Cong Town-307.jpeg,0.941074289381504,106.67722248206778N,10.34957553728099E,[]
1612,Bến Tre City-1524.jpeg,0.9410197362303734,106.37212399834277N,10.235415206023102E,['693.jpeg']
1615,Go Cong Town-2743.jpeg,0.940889559686184,106.63749206324476N,10.414253941898867E,[]
1616,Binh Minh Town-2568.jpeg,0.94087952375412,105.84332067237811N,10.051763340932972E,[]
1617,Hiệp Hòa District-4918.jpeg,0.9408637434244156,106.01799788065833N,21.325469080134603E,[]
1618,Go Cong Town-3605.jpeg,0.94082672894001,106.59091157221086N,10.430423543053335E,[]
1620,Sa Đéc City-1282.jpeg,0.9407368674874306,105.75729800817835N,10.307142672806073E,[]
1624,Trà Vinh City-731.jpeg,0.9406933858990668,106.31534904879615N,9.917624638307569E,[]
1625,Hiệp Hòa District-4341.jpeg,0.9406709745526314,105.97315469012771N,21.31738427955711E,[]
1628,Hiệp Hòa District-955.jpeg,0.9406508058309556,105.97026158106122N,21.260790675514695E,[]
1630,Hiệp Hòa District-5832.jpeg,0.940638802945614,106.00931855345885N,21.337596281000838E,[]
1633,Go Cong Town-1025.jpeg,0.9406138733029366,106.65393223655084N,10.369787538724077E,[]
1634,Long Hồ District-6183.jpeg,0.9405969306826591,105.94274829977763N,10.240228177098889E,[]
1635,Binh Minh Town-2035.jpeg,0.9405564144253732,105.86111053069003N,10.040983606829998E,[]
1636,Vĩnh Long-1576.jpeg,0.9405333250761032,105.88159999530724N,10.258429672217233E,[]
1637,Vĩnh Long-2115.jpeg,0.9404706731438636,105.90761729891983N,10.26786193955734E,['649.jpeg']
1638,Bến Tre City-1657.jpeg,0.9404664561152458,106.35021575900566N,10.238110139548848E,['707.jpeg']
1641,Go Cong Town-2557.jpeg,0.9404376968741416,106.62790196214955N,10.410211541610249E,[]
1642,Go Cong Town-3743.jpeg,0.9404318481683732,106.67174242429908N,10.431771009816211E,[]
1646,Phu Ly City-4167.jpeg,0.9401997476816176,105.93295770094146N,20.588228546663295E,[]
1648,Go Cong Town-3812.jpeg,0.9401664957404136,106.65941229431952N,10.43311847657908E,[]
1653,Duy Tiên District-2313.jpeg,0.9400867074728012,105.98784862174475N,20.629478444376662E,[]
1654,Cao Lanh City-3139.jpeg,0.9400590807199478,105.62079754189082N,10.464833273713532E,['943.jpeg']
1656,Cai Lậy Town-6007.jpeg,0.9400072172284126,106.09776905120856N,10.474698845078231E,[]
1657,Chau Doc City-4294.jpeg,0.9399726986885072,105.12619050239051N,10.703869809606616E,[]
1658,Trà Vinh City-1773.jpeg,0.9399568438529968,106.33860589693562N,9.960743574719457E,[]
1660,Go Cong Town-292.jpeg,0.9399464353919028,106.65667226543519N,10.34957553728099E,[]
1665,Duy Tiên District-3802.jpeg,0.939842700958252,105.90290013841727N,20.651037912583238E,"['325.jpeg', '326.jpeg', '327.jpeg']"
1669,Bến Tre City-1481.jpeg,0.939707487821579,106.4118326821413N,10.234067739260228E,[]
1670,Yên Mỹ District-1576.jpeg,0.9396522790193558,106.05224192501532N,20.88013940920623E,[]
1671,Mỹ Tho-1306.jpeg,0.9396484047174454,106.34370720788327N,10.352964871956782E,['583.jpeg']
1674,Go Cong Town-1105.jpeg,0.9395246654748916,106.69366265537386N,10.371135005486948E,[]
1675,Châu Thành District-3447.jpeg,0.9395029246807098,106.44022017958733N,10.277218872222601E,[]
1678,Ninh Bình-1168.jpeg,0.9393373727798462,106.01035773761795N,20.244222409005623E,[]
1680,Ninh Bình-918.jpeg,0.9392860606312752,105.9916872412553N,20.238832541953983E,['881.jpeg']
1682,Mỹ Tho-1945.jpeg,0.939170464873314,106.34233740037392N,10.36374460605976E,[]
1683,Ninh Bình-394.jpeg,0.939168021082878,105.95147386447422N,20.224010407561988E,['422.jpeg']
1686,Go Cong Town-3269.jpeg,0.9390794709324836,106.68955261204736N,10.423686209238976E,[]
1688,Chau Doc City-2274.jpeg,0.9390372708439828,105.07271151714745N,10.671530607297658E,"['0.jpeg', '955.jpeg']"
1691,Go Cong Town-3484.jpeg,0.9387772604823112,106.64023209212911N,10.427728609527595E,[]
1693,Hiệp Hòa District-7172.jpeg,0.9387527257204056,105.93699082679657N,21.356460815681647E,[]
1694,Tây Ninh City-2029.jpeg,0.938748985528946,106.1127580819214N,11.347475040441713E,[]
1696,Duy Tiên District-1549.jpeg,0.938634805381298,105.96193213530586N,20.618698710273378E,[]
1700,Châu Thành District-6301.jpeg,0.9385026842355728,106.2115148496745N,10.296083406902813E,[]
1702,Tam Điệp-2427.jpeg,0.9383698031306268,105.91248661391052N,20.156077076315338E,['893.jpeg']
1704,Tây Ninh City-4618.jpeg,0.9383033961057664,106.12100459830566N,11.390593976853712E,[]
1705,Go Cong Town-775.jpeg,0.9383005350828172,106.67448245318344N,10.363050204909717E,"['850.jpeg', '849.jpeg']"
1706,Phu Ly City-1870.jpeg,0.9382439330220222,105.9070560697377N,20.539719743198518E,[]
1707,Hiệp Hòa District-6816.jpeg,0.9382277429103852,105.97749435372745N,21.351070948629985E,['126.jpeg']
1708,Go Cong Town-2968.jpeg,0.9382259845733644,106.67722248206778N,10.418296342187489E,[]
1710,Thanh Liêm District-1724.jpeg,0.9382011368870736,105.94195818304013N,20.42214854344892E,[]
1711,Thái Bình-1589.jpeg,0.9381804019212724,106.34501687604359N,20.451375042883214E,"['99.jpeg', '442.jpeg']"
1716,Go Cong Town-4544.jpeg,0.9380265399813652,106.64845217878214N,10.450635544496429E,[]
1717,Bến Tre City-2153.jpeg,0.9380227103829384,106.36527767354993N,10.246194940126077E,"['699.jpeg', '715.jpeg']"
1719,Go Cong Town-4953.jpeg,0.937952160835266,106.64434213545564N,10.47623741299101E,[]
1723,Trà Vinh City-576.jpeg,0.937798634171486,106.31808514857725N,9.912234771256085E,[]
1724,Thái Bình-1023.jpeg,0.9377727136015892,106.30618740095012N,20.440595308779933E,[]
1726,Trà Vinh City-1016.jpeg,0.9377626478672028,106.32218929824893N,9.92840437241054E,[]
1730,Duy Tiên District-3393.jpeg,0.937694638967514,106.02096413219442N,20.644300578768686E,['308.jpeg']
1733,Thanh Liêm District-5869.jpeg,0.937449373304844,105.91894927306168N,20.482784547779872E,[]
1735,Yên Mỹ District-2420.jpeg,0.9374432936310768,106.04935728227288N,20.893614076835348E,['243.jpeg']
1736,Long Hồ District-7876.jpeg,0.937406376004219,105.99067188453644N,10.284694580273671E,['548.jpeg']
1737,Long Xuyen City-1598.jpeg,0.9373593926429749,105.45913505566305N,10.344839072529387E,['14.jpeg']
1738,Duy Tiên District-1959.jpeg,0.9373513236641884,106.0296029610074N,20.624088577325022E,[]
1739,Thanh Liêm District-5765.jpeg,0.9372871667146684,105.90456870432516N,20.481437081016963E,[]
1740,Yên Mỹ District-2440.jpeg,0.9372697249054908,106.07820370969719N,20.893614076835348E,[]
1741,Thanh Liêm District-5006.jpeg,0.9371774271130562,105.91319704556706N,20.470657346913683E,[]
1745,Cai Lậy Town-3118.jpeg,0.9371072724461555,106.1224305833839N,10.420800174563325E,[]
1746,Mỹ Hào District-163.jpeg,0.9370903223752975,106.11372698169097N,20.88807214043406E,[]
1750,Go Cong Town-4540.jpeg,0.936853103339672,106.64297212101346N,10.450635544496429E,[]
1751,Vĩnh Long-410.jpeg,0.9368170276284218,105.95828257437594N,10.236870204011284E,[]
1752,Go Cong Town-2086.jpeg,0.9367694333195686,106.65667226543519N,10.398084340744397E,[]
1753,Go Cong Town-3030.jpeg,0.936768501996994,106.66900239541475N,10.419643808950358E,[]
1754,Tây Ninh City-1953.jpeg,0.936756044626236,106.10038830734497N,11.346127573678837E,[]
1756,Go Cong Town-1706.jpeg,0.9366270378232002,106.69503266981602N,10.387304606641418E,[]
1757,Tây Ninh City-1474.jpeg,0.9365707114338876,106.12237901770304N,11.335347839575835E,['978.jpeg']
1759,Sa Đéc City-2828.jpeg,0.9365400075912476,105.71210010125822N,10.370473610661076E,[]
1764,Duy Tiên District-1432.jpeg,0.9364442229270936,106.0224039369966N,20.616003776747554E,[]
1766,Tây Ninh City-5112.jpeg,0.9363692924380302,106.12650227589519N,11.398678777430964E,[]
1768,Hiệp Hòa District-7503.jpeg,0.936185657978058,106.02378409879131N,21.360503215970393E,[]
1770,Duy Tiên District-4420.jpeg,0.9360990896821022,105.98352920733824N,20.65912271316071E,[]
1773,Long Xuyen City-1941.jpeg,0.9360054135322572,105.44269687971922N,10.352923873106617E,[]
1775,Long Hồ District-6504.jpeg,0.9359517395496368,105.99888735620941N,10.255050311490482E,[]
1777,Thái Bình-2457.jpeg,0.9357868134975432,106.34645500475075N,20.47158704432686E,[]
1778,Duy Tiên District-2184.jpeg,0.9357425272464752,105.94033506327347N,20.62813097761375E,[]
1779,Chau Doc City-4623.jpeg,0.9357415363192558,105.11796296619927N,10.713302076946729E,"['468.jpeg', '465.jpeg']"
1780,Binh Minh Town-2719.jpeg,0.9357398822903632,105.86932123452628N,10.054458274458714E,[]
1781,Mỹ Tho-611.jpeg,0.9357117861509324,106.33959778535524N,10.340837671090929E,[]
1782,Ninh Bình-2115.jpeg,0.9356774166226388,105.9672719767811N,20.272519211026708E,[]
1783,Châu Thành District-5819.jpeg,0.9356647208333017,106.4032438687631N,10.292041006614197E,[]
1784,Hung Yen City-976.jpeg,0.935639999806881,106.04464259928191N,20.632739874740647E,[]
1785,Binh Minh Town-1279.jpeg,0.935612753033638,105.86111053069003N,10.024814005675537E,[]
1786,Cai Lậy Town-2971.jpeg,0.9355599582195282,106.17723398821808N,10.416757774274714E,[]
1791,Vĩnh Long-2301.jpeg,0.9352914541959764,105.91309462599618N,10.273251806608831E,[]
1792,Go Cong Town-2876.jpeg,0.9351619780063628,106.64297212101346N,10.416948875424618E,[]
1793,Hiệp Hòa District-7567.jpeg,0.93515844643116,105.98906678999342N,21.361850682733312E,[]
1794,Cai Lậy Town-5372.jpeg,0.9351515248417854,106.18134424358063N,10.461224177449507E,[]
1797,Bac Giang City-666.jpeg,0.9351179376244544,106.2227571653098N,21.252402941987047E,[]
1800,Long Hồ District-6482.jpeg,0.934985600411892,105.99477962037295N,10.253702844727611E,[]
1801,Binh Minh Town-3421.jpeg,0.93498145788908,105.85153137621441N,10.073322809138919E,[]
1802,Long Xuyen City-2355.jpeg,0.9349461495876312,105.43447779174731N,10.362356140446725E,[]
1803,Long Hồ District-5192.jpeg,0.9349251613020896,105.94411754505647N,10.218668708892936E,[]
1804,Hiệp Hòa District-7152.jpeg,0.9348849654197692,105.90805973613166N,21.356460815681647E,[]
1805,Cai Lậy Town-5056.jpeg,0.9348848164081572,106.13887160483415N,10.455834310398014E,[]
1807,Go Cong Town-1224.jpeg,0.9348420277237892,106.64982219322431N,10.375177405775567E,[]
1809,Châu Thành District-6008.jpeg,0.9347466751933098,106.37585400889328N,10.293388473377066E,[]
1811,Cao Lanh City-1164.jpeg,0.9347005560994148,105.6427213477659N,10.428451671115972E,['515.jpeg']
1812,Vĩnh Long-1541.jpeg,0.9346595853567125,105.95143591553051N,10.257082205454365E,[]
1813,Châu Thành District-1589.jpeg,0.9346034526824952,106.21836231464192N,10.265091671356753E,[]
1814,Tây Ninh City-4521.jpeg,0.9345918223261832,106.10726040433188N,11.38924651009084E,[]
1817,Sa Đéc City-1169.jpeg,0.9345139563083648,105.76140690880747N,10.303100272517458E,[]
1819,Thanh Liêm District-3388.jpeg,0.9344972223043442,105.91319704556706N,20.44775041194421E,[]
1820,Phu Ly City-2876.jpeg,0.9344648122787476,105.92864076240751N,20.557236811116354E,[]
1821,Go Cong Town-4023.jpeg,0.9344364702701567,106.62379191882302N,10.4371608768677E,[]
1822,Go Cong Town-3175.jpeg,0.9344334453344344,106.67037240985691N,10.422338742476105E,[]
1823,Binh Minh Town-1979.jpeg,0.9344288483262062,105.87616348772315N,10.039636140067126E,['539.jpeg']
1826,Go Cong Town-3968.jpeg,0.934389427304268,106.65667226543519N,10.435813410104826E,[]
1829,Go Cong Town-2803.jpeg,0.9341865107417108,106.63338201991824N,10.415601408661741E,[]
1830,Long Hồ District-5733.jpeg,0.9341606944799424,105.95507150728706N,10.229448442995913E,"['658.jpeg', '42.jpeg']"
1832,Long Hồ District-5370.jpeg,0.9341384544968604,105.91947113003765N,10.222711109181553E,[]
1833,Long Xuyen City-3692.jpeg,0.9340764582157136,105.43721748773795N,10.389305475704175E,['481.jpeg']
1834,Phu Ly City-2183.jpeg,0.9340568035840988,105.89554423364714N,20.545109610250154E,[]
1837,Phu Ly City-1203.jpeg,0.9337543919682504,105.92720178289618N,20.528940009095233E,[]
1842,Cao Lanh City-4241.jpeg,0.933612920343876,105.57146897867192N,10.489087675445242E,[]
1844,Hiệp Hòa District-2822.jpeg,0.9334152564406396,105.95724259026198N,21.29447734458756E,[]
1845,Long Xuyen City-1603.jpeg,0.9333263337612152,105.46598429563967N,10.344839072529387E,[]
1846,Long Hồ District-4189.jpeg,0.9332534074783324,105.95096377145056N,10.198456707449855E,[]
1847,Cai Lậy Town-4495.jpeg,0.9332103431224824,106.19093483942662N,10.445054576295032E,[]
1848,Binh Minh Town-2014.jpeg,0.933148130774498,105.83237306726312N,10.040983606829998E,[]
1849,Hoa Lư District-1316.jpeg,0.9331468865275384,105.95645267629762N,20.216856308997016E,[]
1853,Bến Tre City-1248.jpeg,0.9330158606171608,106.37212399834277N,10.230025338971611E,['692.jpeg']
1857,Long Hồ District-420.jpeg,0.9327549636363984,106.01257980899764N,10.148600437223596E,[]
1858,Long Hồ District-5209.jpeg,0.9326696693897248,105.96739471479646N,10.218668708892936E,['664.jpeg']
1859,Cai Lậy Town-6651.jpeg,0.9326645582914352,106.09091862560427N,10.493563379758449E,[]
1862,Go Cong Town-1071.jpeg,0.9325792044401168,106.64708216433996N,10.371135005486948E,[]
1863,Sa Đéc City-1604.jpeg,0.932563953101635,105.72579643668855N,10.319269873671924E,[]
1868,Go Cong Town-913.jpeg,0.932390622794628,106.64297212101346N,10.367092605198332E,[]
1871,Trà Vinh City-3085.jpeg,0.9323563650250436,106.31945319846783N,9.997125177316981E,"['725.jpeg', '50.jpeg']"
1872,Sa Đéc City-1876.jpeg,0.932338684797287,105.74771057337713N,10.328702141012029E,[]
1875,Long Hồ District-2831.jpeg,0.9322989359498024,105.94822528089293N,10.17959217276965E,[]
1879,Go Cong Town-3294.jpeg,0.9322176799178123,106.6100917744013N,10.425033676001851E,[]
1886,Tây Ninh City-2017.jpeg,0.9320976659655572,106.09626504915283N,11.347475040441713E,['608.jpeg']
1887,Yên Mỹ District-1954.jpeg,0.9320786073803902,105.98589514193941N,20.886876743020792E,"['262.jpeg', '623.jpeg']"
1889,Go Cong Town-4339.jpeg,0.9319894090294838,106.62927197659172N,10.443898210682066E,[]
1891,Go Cong Town-869.jpeg,0.9319346100091934,106.65530225099302N,10.365745138435459E,[]
1892,Cai Lậy Town-3809.jpeg,0.9319064617156982,106.10598956193365N,10.434274842192053E,[]
1894,Cao Lanh City-3499.jpeg,0.9317403435707092,105.63449992056276N,10.47291807429077E,[]
1895,Thanh Liêm District-6359.jpeg,0.9316946640610696,105.98222377550239N,20.48952188159442E,[]
1897,Long Hồ District-5249.jpeg,0.9316306859254836,105.93179433754707N,10.220016175655811E,[]
1898,Go Cong Town-1283.jpeg,0.9316269680857658,106.66215232320387N,10.37652487253844E,[]
1900,Trà Vinh City-1562.jpeg,0.9315922781825066,106.34271004660732N,9.954006240905096E,[]
1902,Go Cong Town-4396.jpeg,0.931582123041153,106.64434213545564N,10.445245677444937E,[]
1905,Binh Minh Town-2054.jpeg,0.9315333664417268,105.88711109283818N,10.040983606829998E,[]
1907,Thanh Liêm District-6311.jpeg,0.9315015822649002,105.90744481807246N,20.48952188159442E,[]
1916,Long Xuyen City-1307.jpeg,0.9312236234545708,105.47694307960226N,10.338101738715023E,[]
1919,Thanh Liêm District-6165.jpeg,0.931150421500206,105.95202458115568N,20.4868269480686E,[]
1922,Binh Minh Town-2877.jpeg,0.9309859275817872,105.86384743196876N,10.058500674747329E,[]
1924,Mỹ Tho-283.jpeg,0.9308332353830338,106.31494125018696N,10.332752870513698E,"['787.jpeg', '62.jpeg']"
1927,Go Cong Town-2243.jpeg,0.930748239159584,106.65119220766648N,10.402126741033015E,[]
1929,Binh Minh Town-2233.jpeg,0.9306615740060806,105.85426827749315N,10.045026007118615E,[]
1931,Mỹ Tho-741.jpeg,0.9306475520133972,106.31631105769634N,10.343532604616676E,['830.jpeg']
1933,Cai Lậy Town-6047.jpeg,0.9305010139942168,106.1525724560427N,10.474698845078231E,[]
1936,Hung Yen City-3055.jpeg,0.9304231554269792,106.06624372389724N,20.694723345834557E,[]
1938,Cai Lậy Town-3525.jpeg,0.9303436279296876,106.19230492454746N,10.427537508377691E,[]
1939,Sa Đéc City-793.jpeg,0.9303435161709784,105.75592837463535N,10.290973071651605E,"['22.jpeg', '904.jpeg']"
1941,Duy Tiên District-4976.jpeg,0.9303121119737624,106.02384374179874N,20.66720751373818E,['307.jpeg']
1944,Binh Minh Town-3329.jpeg,0.930083267390728,105.85974208005064N,10.070627875613173E,[]
1948,Duy Tiên District-5877.jpeg,0.9300067275762558,106.00656608417283N,20.691461915470576E,[]
1949,Hiệp Hòa District-4911.jpeg,0.9299983307719232,106.0078719989256N,21.325469080134603E,[]
1950,Go Cong Town-3578.jpeg,0.9299748912453653,106.66215232320387N,10.429076076290466E,[]
1954,Long Hồ District-1706.jpeg,0.929898776113987,105.9468560356141N,10.16611750514093E,[]
1959,Go Cong Town-3660.jpeg,0.92965629696846,106.6662623665304N,10.430423543053335E,[]
1960,Duy Tiên District-5027.jpeg,0.9296485856175424,105.98496901214044N,20.66855498050109E,[]
1962,Hoa Lư District-4409.jpeg,0.9296095073223114,105.95070772529417N,20.30039924829738E,[]
1968,Trà Vinh City-1048.jpeg,0.9294464960694312,106.33176564748287N,9.92975183917341E,"['748.jpeg', '728.jpeg']"
1969,Hiệp Hòa District-1567.jpeg,0.9294139221310616,105.97460124466096N,21.27291787638092E,['174.jpeg']
1970,Go Cong Town-4018.jpeg,0.9294122979044914,106.61694184661216N,10.4371608768677E,[]
1971,Go Cong Town-4020.jpeg,0.9293956607580184,106.61968187549651N,10.4371608768677E,[]
1972,Hung Yen City-2541.jpeg,0.9293633699417114,106.06624372389724N,20.678553744679622E,[]
1973,Long Hồ District-5224.jpeg,0.9293511137366296,105.98793339397882N,10.218668708892936E,[]
1974,Go Cong Town-1132.jpeg,0.9292739629745485,106.66215232320387N,10.372482472249823E,[]
1975,Châu Thành District-263.jpeg,0.9292670637369156,106.20466738470704N,10.25026953696516E,[]
1977,Phu Ly City-3825.jpeg,0.9291242957115172,105.95885933214524N,20.577448812560007E,[]
1978,Bac Giang City-864.jpeg,0.9289947599172592,106.20106780601776N,21.25779280903871E,[]
1979,Hiệp Hòa District-2553.jpeg,0.928928442299366,106.01365821705858N,21.289087477535897E,[]
1980,Go Cong Town-3173.jpeg,0.9289102777838708,106.66763238097258N,10.422338742476105E,[]
1981,Châu Thành District-8823.jpeg,0.9288624823093414,106.23205724457684N,10.313600474820154E,[]
1982,Mỹ Hào District-1270.jpeg,0.9288362115621568,106.15123493825179N,20.919063875981042E,[]
1983,Go Cong Town-2925.jpeg,0.9287482723593712,106.61831186105434N,10.418296342187489E,[]
1985,Long Hồ District-4440.jpeg,0.9286408498883248,106.0043643373247N,10.202499107738472E,['683.jpeg']
1986,Cai Lậy Town-4481.jpeg,0.9286247417330742,106.17175364773465N,10.445054576295032E,[]
1988,Long Hồ District-4444.jpeg,0.928513340651989,106.00984131843998N,10.202499107738472E,[]
1991,Long Hồ District-3922.jpeg,0.928393118083477,106.0112105637188N,10.193066840398368E,['570.jpeg']
1992,Cai Lậy Town-3629.jpeg,0.9283122047781944,106.15120237092184N,10.430232441903435E,[]
1993,Vĩnh Long-291.jpeg,0.9283046126365662,105.94869725199236N,10.23417527048554E,['544.jpeg']
1999,Hiệp Hòa District-1808.jpeg,0.9282405972480774,105.97604779919419N,21.276960276669666E,[]
2006,Sa Đéc City-1546.jpeg,0.928137108683586,105.74908020692013N,10.316574940146179E,['522.jpeg']
2007,Phu Ly City-130.jpeg,0.9281101673841476,105.90849504924903N,20.500643207074113E,[]
2008,Hiệp Hòa District-3640.jpeg,0.9280740544199944,106.02812376239105N,21.306604545453805E,[]
2010,Go Cong Town-482.jpeg,0.928058497607708,106.69366265537386N,10.354965404332479E,[]
2012,Go Cong Town-328.jpeg,0.9279586672782898,106.65256222210868N,10.350923004043862E,[]
2017,Long Xuyen City-2957.jpeg,0.9277335703372956,105.43721748773795N,10.374483341312578E,[]
2018,Yên Mỹ District-678.jpeg,0.9277277067303658,106.02916478307586N,20.863969808051277E,[]
2020,Go Cong Town-2428.jpeg,0.9276420325040816,106.67996251095214N,10.406169141321634E,[]
2022,Go Cong Town-2029.jpeg,0.9275923147797585,106.65119220766648N,10.396736873981526E,[]
2023,Go Cong Town-2915.jpeg,0.927588813006878,106.6964026842582N,10.416948875424618E,[]
2024,Long Hồ District-2762.jpeg,0.9275607094168664,106.00710282788233N,10.178244706006778E,[]
2026,Go Cong Town-3803.jpeg,0.9275506809353828,106.64708216433996N,10.43311847657908E,[]
2028,Vĩnh Long-1546.jpeg,0.92754028737545,105.95828257437594N,10.257082205454365E,[]
2029,Cai Lậy Town-2740.jpeg,0.92743868380785,106.12380066850477N,10.41271537398609E,['82.jpeg']
2030,Hung Yen City-1749.jpeg,0.927399605512619,106.07776432369208N,20.651604409421388E,['305.jpeg']
2031,Yên Mỹ District-1874.jpeg,0.9273885115981102,105.9931067487955N,20.885529276257877E,[]
2035,Long Hồ District-4321.jpeg,0.9271926507353784,105.93727131866235N,10.201151640975601E,[]
2036,Go Cong Town-1325.jpeg,0.9271809309720992,106.64982219322431N,10.37787233930131E,[]
2038,Go Cong Town-3471.jpeg,0.9271421283483504,106.62242190438084N,10.427728609527595E,[]
2041,Go Cong Town-3688.jpeg,0.9270450919866562,106.59639162997958N,10.431771009816211E,[]
2042,Go Cong Town-116.jpeg,0.9270023703575134,106.69092262648952N,10.341490736703756E,[]
2043,Trà Vinh City-661.jpeg,0.9269981309771538,106.32629344792062N,9.914929704781827E,[]
