Unnamed: 0,image,pred,lon,lat,found_Anditi
3684,Go Cong Town-1477.jpeg,0.8474508598446846,106.64845217878214N,10.381914739589927E,[]
3685,Tây Ninh City-6332.jpeg,0.847401037812233,106.16498601902181N,11.422933179162715E,[]
3689,Binh Minh Town-773.jpeg,0.8472348526120186,105.89258489539569N,10.012686804809697E,[]
3690,Long Hồ District-4718.jpeg,0.8471327275037766,105.92084037531647N,10.209236441552832E,[]
3692,Binh Minh Town-3901.jpeg,0.8470109105110168,105.85016292557502N,10.086797476767636E,['532.jpeg']
3694,Long Hồ District-3101.jpeg,0.8468758761882782,106.01531829955528N,10.182287106295396E,[]
3695,Cai Lậy Town-3585.jpeg,0.8468407765030861,106.1827143287015N,10.428884975140564E,[]
3701,Long Hồ District-2589.jpeg,0.8463486731052399,105.92494811115294N,10.176897239243907E,[]
3703,Sa Đéc City-1329.jpeg,0.8462611138820648,105.71620900188731N,10.309837606331815E,[]
3704,Long Hồ District-3122.jpeg,0.8461917862296104,105.89345546974N,10.183634573058265E,[]
3706,Tây Ninh City-6337.jpeg,0.846161924302578,106.17185811600866N,11.422933179162715E,[]
3709,Cai Lậy Town-5231.jpeg,0.8460261449217796,106.1827143287015N,10.458529243923762E,[]
3717,Cao Lanh City-2243.jpeg,0.8454261496663094,105.64135110989872N,10.44596873903332E,[]
3719,Trà Vinh City-1247.jpeg,0.8453334495425224,106.3331336973734N,9.940531573276383E,[]
3720,Cai Lậy Town-4413.jpeg,0.8452405706048012,106.18682458406407N,10.443707109532163E,[]
3722,Long Hồ District-5942.jpeg,0.8451781645417213,105.97971792230587N,10.233490843284528E,[]
3724,Hiệp Hòa District-5709.jpeg,0.8448936194181442,105.9847271263937N,21.336248814237923E,[]
3725,Duy Tiên District-3451.jpeg,0.8448218107223511,105.96337194010802N,20.645648045531594E,[]
3733,Mỹ Tho-3988.jpeg,0.8443152457475662,106.38206181814505N,10.40147367542019E,[]
3735,Ninh Bình-2075.jpeg,0.8442527204751968,105.96296340069738N,20.2711717442638E,['416.jpeg']
3736,Hiệp Hòa District-4793.jpeg,0.8442060276865959,105.97749435372745N,21.324121613371688E,[]
3738,Thanh Liêm District-7386.jpeg,0.8440032452344894,105.95633875177664N,20.507038949512257E,[]
3739,Yên Mỹ District-169.jpeg,0.843904472887516,106.04791496090166N,20.847800206896334E,[]
3741,Chau Doc City-3360.jpeg,0.8438341841101646,105.11384919810367N,10.687700208452133E,[]
3742,Phu Ly City-1577.jpeg,0.8438287191092968,105.97900504530372N,20.53432987614687E,[]
3743,Thái Bình-190.jpeg,0.8437507599592209,106.34645500475075N,20.414993440284647E,[]
3748,Mỹ Hào District-1419.jpeg,0.8434119671583176,106.09353038969671N,20.923106276269785E,"['231.jpeg', '232.jpeg']"
3750,Long Hồ District-5855.jpeg,0.843232274055481,105.9181018847588N,10.232143376521655E,[]
3752,Long Hồ District-2554.jpeg,0.8431904092431068,105.87702452639412N,10.176897239243907E,[]
3754,Mỹ Tho-3962.jpeg,0.8431427776813507,106.40260893078528N,10.400126208657317E,[]
3758,Ninh Bình-1434.jpeg,0.8429966568946838,105.97014436083687N,20.250959742820164E,['862.jpeg']
3761,Go Cong Town-2972.jpeg,0.8427988290786743,106.68270253983648N,10.418296342187489E,[]
3762,Bến Tre City-480.jpeg,0.8427840918302536,106.3584313487571N,10.211160804291403E,[]
3764,Hiệp Hòa District-982.jpeg,0.8426352590322495,105.93120460866358N,21.262138142277607E,[]
3765,Yên Mỹ District-3454.jpeg,0.8426283150911331,105.98012585645456N,20.912478611516125E,[]
3766,Ninh Bình-729.jpeg,0.8426146060228348,105.94429290433473N,20.234790141665254E,[]
3768,Vĩnh Long-1268.jpeg,0.8425505980849266,105.926787943687N,10.253039805165749E,[]
3769,Cai Lậy Town-5492.jpeg,0.8422235623002052,106.15120237092184N,10.463919110975251E,[]
3770,Cai Lậy Town-3091.jpeg,0.8421683311462402,106.17860407333892N,10.419452707800456E,[]
3771,Go Cong Town-407.jpeg,0.8421167433261871,106.70599278535342N,10.352270470806737E,[]
3772,Cao Lanh City-3591.jpeg,0.842111624777317,105.59339278454698N,10.47561300781652E,[]
3774,Sa Đéc City-92.jpeg,0.8420512229204178,105.71894826897338N,10.26941360344565E,[]
3777,Hiệp Hòa District-355.jpeg,0.8417050242424011,105.98617368092694N,21.240578674070978E,[]
3784,Long Hồ District-7211.jpeg,0.8412627428770065,105.9865641487N,10.272567379407823E,[]
3786,Yên Mỹ District-3317.jpeg,0.8411118164658546,105.99166442742427N,20.909783677990298E,[]
3788,Yên Mỹ District-2577.jpeg,0.8409375175833702,106.04214567541679N,20.89630901036118E,[]
3794,Go Cong Town-1113.jpeg,0.8405334576964378,106.70462277091124N,10.371135005486948E,[]
3795,Bến Tre City-1777.jpeg,0.8405225649476051,106.40909415222414N,10.239457606311715E,[]
3796,Go Cong Town-1171.jpeg,0.8404263406991959,106.64708216433996N,10.373829939012698E,[]
3798,Go Cong Town-3666.jpeg,0.8403123244643211,106.67448245318344N,10.430423543053335E,[]
3805,Cai Lậy Town-1502.jpeg,0.8396805077791214,106.17586390309722N,10.38980843901726E,[]
3806,Cai Lậy Town-5654.jpeg,0.839675173163414,106.17860407333892N,10.466614044500997E,[]
3807,Tây Ninh City-5754.jpeg,0.8396725505590439,106.12100459830566N,11.41080597829684E,[]
3808,Long Hồ District-6140.jpeg,0.8396624997258186,105.99067188453644N,10.23888071033602E,['49.jpeg']
3812,Long Hồ District-2321.jpeg,0.8395585343241692,106.02079528067058N,10.172854838955288E,[]
3813,Phu Ly City-1003.jpeg,0.8394395709037781,105.99771177895089N,20.524897608806498E,[]
3814,Thanh Liêm District-6135.jpeg,0.8394202962517738,105.90744481807246N,20.4868269480686E,[]
3818,Sa Đéc City-2830.jpeg,0.8391899690032005,105.71483936834429N,10.370473610661076E,[]
3820,Vĩnh Long-136.jpeg,0.8391046598553658,105.9445892566851N,10.230132870196922E,[]
3822,Hiệp Hòa District-7696.jpeg,0.8389282077550888,105.9413304903963N,21.36454561625914E,[]
3824,Thanh Liêm District-3135.jpeg,0.8388909548521042,105.96496709301853N,20.443708011655477E,[]
3825,Tây Ninh City-4502.jpeg,0.8388888239860535,106.08114643578168N,11.38924651009084E,[]
3827,Mỹ Tho-1292.jpeg,0.8387632668018341,106.32452990275242N,10.352964871956782E,[]
3829,Sa Đéc City-1695.jpeg,0.8385460898280144,105.74771057337713N,10.321964807197668E,[]
3834,Châu Thành District-7923.jpeg,0.8380727432668209,106.25533862546617N,10.306863141005792E,[]
3838,Go Cong Town-4234.jpeg,0.837794728577137,106.62927197659172N,10.441203277156319E,[]
3839,Hung Yen City-1193.jpeg,0.8376978263258934,106.08208454861514N,20.636782275029375E,[]
3842,Châu Thành District-9682.jpeg,0.8375830352306366,106.31422682418624N,10.320337808634513E,[]
3845,Thanh Liêm District-2549.jpeg,0.8373633548617363,105.90313064745148N,20.435623211078017E,[]
3846,Mỹ Hào District-2485.jpeg,0.8373576253652573,106.14690709711016N,20.94197081095056E,[]
3849,Duy Tiên District-5115.jpeg,0.8371820896863937,106.00368647456851N,20.669902447263993E,[]
3853,Go Cong Town-532.jpeg,0.8370658084750175,106.70188274202691N,10.356312871095353E,[]
3858,Phu Ly City-1536.jpeg,0.8368173465132713,105.9200068853396N,20.53432987614687E,['352.jpeg']
3860,Trà Vinh City-726.jpeg,0.8367909342050552,106.30850879934333N,9.917624638307569E,[]
3862,Chau Doc City-3875.jpeg,0.8367435708642006,105.1467593428686N,10.695785009029374E,['8.jpeg']
3864,Thanh Liêm District-5694.jpeg,0.8365390971302986,105.93908206929281N,20.48008961425405E,[]
3867,Cai Lậy Town-5273.jpeg,0.8363549187779427,106.14298186019671N,10.459876710686634E,[]
3871,Binh Minh Town-4290.jpeg,0.836203083395958,105.85837362941128N,10.097577210870606E,[]
3874,Thái Bình-346.jpeg,0.8361316099762917,106.3234449454361N,20.424425707625012E,[]
3877,Thanh Liêm District-2844.jpeg,0.8356747701764107,105.94627235366109N,20.439665611366756E,[]
3878,Thanh Liêm District-4434.jpeg,0.8356279879808426,105.89881647683056N,20.46257254633622E,[]
3881,Trà Vinh City-2120.jpeg,0.83553796261549,106.34407809649787N,9.970175842059554E,[]
3883,Hiệp Hòa District-4492.jpeg,0.8353384509682655,105.92975805413035N,21.32007921308295E,[]
3885,Sa Đéc City-164.jpeg,0.8352624252438545,105.72442680314552N,10.272108536971395E,[]
3886,Vĩnh Long-980.jpeg,0.8351397216320038,105.9801918826813N,10.24764993811426E,[]
3891,Mỹ Tho-3219.jpeg,0.8346563279628754,106.40260893078528N,10.385304074265717E,[]
3894,Long Hồ District-4337.jpeg,0.8344005271792412,105.95917924312353N,10.201151640975601E,[]
3895,Hiệp Hòa District-5526.jpeg,0.8343851864337921,106.02523065332454N,21.333553880712092E,[]
3896,Long Hồ District-3355.jpeg,0.8343362808227539,105.91262490364353N,10.18632950658401E,[]
3897,Bến Tre City-3181.jpeg,0.8343344628810883,106.37486252825991N,10.266406941569157E,[]
3898,Trà Vinh City-154.jpeg,0.8343112096190453,106.34544614638844N,9.896065170101627E,[]
3903,Tây Ninh City-6666.jpeg,0.8342113494873047,106.14436972806111N,11.43236544650284E,[]
3905,Thanh Liêm District-4212.jpeg,0.8341645151376724,105.98366183237607N,20.458530146047487E,[]
3906,Ninh Bình-1858.jpeg,0.8341325968503952,105.97588912894847N,20.263086943686346E,[]
3911,Thanh Liêm District-6885.jpeg,0.8339334474876523,105.91894927306168N,20.498954148934796E,[]
3912,Mỹ Hào District-2078.jpeg,0.8339053466916084,106.04303890971099N,20.936580943898907E,[]
3913,Thanh Liêm District-4614.jpeg,0.8335867151618004,105.89018813558863N,20.46526747986205E,[]
3914,Cai Lậy Town-2856.jpeg,0.8335750922560692,106.10187930657109N,10.415410307511838E,[]
3916,Vĩnh Long-932.jpeg,0.8333785459399223,105.91446395776526N,10.24764993811426E,[]
3919,Tây Ninh City-2871.jpeg,0.8332704603672028,106.13337437288207N,11.362297174833339E,[]
3920,Go Cong Town-4814.jpeg,0.8332691378891468,106.64160210657127N,10.466805145650902E,[]
3922,Yên Mỹ District-3435.jpeg,0.8331170827150345,106.05656888912895N,20.911131144753217E,[]
3923,Thanh Liêm District-7088.jpeg,0.832661435008049,105.97790960488143N,20.501649082460613E,[]
3927,Binh Minh Town-4357.jpeg,0.8320395797491074,105.82963616598438N,10.100272144396353E,[]
3928,Duy Tiên District-245.jpeg,0.8320344239473343,105.95905252570155N,20.5715373735715E,[]
3932,Long Hồ District-599.jpeg,0.8318976983428001,106.01942603539176N,10.151295370749338E,[]
3937,Phu Ly City-4244.jpeg,0.8315777629613876,105.93583565996408N,20.592270946952027E,[]
3939,Cai Lậy Town-6338.jpeg,0.831536091864109,106.15394254116356N,10.481436178892595E,[]
3941,Duy Tiên District-3067.jpeg,0.8314349725842476,105.97776998812962N,20.640258178479957E,[]
3943,Go Cong Town-2444.jpeg,0.8313535153865814,106.62653194770735N,10.407516608084503E,[]
3946,Long Hồ District-3265.jpeg,0.8310989364981651,105.93864056394118N,10.184982039821136E,[]
3948,Long Hồ District-3642.jpeg,0.8310160413384438,106.01394905427645N,10.189024440109755E,[]
3949,Châu Thành District-6225.jpeg,0.8308815509080887,106.38954893882818N,10.294735940139942E,[]
3951,Phu Ly City-223.jpeg,0.83087507635355,105.91856790582827N,20.50603307412576E,[]
3952,Long Hồ District-1737.jpeg,0.8308117464184761,105.98930263925763N,10.16611750514093E,[]
3954,Go Cong Town-1531.jpeg,0.8307497128844261,106.65530225099302N,10.383262206352802E,[]
3955,Binh Minh Town-2430.jpeg,0.8307221978902817,105.84332067237811N,10.04906840740723E,[]
3957,Phu Ly City-4152.jpeg,0.8305554389953613,105.95598137312261N,20.58688107990039E,[]
3958,Trà Vinh City-312.jpeg,0.8305340260267258,106.33860589693562N,9.902802503915984E,[]
3959,Thanh Liêm District-4350.jpeg,0.8305231928825378,105.91175898869342N,20.461225079573314E,[]
3960,Cao Lanh City-5196.jpeg,0.8304080776870251,105.58517135734382N,10.510647143651203E,[]
3962,Duy Tiên District-5899.jpeg,0.8303063437342644,106.00080686496418N,20.692809382233484E,[]
3965,Go Cong Town-4751.jpeg,0.8298693373799324,106.64160210657127N,10.462762745362282E,[]
3970,Yên Mỹ District-3350.jpeg,0.8296598643064499,106.03926103267437N,20.909783677990298E,[]
3973,Trà Vinh City-2620.jpeg,0.8294741809368134,106.34134199671676N,9.982303042925398E,[]
3974,Tây Ninh City-2004.jpeg,0.8294088989496231,106.07839759698689N,11.347475040441713E,[]
3979,Bac Giang City-173.jpeg,0.8290964663028717,106.19383801958705N,21.234885874069157E,[]
3985,Duy Tiên District-718.jpeg,0.8283552005887032,105.9604923305037N,20.595791775303894E,[]
3987,Hiệp Hòa District-227.jpeg,0.8282472118735313,105.97460124466096N,21.236536273782235E,[]
3995,Go Cong Town-911.jpeg,0.8276677429676056,106.64023209212911N,10.367092605198332E,[]
3997,Long Hồ District-4223.jpeg,0.827521987259388,105.99751811093057N,10.198456707449855E,[]
3998,Thái Bình-2764.jpeg,0.8274859115481377,106.36658880665104N,20.47967184490432E,[]
3999,Hiệp Hòa District-4080.jpeg,0.827477477490902,105.99340645359317N,21.313341879268368E,[]
4001,Cao Lanh City-2384.jpeg,0.8273884877562523,105.63587015842995N,10.448663672559062E,[]
4002,Trà Vinh City-2340.jpeg,0.8272898495197296,106.3372378470451N,9.975565709111041E,[]
4005,Long Hồ District-3952.jpeg,0.8271754421293736,105.94000980922003N,10.194414307161237E,['39.jpeg']
4006,Vĩnh Long-557.jpeg,0.8271424099802971,105.91446395776526N,10.2409126042999E,[]
4012,Cai Lậy Town-5922.jpeg,0.8268214464187622,106.16353313700955N,10.472003911552486E,[]
4013,Tây Ninh City-320.jpeg,0.8268085680902004,106.10588598493449N,11.307051037555466E,[]
4014,Phu Ly City-2135.jpeg,0.8267926946282387,105.93871361898678N,20.543762143487246E,[]
4018,Cai Lậy Town-4205.jpeg,0.8266152441501617,106.11832032802134N,10.441012176006414E,[]
4020,Go Cong Town-3437.jpeg,0.8264077827334404,106.69092262648952N,10.426381142764722E,[]
4021,Go Cong Town-275.jpeg,0.8263986110687256,106.68407255427864N,10.348228070518116E,[]
4022,Trà Vinh City-336.jpeg,0.8263827040791512,106.31945319846783N,9.904149970678857E,[]
4024,Thanh Liêm District-7330.jpeg,0.826342236250639,105.98078571862875N,20.505691482749345E,[]
4025,Trà Vinh City-573.jpeg,0.8262525051832199,106.31398099890559N,9.912234771256085E,[]
4027,Cai Lậy Town-6317.jpeg,0.8261444047093391,106.12517075362561N,10.481436178892595E,[]
4028,Cai Lậy Town-5716.jpeg,0.8261208012700081,106.16627330725123N,10.467961511263871E,[]
4029,Thanh Liêm District-4895.jpeg,0.8261171653866768,105.88875007871496N,20.46930988015077E,[]
4030,Binh Minh Town-1420.jpeg,0.8261092305183411,105.8912164447563N,10.02750893920128E,[]
4031,Go Cong Town-4468.jpeg,0.8260307759046555,106.6347520343604N,10.447940610970683E,[]
4032,Tây Ninh City-5692.jpeg,0.8260251581668854,106.12925111468995N,11.409458511533964E,[]
4034,Hung Yen City-1551.jpeg,0.8258267343044281,106.07488417374337N,20.646214542369755E,[]
4038,Mỹ Tho-440.jpeg,0.825526550412178,106.35055624543003N,10.33679527080231E,[]
4040,Duy Tiên District-3729.jpeg,0.8253071084618568,105.94033506327347N,20.649690445820323E,[]
4042,Hiệp Hòa District-4193.jpeg,0.8250015377998352,106.02378409879131N,21.31468934603128E,[]
4043,Go Cong Town-339.jpeg,0.8248066753149033,106.66763238097258N,10.350923004043862E,[]
4045,Hiệp Hòa District-405.jpeg,0.8246627151966095,105.9442235994628N,21.243273607596805E,[]
4046,Tây Ninh City-6643.jpeg,0.824654720723629,106.1581139220349N,11.431017979739966E,[]
4047,Trà Vinh City-2888.jpeg,0.8244878575205803,106.31808514857725N,9.990387843502628E,[]
4058,Go Cong Town-169.jpeg,0.8239264003932476,106.67859249650996N,10.344185670229502E,[]
4059,Go Cong Town-3183.jpeg,0.8238550052046776,106.68133252539432N,10.422338742476105E,[]
4060,Go Cong Town-2782.jpeg,0.8238274939358234,106.69092262648952N,10.414253941898867E,[]
4067,Long Xuyen City-3698.jpeg,0.8234246075153351,105.44543657570988N,10.389305475704175E,[]
4071,Duy Tiên District-5578.jpeg,0.8231043815612793,106.02096413219442N,20.67933471460438E,[]
4074,Long Hồ District-4995.jpeg,0.8230621591210365,105.9468560356141N,10.21462630860432E,[]
4075,Duy Tiên District-838.jpeg,0.8230282962322235,105.93745545366913N,20.601181642355538E,[]
4076,Binh Minh Town-3997.jpeg,0.8229498192667961,105.85016292557502N,10.089492410293376E,[]
4078,Sa Đéc City-1145.jpeg,0.82285937666893,105.72853570377463N,10.303100272517458E,[]
4081,Duy Tiên District-2487.jpeg,0.8228449001908302,105.96481174491018N,20.632173377902483E,[]
4082,Thanh Liêm District-4539.jpeg,0.8228294998407364,105.9160731593144N,20.463920013099127E,[]
4083,Sa Đéc City-2363.jpeg,0.8227532841265202,105.72990533731766N,10.350261609217988E,[]
4088,Mỹ Tho-3302.jpeg,0.8223494291305542,106.40945796833202N,10.386651541028591E,[]
4093,Cai Lậy Town-4935.jpeg,0.8221787884831429,106.17312373285549N,10.45313937687227E,[]
4094,Go Cong Town-591.jpeg,0.8221762925386429,106.71421287200647N,10.357660337858226E,[]
4097,Go Cong Town-2798.jpeg,0.8219085708260536,106.62653194770735N,10.415601408661741E,[]
4098,Mỹ Hào District-1778.jpeg,0.8218468129634857,106.06035027427752N,20.931191076847256E,[]
4102,Tây Ninh City-4440.jpeg,0.8216475546360016,106.11688134011352N,11.387899043327963E,[]
4103,Hiệp Hòa District-7129.jpeg,0.821577675640583,106.0107651079921N,21.355113348918735E,[]
4105,Bac Giang City-1871.jpeg,0.8213069159537554,106.2545682256048N,21.27935227724534E,[]
4107,Thanh Liêm District-1448.jpeg,0.8212360516190529,105.94914846740839N,20.416758676397286E,[]
4109,Sa Đéc City-803.jpeg,0.8210865184664726,105.76962471006567N,10.290973071651605E,[]
4112,Go Cong Town-855.jpeg,0.8209556639194489,106.71010282867995N,10.364397671672586E,[]
4113,Go Cong Town-4860.jpeg,0.8209275677800179,106.64982219322431N,10.469500079176646E,[]
4114,Mỹ Tho-3918.jpeg,0.8208920732140541,106.38480143316373N,10.398778741894443E,[]
4115,Phu Ly City-3377.jpeg,0.8208899945020676,105.93871361898678N,20.566669078456727E,[]
4118,Binh Minh Town-1541.jpeg,0.8207013979554176,105.8912164447563N,10.030203872727025E,[]
4119,Cai Lậy Town-4661.jpeg,0.820678785443306,106.10187930657109N,10.449096976583652E,[]
4120,Thanh Liêm District-3520.jpeg,0.8206454664468765,105.96209097927128N,20.449097878707118E,[]
4121,Tây Ninh City-661.jpeg,0.8205637261271477,106.11963017890828N,11.316483304895591E,['981.jpeg']
4122,Duy Tiên District-355.jpeg,0.8205459415912628,105.97776998812962N,20.57557977386023E,[]
4123,Hiệp Hòa District-5588.jpeg,0.8203356601297855,105.963028808395N,21.334901347475004E,[]
4125,Long Hồ District-2581.jpeg,0.8202719837427139,105.91399414892234N,10.176897239243907E,[]
4127,Go Cong Town-2604.jpeg,0.8200425505638123,106.6922926409317N,10.410211541610249E,[]
4129,Trà Vinh City-1483.jpeg,0.8198789954185486,106.33997394682622N,9.951311307379353E,[]
4131,Hiệp Hòa District-5307.jpeg,0.8196535110473633,106.0078719989256N,21.33085894718627E,[]
4133,Hiệp Hòa District-6364.jpeg,0.8196166306734085,106.01365821705858N,21.344333614815408E,[]
4135,Duy Tiên District-1467.jpeg,0.8195474520325661,105.95905252570155N,20.61735124351047E,[]
4136,Long Hồ District-3895.jpeg,0.8195388242602348,105.97424094119057N,10.193066840398368E,[]
4137,Cao Lanh City-3933.jpeg,0.8195230439305305,105.6112058768205N,10.48235034163088E,[]
4138,Trà Vinh City-1061.jpeg,0.819504477083683,106.3495502960601N,9.92975183917341E,[]
4139,Mỹ Tho-3448.jpeg,0.8194545283913612,106.39302027821981N,10.389346474554337E,[]
4140,Cai Lậy Town-4941.jpeg,0.8194504827260971,106.18134424358063N,10.45313937687227E,[]
4143,Long Hồ District-5299.jpeg,0.8192772921174765,106.00025660148823N,10.220016175655811E,[]
4146,Tây Ninh City-5488.jpeg,0.8191919326782227,106.13749763107424N,11.405416111245337E,[]
4149,Long Xuyen City-4533.jpeg,0.8190143033862114,105.4276285517707N,10.409517477147261E,[]
4152,Long Hồ District-796.jpeg,0.8187913782894611,106.02079528067058N,10.153990304275084E,[]
4158,Cai Lậy Town-3367.jpeg,0.8184675760567188,106.16901347749294N,10.424842574851947E,[]
4159,Duy Tiên District-1409.jpeg,0.8183994516730309,105.97776998812962N,20.616003776747554E,[]
4162,Cai Lậy Town-1460.jpeg,0.818248488008976,106.11832032802134N,10.38980843901726E,[]
4164,Long Hồ District-6438.jpeg,0.8180185034871101,106.02216452594939N,10.249660444438993E,[]
4166,Thái Bình-535.jpeg,0.8179325759410858,106.34070248992211N,20.429815574676653E,[]
4168,Long Hồ District-3834.jpeg,0.8178808093070984,106.01668754483413N,10.191719373635499E,[]
4170,Cai Lậy Town-3949.jpeg,0.8177822083234787,106.19778526503087N,10.435622308954924E,[]
4171,Duy Tiên District-281.jpeg,0.8177547976374626,105.96337194010802N,20.57288484033442E,[]
4172,Cai Lậy Town-3083.jpeg,0.8177202194929123,106.16764339237213N,10.419452707800456E,[]
4173,Binh Minh Town-1570.jpeg,0.8175395429134369,105.8460575736569N,10.031551339489894E,[]
4177,Thanh Liêm District-7529.jpeg,0.8173803240060806,105.96784320676586N,20.50973388303808E,[]
4179,Cai Lậy Town-2170.jpeg,0.817359946668148,106.11832032802134N,10.401935639883115E,[]
4181,Sa Đéc City-1384.jpeg,0.817021869122982,105.73812313857589N,10.311185073094691E,[]
4183,Mỹ Hào District-1318.jpeg,0.8168770000338554,106.1310383462575N,20.92041134274396E,[]
4185,Duy Tiên District-331.jpeg,0.8166086673736572,105.98784862174475N,20.57423230709733E,[]
4188,Thanh Liêm District-7944.jpeg,0.8163907006382942,105.98078571862875N,20.52859841771882E,[]
4190,Sa Đéc City-1010.jpeg,0.8163212612271309,105.76825507652265N,10.297710405465965E,[]
4193,Binh Minh Town-2591.jpeg,0.8159330040216446,105.87479503708379N,10.051763340932972E,[]
4194,Cai Lậy Town-4379.jpeg,0.815872460603714,106.14024168995502N,10.443707109532163E,[]
4195,Tây Ninh City-5328.jpeg,0.8158632963895798,106.11413250131875N,11.402721177719588E,[]
4196,Cai Lậy Town-3309.jpeg,0.8156629875302315,106.1881946691849N,10.423495108089071E,[]
4198,Hiệp Hòa District-841.jpeg,0.8155082538723946,105.95000981759576N,21.258095741988868E,[]
4200,Cao Lanh City-2246.jpeg,0.8154688999056816,105.6454618235003N,10.44596873903332E,[]
4201,Ninh Bình-1688.jpeg,0.815434742718935,105.98019770503211N,20.257697076634713E,"['884.jpeg', '868.jpeg']"
4202,Mỹ Tho-3777.jpeg,0.8153715878725052,106.35055624543003N,10.396083808368703E,[]
4204,Thái Bình-3282.jpeg,0.8152309767901897,106.34357874733641N,20.498536379585076E,[]
4206,Tây Ninh City-900.jpeg,0.8150671571493149,106.15124182504802N,11.32187317194709E,[]
4207,Thanh Liêm District-2217.jpeg,0.8150427490472794,105.93045372805089N,20.430233344026384E,[]
4208,Duy Tiên District-1726.jpeg,0.8150203078985214,105.95905252570155N,20.621393643799195E,[]
4213,Tây Ninh City-3982.jpeg,0.8148452639579773,106.07702317758954N,11.381161709513586E,[]
4216,Hiệp Hòa District-1335.jpeg,0.8147871792316437,105.97460124466096N,21.268875476092177E,[]
4217,Vĩnh Long-1217.jpeg,0.8147866744548082,105.97197589206677N,10.251692338402876E,"['47.jpeg', '44.jpeg', '667.jpeg', '46.jpeg', '45.jpeg']"
4218,Thanh Liêm District-7388.jpeg,0.8147787004709244,105.95921486552396N,20.507038949512257E,[]
4219,Go Cong Town-417.jpeg,0.8147180937230587,106.66215232320387N,10.35361793756961E,[]
4220,Long Hồ District-2896.jpeg,0.8146730363368988,105.88523999806705N,10.18093963953252E,[]
4222,Thanh Liêm District-2307.jpeg,0.8145609721541405,105.93476789867186N,20.431580810789296E,[]
4225,Cai Lậy Town-5761.jpeg,0.814452052116394,106.13065109410903N,10.46930897802674E,[]
4227,Go Cong Town-1342.jpeg,0.8142676129937172,106.67311243874127N,10.37787233930131E,[]
4228,Go Cong Town-857.jpeg,0.8140975460410118,106.71284285756427N,10.364397671672586E,[]
4229,Long Hồ District-3078.jpeg,0.8139552548527718,105.98382565814235N,10.182287106295396E,['680.jpeg']
4235,Hiệp Hòa District-4574.jpeg,0.8137624487280846,105.91818561786438N,21.321426679845857E,[]
4238,Duy Tiên District-5357.jpeg,0.8134442567825317,105.93025642965834N,20.675292314315648E,[]
4243,Cai Lậy Town-6407.jpeg,0.8128999024629593,106.12517075362561N,10.484131112418343E,[]
4245,Mỹ Hào District-3560.jpeg,0.8128447756171227,106.1065139131216N,20.959487878868423E,[]
4246,Tây Ninh City-2643.jpeg,0.8128172121942043,106.14574414745852N,11.358254774544713E,[]
4247,Tây Ninh City-694.jpeg,0.8128112182021141,106.09351621035809N,11.317830771658468E,[]
4248,Binh Minh Town-2937.jpeg,0.8127914853394032,105.80363560383624N,10.061195608273072E,[]
4249,Tây Ninh City-6262.jpeg,0.812768429517746,106.15261624444537N,11.421585712399843E,[]
4250,Duy Tiên District-951.jpeg,0.8126584403216839,105.97345057372313N,20.60387657588136E,[]
4253,Thanh Liêm District-3680.jpeg,0.8123152330517769,105.91032093181974N,20.45179281223294E,[]
4254,Cai Lậy Town-4001.jpeg,0.8122788220643997,106.16764339237213N,10.436969775717799E,[]
4256,Hiệp Hòa District-9198.jpeg,0.8121413365006447,106.00642544439235N,21.396884818569102E,[]
4258,Go Cong Town-955.jpeg,0.8120573088526726,106.70051272758474N,10.367092605198332E,[]
4260,Long Hồ District-1934.jpeg,0.811956137418747,105.95370226200825N,10.168812438666674E,[]
4261,Tây Ninh City-6641.jpeg,0.8119502291083336,106.15536508324013N,11.431017979739966E,[]
4263,Binh Minh Town-3427.jpeg,0.8115906268358231,105.85974208005064N,10.073322809138919E,[]
4267,Cai Lậy Town-1512.jpeg,0.8113759458065033,106.18956475430575N,10.38980843901726E,[]
4271,Cai Lậy Town-4564.jpeg,0.811128705739975,106.17860407333892N,10.446402043057908E,[]
4272,Mỹ Hào District-1262.jpeg,0.8110930882394314,106.13969402854079N,20.919063875981042E,"['218.jpeg', '217.jpeg']"
4275,Yên Mỹ District-514.jpeg,0.8108152374625206,106.01185692662128N,20.859927407762545E,[]
4277,Long Hồ District-692.jpeg,0.8104080408811569,106.01394905427645N,10.15264283751221E,[]
4278,Cai Lậy Town-2147.jpeg,0.8103941604495049,106.18682458406407N,10.400588173120237E,[]
4281,Cai Lậy Town-5348.jpeg,0.810111939907074,106.14846220068013N,10.461224177449507E,[]
4284,Cai Lậy Town-3224.jpeg,0.8097928017377853,106.17038356261381N,10.422147641326202E,[]
4285,Hiệp Hòa District-808.jpeg,0.8097874075174332,105.96447536292821N,21.25674827522595E,[]
4288,Thanh Liêm District-6303.jpeg,0.8096180111169815,105.89594036308324N,20.48952188159442E,[]
4289,Binh Minh Town-1852.jpeg,0.8095608875155449,105.88300574092003N,10.036941206541384E,[]
4291,Châu Thành District-10482.jpeg,0.8095375709235668,106.38817944583468N,10.331117542737495E,[]
4292,Go Cong Town-1546.jpeg,0.8094930499792099,106.6758524676256N,10.383262206352802E,[]
4293,Long Hồ District-1758.jpeg,0.8093944787979126,106.01805679011294N,10.16611750514093E,[]
4295,Long Xuyen City-1753.jpeg,0.8092523589730263,105.43036824776134N,10.348881472817999E,[]
