image,pred,lon,lat
NONE,NONE,11874791.611116245,2373078.910861271
NONE,NONE,11874212.77202802,2373250.265336062
NONE,NONE,11875127.317304632,2373446.3797595333
NONE,NONE,11874027.113381274,2373580.1228747056
NONE,NONE,11876368.730002059,2371070.623933336
NONE,NONE,11876737.531475058,2370812.7957403073
NONE,NONE,11875310.894276898,2371822.6774449092
NONE,NONE,11875503.588315459,2371333.013875651
NONE,NONE,11876157.634851668,2371063.192061017
NONE,NONE,11874936.29305843,2371157.2769333967
NONE,NONE,11876943.917810988,2373442.998047446
NONE,NONE,11876965.76982703,2373341.732801861
NONE,NONE,11876446.698173411,2373350.410377422
NONE,NONE,11876459.600102395,2373397.756542478
NONE,NONE,11876085.867175953,2373497.667748063
NONE,NONE,11875859.510123374,2373490.1193266707
NONE,NONE,11875919.322085777,2373489.071100502
NONE,NONE,11876608.812747853,2373968.8268017326
NONE,NONE,11770788.771966545,2393788.297324413
NONE,NONE,11770758.626648437,2394177.259046565
NONE,NONE,11770714.900352454,2394293.3443583236
NONE,NONE,11767757.442044701,2394217.9738482884
NONE,NONE,11769236.232424298,2394058.803724361
NONE,NONE,11766242.706601528,2394189.0736159356
NONE,NONE,11767179.070498338,2395000.9072929146
NONE,NONE,11766588.01966197,2396321.1088323877
NONE,NONE,11770252.95786151,2396091.431410755
NONE,NONE,11770184.785805348,2396157.330441206
NONE,NONE,11769562.142497495,2396180.8119422044
NONE,NONE,11767262.60464423,2395014.8190063015
NONE,NONE,11767176.966559961,2398065.428839858
NONE,NONE,11766943.362608531,2397800.9995417194
NONE,NONE,11766913.150498731,2397695.597733624
NONE,NONE,11767144.917678563,2397621.632198089
NONE,NONE,11766725.154142678,2397414.0279450603
NONE,NONE,11767157.63036441,2400159.462753527
NONE,NONE,11767160.268636342,2400028.772098471
NONE,NONE,11767378.66634533,2399913.869666926
NONE,NONE,11703742.100196918,1028371.7749886053
NONE,NONE,11703292.469641656,1028202.3484155217
NONE,NONE,11703590.906064523,1027869.4483152608
NONE,NONE,11705989.818827221,1027098.9577121623
NONE,NONE,11706037.508097077,1026817.9803743124
NONE,NONE,11705736.733964901,1026462.6649261968
NONE,NONE,11705452.579832703,1026534.8029490307
NONE,NONE,11707044.515342742,1026572.9704437894
NONE,NONE,11706894.23403017,1025779.1858218088
NONE,NONE,11704392.996391535,1025381.1357800856
NONE,NONE,11703637.682514556,1025089.2937635968
NONE,NONE,11704320.471743286,1024570.2873241856
NONE,NONE,11704354.25720874,1024698.7716226204
NONE,NONE,11704341.55565484,1024738.6083461876
NONE,NONE,11703901.921589851,1023984.9691791495
NONE,NONE,11706344.159898365,1026242.0707037919
NONE,NONE,11706719.707332505,1025911.2432769234
NONE,NONE,11706794.436106674,1025886.053352944
NONE,NONE,11706766.728685414,1025713.9221229106
NONE,NONE,11706720.920714954,1025910.7400172938
NONE,NONE,11932313.609142415,1175827.1471600626
NONE,NONE,11932113.768392542,1176240.1758551314
NONE,NONE,11932374.567695573,1176320.0443392168
NONE,NONE,11932429.047454366,1176430.7763433966
NONE,NONE,11932212.954058839,1176745.14012361
NONE,NONE,11931102.942888342,1176957.5495609604
NONE,NONE,11931521.259270847,1175344.7610052363
NONE,NONE,11932172.077541819,1175041.7040304968
NONE,NONE,11932070.37605503,1174851.8990727803
NONE,NONE,11932082.454219783,1174730.062475311
NONE,NONE,11933540.116160026,1175618.0391680792
NONE,NONE,11933483.476803109,1175270.138851901
NONE,NONE,11932314.811392915,1175826.4655967213
NONE,NONE,11932131.657434711,1175965.7459454616
NONE,NONE,11932584.260220379,1176447.2190637428
NONE,NONE,11933070.6484715,1176816.3337339757
NONE,NONE,11796922.547507288,1072114.0751533415
NONE,NONE,11795716.000074377,1072542.4064725945
NONE,NONE,11795484.021387516,1072722.913139847
NONE,NONE,11795781.979136571,1073474.690991756
NONE,NONE,11795590.687723592,1073613.0719387834
NONE,NONE,11795612.940489803,1073605.2423050792
NONE,NONE,11795932.984025832,1073918.2628258846
NONE,NONE,11797007.851633085,1073601.4138575168
NONE,NONE,11797047.19194113,1073672.0933159601
NONE,NONE,11796892.847467147,1073285.8553563312
NONE,NONE,11797553.372797716,1074011.899455349
NONE,NONE,11797368.036977496,1074174.6282869668
NONE,NONE,11797010.779335693,1074345.7548167754
NONE,NONE,11796959.77274501,1074408.4946438903
NONE,NONE,11797233.1511505,1074572.205388706
NONE,NONE,11797229.633454593,1075174.6597980498
NONE,NONE,11797705.913895952,1075605.416753482
NONE,NONE,11796165.16308778,1075865.7683120356
NONE,NONE,11795688.014354391,1075908.655133164
