image,pred,lat,lon,found_Anditi
Mỹ Hào District-2407.jpeg,0.2464420832693576,20.94197081095056N,106.03438322742775E,[]
Sa Đéc City-42.jpeg,0.2464360501617193,10.265371203157034N,105.73675350503285E,[]
Châu Thành District-493.jpeg,0.246431827545166,10.254311937253775N,106.19234194776563E,[]
Long Hồ District-6402.jpeg,0.2464230805635452,10.248312977676123N,106.00710282788233E,[]
Hiệp Hòa District-6892.jpeg,0.2463963301852345,21.3524184153929N,105.9471167085293E,[]
Mỹ Tho-120.jpeg,0.2463925238698721,10.327363003462207N,106.30809221264022E,[]
Cai Lậy Town-48.jpeg,0.2463923841714859,10.356121769945446N,106.11558015777963E,[]
Long Hồ District-8991.jpeg,0.2463746126741171,10.306254048479625N,105.98793339397882E,[]
Mỹ Tho-422.jpeg,0.246366074308753,10.33679527080231N,106.32589971026175E,[]
Bến Tre City-2315.jpeg,0.2463445151224732,10.24888987365182N,106.35706208379852E,[]
Thanh Liêm District-6354.jpeg,0.2463309615850448,20.48952188159442N,105.97503349113417E,[]
Cao Lanh City-2407.jpeg,0.2463106177747249,10.448663672559062N,105.66738562937537E,[]
Duy Tiên District-5201.jpeg,0.2463101157918572,20.67124991402691N,106.02528354660092E,[]
Go Cong Town-1269.jpeg,0.2463092198595404,10.37652487253844N,106.64297212101346E,[]
Châu Thành District-3579.jpeg,0.2462879791855812,10.278566338985474N,106.31970479616021E,[]
Châu Thành District-1265.jpeg,0.2462785691022873,10.262396737831006N,106.21836231464192E,[]
Sa Đéc City-684.jpeg,0.2462467905133962,10.286930671362994N,105.76688544297964E,[]
Long Hồ District-9417.jpeg,0.2462398577481508,10.31838124934548N,105.98793339397882E,[]
Cai Lậy Town-527.jpeg,0.246208194643259,10.373638837862787N,106.09776905120856E,[]
Binh Minh Town-694.jpeg,0.2461928036063909,10.01133933804682N,105.85974208005064E,[]
Cai Lậy Town-4730.jpeg,0.2461606990545988,10.450444443346525N,106.09365879584597E,[]
Long Xuyen City-5143.jpeg,0.2461486514657735,10.425687078301731N,105.44406672771456E,[]
Phu Ly City-2571.jpeg,0.2461465746164322,20.55184694406471N,105.91568994680563E,['348.jpeg']
Binh Minh Town-1208.jpeg,0.2461444493383169,10.023466538912665N,105.84468912301752E,[]
Châu Thành District-8273.jpeg,0.2461326597258448,10.309558074531536N,106.21699282164845E,[]
Hung Yen City-3587.jpeg,0.2461268100887537,20.713587880515316N,106.05328304912801E,[]
Ninh Bình-2354.jpeg,0.2461130879819393,20.283298945129978N,105.96152720866948E,[]
Cao Lanh City-4777.jpeg,0.2460983553901314,10.49851994278535N,105.6482022992347E,[]
Tây Ninh City-4629.jpeg,0.246073649264872,11.390593976853712N,106.13612321167683E,[]
Tam Điệp-446.jpeg,0.2460628096014261,20.12104294047973N,105.91392202733114E,[]
Châu Thành District-332.jpeg,0.2460487857460975,10.25161700372803N,106.20329789171355E,[]
Cao Lanh City-4134.jpeg,0.2460418622940778,10.486392741919497N,105.60846540108611E,[]
Long Hồ District-5369.jpeg,0.246026393957436,10.222711109181553N,105.9181018847588E,[]
Cao Lanh City-3468.jpeg,0.2460099831223487,10.47291807429077N,105.59202254667983E,[]
Cai Lậy Town-6726.jpeg,0.246003239415586,10.497605780047069N,106.09639896608768E,[]
Long Hồ District-8982.jpeg,0.2459625396877527,10.306254048479625N,105.9756101864694E,[]
Cao Lanh City-4912.jpeg,0.2459617462009191,10.50256234307397N,105.56598802720316E,[]
Long Hồ District-2648.jpeg,0.2459341352805495,10.176897239243907N,106.00573358260351E,[]
Long Xuyen City-4687.jpeg,0.2459302023053169,10.413559877435876N,105.42077931179409E,[]
Long Hồ District-7500.jpeg,0.2459281180053949,10.277957246459307N,105.9934103750941E,[]
Thái Bình-2296.jpeg,0.2459210096858441,20.46754464403813N,106.34070248992211E,[]
Tây Ninh City-6198.jpeg,0.2458874369040131,11.420238245636966N,106.14849298625326E,[]
Tây Ninh City-4262.jpeg,0.2458868212997913,11.385204109802213N,106.11000924312664E,[]
Long Hồ District-3318.jpeg,0.2458780519664287,10.184982039821136N,106.0112105637188E,[]
Thái Bình-2006.jpeg,0.2458572117611766,20.460807310223583N,106.32632120285044E,"['448.jpeg', '447.jpeg']"
Long Hồ District-6933.jpeg,0.2458121199160814,10.267177512356332N,105.98245641286351E,[]
Hiệp Hòa District-5426.jpeg,0.2458088244311511,21.332206413949176N,106.03101687145754E,[]
Châu Thành District-3754.jpeg,0.2457946240901947,10.279913805748345N,106.26081659744013E,[]
Long Hồ District-2881.jpeg,0.2457768749445676,10.17959217276965N,106.01668754483413E,[]
Thanh Liêm District-2759.jpeg,0.2457680059596896,20.43831814460384N,105.95202458115568E,[]
Châu Thành District-248.jpeg,0.245751341804862,10.248922070202283N,106.43063372863288E,[]
Trà Vinh City-682.jpeg,0.2457374203950166,9.916277171544703N,106.30166854989055E,['726.jpeg']
Long Hồ District-243.jpeg,0.2457361882552504,10.145905503697852N,105.92220962059528E,[]
Bến Tre City-943.jpeg,0.2457222016528248,10.22328800515725N,106.35432355388139E,[]
Long Hồ District-1079.jpeg,0.2457215990871191,10.158032704563702N,105.9865641487E,[]
Bến Tre City-1059.jpeg,0.2457129978574812,10.225982938682996N,106.35706208379852E,[]
Trà Vinh City-134.jpeg,0.2457121275365352,9.894717703338756N,106.35365444573176E,[]
Long Hồ District-7805.jpeg,0.2456806078553199,10.283347113510802N,105.99888735620941E,[]
Go Cong Town-1885.jpeg,0.2456795610487461,10.39269447369291N,106.66352233764604E,[]
Sa Đéc City-306.jpeg,0.2456666491925716,10.276150937260013N,105.72579643668855E,[]
Châu Thành District-6165.jpeg,0.2456632684916257,10.294735940139942N,106.30737935921879E,[]
Long Hồ District-8051.jpeg,0.2456525489687919,10.287389513799416N,106.02079528067058E,[]
Cao Lanh City-1320.jpeg,0.2456467356532812,10.431146604641716N,105.62353801762521E,[]
Hiệp Hòa District-4219.jpeg,0.2456421796232462,21.316036812794195N,105.9283114995971E,[]
Tây Ninh City-1217.jpeg,0.2456383742392063,11.329957972524337N,106.10726040433188E,[]
Thanh Liêm District-2955.jpeg,0.2455999255180359,20.441013078129664N,105.97359543426047E,[]
Cai Lậy Town-2306.jpeg,0.2455675955861807,10.404630573408856N,106.10598956193365E,[]
Ninh Bình-2023.jpeg,0.2455662442371249,20.26982427750089N,105.93998432825107E,[]
Go Cong Town-2659.jpeg,0.2455481681972742,10.411559008373121N,106.68818259760518E,[]
Binh Minh Town-2376.jpeg,0.2455428913235664,10.047720940644355N,105.8624789813294E,[]
Long Hồ District-2049.jpeg,0.2455273261293769,10.170159905429546N,105.95780999784469E,[]
Go Cong Town-3584.jpeg,0.2455201204866171,10.429076076290466N,106.67037240985691E,[]
Cai Lậy Town-4807.jpeg,0.24551348015666,10.4517919101094N,106.09776905120856E,[]
Duy Tiên District-3351.jpeg,0.2455104207620024,20.644300578768686N,105.9604923305037E,[]
Tây Ninh City-6278.jpeg,0.2454982856288552,11.421585712399843N,106.17460695480347E,[]
Châu Thành District-5218.jpeg,0.245490375906229,10.289346073088451N,106.16221310190883E,[]
Châu Thành District-3134.jpeg,0.2454699845984578,10.275871405459727N,106.29368442928389E,[]
Châu Thành District-5013.jpeg,0.2454492393881082,10.28799860632558N,106.17590803184375E,[]
Long Hồ District-5146.jpeg,0.2454361198469996,10.217321242130064N,105.97287169591176E,[]
Ninh Bình-668.jpeg,0.2454339833930134,20.232095208139437N,105.9945596253111E,[]
Mỹ Hào District-599.jpeg,0.2454029321670532,20.902894274826092N,106.11372698169097E,[]
Vĩnh Long-979.jpeg,0.245350020006299,10.24764993811426N,105.97882255091221E,[]
Chau Doc City-4753.jpeg,0.2453353079035878,10.721386877523969N,105.11522045413554E,[]
Tây Ninh City-6428.jpeg,0.2453289208933711,11.425628112688466N,106.13474879227947E,[]
Cao Lanh City-4544.jpeg,0.2453125230967998,10.494477542496732N,105.60846540108611E,[]
Trà Vinh City-1754.jpeg,0.245308450423181,9.960743574719457N,106.31261294901503E,[]
Chau Doc City-2187.jpeg,0.2453064769506454,10.670183140534787N,105.06859774905182E,[]
Cao Lanh City-4487.jpeg,0.2453062571585178,10.493130075733859N,105.6249082554924E,[]
Hung Yen City-2287.jpeg,0.2453059772960841,20.670468944102158N,106.05904334902549E,"['280.jpeg', '282.jpeg', '281.jpeg']"
Go Cong Town-731.jpeg,0.245282462798059,10.361702738146843N,106.68818259760518E,[]
Yên Mỹ District-308.jpeg,0.2452730555087328,20.853190073947978N,106.03493406856072E,[]
Binh Minh Town-2104.jpeg,0.2452518222853541,10.04233107359287N,105.86384743196876E,[]
Long Hồ District-7515.jpeg,0.2452134247869253,10.277957246459307N,106.01394905427645E,[]
Bến Tre City-1584.jpeg,0.2452122522518038,10.23676267278597N,106.3529542889228E,[]
Thanh Liêm District-287.jpeg,0.2452028710395097,20.38172454056163N,105.9275776143036E,[]
Vĩnh Long-122.jpeg,0.2451874432153999,10.228785403434047N,105.99114653683395E,[]
Sa Đéc City-753.jpeg,0.2451857328414917,10.289625604888732N,105.75455874109232E,"['22.jpeg', '904.jpeg']"
Cai Lậy Town-1369.jpeg,0.2451857179403305,10.38846097225439N,106.10461947681281E,[]
Châu Thành District-9660.jpeg,0.2451836671680212,10.320337808634513N,106.28409797832946E,[]
Cao Lanh City-5057.jpeg,0.2451416589319706,10.505257276599714N,105.6070951632189E,[]
Hiệp Hòa District-6022.jpeg,0.2451381552964449,21.340291214526662N,105.97460124466096E,[]
Châu Thành District-3147.jpeg,0.2451352830976247,10.275871405459727N,106.31148783819927E,[]
Sa Đéc City-1537.jpeg,0.2451175134629011,10.316574940146179N,105.73675350503285E,[]
Châu Thành District-7312.jpeg,0.2451062304899096,10.302820740717173N,106.21562332865496E,[]
Bac Giang City-3038.jpeg,0.2450904785655439,21.303606678977808N,106.1923920623009E,[]
Cao Lanh City-4990.jpeg,0.2450858298689127,10.503909809836841N,105.59202254667983E,[]
Duy Tiên District-4510.jpeg,0.2450673272833228,20.66047017992362N,105.98352920733824E,[]
Long Xuyen City-5372.jpeg,0.2450344990938902,10.433771878878964N,105.42214915978941E,[]
Mỹ Tho-229.jpeg,0.2450331579893827,10.331405403750825N,106.29850356007478E,[]
Châu Thành District-1775.jpeg,0.2450185567140579,10.266439138119624N,106.24164369553128E,[]
Long Xuyen City-919.jpeg,0.245010731741786,10.330016938137788N,105.45776520766776E,['493.jpeg']
Phu Ly City-3726.jpeg,0.2450090143829584,20.5761013457971N,105.89410525413581E,[]
Châu Thành District-6991.jpeg,0.2450035060755908,10.30012580719143N,106.32244378214718E,[]
Tây Ninh City-1190.jpeg,0.2449803845956921,11.328610505761462N,106.15399066384279E,[]
Mỹ Tho-3391.jpeg,0.2448885394260287,10.389346474554337N,106.31494125018696E,[]
Mỹ Tho-1103.jpeg,0.244863879866898,10.348922471668164N,106.39575989323852E,[]
Châu Thành District-2890.jpeg,0.2448586467653513,10.274523938696857N,106.23890470954429E,[]
Hiệp Hòa District-6469.jpeg,0.2448327620513737,21.345681081578324N,106.02233754425805E,['185.jpeg']
Cai Lậy Town-1223.jpeg,0.2448227982968092,10.385766038728642N,106.12928100898819E,[]
Châu Thành District-305.jpeg,0.2448085229843855,10.25026953696516N,106.41556930570448E,[]
Long Hồ District-1922.jpeg,0.2447960842400789,10.168812438666674N,105.93727131866235E,[]
Binh Minh Town-2221.jpeg,0.2447927962057292,10.045026007118615N,105.83784686982062E,[]
Bến Tre City-1738.jpeg,0.2447927072644233,10.239457606311715N,106.35569281883996E,[]
Vĩnh Long-835.jpeg,0.2447848692536354,10.246302471351386N,105.88844665415267E,[]
Long Hồ District-9041.jpeg,0.2447783667594194,10.307601515242501N,105.97971792230587E,[]
Mỹ Tho-3304.jpeg,0.2447468601167202,10.387999007791462N,106.30398279011217E,[]
Cai Lậy Town-4192.jpeg,0.2447408027946949,10.441012176006414N,106.10050922145024E,[]
Châu Thành District-274.jpeg,0.2447204869240522,10.25026953696516N,106.21973180763543E,[]
Bến Tre City-367.jpeg,0.2447113562375307,10.207118404002786N,106.39129370776274E,[]
Châu Thành District-291.jpeg,0.244681391865015,10.25026953696516N,106.24301318852476E,[]
Go Cong Town-1711.jpeg,0.2446626797318458,10.38865207340429N,106.6347520343604E,[]
Mỹ Hào District-2319.jpeg,0.2446451559662819,20.93927587742473N,106.15123493825179E,[]
Go Cong Town-3966.jpeg,0.2446138090454042,10.435813410104826N,106.65393223655084E,[]
Hiệp Hòa District-5106.jpeg,0.2446125578135252,21.328164013660434N,106.00642544439235E,[]
Tây Ninh City-1401.jpeg,0.2446061130613088,11.334000372812964N,106.10588598493449E,[]
Mỹ Tho-1776.jpeg,0.2445956105366349,10.361049672534014N,106.33000913278981E,[]
Hoa Lư District-4089.jpeg,0.2445858158171177,20.29366191448283N,105.94209029878895E,[]
Thái Bình-3138.jpeg,0.244578163139522,20.491799045770513N,106.36515067794389E,[]
Thanh Liêm District-6439.jpeg,0.2445383667945861,20.49086934835734N,105.97790960488143E,[]
Châu Thành District-1958.jpeg,0.2445242889225483,10.267786604882494N,106.2525996394792E,[]
Chau Doc City-4867.jpeg,0.244508821517229,10.734861545152702N,105.0960228696893E,[]
Long Hồ District-4660.jpeg,0.2444994021207094,10.207888974789961N,105.93179433754707E,[]
Cai Lậy Town-846.jpeg,0.2444890178740024,10.379028704914282N,106.14161177507587E,[]
Trà Vinh City-40.jpeg,0.2444401010870933,9.889327836287272N,106.36186274507514E,[]
Châu Thành District-855.jpeg,0.2443994600325822,10.258354337542391N,106.23342673757034E,[]
Long Hồ District-5514.jpeg,0.2443924006074667,10.225406042707299N,105.94000980922003E,['563.jpeg']
Mỹ Hào District-1706.jpeg,0.2443813607096672,20.928496143321432N,106.14834971082404E,[]
Hung Yen City-3115.jpeg,0.2443735916167497,20.69741827936038N,106.03456207446143E,[]
Go Cong Town-4571.jpeg,0.2443730514496565,10.4519830112593N,106.64708216433996E,[]
Thanh Liêm District-2844.jpeg,0.2443692125380039,20.439665611366756N,105.94627235366109E,[]
Bến Tre City-510.jpeg,0.2443541511893272,10.211160804291403N,106.39950929751414E,[]
Tây Ninh City-6755.jpeg,0.244350004941225,11.437755313554343N,106.15536508324013E,[]
Long Hồ District-9260.jpeg,0.2443291302770376,10.312991382293987N,106.00299509204586E,[]
Châu Thành District-5150.jpeg,0.2443122137337923,10.28799860632558N,106.36352857195187E,[]
Mỹ Tho-2551.jpeg,0.2443115469068288,10.37452434016274N,106.31768086520566E,[]
Ninh Bình-835.jpeg,0.2443068912252783,20.23748507519107N,105.95003767244633E,[]
Tam Điệp-1460.jpeg,0.2442878037691116,20.139907475160445N,105.92971157495782E,[]
Hung Yen City-1868.jpeg,0.2442710362374782,20.655646809710134N,106.0676837988716E,[]
Duy Tiên District-2450.jpeg,0.2442641779780388,20.632173377902483N,105.91153896723024E,[]
Châu Thành District-309.jpeg,0.2442592810839414,10.25026953696516N,106.42104727767847E,[]
Long Xuyen City-5157.jpeg,0.2442182162776589,10.427034545064602N,105.40434113585025E,['479.jpeg']
Châu Thành District-6091.jpeg,0.2442087791860103,10.294735940139942N,106.20603687770056E,[]
Long Hồ District-7586.jpeg,0.2442024033516645,10.27930471322218N,106.0112105637188E,[]
Phu Ly City-161.jpeg,0.2442023325711488,20.50333814059993N,105.89986117218109E,['387.jpeg']
Phu Ly City-799.jpeg,0.2441942626610398,20.522202675280678N,105.93007974191885E,[]
Binh Minh Town-1558.jpeg,0.2441793354228139,10.031551339489894N,105.82963616598438E,[]
Sa Đéc City-491.jpeg,0.2441788036376238,10.2815408043115N,105.72305716960248E,[]
Yên Mỹ District-2388.jpeg,0.244167760014534,20.893614076835348N,106.00320299839402E,[]
Sa Đéc City-2042.jpeg,0.2441496578976512,10.336786941589265N,105.71894826897338E,[]
Châu Thành District-3982.jpeg,0.2441277890466153,10.281261272511216N,106.27040304839456E,[]
Châu Thành District-9966.jpeg,0.2441154532134533,10.323032742160255N,106.36900654392583E,[]
Go Cong Town-1967.jpeg,0.2441046275198459,10.395389407218653N,106.63886207768692E,[]
Tây Ninh City-945.jpeg,0.2440922511741519,11.323220638709966N,106.13612321167683E,[]
Go Cong Town-433.jpeg,0.2440894544124603,10.35361793756961N,106.68407255427864E,[]
Long Xuyen City-4342.jpeg,0.2440557163208723,10.405475076858645N,105.3865331119111E,[]
Long Xuyen City-4021.jpeg,0.2440524259582162,10.397390276281406N,105.40297128785494E,[]
Châu Thành District-3276.jpeg,0.2440402116626501,10.277218872222601N,106.19918941273308E,[]
Mỹ Hào District-3493.jpeg,0.2440109588205814,20.958140412105514N,106.11805482283262E,[]
Châu Thành District-4752.jpeg,0.2439872249960899,10.28530367279983N,106.416938798698E,[]
Yên Mỹ District-890.jpeg,0.2439763508737087,20.86801220834002N,106.04791496090166E,[]
Hung Yen City-2954.jpeg,0.2439539143815636,20.692028412308737N,106.03888229938451E,[]
Vĩnh Long-2264.jpeg,0.2439528787508607,10.271904339845957N,105.91994128484161E,[]
Bến Tre City-677.jpeg,0.243929972872138,10.21655067134289N,106.36527767354993E,[]
Sa Đéc City-1746.jpeg,0.2439168714918196,10.324659740723416N,105.71620900188731E,[]
Cai Lậy Town-6226.jpeg,0.243908904492855,10.478741245366848N,106.14435194531758E,[]
Cai Lậy Town-1118.jpeg,0.2439088393002748,10.38441857196577N,106.09776905120856E,[]
Hiệp Hòa District-7171.jpeg,0.2439015172421932,21.356460815681647N,105.93554427226331E,[]
Cai Lậy Town-3578.jpeg,0.2438797112554311,10.428884975140564N,106.17312373285549E,[]
Châu Thành District-3478.jpeg,0.243853572756052,10.278566338985474N,106.1813860038177E,[]
Thanh Liêm District-1752.jpeg,0.2438438646495342,20.423496010211835N,105.86861728248384E,[]
Duy Tiên District-1411.jpeg,0.2438406366854906,20.616003776747554N,105.98064959773394E,[]
Long Hồ District-102.jpeg,0.2438402427360415,10.141863103409237N,105.94000980922003E,[]
Mỹ Tho-3225.jpeg,0.2438147161155939,10.385304074265717N,106.41082777584135E,[]
Châu Thành District-2059.jpeg,0.2437681574374437,10.267786604882494N,106.43474220761335E,[]
Bến Tre City-3300.jpeg,0.2437525987625122,10.270449341857772N,106.36390840859136E,[]
Go Cong Town-906.jpeg,0.2437424352392554,10.365745138435459N,106.70599278535342E,[]
Bến Tre City-1438.jpeg,0.2436977960169315,10.234067739260228N,106.3529542889228E,[]
Go Cong Town-2705.jpeg,0.2436805828474462,10.412906475136N,106.67037240985691E,[]
Long Hồ District-5981.jpeg,0.2436307854950428,10.234838310047401N,105.92631735643175E,[]
Mỹ Tho-3646.jpeg,0.2436153115704655,10.393388874842957N,106.35877509048612E,[]
Tây Ninh City-1872.jpeg,0.2436040434986353,11.344780106915964N,106.0797720163843E,[]
Phu Ly City-3662.jpeg,0.2436038190498948,20.573406412271282N,105.95598137312261E,[]
Châu Thành District-798.jpeg,0.2435900699347257,10.257006870779517N,106.42515575665892E,[]
Binh Minh Town-3699.jpeg,0.2435851376503706,10.081407609716146N,105.83510996854186E,[]
Thái Bình-2805.jpeg,0.2435272131115198,20.481019311667236N,106.3565219057009E,[]
Mỹ Hào District-2712.jpeg,0.2435017265379429,20.9460132112393N,106.1065139131216E,[]
Châu Thành District-2075.jpeg,0.2434777319431305,10.269134071645368N,106.1676910738828E,[]
Tây Ninh City-3424.jpeg,0.2434662394225597,11.37172944217346N,106.1127580819214E,[]
Tây Ninh City-6192.jpeg,0.2434580530971288,11.420238245636966N,106.14024646986898E,[]
Châu Thành District-8405.jpeg,0.2434560265392065,10.309558074531536N,106.39776589678914E,[]
Long Hồ District-7552.jpeg,0.2434549150057137,10.27930471322218N,105.96465622423881E,[]
Hiệp Hòa District-6466.jpeg,0.2434525471180677,21.345681081578324N,106.01799788065833E,[]
Bến Tre City-581.jpeg,0.2434507105499506,10.213855737817145N,106.36801620346708E,[]
Yên Mỹ District-4028.jpeg,0.2434414131566882,20.92325834561943N,106.0594535318714E,[]
Châu Thành District-8410.jpeg,0.243440399877727,10.309558074531536N,106.40461336175657E,[]
Mỹ Tho-2856.jpeg,0.2434344124048948,10.379914207214231N,106.32316009524305E,[]
Thanh Liêm District-5081.jpeg,0.2434183424338698,20.47200481367659N,105.88587396496767E,[]
Mỹ Tho-3147.jpeg,0.2433934323489666,10.383956607502846N,106.40945796833202E,[]
Châu Thành District-2860.jpeg,0.2433875910937786,10.274523938696857N,106.19781991973959E,[]
Ninh Bình-1876.jpeg,0.2433819365687668,20.264434410449255N,105.94429290433473E,[]
Châu Thành District-10601.jpeg,0.2433576304465532,10.33515994302611N,106.35257262800394E,[]
Bến Tre City-3325.jpeg,0.2433537598699331,10.271796808620646N,106.34610796412997E,[]
Tây Ninh City-5.jpeg,0.2433436913415789,11.294923836689593N,106.09763946855021E,[]
Long Hồ District-8628.jpeg,0.243340540677309,10.298169247902392N,106.01942603539176E,[]
Hiệp Hòa District-3899.jpeg,0.2433389853686094,21.310646945742537N,105.99919267172614E,[]
Châu Thành District-7352.jpeg,0.2433300912380218,10.302820740717173N,106.27040304839456E,[]
Long Xuyen City-2320.jpeg,0.2433158252388239,10.362356140446725N,105.3865331119111E,[]
Châu Thành District-1752.jpeg,0.2432781308889389,10.266439138119624N,106.210145356681E,[]
Cai Lậy Town-717.jpeg,0.2432574462145567,10.376333771388534N,106.16490322213039E,[]
Chau Doc City-3433.jpeg,0.2432542107999324,10.689047675215011N,105.09739412572118E,['463.jpeg']
Long Hồ District-1170.jpeg,0.2432367140427231,10.15938017132657N,105.95644075256588E,[]
Long Hồ District-2383.jpeg,0.2432200107723474,10.174202305718163N,105.95096377145056E,[]
Mỹ Hào District-456.jpeg,0.2432169439271092,20.89885187453736N,106.11228436797707E,[]
Binh Minh Town-3032.jpeg,0.2432057354599237,10.062543075035945N,105.86384743196876E,[]
Binh Minh Town-3478.jpeg,0.2431964054703712,10.074670275901788N,105.8624789813294E,[]
Bến Tre City-237.jpeg,0.2431809082627296,10.20307600371417N,106.39677076759702E,[]
Sa Đéc City-1379.jpeg,0.2431660881265998,10.311185073094691N,105.7312749708607E,[]
Hiệp Hòa District-2467.jpeg,0.2431646315380931,21.28774001077299N,105.99919267172614E,[]
Châu Thành District-8074.jpeg,0.2431558826938271,10.308210607768663N,106.20192839872004E,[]
Long Hồ District-8037.jpeg,0.2431458849459886,10.287389513799416N,106.00162584676706E,[]
Long Hồ District-9110.jpeg,0.2431278154253959,10.308948982005372N,106.00025660148823E,[]
Cai Lậy Town-6274.jpeg,0.2431275118142366,10.480088712129726N,106.13613143459246E,[]
Hiệp Hòa District-5105.jpeg,0.243119440972805,21.328164013660434N,106.00497888985912E,[]
Châu Thành District-3430.jpeg,0.2431081868708133,10.277218872222601N,106.416938798698E,[]
Duy Tiên District-1581.jpeg,0.243105923756957,20.618698710273378N,106.01664471778795E,[]
Bến Tre City-266.jpeg,0.2430747374892234,10.204423470477042N,106.3762317932185E,[]
Go Cong Town-3183.jpeg,0.2430670456960797,10.422338742476105N,106.68133252539432E,[]
Binh Minh Town-2899.jpeg,0.2430036179721355,10.059848141510198N,105.82279391278752E,[]
Thái Bình-621.jpeg,0.2429881524294614,20.43116304143958N,106.37953196501553E,[]
Mỹ Tho-4005.jpeg,0.242981563322246,10.402821142183061N,106.35055624543003E,[]
Phu Ly City-2158.jpeg,0.2429747357964515,20.543762143487246N,105.97181014774712E,[]
Go Cong Town-3884.jpeg,0.2429741844534874,10.434465943341957N,106.64982219322431E,[]
Phu Ly City-662.jpeg,0.2429494000971317,20.51950774175486N,105.95166443458864E,[]
Trà Vinh City-2735.jpeg,0.2429486066102981,9.98499797645114N,106.36049469518458E,[]
Long Hồ District-5557.jpeg,0.2429471295326948,10.225406042707299N,106.00299509204586E,[]
Long Xuyen City-3844.jpeg,0.2429303657263517,10.393347875992792N,105.39749189587363E,[]
Thanh Liêm District-210.jpeg,0.242905749939382,20.377682140272913N,105.9247015005563E,[]
Châu Thành District-3790.jpeg,0.2429014444351196,10.279913805748345N,106.31011834520577E,[]
Bến Tre City-653.jpeg,0.2428849935531616,10.215203204580018N,106.40087856247274E,[]
Hiệp Hòa District-2540.jpeg,0.2428753627464175,21.289087477535897N,105.99485300812638E,[]
Long Hồ District-5.jpeg,0.2428722102195024,10.135125769594875N,106.00984131843998E,[]
Châu Thành District-5008.jpeg,0.2428642828017473,10.28799860632558N,106.1690605668763E,[]
Phu Ly City-2475.jpeg,0.2428457650821656,20.550499477301795N,105.88115443853394E,[]
Cai Lậy Town-1349.jpeg,0.2428349684923887,10.387113505491515N,106.18956475430575E,[]
Cai Lậy Town-6225.jpeg,0.2428218405693769,10.478741245366848N,106.14298186019671E,[]
Long Hồ District-7345.jpeg,0.2428206615149974,10.275262312933569N,105.9756101864694E,[]
Long Hồ District-8144.jpeg,0.2428008951246738,10.290084447325158N,105.94411754505647E,[]
Thái Bình-460.jpeg,0.242800397798419,20.427120641150832N,106.38240822242985E,[]
Châu Thành District-534.jpeg,0.2427949737757444,10.254311937253775N,106.24849116049872E,[]
Châu Thành District-7629.jpeg,0.2427834216505289,10.304168207480046N,106.38133198086726E,[]
Yên Mỹ District-4202.jpeg,0.2427784046158194,20.928648212671078N,106.05079960364408E,[]
Tây Ninh City-1748.jpeg,0.2427740897983312,11.342085173390213N,106.08389527457642E,[]
Tây Ninh City-3806.jpeg,0.2427400145679712,11.377119309224963N,106.18147905179035E,[]
Long Hồ District-4402.jpeg,0.2427120879292488,10.202499107738472N,105.95233301672941E,[]
Tây Ninh City-2973.jpeg,0.2427079263143241,11.363644641596215N,106.16636043841919E,[]
Châu Thành District-5342.jpeg,0.2427055547013878,10.289346073088451N,106.3320302331016E,[]
Yên Mỹ District-3931.jpeg,0.2426996522117406,20.921910878856515N,106.00320299839402E,[]
Hiệp Hòa District-6683.jpeg,0.2426981511525809,21.349723481867073N,105.92397183599734E,[]
Long Xuyen City-3616.jpeg,0.2426951602101326,10.387958008941302N,105.41666976780813E,[]
Long Xuyen City-2406.jpeg,0.242693455889821,10.363703607209597N,105.41119037582685E,[]
Mỹ Hào District-3383.jpeg,0.2426643362268805,20.9567929453426N,106.07189118398855E,[]
Cao Lanh City-1142.jpeg,0.2426529545336961,10.428451671115972N,105.61257611468767E,[]
Thanh Liêm District-1641.jpeg,0.2426523882895708,20.42080107668601N,105.92613955742995E,[]
Cai Lậy Town-2320.jpeg,0.2426493540406227,10.404630573408856N,106.12517075362561E,['767.jpeg']
Yên Mỹ District-545.jpeg,0.2426410838961601,20.859927407762545N,106.05656888912895E,[]
Go Cong Town-3526.jpeg,0.2426251284778118,10.429076076290466N,106.59091157221086E,[]
Tây Ninh City-3844.jpeg,0.2426173910498619,11.378466775987837N,106.11963017890828E,[]
Long Hồ District-9524.jpeg,0.2426148746162653,10.322423649634095N,105.99751811093057E,[]
Binh Minh Town-3382.jpeg,0.2426059897989034,10.073322809138919N,105.79816180127872E,[]
Châu Thành District-6716.jpeg,0.2425925750285387,10.29877834042856N,106.22247079362242E,[]
Châu Thành District-6226.jpeg,0.242554584518075,10.294735940139942N,106.39091843182166E,[]
Châu Thành District-7227.jpeg,0.2425520960241556,10.301473273954299N,106.37174552991279E,[]
Long Hồ District-8624.jpeg,0.2425511069595813,10.298169247902392N,106.01394905427645E,[]
Cao Lanh City-1668.jpeg,0.2425480969250202,10.436536471693207N,105.63587015842995E,[]
Châu Thành District-8126.jpeg,0.2425326919183135,10.308210607768663N,106.27314203438154E,[]
Cai Lậy Town-1543.jpeg,0.2425321117043495,10.391155905780133N,106.12106049826308E,[]
Go Cong Town-3407.jpeg,0.2425185423344373,10.426381142764722N,106.64982219322431E,[]
Go Cong Town-4834.jpeg,0.2424954092130065,10.468152612413773N,106.64160210657127E,[]
Cai Lậy Town-5686.jpeg,0.2424872107803821,10.467961511263871N,106.12517075362561E,[]
