image,pred,lat,lon,found_Anditi
Trà Vinh City-2747.jpeg,0.3578967060893774,9.986345443214013N,106.31124489912449E,['741.jpeg']
Vĩnh Long-1481.jpeg,0.3578966874629259,10.255734738691492N,105.9870385415267E,[]
Mỹ Tho-1672.jpeg,0.3578611528500914,10.35835473900827N,106.40671835331334E,[]
Long Xuyen City-35.jpeg,0.35785823315382,10.305762536406087N,105.44543657570988E,[]
Hoa Lư District-2125.jpeg,0.3578319922089576,20.237068310440655N,105.93634534778548E,[]
Mỹ Hào District-905.jpeg,0.3578109322115779,20.91097907540357N,106.125267891402E,[]
Cai Lậy Town-653.jpeg,0.3578107617795467,10.374986304625663N,106.17449381797637E,[]
Bến Tre City-724.jpeg,0.3577910969033837,10.217898138105765N,106.35980061371565E,[]
Long Hồ District-5141.jpeg,0.3577366285026073,10.217321242130064N,105.96602546951763E,['664.jpeg']
Mỹ Hào District-693.jpeg,0.3577328585088253,20.905589208351927N,106.11372698169097E,[]
Hiệp Hòa District-8852.jpeg,0.3577208202332258,21.388800017991613N,105.963028808395E,[]
Go Cong Town-1239.jpeg,0.3577018463984132,10.375177405775567N,106.67037240985691E,[]
Chau Doc City-2943.jpeg,0.3576643476262688,10.680962874637771N,105.1467593428686E,['475.jpeg']
Go Cong Town-2145.jpeg,0.3576620034873485,10.399431807507273N,106.6662623665304E,[]
Tây Ninh City-2940.jpeg,0.3576519703492522,11.363644641596215N,106.12100459830566E,[]
Hung Yen City-1896.jpeg,0.3576371446251869,20.656994276473046N,106.04896282420499E,[]
Go Cong Town-1975.jpeg,0.357619296759367,10.395389407218653N,106.64982219322431E,[]
Tây Ninh City-1430.jpeg,0.3576114731840789,11.334000372812964N,106.14574414745852E,[]
Sa Đéc City-1498.jpeg,0.357609111815691,10.315227473383308N,105.7353838714898E,[]
Cai Lậy Town-3423.jpeg,0.3575935568660497,10.426190041614822N,106.14709211555929E,[]
Châu Thành District-8095.jpeg,0.357563043013215,10.308210607768663N,106.23068775158336E,[]
Cao Lanh City-735.jpeg,0.3575611878186464,10.421714337301607N,105.63449992056276E,[]
Hiệp Hòa District-7489.jpeg,0.3575519174337387,21.360503215970393N,106.00353233532584E,[]
Vĩnh Long-1245.jpeg,0.3575275130569935,10.253039805165749N,105.89529331299809E,[]
Cai Lậy Town-312.jpeg,0.357519656419754,10.366901504048426N,106.13613143459246E,[]
Hiệp Hòa District-6173.jpeg,0.3574916198849678,21.342986148052496N,105.8878079726662E,[]
Long Hồ District-9109.jpeg,0.357477655634284,10.308948982005372N,105.99888735620941E,"['681.jpeg', '551.jpeg']"
Bac Giang City-1626.jpeg,0.35746980458498,21.275309876956594N,106.2227571653098E,[]
Hiệp Hòa District-1413.jpeg,0.3574687344953418,21.270222942855092N,105.97604779919419E,[]
Chau Doc City-3701.jpeg,0.3574285078793764,10.693090075503628N,105.12481924635865E,[]
Hiệp Hòa District-226.jpeg,0.3574028285220265,21.236536273782235N,105.97315469012771E,[]
Mỹ Hào District-1381.jpeg,0.3573741931468248,20.921758809506876N,106.1310383462575E,[]
Hiệp Hòa District-1009.jpeg,0.3573539010249078,21.262138142277607N,105.97026158106122E,[]
Cai Lậy Town-5714.jpeg,0.3572629233822226,10.467961511263871N,106.16353313700955E,[]
Châu Thành District-10408.jpeg,0.3572519216686487,10.329770075974622N,106.36763705093234E,[]
Sa Đéc City-2625.jpeg,0.3572261445224285,10.36104134332097N,105.71620900188731E,[]
Long Hồ District-4058.jpeg,0.3571812119334936,10.195761773924112N,105.97424094119057E,[]
Châu Thành District-1290.jpeg,0.3571770545095205,10.262396737831006N,106.2525996394792E,[]
Long Hồ District-5028.jpeg,0.3571761921048164,10.21462630860432N,105.99204112981529E,[]
Hung Yen City-2854.jpeg,0.357126350980252,20.68798601202N,106.07344409876902E,[]
Châu Thành District-2457.jpeg,0.357095611281693,10.271829005171114N,106.18549448279816E,[]
Long Hồ District-2068.jpeg,0.3570741396397352,10.170159905429546N,105.98382565814235E,[]
Sa Đéc City-764.jpeg,0.3570693908259272,10.289625604888732N,105.76962471006567E,['913.jpeg']
Cao Lanh City-4057.jpeg,0.3570685721933841,10.485045275156622N,105.59476302241417E,[]
Hung Yen City-113.jpeg,0.3570564440451562,20.611180406534064N,106.0604834239998E,[]
Tam Điệp-928.jpeg,0.3570562228560447,20.130475207820087N,105.88377834549836E,[]
Tây Ninh City-1956.jpeg,0.357045229524374,11.346127573678837N,106.10451156553712E,[]
Cai Lậy Town-947.jpeg,0.357043694704771,10.380376171677153N,106.17586390309722E,[]
Sa Đéc City-2535.jpeg,0.357038427144289,10.35699894303235N,105.72716607023159E,[]
Thanh Liêm District-5984.jpeg,0.3570321407169103,20.484132014542784N,105.95202458115568E,[]
Phu Ly City-723.jpeg,0.3570218943059444,20.52085520851777N,105.93007974191885E,[]
Long Hồ District-2137.jpeg,0.3569528572261333,10.171507372192416N,105.9235788658741E,[]
Cai Lậy Town-500.jpeg,0.3569477964192629,10.372291371099921N,106.14572203043844E,[]
Vĩnh Long-83.jpeg,0.3569306069985032,10.227437936671176N,105.98840787329577E,[]
Thái Bình-1687.jpeg,0.3569270689040422,20.454069976409034N,106.2989967574143E,[]
Bac Giang City-1855.jpeg,0.3569107390940189,21.27935227724534N,106.23143290902662E,[]
Tây Ninh City-2650.jpeg,0.3568982873111963,11.358254774544713N,106.15536508324013E,[]
Cai Lậy Town-385.jpeg,0.3568899594247341,10.369596437574177N,106.12380066850477E,[]
Châu Thành District-5867.jpeg,0.3568794578313827,10.293388473377066N,106.18275549681123E,[]
Cao Lanh City-3711.jpeg,0.3568169474601745,10.478307941342258N,105.58380111947665E,[]
Cao Lanh City-1866.jpeg,0.3567982036620378,10.439231405218955N,105.67971777018008E,[]
Bến Tre City-2966.jpeg,0.3567972872406244,10.26101707451767N,106.3762317932185E,[]
Long Hồ District-4228.jpeg,0.3567476831376552,10.198456707449855N,106.0043643373247E,[]
Châu Thành District-3520.jpeg,0.3567439373582601,10.278566338985474N,106.23890470954429E,[]
Yên Mỹ District-3135.jpeg,0.3566821794956922,20.90574127770157N,106.05079960364408E,[]
Thanh Liêm District-2164.jpeg,0.3566809725016355,20.430233344026384N,105.8542367137473E,[]
Go Cong Town-855.jpeg,0.3566794134676456,10.364397671672586N,106.71010282867995E,[]
Long Hồ District-1034.jpeg,0.3566470351070165,10.158032704563702N,105.9153633942012E,[]
Duy Tiên District-4279.jpeg,0.3566281255334615,20.657775246397794N,105.90290013841727E,[]
Cao Lanh City-1290.jpeg,0.3566244598478079,10.431146604641716N,105.58243088160947E,[]
Vĩnh Long-54.jpeg,0.3566068764775991,10.227437936671176N,105.90898663068893E,[]
Tây Ninh City-648.jpeg,0.356596770696342,11.316483304895591N,106.10176272674236E,[]
Cai Lậy Town-980.jpeg,0.3565782029181719,10.381723638440027N,106.11832032802134E,[]
Mỹ Tho-1552.jpeg,0.3565683141350746,10.3570072722454N,106.35192605293939E,[]
Tây Ninh City-2000.jpeg,0.3565626852214336,11.346127573678837N,106.16498601902181E,[]
Cao Lanh City-3526.jpeg,0.3565463088452816,10.474265541053642N,105.58791183307821E,[]
Go Cong Town-1201.jpeg,0.3565329201519489,10.373829939012698N,106.68818259760518E,[]
Long Hồ District-7434.jpeg,0.3565324973315,10.276609779696438N,106.00162584676706E,[]
Thanh Liêm District-3470.jpeg,0.3564650230109691,20.449097878707118N,105.89018813558863E,[]
Cao Lanh City-3321.jpeg,0.3564615864306688,10.46887567400215N,105.629018969094E,[]
Cao Lanh City-473.jpeg,0.3564555682241916,10.417671937012992N,105.61942730402366E,[]
Cao Lanh City-1278.jpeg,0.3564402833580971,10.429799137878842N,105.68245824591448E,[]
Long Hồ District-4679.jpeg,0.3564323782920837,10.207888974789961N,105.95780999784469E,[]
Cai Lậy Town-6749.jpeg,0.3564263042062521,10.500300713572814N,106.09502888096684E,[]
Cao Lanh City-3995.jpeg,0.3564152093604207,10.48369780839375N,105.60298444961734E,[]
Cao Lanh City-3696.jpeg,0.3564100563526153,10.476960474579384N,105.65368325070345E,[]
Binh Minh Town-4454.jpeg,0.3564040940254926,10.10566201144784N,105.84742602429628E,[]
Trà Vinh City-685.jpeg,0.3563958406448364,9.916277171544703N,106.30577269956223E,[]
Hiệp Hòa District-887.jpeg,0.356373886577785,21.25944320875178N,105.94567015399605E,[]
Tây Ninh City-6560.jpeg,0.356339355930686,11.428323046214217N,106.16636043841919E,[]
Yên Mỹ District-3663.jpeg,0.3563356809318065,20.916521011804864N,105.98301049919701E,[]
Mỹ Hào District-3251.jpeg,0.3563129175454378,20.954098011816768N,106.125267891402E,[]
Long Hồ District-8340.jpeg,0.356298815459013,10.292779380850904N,106.01394905427645E,[]
Long Xuyen City-4886.jpeg,0.356295995414257,10.418949744487366N,105.41393007181749E,[]
Tam Điệp-2721.jpeg,0.3562796711921692,20.16011947660407N,105.91679285417236E,[]
Duy Tiên District-1000.jpeg,0.3562594959512353,20.605224042644267N,105.97776998812962E,[]
Sa Đéc City-2072.jpeg,0.3562533594667911,10.338134408352138N,105.71757863543034E,[]
Cai Lậy Town-5493.jpeg,0.3562293369323015,10.463919110975251N,106.1525724560427E,[]
Mỹ Tho-1765.jpeg,0.3562263939529657,10.361049672534014N,106.31494125018696E,[]
Binh Minh Town-4458.jpeg,0.3562080953270197,10.10566201144784N,105.8528998268538E,[]
Yên Mỹ District-2789.jpeg,0.356197852641344,20.900351410649918N,106.00031835565159E,[]
Yên Mỹ District-1805.jpeg,0.3561440128833055,20.884181809494965N,106.01618389073495E,[]
Trà Vinh City-1899.jpeg,0.3561419490724802,9.964785975008068N,106.31945319846783E,[]
Long Hồ District-8737.jpeg,0.3561341185122728,10.300864181428137N,105.97971792230587E,[]
Hiệp Hòa District-6160.jpeg,0.356125608086586,21.34163868128958N,106.0208909897248E,[]
Chau Doc City-1486.jpeg,0.3561114501208067,10.658055939668927N,105.07956779730678E,[]
Thanh Liêm District-1499.jpeg,0.3560966532677412,20.41810614316019N,105.92326344368263E,[]
Yên Mỹ District-912.jpeg,0.3560645133256912,20.869359675102928N,105.97868353508333E,[]
Binh Minh Town-746.jpeg,0.3560638893395662,10.012686804809697N,105.85563672813252E,['32.jpeg']
Long Hồ District-6009.jpeg,0.3560343161225319,10.234838310047401N,106.00847207316117E,[]
Tây Ninh City-5167.jpeg,0.3560208864510059,11.400026244193837N,106.0921417909607E,[]
Hoa Lư District-2084.jpeg,0.3560129441320896,20.235720843677747N,105.93490911003464E,[]
Long Xuyen City-3390.jpeg,0.3559858612716198,10.383915608652682N,105.37694417594385E,[]
Long Hồ District-224.jpeg,0.3559688664972782,10.14455803693498N,106.01805679011294E,[]
Long Hồ District-8580.jpeg,0.3559656590223312,10.298169247902392N,105.95370226200825E,[]
Thanh Liêm District-1424.jpeg,0.3559597074054181,20.416758676397286N,105.91463510244073E,['375.jpeg']
Bến Tre City-3206.jpeg,0.3559310007840395,10.267754408332031N,106.34747722908854E,[]
Ninh Bình-1075.jpeg,0.3559090672060847,20.24287494224271N,105.96152720866948E,[]
Chau Doc City-1464.jpeg,0.3558800909668207,10.658055939668927N,105.04940016460559E,[]
Long Hồ District-8864.jpeg,0.3558767978101969,10.303559114953883N,105.97697943174823E,[]
Hiệp Hòa District-3630.jpeg,0.3558259322308004,21.306604545453805N,106.01365821705858E,[]
Bến Tre City-1975.jpeg,0.3558018887415528,10.243500006600332N,106.35158502396425E,[]
Long Xuyen City-475.jpeg,0.3558017238974571,10.319237204034808N,105.4810526235882E,[]
Duy Tiên District-4155.jpeg,0.355780940502882,20.655080312871977N,105.99936706016202E,[]
Cai Lậy Town-4574.jpeg,0.3557750005275011,10.446402043057908N,106.19230492454746E,[]
Long Xuyen City-2868.jpeg,0.355751346796751,10.373135874549702N,105.40571098384557E,[]
Go Cong Town-752.jpeg,0.3557392982766032,10.363050204909717N,106.64297212101346E,[]
Duy Tiên District-3178.jpeg,0.3556822445243597,20.641605645242862N,105.99648745055771E,[]
Long Hồ District-3841.jpeg,0.3556702956557274,10.193066840398368N,105.90030169613412E,[]
Long Hồ District-5131.jpeg,0.3556393180042505,10.217321242130064N,105.95233301672941E,[]
Long Xuyen City-4396.jpeg,0.3556224107742309,10.406822543621512N,105.3865331119111E,[]
Bến Tre City-2583.jpeg,0.3556118700653314,10.252932273940436N,106.40909415222414E,[]
Long Xuyen City-3866.jpeg,0.3555910401046276,10.393347875992792N,105.4276285517707E,[]
Long Hồ District-7270.jpeg,0.3555815573781729,10.273914846170692N,105.9687639600753E,[]
Vĩnh Long-1662.jpeg,0.3555543906986713,10.259777138980107N,105.88023066353819E,[]
Long Hồ District-7478.jpeg,0.355506332591176,10.277957246459307N,105.96328697896001E,[]
Phu Ly City-1468.jpeg,0.3555000815540552,20.53298240938396N,105.94303055752071E,[]
Châu Thành District-8771.jpeg,0.3554894458502531,10.31225300805728N,106.4018743757696E,[]
Sa Đéc City-1896.jpeg,0.3554807975888252,10.3300496077749N,105.7312749708607E,[]
Vĩnh Long-760.jpeg,0.3554738145321607,10.244955004588519N,105.89392398122901E,[]
Trà Vinh City-284.jpeg,0.3554573524743318,9.901455037153116N,106.3495502960601E,[]
Châu Thành District-3383.jpeg,0.3554531875997782,10.277218872222601N,106.35257262800394E,[]
Cao Lanh City-3624.jpeg,0.3554068282246589,10.47561300781652N,105.63861063416432E,[]
Chau Doc City-1932.jpeg,0.3553837761282921,10.666140740246163N,105.05625644476495E,[]
Trà Vinh City-1995.jpeg,0.3553663063794374,9.967480908533812N,106.31534904879615E,[]
Go Cong Town-4404.jpeg,0.3553650295361876,10.445245677444937N,106.65530225099302E,[]
Bến Tre City-710.jpeg,0.3553454186767339,10.21655067134289N,106.41046341718273E,[]
Châu Thành District-786.jpeg,0.3553347140550613,10.257006870779517N,106.40872184073706E,[]
Mỹ Tho-322.jpeg,0.3552912892773747,10.334100337276565N,106.3108318276589E,[]
Châu Thành District-3931.jpeg,0.3552827835083008,10.281261272511216N,106.20055890572655E,[]
Bến Tre City-896.jpeg,0.3552721161395311,10.22194053839438N,106.36938546842563E,[]
Cai Lậy Town-1812.jpeg,0.3552554920315742,10.39519830606875N,106.15668271140524E,[]
Thái Bình-1657.jpeg,0.3552473438903689,20.452722509646126N,106.34933126216508E,[]
Châu Thành District-8456.jpeg,0.3552051614969969,10.310905541294407N,106.21699282164845E,[]
Châu Thành District-3660.jpeg,0.3551839292049408,10.278566338985474N,106.43337271461985E,[]
Long Xuyen City-2194.jpeg,0.355165584012866,10.359661206920979N,105.38927280790173E,[]
Bến Tre City-2416.jpeg,0.3551394026726484,10.25023734041469N,106.3844473829699E,[]
Mỹ Hào District-2332.jpeg,0.3551182588562369,20.940623344187646N,106.04880936456651E,[]
Cai Lậy Town-1894.jpeg,0.3551114778965711,10.39654577283162N,106.15805279652612E,[]
Long Hồ District-7981.jpeg,0.3551109004765749,10.286042047036544N,106.02901075234352E,[]
Tây Ninh City-2184.jpeg,0.3550716117024421,11.350169973967462N,106.14436972806111E,[]
Châu Thành District-3806.jpeg,0.3550701830536127,10.279913805748345N,106.3320302331016E,[]
Long Hồ District-7481.jpeg,0.3550608903169632,10.277957246459307N,105.96739471479646E,[]
Long Xuyen City-5067.jpeg,0.3550594672560692,10.424339611538858N,105.39886174386898E,[]
Long Xuyen City-687.jpeg,0.3550558481365442,10.324627071086296N,105.47968277559288E,[]
Sa Đéc City-1246.jpeg,0.3550524450838566,10.3057952060432N,105.76003727526444E,[]
Cai Lậy Town-1331.jpeg,0.3550320547074079,10.387113505491515N,106.16490322213039E,[]
Vĩnh Long-2218.jpeg,0.3549955859780311,10.270556873083086N,105.91720262130343E,[]
Cai Lậy Town-383.jpeg,0.3549915328621864,10.369596437574177N,106.12106049826308E,[]
Vĩnh Long-810.jpeg,0.3549516927450895,10.244955004588519N,105.9623905696832E,[]
Duy Tiên District-937.jpeg,0.3549341540783644,20.60387657588136N,105.95329330649288E,[]
Tây Ninh City-884.jpeg,0.3549281731247902,11.32187317194709N,106.12925111468995E,[]
Cao Lanh City-1452.jpeg,0.3548828046768904,10.432494071404587N,105.68793919738322E,[]
Mỹ Hào District-1665.jpeg,0.3548779729753732,20.928496143321432N,106.08920254855506E,[]
Long Xuyen City-4669.jpeg,0.3548739328980446,10.413559877435876N,105.39612204787835E,[]
Cao Lanh City-1592.jpeg,0.3548579439520836,10.435189004930333N,105.64683206136746E,[]
Yên Mỹ District-3477.jpeg,0.3548263031989336,20.912478611516125N,106.01329924799252E,[]
Long Hồ District-2411.jpeg,0.3548178002238273,10.174202305718163N,105.98930263925763E,[]
Thanh Liêm District-2431.jpeg,0.354813776910305,20.434275744315112N,105.85998894124191E,[]
Cai Lậy Town-2648.jpeg,0.3547664862126112,10.410020440460348N,106.1854544989432E,[]
Long Hồ District-5235.jpeg,0.35474993288517,10.218668708892936N,106.00299509204586E,[]
Go Cong Town-2256.jpeg,0.354737451300025,10.402126741033015N,106.66900239541475E,[]
Trà Vinh City-187.jpeg,0.3547120690345764,9.8974126368645N,106.35228639584123E,[]
Tam Điệp-1041.jpeg,0.3547102748416364,20.131822674582992N,105.94263029574329E,[]
Cao Lanh City-4427.jpeg,0.3546943459659815,10.491782608970986N,105.63724039629714E,[]
Hiệp Hòa District-6021.jpeg,0.3546642987057566,21.340291214526662N,105.97315469012771E,[]
Mỹ Tho-1975.jpeg,0.354646778665483,10.36374460605976N,106.3834316256544E,[]
Châu Thành District-10707.jpeg,0.3546202033758163,10.339202343314726N,106.35942009297142E,[]
Thái Bình-1374.jpeg,0.3545798771083355,20.447332642594482N,106.32200681672894E,[]
Hung Yen City-1876.jpeg,0.3545406796038151,20.655646809710134N,106.07920439866642E,[]
Long Hồ District-5373.jpeg,0.3545400574803352,10.222711109181553N,105.9235788658741E,[]
Vĩnh Long-1525.jpeg,0.3545281384140253,10.257082205454365N,105.92952660722517E,[]
Tây Ninh City-5113.jpeg,0.3544838055968284,11.398678777430964N,106.12787669529254E,[]
Mỹ Tho-1196.jpeg,0.3544428739696741,10.350269938431039N,106.41356739086008E,[]
Go Cong Town-21.jpeg,0.3544290214776993,10.33744833641514N,106.66078230876171E,[]
Cai Lậy Town-3045.jpeg,0.3544087037444114,10.419452707800456N,106.11558015777963E,[]
Cai Lậy Town-2242.jpeg,0.354381563141942,10.403283106645986N,106.11832032802134E,[]
Long Xuyen City-3351.jpeg,0.3543797265738249,10.38256814188981N,105.41666976780813E,[]
Châu Thành District-252.jpeg,0.3543707067146897,10.25026953696516N,106.18960296177862E,[]
Mỹ Tho-2200.jpeg,0.3543687984347343,10.367787006348378N,106.36699393554221E,[]
Trà Vinh City-340.jpeg,0.354365037754178,9.904149970678857N,106.32492539803008E,[]
Go Cong Town-3063.jpeg,0.3543624486774206,10.420991275713233N,106.61557183216999E,[]
Long Xuyen City-2176.jpeg,0.3543240465223789,10.358313740158108N,105.44406672771456E,[]
Hung Yen City-1558.jpeg,0.3543141256086528,20.646214542369755N,106.08496469856384E,[]
Phu Ly City-1864.jpeg,0.3542859796434641,20.539719743198518N,105.8984221926698E,[]
Thanh Liêm District-6.jpeg,0.3542715683579445,20.364207472643802N,105.9275776143036E,[]
Vĩnh Long-1084.jpeg,0.3542607724666595,10.250344871640005N,105.9035093036126E,[]
Châu Thành District-3037.jpeg,0.3542501404881477,10.275871405459727N,106.16084360891536E,[]
Binh Minh Town-456.jpeg,0.3542244136333465,10.004602004232465N,105.8843741915594E,[]
Cai Lậy Town-1080.jpeg,0.3542034737765789,10.383071105202898N,106.1525724560427E,[]
Binh Minh Town-4152.jpeg,0.3541912939399481,10.093534810581993N,105.8624789813294E,[]
Long Hồ District-5374.jpeg,0.3541470933705568,10.222711109181553N,105.92494811115294E,[]
Cai Lậy Town-6098.jpeg,0.3541403710842132,10.476046311841102N,106.13339126435075E,[]
Hung Yen City-3404.jpeg,0.3540873602032661,20.706850546700757N,106.04176244933322E,[]
Tam Điệp-944.jpeg,0.3540839571505785,20.130475207820087N,105.90674496022807E,[]
Cao Lanh City-4149.jpeg,0.3540613483637571,10.486392741919497N,105.629018969094E,[]
Châu Thành District-6319.jpeg,0.354056466370821,10.296083406902813N,106.23616572355732E,[]
Long Hồ District-9562.jpeg,0.3540470972657203,10.32511858315984N,105.9756101864694E,[]
Cai Lậy Town-113.jpeg,0.354024363681674,10.358816703471197N,106.1347613494716E,[]
Binh Minh Town-639.jpeg,0.3539874888956547,10.00999187128395N,105.85837362941128E,['32.jpeg']
Thanh Liêm District-2853.jpeg,0.3539736717939377,20.439665611366756N,105.95921486552396E,[]
Long Hồ District-3675.jpeg,0.353945380076766,10.190371906872624N,105.92631735643175E,[]
Châu Thành District-3971.jpeg,0.3539434242993593,10.281261272511216N,106.25533862546617E,[]
Long Hồ District-8617.jpeg,0.3539017029106617,10.298169247902392N,106.0043643373247E,[]
Duy Tiên District-1290.jpeg,0.353849783539772,20.61330884322173N,105.97633018332745E,[]
Thái Bình-2041.jpeg,0.3538496792316437,20.460807310223583N,106.3766557076012E,[]
Long Hồ District-6419.jpeg,0.3538457113318145,10.249660444438993N,105.99614886565175E,[]
Long Hồ District-7725.jpeg,0.3538099247962236,10.281999646747927N,105.99477962037295E,[]
Long Hồ District-2086.jpeg,0.3538003396242857,10.170159905429546N,106.00847207316117E,[]
Go Cong Town-1077.jpeg,0.3537955936044454,10.371135005486948N,106.65530225099302E,[]
Yên Mỹ District-2700.jpeg,0.3537949882447719,20.899003943887N,105.98589514193941E,[]
Long Hồ District-7220.jpeg,0.3537592552602291,10.272567379407823N,105.99888735620941E,[]
Duy Tiên District-324.jpeg,0.353753374889493,20.57423230709733N,105.97776998812962E,[]
Long Hồ District-1952.jpeg,0.3537492472678423,10.168812438666674N,105.97834867702704E,[]
Cao Lanh City-4874.jpeg,0.3537423834204674,10.501214876311098N,105.59750349814857E,[]
Sa Đéc City-738.jpeg,0.3537177527323365,10.289625604888732N,105.73401423794677E,[]
Cai Lậy Town-5053.jpeg,0.3537102248519659,10.455834310398014N,106.1347613494716E,[]
Thái Bình-180.jpeg,0.3537082858383655,20.414993440284647N,106.33207371767911E,[]
Thanh Liêm District-1769.jpeg,0.3536765705794096,20.423496010211835N,105.89306424933591E,[]
Go Cong Town-2871.jpeg,0.3536759465932846,10.416948875424618N,106.6361220488026E,[]
Tây Ninh City-295.jpeg,0.3536730892956257,11.30570357079259N,106.13612321167683E,['982.jpeg']
Mỹ Hào District-3205.jpeg,0.3536620251834392,20.954098011816768N,106.05890766056366E,[]
Cai Lậy Town-6187.jpeg,0.3536593271419406,10.477393778603979N,106.17038356261381E,[]
Long Hồ District-4110.jpeg,0.3536529494449496,10.197109240686984N,105.94274829977763E,[]
Hiệp Hòa District-2756.jpeg,0.353634868748486,21.293129877824647N,105.97894090826068E,['176.jpeg']
Yên Mỹ District-3857.jpeg,0.3536347532644868,20.920563412093603N,105.98733746331064E,[]
Duy Tiên District-4372.jpeg,0.3536320654675364,20.65912271316071N,105.90433994321943E,[]
Ninh Bình-1212.jpeg,0.353610708611086,20.24556987576853N,105.9888148571995E,[]
Long Hồ District-8685.jpeg,0.3535795956850052,10.299516714665266N,106.00162584676706E,[]
Hoa Lư District-3200.jpeg,0.353559348732233,20.274797379802106N,105.94639901204157E,[]
Sa Đéc City-1634.jpeg,0.3534601181745529,10.320617340434799N,105.71620900188731E,[]
Tây Ninh City-470.jpeg,0.3534563221037388,11.311093437844091N,106.11550692071616E,[]
Long Hồ District-7565.jpeg,0.3534129559993744,10.27930471322218N,105.98245641286351E,[]
Châu Thành District-5380.jpeg,0.3534128777682781,10.289346073088451N,106.38407096685422E,[]
Bến Tre City-1704.jpeg,0.3534109983593225,10.238110139548848N,106.4145712120584E,[]
Long Hồ District-1527.jpeg,0.3533884845674038,10.163422571615186N,106.0043643373247E,[]
Bến Tre City-350.jpeg,0.3533534649759531,10.207118404002786N,106.36801620346708E,[]
Trà Vinh City-1054.jpeg,0.353344289585948,9.92975183917341N,106.33997394682622E,['756.jpeg']
Yên Mỹ District-2379.jpeg,0.3533389093354344,20.893614076835348N,105.99022210605307E,[]
Trà Vinh City-571.jpeg,0.353331446647644,9.912234771256085N,106.31124489912449E,[]
Thanh Liêm District-4708.jpeg,0.3532932288944721,20.466614946624954N,105.89018813558863E,[]
Go Cong Town-636.jpeg,0.3532671947032213,10.359007804621099N,106.70462277091124E,[]
Binh Minh Town-3348.jpeg,0.3532650761771947,10.071975342376048N,105.81868856086938E,[]
Hiệp Hòa District-1490.jpeg,0.3532643215730786,21.271570409618008N,105.97604779919419E,['174.jpeg']
Tây Ninh City-1292.jpeg,0.3532301858067512,11.331305439287211N,106.12650227589519E,[]
Ninh Bình-596.jpeg,0.3532171193510294,20.230747741376536N,105.95721863258582E,[]
Cai Lậy Town-4075.jpeg,0.3532023932784796,10.43831724248067N,106.15942288164696E,[]
Châu Thành District-9257.jpeg,0.3531954111531377,10.316295408345898N,106.36489806494536E,[]
Long Hồ District-7712.jpeg,0.353187570348382,10.281999646747927N,105.97697943174823E,[]
Châu Thành District-9016.jpeg,0.3531810194253921,10.314947941583023N,106.26218609043362E,[]
Go Cong Town-3806.jpeg,0.3531399518251419,10.43311847657908N,106.65119220766648E,[]
Ninh Bình-267.jpeg,0.3531391322612762,20.217273073747442N,106.0003043934227E,[]
Long Xuyen City-3432.jpeg,0.3531262632459402,10.383915608652682N,105.43447779174731E,[]
Tây Ninh City-528.jpeg,0.3531133998185396,11.312440904606968N,106.12925111468995E,['979.jpeg']
Go Cong Town-4096.jpeg,0.3531131520867347,10.438508343630575N,106.62379191882302E,[]
Duy Tiên District-1040.jpeg,0.3531028591096401,20.606571509407175N,105.96769135451449E,[]
Châu Thành District-162.jpeg,0.3531027883291244,10.247574603439418N,106.2211013006289E,[]
Thanh Liêm District-378.jpeg,0.3530625458806753,20.387114407613268N,105.91463510244073E,[]
Go Cong Town-102.jpeg,0.3530473127029836,10.341490736703756N,106.67174242429908E,[]
Yên Mỹ District-597.jpeg,0.3530317507684231,20.861274874525453N,106.0608958532426E,[]
Long Hồ District-3128.jpeg,0.3530109915882349,10.183634573058265N,105.90167094141292E,[]
Go Cong Town-4752.jpeg,0.3530094623565674,10.462762745362282N,106.64297212101346E,[]
Cai Lậy Town-640.jpeg,0.3530001603066921,10.374986304625663N,106.15668271140524E,[]
Go Cong Town-4046.jpeg,0.3529552761465311,10.4371608768677N,106.65530225099302E,['600.jpeg']
Phu Ly City-3049.jpeg,0.3529425263404846,20.559931744642174N,105.96461525019052E,[]
Thanh Liêm District-2794.jpeg,0.3529239036142826,20.439665611366756N,105.87436950997845E,[]
Long Hồ District-7952.jpeg,0.3528964314609766,10.286042047036544N,105.98930263925763E,['548.jpeg']
Bến Tre City-401.jpeg,0.3528962079435587,10.208465870765659N,106.37486252825991E,[]
Long Hồ District-1354.jpeg,0.3528867736458778,10.162075104852311N,105.9153633942012E,[]
Go Cong Town-1286.jpeg,0.3528794459998607,10.37652487253844N,106.6662623665304E,[]
Go Cong Town-1353.jpeg,0.3528160415589809,10.37787233930131N,106.68818259760518E,[]
Long Hồ District-7145.jpeg,0.3528025485575199,10.271219912644948N,105.9934103750941E,[]
Long Hồ District-8793.jpeg,0.3528024163097143,10.302211648191006N,105.96602546951763E,[]
Tây Ninh City-1100.jpeg,0.3527645077556371,11.327263038998591N,106.11413250131875E,[]
Cai Lậy Town-2373.jpeg,0.352757453918457,10.405978040171728N,106.09776905120856E,[]
Long Hồ District-9330.jpeg,0.3527394086122513,10.315686315819734N,105.97834867702704E,[]
Long Hồ District-8074.jpeg,0.3527153171598911,10.288736980562286N,105.94959452617174E,[]
Cai Lậy Town-637.jpeg,0.3527136258780956,10.374986304625663N,106.1525724560427E,[]
