,image,pred,lon,lat
110,Hiep Binh Phuoc Ward-416.jpeg,0.0427405997179448,106.71978684840481E,10.870428805629881N
112,Tam Binh Ward-8.jpeg,0.0427295099943876,106.72986957996837E,10.861013236564999N
115,Linh Xuan Ward-95.jpeg,0.042705132625997,106.77831307562371E,10.87769877038222N
118,Linh Xuan Ward-57.jpeg,0.0426511173136532,106.77008025610506E,10.875003836856475N
121,Hiep Binh Phuoc Ward-336.jpeg,0.042629009578377,106.72939091333191E,10.860996538289765N
124,Hiep Binh Phuoc Ward-114.jpeg,0.0425813924521207,106.7101827834777E,10.843479470372408N
125,Linh Xuan Ward-202.jpeg,0.0425607422366738,106.77008025610506E,10.888478504485208N
130,Hiep Binh Phuoc Ward-35.jpeg,0.0424147467128932,106.70881077420239E,10.838089603320915N
138,Hiep Binh Phuoc Ward-39.jpeg,0.042332143522799,106.71429881130359E,10.838089603320915N
139,Binh Chieu Ward-313.jpeg,0.0423290007747709,106.73316990153458E,10.890516704485794N
140,Hiep Binh Phuoc Ward-340.jpeg,0.0423235306516289,106.71841483912952E,10.862344005052638N
141,Hiep Binh Phuoc Ward-72.jpeg,0.042322838678956,106.7074387649271E,10.840784536846662N
143,Linh Xuan Ward-220.jpeg,0.0422938917763531,106.77282452927795E,10.891173438010956N
144,Hiep Binh Phuoc Ward-266.jpeg,0.0422802367247641,106.72115885768011E,10.852911737712523N
146,Tam Binh Ward-125.jpeg,0.0422045760788023,106.73672992992879E,10.871792970667988N
148,Binh Chieu Ward-19.jpeg,0.042183565441519,106.72493702092075E,10.872999636568434N
163,Hiep Binh Phuoc Ward-377.jpeg,0.0420563123188912,106.71567082057891E,10.86638640534126N
164,Hiep Binh Phuoc Ward-121.jpeg,0.0420474694110453,106.71978684840481E,10.843479470372408N
165,Hiep Binh Phuoc Ward-257.jpeg,0.0420469571836292,106.70469474637649E,10.852911737712523N
167,Hiep Binh Phuoc Ward-229.jpeg,0.0420428742654621,106.72390287623071E,10.850216804186774N
169,Tam Binh Ward-43.jpeg,0.0420303749851882,106.73535785993668E,10.865055636853619N
176,Tam Binh Ward-153.jpeg,0.0419736038893461,106.74359027988919E,10.874487904193737N
177,Binh Chieu Ward-76.jpeg,0.0419241180643439,106.73454204830357E,10.875694570094184N
179,Hiep Binh Phuoc Ward-9.jpeg,0.0419083698652684,106.71841483912952E,10.835394669795166N
182,Binh Chieu Ward-261.jpeg,0.0418441859073936,106.7263091676897E,10.88647430419717N
183,Binh Chieu Ward-256.jpeg,0.0418402734212577,106.71944843384486E,10.88647430419717N
186,Hiep Binh Phuoc Ward-431.jpeg,0.0418259468860924,106.72527488550601E,10.871776272392758N
188,Hiep Binh Phuoc Ward-287.jpeg,0.0418126382865011,106.72253086695538E,10.855606671238268N
193,Binh Chieu Ward-149.jpeg,0.041784455999732,106.71670414030693E,10.879736970382805N
196,Binh Chieu Ward-310.jpeg,0.0416973559185862,106.72905346122765E,10.890516704485794N
200,Tam Binh Ward-86.jpeg,0.0416656117886304,106.73261371995252E,10.86909803714224N
201,Hiep Binh Phuoc Ward-326.jpeg,0.0416582128964364,106.71567082057891E,10.860996538289765N
203,Binh Chieu Ward-14.jpeg,0.0416177008301019,106.74277492891738E,10.87165216980556N
205,Binh Chieu Ward-116.jpeg,0.0416156966239213,106.74963566276224E,10.877042036857056N
207,Binh Chieu Ward-65.jpeg,0.0415835361927747,106.71944843384486E,10.875694570094184N
209,Tam Binh Ward-66.jpeg,0.0415549878962338,106.72986957996837E,10.867750570379368N
210,Hiep Binh Phuoc Ward-349.jpeg,0.0415464639663696,106.71429881130359E,10.863691471815514N
211,Binh Chieu Ward-287.jpeg,0.041535978205502,106.7180762870759E,10.889169237722918N
213,Hiep Binh Phuoc Ward-320.jpeg,0.0414848960936069,106.72390287623071E,10.859649071526892N
214,Hiep Binh Phuoc Ward-204.jpeg,0.0414755390956997,106.71841483912952E,10.848869337423903N
217,Tam Binh Ward-73.jpeg,0.0414667357690632,106.73947406991294E,10.867750570379368N
220,Tam Binh Ward-109.jpeg,0.0414241212420165,106.73947406991294E,10.870445503905115N
221,Linh Xuan Ward-182.jpeg,0.0414219265803694,106.77282452927795E,10.885783570959461N
223,Hiep Binh Phuoc Ward-357.jpeg,0.0413833996281027,106.72527488550601E,10.863691471815514N
228,Hiep Binh Phuoc Ward-311.jpeg,0.0413293354213237,106.72664689478133E,10.858301604764018N
232,Binh Chieu Ward-204.jpeg,0.0412947512231767,106.7263091676897E,10.882431903908552N
233,Linh Xuan Ward-0.jpeg,0.0412943121045827,106.77145239269153E,10.869613969804979N
238,Hiep Binh Phuoc Ward-77.jpeg,0.0412658913992345,106.71429881130359E,10.840784536846662N
243,Tam Binh Ward-49.jpeg,0.0412356904707849,106.72712543998416E,10.866403103616495N
248,Hiep Binh Phuoc Ward-395.jpeg,0.0412077829241752,106.72115885768011E,10.867733872104134N
250,Hiep Binh Phuoc Ward-11.jpeg,0.0411993488669395,106.72115885768011E,10.835394669795166N
252,Hiep Binh Phuoc Ward-385.jpeg,0.0411849170923233,106.72664689478133E,10.86638640534126N
254,Tam Binh Ward-119.jpeg,0.0411558095365762,106.72849750997626E,10.871792970667988N
262,Binh Chieu Ward-333.jpeg,0.0411174548789858,106.72082058061385E,10.893211638011541N
263,Hiep Binh Phuoc Ward-29.jpeg,0.0411168565042316,106.72390287623071E,10.83674213655804N
264,Tam Binh Ward-26.jpeg,0.0411165570840239,106.72849750997626E,10.86370817009075N
265,Tam Binh Ward-80.jpeg,0.0411126227118074,106.74907855985757E,10.867750570379368N
267,Linh Xuan Ward-45.jpeg,0.0410954183898866,106.77556880245083E,10.873656370093599N
276,Hiep Binh Phuoc Ward-198.jpeg,0.041014427319169,106.7101827834777E,10.848869337423903N
288,Linh Xuan Ward-105.jpeg,0.040971775073558,106.77008025610506E,10.879046237145094N
290,Hiep Binh Phuoc Ward-418.jpeg,0.0409503146074712,106.72253086695538E,10.870428805629881N
296,Tam Binh Ward-158.jpeg,0.0409331563860178,106.73124164996044E,10.87583537095661N
302,Hiep Binh Phuoc Ward-422.jpeg,0.0408995416946709,106.72801890405661E,10.870428805629881N
309,Binh Chieu Ward-127.jpeg,0.0408799741417169,106.72493702092075E,10.878389503619928N
310,Hiep Binh Phuoc Ward-131.jpeg,0.0408795173279941,106.70469474637649E,10.844826937135283N
311,Binh Chieu Ward-5.jpeg,0.0408620880916714,106.72905346122765E,10.87165216980556N
321,Hiep Binh Phuoc Ward-359.jpeg,0.0408212267793715,106.72801890405661E,10.863691471815514N
325,Hiep Binh Phuoc Ward-268.jpeg,0.0407683858647942,106.72390287623071E,10.852911737712523N
328,Hiep Binh Phuoc Ward-334.jpeg,0.0407365588471293,106.72664689478133E,10.860996538289765N
331,Hiep Binh Phuoc Ward-401.jpeg,0.0407258947379887,106.71429881130359E,10.869081338867007N
333,Linh Xuan Ward-48.jpeg,0.0406851074658334,106.77968521221015E,10.873656370093599N
336,Hiep Binh Phuoc Ward-15.jpeg,0.0406653201207518,106.70469474637649E,10.83674213655804N
340,Linh Xuan Ward-221.jpeg,0.0406610765494406,106.76596384634573E,10.89252090477383N
341,Binh Chieu Ward-350.jpeg,0.0406591179780662,106.71944843384486E,10.897254038300163N
348,Binh Chieu Ward-321.jpeg,0.0406221868470311,106.7235648741518E,10.891864171248669N
351,Linh Xuan Ward-187.jpeg,0.0406010881997644,106.76321957317288E,10.887131037722336N
355,Hiep Binh Phuoc Ward-125.jpeg,0.0405730144120752,106.72527488550601E,10.843479470372408N
356,Binh Chieu Ward-343.jpeg,0.0405672253109514,106.71533199353793E,10.895906571537289N
363,Hiep Binh Phuoc Ward-231.jpeg,0.0405442421324551,106.72664689478133E,10.850216804186774N
364,Hiep Binh Phuoc Ward-140.jpeg,0.0405386318452656,106.7170428298542E,10.844826937135283N
366,Hiep Binh Phuoc Ward-227.jpeg,0.0405322816222906,106.72115885768011E,10.850216804186774N
368,Linh Xuan Ward-118.jpeg,0.0405218889936804,106.76596384634573E,10.880393703907968N
371,Tam Binh Ward-41.jpeg,0.0405113259330391,106.73261371995252E,10.865055636853619N
372,Hiep Binh Phuoc Ward-233.jpeg,0.0405111578293144,106.69920670927529E,10.85156427094965N
373,Binh Chieu Ward-118.jpeg,0.0405088979750871,106.75237995630019E,10.877042036857056N
381,Binh Chieu Ward-119.jpeg,0.0404772018082439,106.71395984676897E,10.878389503619928N
393,Hiep Binh Phuoc Ward-6.jpeg,0.0404160735197365,106.71429881130359E,10.835394669795166N
394,Binh Chieu Ward-125.jpeg,0.0404059323482215,106.7221927273828E,10.878389503619928N
395,Binh Chieu Ward-140.jpeg,0.0403937916271388,106.74277492891738E,10.878389503619928N
402,Tam Binh Ward-117.jpeg,0.0403573638759553,106.72575336999209E,10.871792970667988N
403,Binh Chieu Ward-206.jpeg,0.0403550695627927,106.72905346122765E,10.882431903908552N
404,Binh Chieu Ward-172.jpeg,0.0403547245077788,106.71395984676897E,10.881084437145677N
408,Hiep Binh Phuoc Ward-167.jpeg,0.0403465218842029,106.72527488550601E,10.846174403898155N
421,Tam Binh Ward-22.jpeg,0.0402674647048115,106.73672992992879E,10.862360703327875N
422,Hiep Binh Phuoc Ward-374.jpeg,0.0402417541481554,106.73076292260718E,10.865038938578387N
425,Tam Binh Ward-14.jpeg,0.040212819352746,106.72575336999209E,10.862360703327875N
431,Tam Binh Ward-4.jpeg,0.040181656833738,106.7339857899446E,10.859665769802124N
432,Binh Chieu Ward-49.jpeg,0.0401807054877281,106.73728634184151E,10.87434710333131N
433,Binh Chieu Ward-215.jpeg,0.0401782812550663,106.74277492891738E,10.882431903908552N
436,Hiep Binh Phuoc Ward-261.jpeg,0.0401591807603836,106.71429881130359E,10.852911737712523N
461,Binh Chieu Ward-263.jpeg,0.0400612861849367,106.72905346122765E,10.88647430419717N
472,Binh Chieu Ward-42.jpeg,0.0400088727474212,106.72768131445869E,10.87434710333131N
474,Hiep Binh Phuoc Ward-304.jpeg,0.039995189756155,106.7170428298542E,10.858301604764018N
481,Binh Chieu Ward-7.jpeg,0.039959299378097,106.73316990153458E,10.87165216980556N
495,Hiep Binh Phuoc Ward-241.jpeg,0.0399153595790267,106.7101827834777E,10.85156427094965N
496,Hiep Binh Phuoc Ward-285.jpeg,0.0399145628325641,106.71978684840481E,10.855606671238268N
501,Hiep Binh Phuoc Ward-20.jpeg,0.0399016579613089,106.711554792753E,10.83674213655804N
503,Binh Chieu Ward-166.jpeg,0.0398963000625371,106.74003063537943E,10.879736970382805N
505,Linh Xuan Ward-8.jpeg,0.0398906567133963,106.7673359829322E,10.870961436567852N
509,Binh Chieu Ward-54.jpeg,0.0398688027635216,106.74414707568636E,10.87434710333131N
512,Tam Binh Ward-82.jpeg,0.0398504813201725,106.72712543998416E,10.86909803714224N
526,Hiep Binh Phuoc Ward-217.jpeg,0.0397780011408031,106.7074387649271E,10.850216804186774N
529,Binh Chieu Ward-59.jpeg,0.0397645528428256,106.75100780953125E,10.87434710333131N
530,Binh Chieu Ward-134.jpeg,0.0397605602629482,106.73454204830357E,10.878389503619928N
538,Hiep Binh Phuoc Ward-85.jpeg,0.0397164486348629,106.72527488550601E,10.840784536846662N
541,Tam Binh Ward-35.jpeg,0.0397098981775343,106.74084613990506E,10.86370817009075N
547,Tam Binh Ward-130.jpeg,0.0396964107640087,106.74359027988919E,10.871792970667988N
548,Hiep Binh Phuoc Ward-264.jpeg,0.0396963604725897,106.71841483912952E,10.852911737712523N
550,Hiep Binh Phuoc Ward-383.jpeg,0.0396883962675929,106.72390287623071E,10.86638640534126N
564,Binh Chieu Ward-317.jpeg,0.0396267734467983,106.7180762870759E,10.891864171248669N
566,Hiep Binh Phuoc Ward-259.jpeg,0.0396226719021797,106.7074387649271E,10.852911737712523N
575,Hiep Binh Phuoc Ward-403.jpeg,0.039572091307491,106.7170428298542E,10.869081338867007N
578,Linh Xuan Ward-36.jpeg,0.0395604539662599,106.76321957317288E,10.873656370093599N
