,image,pred,lon,lat
53,Linh Xuan Ward-89.jpeg,0.2259499072097242,106.77008025610506E,10.87769877038222N
54,Hiep Binh Phuoc Ward-108.jpeg,0.2176984660327434,106.70195072782592E,10.843479470372408N
55,Binh Chieu Ward-220.jpeg,0.2155064912512898,106.7180762870759E,10.883779370671427N
56,Hiep Binh Phuoc Ward-179.jpeg,0.2131825238466262,106.71292680202829E,10.847521870661028N
57,Linh Xuan Ward-227.jpeg,0.2073589977808296,106.7673359829322E,10.893868371536705N
60,Hiep Binh Phuoc Ward-71.jpeg,0.1953067407011985,106.70606675565179E,10.840784536846662N
62,Linh Xuan Ward-218.jpeg,0.190921040251851,106.77008025610506E,10.891173438010956N
63,Binh Chieu Ward-135.jpeg,0.1844398821704089,106.73591419507252E,10.878389503619928N
64,Linh Xuan Ward-115.jpeg,0.1807830678299069,106.76184743658641E,10.880393703907968N
65,Binh Chieu Ward-217.jpeg,0.18051089765504,106.74551922245533E,10.882431903908552N
66,Linh Xuan Ward-151.jpeg,0.1753786881454289,106.76870811951865E,10.883088637433714N
67,Tam Binh Ward-4.jpeg,0.1745104789733886,106.7339857899446E,10.859665769802124N
68,Linh Xuan Ward-32.jpeg,0.1648346013389527,106.77968521221015E,10.872308903330724N
69,Linh Xuan Ward-121.jpeg,0.1552297375164926,106.77008025610506E,10.880393703907968N
70,Binh Chieu Ward-331.jpeg,0.150145030580461,106.7180762870759E,10.893211638011541N
74,Linh Xuan Ward-19.jpeg,0.1329986909404397,106.78242948538302E,10.870961436567852N
75,Linh Xuan Ward-68.jpeg,0.1303598568774759,106.76321957317288E,10.876351303619344N
76,Tam Binh Ward-17.jpeg,0.1289180759340524,106.72986957996837E,10.862360703327875N
77,Linh Xuan Ward-155.jpeg,0.1227195067331194,106.77419666586437E,10.883088637433714N
79,Tam Binh Ward-55.jpeg,0.1132718427106738,106.73535785993668E,10.866403103616495N
84,Binh Chieu Ward-297.jpeg,0.0969109646975994,106.73179775476564E,10.889169237722918N
86,Hiep Binh Phuoc Ward-35.jpeg,0.0897917947731912,106.70881077420239E,10.838089603320915N
91,Binh Chieu Ward-141.jpeg,0.0871879584155976,106.74414707568636E,10.878389503619928N
94,Hiep Binh Phuoc Ward-348.jpeg,0.0822293604724109,106.72939091333191E,10.862344005052638N
96,Tam Binh Ward-21.jpeg,0.0818602312356233,106.73535785993668E,10.862360703327875N
99,Binh Chieu Ward-73.jpeg,0.0778479124419391,106.73042560799664E,10.875694570094184N
101,Binh Chieu Ward-17.jpeg,0.0761708333157002,106.7221927273828E,10.872999636568434N
102,Hiep Binh Phuoc Ward-439.jpeg,0.0750373760238289,106.72253086695538E,10.873123739155629N
104,Binh Chieu Ward-171.jpeg,0.0748562468215823,106.74689136922427E,10.879736970382805N
106,Tam Binh Ward-98.jpeg,0.0718420692719519,106.74907855985757E,10.86909803714224N
108,Binh Chieu Ward-235.jpeg,0.0700214728713035,106.71533199353793E,10.885126837434298N
109,Hiep Binh Phuoc Ward-196.jpeg,0.0699132280424237,106.7074387649271E,10.848869337423903N
113,Binh Chieu Ward-61.jpeg,0.0680130659602582,106.71395984676897E,10.875694570094184N
122,Binh Chieu Ward-83.jpeg,0.0656830626539886,106.74414707568636E,10.875694570094184N
133,Binh Chieu Ward-304.jpeg,0.0618988326750695,106.72082058061385E,10.890516704485794N
134,Binh Chieu Ward-266.jpeg,0.0615948606282472,106.73316990153458E,10.88647430419717N
137,Tam Binh Ward-107.jpeg,0.0605352888815104,106.73672992992879E,10.870445503905115N
143,Hiep Binh Phuoc Ward-37.jpeg,0.0588029837235808,106.711554792753E,10.838089603320915N
146,Binh Chieu Ward-108.jpeg,0.0583288040943443,106.73865848861047E,10.877042036857056N
153,Binh Chieu Ward-270.jpeg,0.0557545935735106,106.71533199353793E,10.887821770960048N
155,Binh Chieu Ward-100.jpeg,0.0556682446040213,106.72768131445869E,10.877042036857056N
160,Linh Xuan Ward-142.jpeg,0.0544887562282383,106.77694093903727E,10.881741170670843N
162,Hiep Binh Phuoc Ward-198.jpeg,0.0539899710565805,106.7101827834777E,10.848869337423903N
