,image,pred,lon,lat,anditi_id
129,Duy Tiên District-2072.jpeg,0.96589994,20.626783510850842N,105.91729818643888E,328
148,Bac Giang City-1204.jpeg,0.9658925,21.26722507637911N,106.16347291657819E,192
203,Go Cong Town-880.jpeg,0.9658797,10.365745138435459N,106.67037240985691E,858
158,Phu Ly City-2100.jpeg,0.965846,20.543762143487246N,105.88834933609054E,349
239,Binh Minh Town-3094.jpeg,0.96580315,10.065238008561687N,105.8104778570331E,23
187,Yên Mỹ District-1400.jpeg,0.9656636,20.877444475680402N,106.03493406856073E,251
236,Hiệp Hòa District-2751.jpeg,0.9656153,21.293129877824647N,105.97170813559445E,177
97,Trà Vinh City-2471.jpeg,0.9655687,9.978260642636783N,106.36186274507514E,572
51,Trà Vinh City-2471.jpeg,0.9655687,9.978260642636783N,106.36186274507514E,571
145,Go Cong Town-680.jpeg,0.96556413,10.36035527138397N,106.6922926409317E,854
331,Hiệp Hòa District-3346.jpeg,0.9654469,21.302562145165048N,105.99919267172614E,179
364,Sa Đéc City-760.jpeg,0.9654206,10.289625604888732N,105.76414617589354E,909
648,Thanh Liêm District-2502.jpeg,0.96535826,20.434275744315112N,105.96209097927128E,370
112,Vĩnh Long-1472.jpeg,0.96533424,10.25573473869149N,105.97471455560495E,668
141,Vĩnh Long-1472.jpeg,0.96533424,10.25573473869149N,105.97471455560495E,669
311,Yên Mỹ District-3777.jpeg,0.96529114,20.917868478567776N,106.05512656775774E,241
230,Yên Mỹ District-3777.jpeg,0.96529114,20.917868478567776N,106.05512656775774E,240
161,Yên Mỹ District-4065.jpeg,0.9652143,20.92460581238234N,106.04503031815923E,238
130,Yên Mỹ District-4065.jpeg,0.9652143,20.92460581238234N,106.04503031815923E,239
155,Tây Ninh City-148.jpeg,0.96521384,11.301661170503968N,106.10726040433187E,970
67,Thái Bình-265.jpeg,0.96520674,20.420383307336287N,106.32632120285044E,446
348,Trà Vinh City-1690.jpeg,0.96519834,9.958048641193713N,106.346814196279E,749
538,Trà Vinh City-1690.jpeg,0.96519834,9.958048641193713N,106.346814196279E,721
360,Trà Vinh City-1690.jpeg,0.96519834,9.958048641193713N,106.346814196279E,740
297,Cai Lậy Town-6653.jpeg,0.9651617,10.493563379758449N,106.09365879584598E,760
247,Cai Lậy Town-6653.jpeg,0.9651617,10.493563379758449N,106.09365879584598E,762
267,Cai Lậy Town-6653.jpeg,0.9651617,10.493563379758449N,106.09365879584598E,761
125,Go Cong Town-885.jpeg,0.96510935,10.365745138435459N,106.67722248206778E,853
561,Binh Minh Town-2083.jpeg,0.9648879,10.04233107359287N,105.83510996854187E,30
47,Mỹ Hào District-270.jpeg,0.9648457,20.89346200748571N,106.09785823083833E,223
29,Bac Giang City-2505.jpeg,0.9647884,21.291479478111572N,106.20540567787614E,200
349,Thái Bình-1326.jpeg,0.9647373,20.445985175831566N,106.35076939087223E,441
616,Go Cong Town-4663.jpeg,0.9646112,10.45737287831079N,106.63886207768692E,599
465,Mỹ Tho-1306.jpeg,0.9645716,10.352964871956782N,106.3437072078833E,583
96,Sa Đéc City-1156.jpeg,0.96455985,10.303100272517458N,105.743601672748E,525
352,Mỹ Hào District-1224.jpeg,0.96445924,20.919063875981042N,106.08487470741345E,230
182,Tây Ninh City-762.jpeg,0.9643539,11.31917823842134N,106.11550692071616E,615
530,Cao Lanh City-2427.jpeg,0.9643346,10.450011139321935N,105.59750349814857E,498
175,Vĩnh Long-235.jpeg,0.9643297,10.232827803722667N,105.94869725199236E,544
169,Thái Bình-832.jpeg,0.9642926,20.436552908491205N,106.3205686880218E,431
152,Ninh Bình-2028.jpeg,0.96427685,20.26982427750089N,105.94716528839054E,114
325,Ninh Bình-740.jpeg,0.9642758,20.23479014166526N,105.9600910166416E,418
218,Bac Giang City-1923.jpeg,0.964213,21.280699744008253N,106.21552737887912E,202
594,Yên Mỹ District-1989.jpeg,0.96417713,20.886876743020792N,106.03637638993195E,244
630,Yên Mỹ District-1989.jpeg,0.96417713,20.886876743020792N,106.03637638993195E,245
393,Thanh Liêm District-1125.jpeg,0.9641725,20.410021342582734N,105.93332984179821E,374
90,Ninh Bình-918.jpeg,0.964101,20.238832541953983N,105.9916872412553E,881
289,Mỹ Hào District-2787.jpeg,0.964101,20.947360678002212N,106.09064516226894E,213
532,Mỹ Hào District-2787.jpeg,0.964101,20.947360678002212N,106.09064516226894E,214
319,Duy Tiên District-3393.jpeg,0.96408904,20.644300578768686N,106.02096413219442E,308
388,Sa Đéc City-573.jpeg,0.9640644,10.282888271074373N,105.77647287778086E,912
518,Mỹ Hào District-2582.jpeg,0.9640324,20.94466574447639N,106.043038909711E,209
313,Long Hồ District-1144.jpeg,0.96401155,10.15938017132657N,105.92084037531647E,35
555,Hung Yen City-2801.jpeg,0.96400285,20.686638545257086N,106.06192349897418E,273
355,Mỹ Hào District-2431.jpeg,0.96396816,20.94197081095056N,106.06900595656079E,235
441,Thanh Liêm District-1438.jpeg,0.9639388,20.416758676397286N,105.93476789867185E,373
208,Hoa Lư District-4286.jpeg,0.96388996,20.297704314771565N,105.94783524979243E,405
225,Sa Đéc City-1171.jpeg,0.9638666,10.303100272517458N,105.76414617589354E,528
288,Mỹ Hào District-2214.jpeg,0.9638513,20.937928410661822N,106.12094005026037E,215
180,Duy Tiên District-1295.jpeg,0.96379757,20.61330884322173N,105.98352920733826E,339
103,Cai Lậy Town-3943.jpeg,0.9637813,10.435622308954926N,106.18956475430575E,779
120,Go Cong Town-760.jpeg,0.9637711,10.363050204909717N,106.65393223655084E,845
79,Cao Lanh City-3026.jpeg,0.9637251,10.462138340187787N,105.6276487312268E,510
138,Tam Điệp-2619.jpeg,0.96371025,20.158772009841154N,105.91248661391052E,898
91,Tam Điệp-2619.jpeg,0.96371025,20.158772009841154N,105.91248661391052E,887
87,Chau Doc City-4591.jpeg,0.9635779,10.711954610183856N,105.11659171016741E,468
427,Mỹ Tho-293.jpeg,0.96354175,10.332752870513698N,106.32863932528045E,788
