,image,pred,lon,lat
124,Long Hồ District-351.jpeg,0.9696111,10.162075104852295N,105.95917924312353E
125,Binh Minh Town-713.jpeg,0.96959686,10.058500674747282N,105.82689926470547E
126,Trà Vinh City-104.jpeg,0.969519,9.906844904204586N,106.31534904879615E
127,Cao Lanh City-1175.jpeg,0.96951073,10.49717247602242N,105.61942730402363E
128,Thái Bình-174.jpeg,0.9694389,20.433857974965427N,106.32919746026477E
129,Cao Lanh City-980.jpeg,0.9694186,10.481002874867958N,105.64683206136748E
130,Cai Lậy Town-1240.jpeg,0.96936965,10.454486843635076N,106.12380066850477E
132,Châu Thành District-2368.jpeg,0.9692328,10.318990341871588N,106.26218609043302E
133,Long Hồ District-846.jpeg,0.9692303,10.186329506583974N,105.94000980922E
134,Châu Thành District-2195.jpeg,0.9692106,10.313600474820104N,106.2320572445764E
135,Hoa Lư District-58.jpeg,0.96915036,20.192601907264688N,105.9449627742907E
136,Long Xuyen City-718.jpeg,0.96913785,10.371788407786786N,105.44954611969584E
137,Cai Lậy Town-1681.jpeg,0.96907055,10.497605780046973N,106.10735964705452E
138,Duy Tiên District-151.jpeg,0.9690662,20.589054441489374N,105.97920979293177E
139,Cai Lậy Town-1648.jpeg,0.96903574,10.492215912995487N,106.09365879584598E
140,Sa Đéc City-40.jpeg,0.96903145,10.270761070208517N,105.7572980081781E
141,Hoa Lư District-975.jpeg,0.96898615,20.28961951419425N,105.95358020079591E
142,Phu Ly City-726.jpeg,0.9689706,20.55858427787936N,105.89554423364706E
143,Phu Ly City-885.jpeg,0.9689265,20.569364011982657N,105.95885933214484E
144,Hiệp Hòa District-16.jpeg,0.9689251,21.22979893996766N,105.963028808395E
145,Châu Thành District-556.jpeg,0.96891654,10.270481538408221N,106.18823346878493E
146,Long Hồ District-657.jpeg,0.9689113,10.178244706006748N,105.87702452639412E
147,Long Hồ District-416.jpeg,0.9688956,10.164770038378037N,105.98930263925763E
148,Cao Lanh City-644.jpeg,0.9688954,10.451358606084778N,105.66601539150818E
149,Cao Lanh City-598.jpeg,0.9688777,10.448663672559034N,105.63587015842995E
150,Châu Thành District-2561.jpeg,0.968833,10.327075142448816N,106.34161668405501E
151,Vĩnh Long-348.jpeg,0.9687697,10.254387271928598N,105.94732792022363E
152,Long Hồ District-1019.jpeg,0.96866,10.197109240686942N,105.92084037531647E
153,Sa Đéc City-56.jpeg,0.96858805,10.27345600373426N,105.74634093983386E
154,Vĩnh Long-355.jpeg,0.96854836,10.254387271928598N,105.9664985649909E
155,Tam Điệp-625.jpeg,0.9685191,20.157424543078324N,105.87803669181591E
156,Binh Minh Town-607.jpeg,0.9685052,10.047720940644316N,105.88984799411644E
157,Trà Vinh City-837.jpeg,0.96836734,10.00655744465701N,106.31261294901502E
158,Go Cong Town-840.jpeg,0.9683034,10.425033676001792N,106.67037240985691E
159,Hoa Lư District-645.jpeg,0.96825,20.251890444832753N,105.9449627742907E
160,Long Hồ District-294.jpeg,0.9682484,10.159380171326553N,105.95096377145056E
161,Long Hồ District-1750.jpeg,0.9682426,10.267177512356247N,106.0276415070647E
162,Yên Mỹ District-811.jpeg,0.9682367,20.907088744464566N,106.039261032674E
163,Tây Ninh City-644.jpeg,0.9682073,11.35825477454467N,106.07289991939739E
165,Long Hồ District-868.jpeg,0.968077,10.186329506583974N,106.00025660148823E
166,Phu Ly City-1059.jpeg,0.96803737,20.590923480189254N,105.93871361898645E
167,Long Xuyen City-970.jpeg,0.9679698,10.39334787599273N,105.42214915978941E
168,Bến Tre City-362.jpeg,0.9679473,10.23272027249733N,106.42278680181037E
169,Cai Lậy Town-1065.jpeg,0.9679378,10.441012176006357N,106.17312373285552E
170,Châu Thành District-317.jpeg,0.96793205,10.262396737830992N,106.23479623056335E
171,Yên Mỹ District-711.jpeg,0.96786803,20.90169887741291N,105.97579889234086E
172,Hung Yen City-338.jpeg,0.9678638,20.639477208555242N,106.10080552328176E
173,Chau Doc City-884.jpeg,0.9678224,10.69039514197783N,105.09876538175307E
174,Long Hồ District-930.jpeg,0.96773684,10.19171937363546N,105.89893245085528E
175,Vĩnh Long-93.jpeg,0.96772444,10.235522737248402N,105.96375990145272E
176,Long Hồ District-498.jpeg,0.96762735,10.170159905429522N,105.90714792252821E
177,Chau Doc City-1204.jpeg,0.96759415,10.725429277812513N,105.11247794207179E
179,Hung Yen City-379.jpeg,0.9674838,20.644867075606896N,106.06912387384594E
180,Long Hồ District-1262.jpeg,0.9674519,10.215973775367138N,105.93727131866235E
181,Long Xuyen City-730.jpeg,0.9674339,10.374483341312532N,105.39201250389237E
182,Cao Lanh City-937.jpeg,0.96737504,10.478307941342212N,105.61942730402363E
183,Cai Lậy Town-1338.jpeg,0.9673642,10.462571644212304N,106.10187930657109E
184,Long Hồ District-1285.jpeg,0.96730083,10.215973775367138N,106.00025660148823E
185,Duy Tiên District-1016.jpeg,0.9672599,20.653732846109186N,105.97633018332745E
186,Cai Lậy Town-888.jpeg,0.9672259,10.427537508377641N,106.19230492454746E
188,Duy Tiên District-583.jpeg,0.9671449,20.629478444376755N,105.98784862174475E
189,Go Cong Town-318.jpeg,0.96710956,10.376524872538413N,106.65393223655084E
190,Mỹ Hào District-925.jpeg,0.9670691,20.96353027915728N,106.08198947998568E
191,Cai Lậy Town-1208.jpeg,0.9670487,10.451791910109334N,106.1347613494716E
192,Thái Bình-589.jpeg,0.9670427,20.468892110801132N,106.3407024899221E
193,Long Hồ District-645.jpeg,0.9669239,10.175549772481006N,105.99751811093057E
194,Long Xuyen City-948.jpeg,0.9669165,10.390652942466986N,105.44406672771456E
195,Chau Doc City-476.jpeg,0.9668178,10.66614074024613N,105.04665765254184E
196,Cai Lậy Town-1368.jpeg,0.9668141,10.462571644212304N,106.18408441382235E
197,Long Hồ District-423.jpeg,0.96678704,10.164770038378037N,106.00847207316117E
198,Cai Lậy Town-1048.jpeg,0.96672875,10.441012176006357N,106.12654083874648E
199,Chau Doc City-1170.jpeg,0.96671796,10.714649543709534N,105.11522045413554E
200,Long Hồ District-158.jpeg,0.966684,10.15129537074933N,106.0112105637188E
201,Cao Lanh City-408.jpeg,0.966684,10.435189004930317N,105.6632749157738E
202,Mỹ Hào District-260.jpeg,0.96666247,20.915021475692363N,106.10218607197996E
203,Hiệp Hòa District-1659.jpeg,0.9666558,21.34837601510432N,105.98617368092691E
204,Hiệp Hòa District-1120.jpeg,0.966646,21.31873174632015N,106.00353233532586E
205,Cai Lậy Town-1351.jpeg,0.9666294,10.462571644212304N,106.1375015197133E
206,Long Xuyen City-551.jpeg,0.96662307,10.35831374015807N,105.4468064237052E
207,Long Hồ District-900.jpeg,0.966609,10.189024440109716N,105.94274829977763E
208,Long Xuyen City-50.jpeg,0.9665099,10.312499870220444N,105.43858733573327E
209,Trà Vinh City-28.jpeg,0.9665014,9.893370236575882N,106.34544614638844E
210,Mỹ Hào District-184.jpeg,0.9664361,20.90693667511487N,106.11084175426323E
211,Chau Doc City-351.jpeg,0.9664201,10.655361006143153N,105.12070547826302E
212,Long Hồ District-592.jpeg,0.9664042,10.172854838955264N,106.00847207316117E
213,Châu Thành District-1818.jpeg,0.96640044,10.302820740717133N,106.2238402866155E
214,Long Xuyen City-317.jpeg,0.96631885,10.33675427195213N,105.4742033836116E
215,Bến Tre City-800.jpeg,0.96630293,10.267754408331982N,106.3406309042958E
217,Go Cong Town-880.jpeg,0.96620566,10.427728609527534N,106.66489235208823E
218,Tam Điệp-624.jpeg,0.96615845,20.157424543078324N,105.8751658649747E
219,Hung Yen City-752.jpeg,0.96612316,20.693375879071755N,106.03744222441014E
220,Sa Đéc City-224.jpeg,0.96610963,10.295015471940204N,105.74360167274783E
222,Sa Đéc City-508.jpeg,0.96606565,10.335439474826346N,105.74086240566176E
224,Cai Lậy Town-1224.jpeg,0.9660252,10.451791910109334N,106.17860407333892E
225,Long Hồ District-1920.jpeg,0.9659963,10.280652179984958N,105.99751811093057E
226,Châu Thành District-18.jpeg,0.96599346,10.243532203150798N,106.2238402866155E
227,Thanh Liêm District-967.jpeg,0.9659887,20.45314027899597N,105.97359543426047E
228,Trà Vinh City-641.jpeg,0.9659579,9.979608109399596N,106.36186274507514E
229,Long Xuyen City-433.jpeg,0.9659275,10.347534006055099N,105.45228581568648E
230,Cai Lậy Town-867.jpeg,0.9659215,10.427537508377641N,106.1347613494716E
231,Long Xuyen City-1019.jpeg,0.96582854,10.398737743044219N,105.4002315918643E
232,Thanh Liêm District-1245.jpeg,0.96577203,20.46930988015091N,105.95346263802935E
233,Vĩnh Long-1.jpeg,0.9657259,10.222048069619692N,105.94732792022363E
234,Long Hồ District-1097.jpeg,0.9657259,10.202499107738426N,105.94000980922E
235,Cao Lanh City-480.jpeg,0.9656749,10.440578871981804N,105.63312968269555E
236,Long Xuyen City-514.jpeg,0.96563095,10.355618806632327N,105.42488885578005E
237,Tây Ninh City-536.jpeg,0.9655654,11.350169973967425N,106.0921417909608E
238,Sa Đéc City-204.jpeg,0.96556437,10.29232053841446N,105.74634093983386E
239,Phu Ly City-874.jpeg,0.9655527,20.569364011982657N,105.92720178289593E
240,Long Hồ District-1065.jpeg,0.9655417,10.199804174212684N,105.94822528089294E
241,Vĩnh Long-281.jpeg,0.9655209,10.248997404877116N,105.99114653683453E
242,Mỹ Hào District-83.jpeg,0.96549845,20.896156941011558N,106.09064516226894E
243,Cao Lanh City-187.jpeg,0.96549636,10.4217143373016N,105.64135110989872E
244,Tam Điệp-626.jpeg,0.9654714,20.157424543078324N,105.8809075186571E
245,Cai Lậy Town-1647.jpeg,0.9654566,10.492215912995487N,106.09091862560427E
246,Long Hồ District-1521.jpeg,0.9654519,10.237533243573079N,105.94274829977763E
247,Cao Lanh City-907.jpeg,0.965366,10.475613007816472N,105.62216777975802E
248,Long Xuyen City-616.jpeg,0.9652466,10.363703607209557N,105.4468064237052E
249,Tam Điệp-592.jpeg,0.9652308,20.1547296095525N,105.92109909443417E
250,Bac Giang City-624.jpeg,0.96519184,21.291479478111672N,106.20540567787614E
251,Trà Vinh City-353.jpeg,0.96518886,9.947268907090702N,106.34271004660732E
252,Long Xuyen City-877.jpeg,0.9651715,10.385263075415502N,105.41940946379877E
253,Trà Vinh City-339.jpeg,0.965127,9.94457397356496N,106.34271004660732E
254,Go Cong Town-582.jpeg,0.96509457,10.403474207795846N,106.67311243874127E
255,Long Hồ District-1544.jpeg,0.9650778,10.240228177098823N,105.94274829977763E
256,Mỹ Hào District-402.jpeg,0.965054,20.928496143321507N,106.06756334284692E
257,Long Hồ District-198.jpeg,0.96502596,10.15399030427507N,105.98382565814235E
258,Tây Ninh City-80.jpeg,0.96498626,11.307051037555455N,106.10588598493464E
259,Châu Thành District-677.jpeg,0.9649163,10.273176471933965N,106.26218609043302E
260,Thái Bình-628.jpeg,0.96491355,20.471587044326956N,106.37809383630838E
261,Tam Điệp-549.jpeg,0.9648779,20.15203467602668N,105.92684074811659E
262,Binh Minh Town-799.jpeg,0.96486235,10.066585475324505N,105.85153137621411E
263,Sa Đéc City-345.jpeg,0.9648546,10.31118507309466N,105.7381231385757E
264,Châu Thành District-583.jpeg,0.9648323,10.270481538408221N,106.26218609043302E
265,Go Cong Town-508.jpeg,0.96480435,10.395389407218614N,106.69503266981603E
266,Trà Vinh City-441.jpeg,0.96480256,9.960743574719407N,106.31534904879615E
267,Trà Vinh City-196.jpeg,0.9647946,9.91762463830755N,106.34271004660732E
268,Cai Lậy Town-688.jpeg,0.9647552,10.414062840748924N,106.09639896608768E
269,Mỹ Tho-680.jpeg,0.96468484,10.377219273688445N,106.34370720788299E
270,Thanh Liêm District-1678.jpeg,0.9646427,20.49625921540915N,105.89018813558863E
271,Trà Vinh City-147.jpeg,0.964614,9.912234771256069N,106.31808514857725E
272,Trà Vinh City-431.jpeg,0.9646087,9.958048641193665N,106.35091834595066E
273,Bac Giang City-42.jpeg,0.9645596,21.234885874069185N,106.19383801958705E
274,Mỹ Tho-95.jpeg,0.9645582,10.334100337276558N,106.35192605293905E
275,Tam Điệp-919.jpeg,0.96453774,20.170899210707425N,105.94406570916391E
276,Châu Thành District-576.jpeg,0.96451235,10.270481538408221N,106.24301318852424E
277,Yên Mỹ District-883.jpeg,0.96448565,20.912478611516228N,106.03637638993158E
