,image,pred,lon,lat
9744,Hung Yen City-398.jpeg,0.56252307,20.64756200913272N,106.05184297415371E
9745,Châu Thành District-1211.jpeg,0.5625074,10.286651139562677N,106.25396913247211E
9746,Bến Tre City-339.jpeg,0.5624758,10.23272027249733N,106.35980061371586E
9747,Cao Lanh City-295.jpeg,0.5624005,10.429799137878831N,105.58928207094542E
9748,Long Hồ District-2007.jpeg,0.56232584,10.286042047036446N,106.02490301650705E
9749,Vĩnh Long-417.jpeg,0.5623103,10.259777138980084N,105.89803197653636E
9750,Cai Lậy Town-673.jpeg,0.5621605,10.411367907223182N,106.14846220068013E
9751,Tây Ninh City-1109.jpeg,0.5618196,11.387899043327902N,106.1031371461399E
9752,Long Hồ District-1996.jpeg,0.56174034,10.286042047036446N,105.99477962037294E
9753,Long Hồ District-2044.jpeg,0.56163263,10.288736980562188N,106.02216452594939E
9754,Bến Tre City-581.jpeg,0.56148976,10.248889873651782N,106.36801620346733E
9755,Long Xuyen City-281.jpeg,0.561412,10.334059338426387N,105.46324459964906E
9756,Duy Tiên District-626.jpeg,0.561394,20.632173377902586N,105.97345057372313E
9757,Cao Lanh City-269.jpeg,0.5613705,10.427104204353089N,105.63587015842995E
9758,Vĩnh Long-335.jpeg,0.5613437,10.254387271928598N,105.91172529422727E
9759,Cai Lậy Town-638.jpeg,0.56128156,10.40867297369744N,106.14846220068013E
9760,Cai Lậy Town-1414.jpeg,0.56123084,10.467961511263793N,106.11832032802134E
9761,Sa Đéc City-98.jpeg,0.5612227,10.278845870785746N,105.73264460440359E
9763,Sa Đéc City-536.jpeg,0.5612029,10.34082934187783N,105.73264460440359E
9765,Yên Mỹ District-1038.jpeg,0.56107193,20.925953279145364N,106.04503031815884E
9766,Tây Ninh City-1495.jpeg,0.56102467,11.414848378585386N,106.13062553408761E
9767,Vĩnh Long-75.jpeg,0.5609896,10.232827803722659N,105.99388520037272E
9768,Hung Yen City-474.jpeg,0.56098723,20.6556468097102N,106.06624372389724E
9769,Thanh Liêm District-1679.jpeg,0.56085116,20.49625921540915N,105.89306424933592E
9770,Long Hồ District-642.jpeg,0.56073964,10.175549772481006N,105.98930263925763E
9771,Sa Đéc City-138.jpeg,0.56061417,10.281540804311488N,105.7819514119526E
9773,Tây Ninh City-456.jpeg,0.56053275,11.342085173390178N,106.1416208892667E
9774,Bến Tre City-393.jpeg,0.5605305,10.235415206023072N,106.40909415222461E
9775,Châu Thành District-882.jpeg,0.5605118,10.27856633898545N,106.25670811845906E
9776,Tây Ninh City-483.jpeg,0.56050485,11.34478010691593N,106.12787669529285E
9777,Hiệp Hòa District-1302.jpeg,0.56049687,21.329511480423488N,105.98906678999342E
9778,Bến Tre City-338.jpeg,0.5604966,10.23272027249733N,106.3570620837987E
9779,Châu Thành District-723.jpeg,0.5604151,10.273176471933965N,106.41009133372917E
9780,Long Hồ District-1208.jpeg,0.5603778,10.210583908315655N,105.96739471479646E
9781,Cao Lanh City-626.jpeg,0.5603267,10.451358606084778N,105.61668682828926E
9782,Long Xuyen City-497.jpeg,0.5598765,10.352923873106583N,105.4605049036584E
9783,Mỹ Tho-456.jpeg,0.55973154,10.361049672533989N,106.37658258810718E
9784,Cai Lậy Town-636.jpeg,0.5596384,10.40867297369744N,106.14298186019671E
9785,Tam Điệp-487.jpeg,0.559635,20.149339742500864N,105.87229503813346E
9786,Thái Bình-238.jpeg,0.55962646,20.43924784201707N,106.31769243060747E
9788,Trà Vinh City-378.jpeg,0.5595614,9.952658774142183N,106.31808514857725E
9789,Cai Lậy Town-659.jpeg,0.55941296,10.411367907223182N,106.11009981729622E
9790,Hiệp Hòa District-898.jpeg,0.5593496,21.305257078690985N,106.02957031692428E
9791,Bến Tre City-685.jpeg,0.5592214,10.256974674229012N,106.3461079641301E
9792,Thái Bình-229.jpeg,0.5591975,20.436552908491254N,106.38959886596567E
9794,Châu Thành District-2100.jpeg,0.5591384,10.310905541294362N,106.2156233286546E
9795,Cai Lậy Town-78.jpeg,0.55911434,10.368248970811289N,106.10461947681281E
9796,Trà Vinh City-71.jpeg,0.55892855,9.901455037153102N,106.3399739468262E
9797,Yên Mỹ District-625.jpeg,0.5588089,20.893614076835426N,106.07964603106781E
9798,Cai Lậy Town-1250.jpeg,0.55863863,10.454486843635076N,106.15120237092184E
9799,Cao Lanh City-1100.jpeg,0.55863804,10.491782608970933N,105.60298444961734E
9801,Long Hồ District-26.jpeg,0.55856574,10.14051563664636N,106.02490301650705E
9802,Hiệp Hòa District-437.jpeg,0.5584312,21.27561280990682N,105.98906678999342E
9803,Long Hồ District-388.jpeg,0.55840987,10.164770038378037N,105.91262490364353E
9804,Cao Lanh City-1071.jpeg,0.55837184,10.48908767544519N,105.61668682828926E
9805,Châu Thành District-2466.jpeg,0.5582854,10.321685275397334N,106.34983364201592E
9808,Trà Vinh City-73.jpeg,0.5579419,9.901455037153102N,106.34544614638844E
9810,Thanh Liêm District-313.jpeg,0.5578258,20.41271627610862N,105.92182538680898E
9811,Hiệp Hòa District-302.jpeg,0.5577928,21.26752800932932N,105.93699082679657E
9813,Phu Ly City-938.jpeg,0.5577659,20.57475387903431N,105.95598137312223E
9814,Bến Tre City-692.jpeg,0.5577448,10.256974674229012N,106.36527767355018E
9815,Tây Ninh City-163.jpeg,0.55772746,11.315135838132703N,106.13887205047192E
9816,Long Hồ District-796.jpeg,0.5576423,10.183634573058232N,105.95370226200822E
9817,Mỹ Hào District-642.jpeg,0.55763716,20.944665744476477N,106.06756334284692E
9818,Go Cong Town-316.jpeg,0.55762166,10.376524872538413N,106.64845217878214E
9819,Cai Lậy Town-1667.jpeg,0.5575477,10.494910846521229N,106.10187930657109E
9820,Long Hồ District-2417.jpeg,0.5575414,10.329160983448329N,105.99751811093057E
9821,Cai Lậy Town-582.jpeg,0.557539,10.405978040171693N,106.09365879584598E
9822,Vĩnh Long-466.jpeg,0.55753714,10.262472072505828N,105.91172529422727E
9823,Trà Vinh City-296.jpeg,0.5574293,9.936489172987736N,106.32355734813949E
9825,Hung Yen City-505.jpeg,0.5573255,20.66103667676185N,106.04320252430756E
9826,Cao Lanh City-1302.jpeg,0.55726624,10.510647143651138N,105.58928207094542E
9827,Phu Ly City-410.jpeg,0.5572095,20.537024809672765N,105.8782764795113E
9828,Tây Ninh City-144.jpeg,0.5571822,11.315135838132703N,106.08664411337125E
9829,Hung Yen City-816.jpeg,0.5571154,20.701460679649237N,106.04320252430756E
9830,Bến Tre City-162.jpeg,0.5569945,10.216550671342874N,106.35432355388156E
9831,Bac Giang City-77.jpeg,0.5569515,21.240275741120847N,106.22854099445433E
9833,Mỹ Tho-57.jpeg,0.55687284,10.331405403750816N,106.29987336758408E
9834,Bến Tre City-794.jpeg,0.55676997,10.267754408331982N,106.32419972479289E
9836,Long Hồ District-893.jpeg,0.5566941,10.189024440109716N,105.9235788658741E
9837,Châu Thành District-1791.jpeg,0.55666214,10.300125807191392N,106.42104727767703E
9838,Thái Bình-223.jpeg,0.5566565,20.436552908491254N,106.37234132147971E
9839,Châu Thành District-2013.jpeg,0.5565981,10.308210607768618N,106.2320572445764E
9840,Bến Tre City-244.jpeg,0.5565254,10.224635471920102N,106.35158502396442E
9841,Châu Thành District-1772.jpeg,0.55651116,10.300125807191392N,106.36900654392467E
9842,Long Hồ District-720.jpeg,0.5564594,10.18093963953249N,105.89619396029765E
9843,Tây Ninh City-579.jpeg,0.5563629,11.352864907493174N,106.11138366252419E
9844,Long Xuyen City-71.jpeg,0.5563604,10.315194803746184N,105.43310794375199E
9845,Hung Yen City-454.jpeg,0.5562981,20.652951876184368N,106.06912387384594E
9846,Châu Thành District-118.jpeg,0.55617106,10.254311937253766N,106.19371144075886E
9847,Binh Minh Town-924.jpeg,0.5560585,10.080060142953212N,105.85426827749285E
9848,Cai Lậy Town-155.jpeg,0.5560344,10.376333771388522N,106.08817845536257E
9849,Thanh Liêm District-1971.jpeg,0.5559973,20.51781868361574N,105.9764715480078E
9851,Châu Thành District-443.jpeg,0.55594087,10.265091671356737N,106.41283031971612E
9853,Duy Tiên District-474.jpeg,0.55578184,20.624088577325107N,105.95041369688856E
9854,Thái Bình-603.jpeg,0.55572236,20.468892110801132N,106.38097009372268E
9855,Châu Thành District-1213.jpeg,0.5556556,10.286651139562677N,106.25944710444604E
9856,Cai Lậy Town-300.jpeg,0.5555925,10.384418571965746N,106.18408441382235E
9857,Chau Doc City-1131.jpeg,0.555581,10.709259676658043N,105.1015078938168E
9858,Long Xuyen City-1215.jpeg,0.555512,10.417602277724423N,105.43036824776134E
9859,Châu Thành District-57.jpeg,0.5554894,10.248922070202282N,106.22931825858942E
9860,Mỹ Tho-947.jpeg,0.5554787,10.39608380836865N,106.3601448979951E
9861,Go Cong Town-180.jpeg,0.55539775,10.360355271383954N,106.71147284312212E
9862,Go Cong Town-589.jpeg,0.55536693,10.403474207795846N,106.6922926409317E
9863,Châu Thành District-52.jpeg,0.55536216,10.248922070202282N,106.2156233286546E
9864,Thanh Liêm District-1788.jpeg,0.55533534,20.501649082460798N,105.9850998892497E
9865,Mỹ Hào District-712.jpeg,0.5553274,20.94736067800231N,106.14546448339627E
9866,Go Cong Town-933.jpeg,0.5553252,10.433118476579022N,106.59365160109522E
9867,Mỹ Hào District-139.jpeg,0.5553188,20.901546808063216N,106.11661220911876E
9868,Mỹ Tho-312.jpeg,0.5551759,10.35296487195676N,106.3108318276588E
9869,Long Hồ District-2080.jpeg,0.55508786,10.29143191408793N,106.01942603539176E
9870,Cai Lậy Town-52.jpeg,0.55504924,10.362859103759805N,106.12928100898819E
9871,Long Xuyen City-1201.jpeg,0.55497015,10.417602277724423N,105.39201250389237E
9872,Vĩnh Long-375.jpeg,0.55491906,10.257082205454338N,105.90350930361272E
9873,Hiệp Hòa District-890.jpeg,0.554843,21.305257078690985N,106.00642544439235E
9874,Cai Lậy Town-618.jpeg,0.55480015,10.40867297369744N,106.09365879584598E
9875,Tam Điệp-684.jpeg,0.5547628,20.160119476604144N,105.90674496022807E
9876,Châu Thành District-305.jpeg,0.5546602,10.262396737830992N,106.20192839871977E
9877,Cai Lậy Town-417.jpeg,0.55461925,10.392503372542977N,106.1676433923721E
9878,Vĩnh Long-94.jpeg,0.55458844,10.235522737248402N,105.9664985649909E
9879,Long Hồ District-1795.jpeg,0.55452067,10.272567379407732N,105.95917924312353E
9880,Châu Thành District-1669.jpeg,0.5545003,10.297430873665649N,106.36352857195074E
9881,Vĩnh Long-40.jpeg,0.55440986,10.230132870196918N,105.96375990145272E
9882,Long Hồ District-1481.jpeg,0.5542467,10.232143376521595N,106.00573358260351E
9883,Hung Yen City-866.jpeg,0.55420303,20.7068505467009N,106.06048342399983E
9884,Châu Thành District-1106.jpeg,0.5541545,10.283956206036935N,106.26766406240692E
9885,Trà Vinh City-76.jpeg,0.5541422,9.901455037153102N,106.35365444573178E
9887,Tây Ninh City-297.jpeg,0.55389565,11.328610505761443N,106.12512785649807E
9889,Hoa Lư District-1073.jpeg,0.55376047,20.297704314771725N,105.95358020079591E
9892,Long Hồ District-1864.jpeg,0.553487,10.277957246459216N,105.94822528089294E
9893,Trà Vinh City-461.jpeg,0.5533669,9.963438508245146N,106.30987684923392E
9894,Hoa Lư District-147.jpeg,0.55336016,20.200686707842156N,105.95932515179935E
9895,Long Hồ District-20.jpeg,0.5533338,10.14051563664636N,106.00847207316117E
9896,Long Hồ District-952.jpeg,0.5532569,10.19171937363546N,105.95917924312353E
9897,Long Xuyen City-635.jpeg,0.5531604,10.366398540735302N,105.40571098384557E
9898,Phu Ly City-373.jpeg,0.55313027,20.534329876146938N,105.89554423364706E
9900,Bến Tre City-822.jpeg,0.5530986,10.270449341857722N,106.34336943421296E
9901,Long Xuyen City-432.jpeg,0.5530724,10.347534006055099N,105.44954611969584E
9902,Cai Lậy Town-276.jpeg,0.55280375,10.384418571965746N,106.11832032802134E
9903,Thanh Liêm District-62.jpeg,0.55276334,20.380377073798744N,105.91032093181974E
9904,Cai Lậy Town-445.jpeg,0.5527367,10.395198306068721N,106.1320211792299E
9905,Hiệp Hòa District-224.jpeg,0.5527288,21.259443208751826N,105.963028808395E
9908,Chau Doc City-522.jpeg,0.55250716,10.668835673771873N,105.06037021286059E
9910,Cai Lậy Town-140.jpeg,0.55248106,10.373638837862776N,106.14298186019671E
9911,Trà Vinh City-122.jpeg,0.5523962,9.909539837730328N,106.30714074945278E
9912,Go Cong Town-1113.jpeg,0.552292,10.446593144207736N,106.64845217878214E
9913,Cao Lanh City-906.jpeg,0.5522842,10.475613007816472N,105.61942730402363E
9914,Tây Ninh City-216.jpeg,0.5521906,11.320525705184195N,106.1416208892667E
9915,Go Cong Town-372.jpeg,0.55218613,10.381914739589899N,106.66215232320387E
9916,Mỹ Tho-620.jpeg,0.5521655,10.37182940663696N,106.39028066320061E
9917,Tây Ninh City-115.jpeg,0.55216414,11.309745971081204N,106.13612321167716E
9918,Cai Lậy Town-127.jpeg,0.5521038,10.373638837862776N,106.10735964705452E
9919,Bến Tre City-350.jpeg,0.55209124,10.23272027249733N,106.38992444280454E
9920,Binh Minh Town-688.jpeg,0.5520475,10.05580574122154N,105.83237306726295E
9921,Cao Lanh City-312.jpeg,0.5520241,10.429799137878831N,105.63587015842995E
9922,Binh Minh Town-716.jpeg,0.551986,10.058500674747282N,105.83510996854169E
9923,Long Hồ District-929.jpeg,0.5519751,10.189024440109716N,106.02216452594939E
9924,Mỹ Tho-954.jpeg,0.5518635,10.39608380836865N,106.37932220312587E
9925,Long Xuyen City-1203.jpeg,0.55181605,10.417602277724423N,105.39749189587366E
9926,Trà Vinh City-704.jpeg,0.5517554,9.987692909976818N,106.32355734813949E
9928,Long Hồ District-928.jpeg,0.55161166,10.189024440109716N,106.01942603539176E
9929,Go Cong Town-1079.jpeg,0.5516109,10.443898210681994N,106.61557183216998E
9930,Go Cong Town-257.jpeg,0.5514233,10.368440071961182N,106.69777269870038E
9931,Go Cong Town-707.jpeg,0.55140674,10.416948875424563N,106.6100917744013E
9932,Cai Lậy Town-403.jpeg,0.5513451,10.392503372542977N,106.12928100898819E
9934,Sa Đéc City-379.jpeg,0.5512089,10.316574940146145N,105.72442680314542E
9936,Cao Lanh City-817.jpeg,0.55109006,10.467528207239239N,105.61942730402363E
9937,Cao Lanh City-520.jpeg,0.5510812,10.443273805507546N,105.63038920696117E
9938,Châu Thành District-2405.jpeg,0.5510477,10.318990341871588N,106.36352857195074E
9939,Bac Giang City-536.jpeg,0.5510278,21.283394677534172N,106.2545682256048E
9941,Long Hồ District-2099.jpeg,0.5509152,10.29412684761367N,105.9756101864694E
9942,Mỹ Hào District-57.jpeg,0.55083436,20.890767073959903N,106.11661220911876E
9943,Phu Ly City-942.jpeg,0.5507492,20.577448812560128N,105.8897883156018E
9944,Hiệp Hòa District-100.jpeg,0.55071586,21.243273607596834N,105.94567015399605E
9945,Long Hồ District-257.jpeg,0.5506262,10.156685237800811N,106.00573358260351E
9946,Hiệp Hòa District-2165.jpeg,0.55057126,21.38341015094016N,106.0208909897248E
9947,Go Cong Town-836.jpeg,0.55055094,10.425033676001792N,106.65941229431952E
9948,Long Hồ District-1017.jpeg,0.5505179,10.197109240686942N,105.91536339420118E
9949,Bến Tre City-759.jpeg,0.55047226,10.262364541280496N,106.37075473338447E
9950,Phu Ly City-158.jpeg,0.5503882,20.518160274991985N,105.9761270862806E
9951,Cao Lanh City-237.jpeg,0.5502902,10.424409270827345N,105.6632749157738E
9952,Go Cong Town-920.jpeg,0.5502268,10.430423543053276N,106.66763238097258E
9953,Mỹ Tho-439.jpeg,0.5501815,10.361049672533989N,106.33000913278958E
9955,Phu Ly City-1024.jpeg,0.55011606,20.58553361313761N,105.92432382387332E
9956,Tây Ninh City-1435.jpeg,0.5501121,11.40945851153389N,106.1416208892667E
9957,Mỹ Hào District-428.jpeg,0.5499848,20.928496143321507N,106.14257925596853E
9958,Mỹ Tho-595.jpeg,0.5499731,10.37182940663696N,106.32179028773353E
9960,Bến Tre City-532.jpeg,0.5498482,10.24619494012604N,106.35158502396442E
9961,Thái Bình-83.jpeg,0.5498468,20.423078240862136N,106.33494997509344E
9962,Sa Đéc City-159.jpeg,0.54982305,10.286930671362976N,105.72990533731752E
9963,Cao Lanh City-235.jpeg,0.54977316,10.424409270827345N,105.65779396430501E
9964,Chau Doc City-1017.jpeg,0.5497555,10.698479942555064N,105.13990306270927E
9965,Mỹ Hào District-976.jpeg,0.54975176,20.977004946786426N,106.07333379770245E
9966,Go Cong Town-525.jpeg,0.54974556,10.398084340744358N,106.66763238097258E
9967,Cai Lậy Town-780.jpeg,0.54964423,10.419452707800412N,106.18408441382235E
9968,Châu Thành District-760.jpeg,0.54950666,10.275871405459705N,106.21288434266764E
9970,Cai Lậy Town-23.jpeg,0.54945016,10.357469236708317N,106.12928100898819E
9971,Hiệp Hòa District-670.jpeg,0.5493894,21.291782411061817N,105.97460124466096E
9972,Mỹ Tho-768.jpeg,0.5493224,10.38260914073993N,106.37658258810718E
9973,Yên Mỹ District-1066.jpeg,0.5490886,20.931343146197026N,106.01618389073467E
9974,Cai Lậy Town-869.jpeg,0.549009,10.427537508377641N,106.14024168995502E
9975,Bến Tre City-84.jpeg,0.5488483,10.205770937239905N,106.398140032556E
9976,Hung Yen City-376.jpeg,0.5488475,20.644867075606896N,106.06048342399983E
9977,Ninh Bình-238.jpeg,0.5488089,20.238832541954036N,105.99743200936688E
9978,Thái Bình-295.jpeg,0.54876304,20.441942775542895N,106.38384635113702E
9979,Long Hồ District-1751.jpeg,0.54872346,10.267177512356247N,106.03037999762233E
9980,Tây Ninh City-151.jpeg,0.5486918,11.315135838132703N,106.10588598493464E
9981,Binh Minh Town-237.jpeg,0.54856503,10.01807667186116N,105.82689926470547E
9982,Duy Tiên District-622.jpeg,0.54855734,20.632173377902586N,105.96193213530586E
9983,Cai Lậy Town-1446.jpeg,0.5485386,10.470656444789533N,106.11009981729622E
9984,Duy Tiên District-799.jpeg,0.548497,20.64295311200589N,105.91585838163671E
9985,Mỹ Tho-754.jpeg,0.54834664,10.38260914073993N,106.33822797784565E
9986,Tây Ninh City-477.jpeg,0.5483317,11.34478010691593N,106.11138366252419E
9987,Mỹ Tho-685.jpeg,0.5481206,10.377219273688445N,106.35740528297642E
9988,Binh Minh Town-987.jpeg,0.54810435,10.08814494353044N,105.82963616598421E
9989,Duy Tiên District-1445.jpeg,0.5480624,20.6860720484191N,106.00800588897498E
9990,Binh Minh Town-1048.jpeg,0.5480579,10.093534810581922N,105.86247898132905E
9991,Duy Tiên District-774.jpeg,0.5479939,20.640258178480057N,105.98784862174475E
9992,Binh Minh Town-751.jpeg,0.54791665,10.061195608273023N,105.85974208005031E
9993,Hung Yen City-687.jpeg,0.54791546,20.685291078494277N,106.04032237435887E
9994,Long Xuyen City-1182.jpeg,0.54787403,10.414907344198678N,105.4084506798362E
9995,Cai Lậy Town-1622.jpeg,0.5478722,10.486826045943998N,106.1320211792299E
9996,Go Cong Town-157.jpeg,0.5478134,10.360355271383954N,106.64845217878214E
9997,Châu Thành District-1158.jpeg,0.5477888,10.283956206036935N,106.41009133372917E
9998,Thanh Liêm District-907.jpeg,0.54772586,20.450445345470147N,105.94195818304013E
9999,Chau Doc City-1136.jpeg,0.5477029,10.709259676658043N,105.11522045413554E
10000,Châu Thành District-1154.jpeg,0.5476911,10.283956206036935N,106.3991353897813E
10001,Long Xuyen City-686.jpeg,0.54766685,10.369093474261044N,105.45228581568648E
10002,Cai Lậy Town-1469.jpeg,0.5475811,10.470656444789533N,106.17312373285552E
10003,Cai Lậy Town-128.jpeg,0.5475007,10.373638837862776N,106.11009981729622E
10004,Yên Mỹ District-176.jpeg,0.547384,20.863969808051312N,106.05079960364367E
10005,Mỹ Tho-949.jpeg,0.5472231,10.39608380836865N,106.36562412803248E
10006,Châu Thành District-159.jpeg,0.54721725,10.254311937253766N,106.43200322162488E
10007,Duy Tiên District-850.jpeg,0.54713166,20.645648045531708N,105.91873799124104E
10008,Châu Thành District-218.jpeg,0.54709643,10.25700687077951N,106.42926423563793E
10009,Long Hồ District-874.jpeg,0.54699844,10.186329506583974N,106.01668754483411E
10010,Thanh Liêm District-893.jpeg,0.5469862,20.450445345470147N,105.90169259057785E
10011,Cai Lậy Town-549.jpeg,0.5469613,10.403283106645949N,106.10187930657109E
10012,Binh Minh Town-284.jpeg,0.5467483,10.020771605386901N,105.87616348772275E
10013,Long Hồ District-2149.jpeg,0.54669774,10.296821781139416N,106.01668754483411E
10014,Long Hồ District-585.jpeg,0.54667324,10.172854838955264N,105.98930263925763E
10015,Cai Lậy Town-881.jpeg,0.54662436,10.427537508377641N,106.17312373285552E
10016,Châu Thành District-1216.jpeg,0.5466159,10.286651139562677N,106.26766406240692E
10017,Binh Minh Town-303.jpeg,0.54660374,10.023466538912642N,105.84605757365664E
10018,Long Hồ District-1428.jpeg,0.546602,10.229448442995853N,105.94000980922E
10019,Mỹ Tho-572.jpeg,0.5465769,10.369134473111218N,106.36562412803248E
10020,Mỹ Hào District-241.jpeg,0.5463186,20.91232654216653N,106.12815311882974E
10021,Cai Lậy Town-1162.jpeg,0.5463024,10.449096976583586N,106.11283998753794E
10022,Trà Vinh City-752.jpeg,0.5462979,9.9930827770283N,106.33450174726396E
10023,Mỹ Hào District-558.jpeg,0.5461723,20.939275877424816N,106.07044857027468E
10024,Cai Lậy Town-471.jpeg,0.5461179,10.397893239594463N,106.09365879584598E
10025,Duy Tiên District-100.jpeg,0.5459935,20.578274707386075N,105.97345057372313E
10026,Sa Đéc City-42.jpeg,0.5459283,10.270761070208517N,105.77099434360838E
10027,Thanh Liêm District-1947.jpeg,0.5458509,20.515123750089916N,105.94771041053473E
10028,Yên Mỹ District-1091.jpeg,0.54575324,20.934038079722853N,106.039261032674E
10029,Bến Tre City-610.jpeg,0.5456515,10.251584807177524N,106.33515384446149E
10030,Long Hồ District-2294.jpeg,0.545553,10.31029644876813N,105.98930263925763E
10031,Tây Ninh City-812.jpeg,0.54555273,11.36903450864766N,106.09489062975555E
10032,Long Hồ District-1802.jpeg,0.545541,10.272567379407732N,105.97834867702704E
10033,Cai Lậy Town-396.jpeg,0.5455345,10.392503372542977N,106.11009981729622E
10034,Go Cong Town-291.jpeg,0.54552746,10.373829939012667N,106.65119220766648E
10035,Châu Thành District-1677.jpeg,0.54549897,10.297430873665649N,106.38544045984646E
10036,Cao Lanh City-519.jpeg,0.5454447,10.443273805507546N,105.6276487312268E
10037,Châu Thành District-1973.jpeg,0.54538685,10.305515674242878N,106.3827014738595E
10038,Cao Lanh City-456.jpeg,0.5451713,10.43788393845606N,105.6797177701801E
10039,Thanh Liêm District-1234.jpeg,0.5450433,20.46930988015091N,105.92182538680898E
10040,Yên Mỹ District-639.jpeg,0.5450106,20.89630901036125N,106.0017606770226E
10041,Vĩnh Long-410.jpeg,0.5449442,10.259777138980084N,105.8788613317691E
10042,Cao Lanh City-947.jpeg,0.5448748,10.478307941342212N,105.64683206136748E
10043,Cai Lậy Town-283.jpeg,0.5448374,10.384418571965746N,106.1375015197133E
10045,Cai Lậy Town-215.jpeg,0.5447221,10.379028704914266N,106.15668271140525E
10047,Duy Tiên District-1204.jpeg,0.54468524,20.664512580212495N,105.99072823134907E
10048,Châu Thành District-2133.jpeg,0.5446569,10.310905541294362N,106.30600986622444E
10050,Cai Lậy Town-1465.jpeg,0.54451317,10.470656444789533N,106.16216305188868E
10051,Hung Yen City-815.jpeg,0.5445112,20.701460679649237N,106.04032237435887E
10052,Hiệp Hòa District-792.jpeg,0.54450476,21.299867211639317N,105.98038746279394E
10053,Sa Đéc City-205.jpeg,0.5444174,10.29232053841446N,105.74908020691991E
10054,Châu Thành District-190.jpeg,0.54439884,10.25700687077951N,106.24849116049816E
10055,Vĩnh Long-48.jpeg,0.5443489,10.230132870196918N,105.99388520037272E
10056,Châu Thành District-176.jpeg,0.5443387,10.25700687077951N,106.21014535668066E
10057,Bến Tre City-841.jpeg,0.54422,10.273144275383464N,106.34336943421296E
10058,Cao Lanh City-207.jpeg,0.5441999,10.424409270827345N,105.58106064374226E
10059,Long Hồ District-7.jpeg,0.54417163,10.137820703120617N,106.00299509204586E
10060,Hiệp Hòa District-1391.jpeg,0.544137,21.334901347475153N,105.94856326306252E
10061,Cao Lanh City-437.jpeg,0.54382455,10.43788393845606N,105.6276487312268E
10062,Binh Minh Town-1040.jpeg,0.5437689,10.093534810581922N,105.84058377109918E
10063,Hiệp Hòa District-1048.jpeg,0.54369175,21.31603681279432N,105.92541839053061E
10064,Mỹ Tho-751.jpeg,0.5436791,10.38260914073993N,106.33000913278958E
10065,Trà Vinh City-446.jpeg,0.5436331,9.960743574719407N,106.32902954770172E
10066,Thái Bình-796.jpeg,0.5436289,20.49314651253355N,106.36371254923672E
10068,Go Cong Town-957.jpeg,0.54349077,10.433118476579022N,106.65941229431952E
10071,Sa Đéc City-69.jpeg,0.54342216,10.276150937260002N,105.7189482689733E
10072,Long Hồ District-994.jpeg,0.5433869,10.194414307161201N,105.96191773368116E
10073,Cao Lanh City-617.jpeg,0.5432935,10.451358606084778N,105.59202254667981E
10074,Bến Tre City-173.jpeg,0.54324436,10.216550671342874N,106.38444738297022E
10077,Bến Tre City-215.jpeg,0.54313743,10.221940538394358N,106.35158502396442E
10078,Duy Tiên District-1229.jpeg,0.5430903,20.66720751373832N,105.91873799124104E
10079,Long Hồ District-967.jpeg,0.5430548,10.19171937363546N,106.00025660148823E
10081,Hiệp Hòa District-1885.jpeg,0.54300207,21.36185068273349N,105.96881502652796E
10082,Long Hồ District-619.jpeg,0.54288775,10.175549772481006N,105.92631735643175E
10083,Cai Lậy Town-548.jpeg,0.54281783,10.403283106645949N,106.0991391363294E
10084,Go Cong Town-22.jpeg,0.54278785,10.341490736703754N,106.65667226543519E
10085,Tây Ninh City-45.jpeg,0.5427457,11.304356104029708N,106.07564875819216E
10086,Mỹ Tho-588.jpeg,0.5427323,10.369134473111218N,106.40945796833138E
10087,Châu Thành District-2075.jpeg,0.5427186,10.308210607768618N,106.40187437576826E
10088,Cai Lậy Town-281.jpeg,0.54264474,10.384418571965746N,106.1320211792299E
10089,Hiệp Hòa District-1021.jpeg,0.5426356,21.313341879268485N,105.98038746279394E
10090,Sa Đéc City-609.jpeg,0.5426186,10.354304009506548N,105.70525193354302E
10091,Vĩnh Long-469.jpeg,0.54261357,10.262472072505828N,105.91994128484181E
10092,Thái Bình-741.jpeg,0.5425215,20.48506171195607N,106.36946506406538E
10093,Cai Lậy Town-266.jpeg,0.54244,10.384418571965746N,106.09091862560427E
10094,Long Hồ District-1314.jpeg,0.5424027,10.218668708892883N,105.98930263925763E
10095,Cai Lậy Town-343.jpeg,0.5423978,10.387113505491493N,106.18956475430575E
10097,Cai Lậy Town-1204.jpeg,0.54228914,10.451791910109334N,106.12380066850477E
10098,Phu Ly City-28.jpeg,0.54226357,20.499295740311222N,105.90993402876019E
10099,Hiệp Hòa District-2457.jpeg,0.54225415,21.42652908735351N,105.963028808395E
10100,Mỹ Tho-710.jpeg,0.5421804,10.379914207214187N,106.32179028773353E
10101,Thái Bình-338.jpeg,0.5420722,20.447332642594546N,106.31193991577881E
10102,Thanh Liêm District-1640.jpeg,0.5420569,20.493564281883323N,105.89881647683056E
10103,Thanh Liêm District-678.jpeg,0.5419596,20.436970677841025N,105.95633875177664E
10105,Trà Vinh City-300.jpeg,0.54175353,9.936489172987736N,106.33450174726396E
10106,Thanh Liêm District-1108.jpeg,0.54161775,20.461225079573442N,105.96496709301856E
10107,Cao Lanh City-977.jpeg,0.541567,10.481002874867958N,105.63861063416432E
10108,Go Cong Town-377.jpeg,0.54156566,10.381914739589899N,106.6758524676256E
10109,Thanh Liêm District-798.jpeg,0.5415333,20.445055478418503N,105.90744481807246E
