image,pred,lon,lat
978.jpeg,0.97370195,11813511.32974132,1270237.3009131537
857.jpeg,0.9723724,11873820.27384781,1158487.7754624228
891.jpeg,0.97233766,11788452.293311251,2291356.616249951
897.jpeg,0.97193235,11791298.999900224,2290375.948458544
535.jpeg,0.97154003,11780040.110141857,1125923.8732906885
316.jpeg,0.97091013,11800839.261743344,2347514.589055621
892.jpeg,0.97070676,11786229.988517422,2289957.3620507694
402.jpeg,0.97067577,11793086.906717718,2309970.247337837
960.jpeg,0.9703095,11702042.837699505,1193034.8179803672
920.jpeg,0.9701905,11734991.184206776,1163227.6999844704
889.jpeg,0.96968645,11786228.855121816,2289958.1855446924
472.jpeg,0.969529,11702723.849269545,1197426.3451005635
515.jpeg,0.96938413,11759981.44912442,1167438.7721003152
8.jpeg,0.96929204,11705008.533707503,1197721.1866906
340.jpeg,0.9692714,11797499.864858704,2342862.3527054708
703.jpeg,0.969262,11840640.689455634,1143895.1349782862
475.jpeg,0.9691486,11704809.988327015,1195884.3613485538
10.jpeg,0.96877366,11738343.022305757,1160081.5875469258
859.jpeg,0.96870965,11841955.180673271,2329056.281391333
476.jpeg,0.96841854,11703894.627784535,1194931.3602879029
801.jpeg,0.96813923,11833710.977496546,1165886.374649375
317.jpeg,0.9680705,11803101.801783118,2346686.5151867066
247.jpeg,0.9680607,11802172.491745489,2378944.87591458
403.jpeg,0.9679593,11793289.642967,2309822.144726488
541.jpeg,0.9679464,11796643.168046232,1139527.934368928
303.jpeg,0.9674704,11809647.823610565,2348990.074669364
797.jpeg,0.9674392,11829611.47219378,1161715.3289193497
499.jpeg,0.96728814,11753924.42740584,1171363.982779958
886.jpeg,0.9672696,11785606.160310311,2291696.90793454
725.jpeg,0.96721005,11835489.526926547,1118565.15246721
717.jpeg,0.9671487,11844976.47599766,1145676.9397475545
200.jpeg,0.9670874,11822776.680952182,2426717.0637120977
429.jpeg,0.96702373,11785530.830986816,2291955.314175506
464.jpeg,0.9668036,11699164.511074226,1196055.0243307769
256.jpeg,0.96661705,11807129.090940973,2375227.564884836
34.jpeg,0.9666082,11790742.606884755,1137107.254171585
466.jpeg,0.9665636,11701350.74113416,1199779.5512820035
508.jpeg,0.96637213,11757526.16259542,1172967.4473279836
170.jpeg,0.9663644,11796937.34564036,2423010.762193353
710.jpeg,0.96636146,11843807.290833429,1142839.3772094776
11.jpeg,0.9661314,11738276.185494555,1159502.4204072603
513.jpeg,0.965978,11757065.421467235,1170060.3058717195
341.jpeg,0.9658396,11797413.772877373,2342867.748236021
301.jpeg,0.96570665,11808618.376726229,2348266.7622102564
455.jpeg,0.96555716,11837650.440896489,2331759.416067875
426.jpeg,0.96539783,11793649.553239755,2295821.430545398
197.jpeg,0.96536416,11819123.334102483,2428200.225538456
934.jpeg,0.96534026,11742694.068117429,1155879.8872347046
210.jpeg,0.96529293,11804728.234226856,2384875.2828029376
223.jpeg,0.9652914,11810802.530459546,2379116.277239284
411.jpeg,0.9651298,11789715.925070465,2307748.536183615
465.jpeg,0.9650543,11701666.263048971,1199688.9413004124
222.jpeg,0.96503454,11812049.743213767,2380892.062946764
571.jpeg,0.9648971,11840197.24555944,1116468.0278678522
