image,pred,lon,lat
Yên Mỹ District-240.jpeg,0.93318385,20.86935967510297N,106.03637638993158E
Long Hồ District-736.jpeg,0.9330042,10.180939639532488N,105.94000980922003E
Chau Doc City-946.jpeg,0.9324338,10.693090075503575N,105.15635813509175E
Hiệp Hòa District-2122.jpeg,0.932296,21.380715217414327N,105.98617368092694E
Mỹ Tho-529.jpeg,0.93180645,10.366439539585475N,106.35740528297643E
Hung Yen City-731.jpeg,0.93175274,20.69068094554593N,106.03456207446143E
Phu Ly City-419.jpeg,0.9314978,20.537024809672765N,105.90417811071494E
Hiệp Hòa District-1838.jpeg,0.93067354,21.359155749207655N,105.96013569932848E
Duy Tiên District-2.jpeg,0.930459,20.559410172705306N,105.97345057372313E
Mỹ Hào District-83.jpeg,0.9300968,20.896156941011558N,106.09064516226894E
Cao Lanh City-480.jpeg,0.9298613,10.440578871981804N,105.63312968269553E
Hiệp Hòa District-2220.jpeg,0.9297694,21.388800017991827N,106.00931855345885E
Long Xuyen City-746.jpeg,0.9296437,10.374483341312532N,105.43584763974262E
Cao Lanh City-112.jpeg,0.9291141,10.416324470250116N,105.66875586724257E
Hiệp Hòa District-8.jpeg,0.92854136,21.227104006441834N,105.96881502652796E
Cao Lanh City-733.jpeg,0.9284389,10.45944340666201N,105.63861063416432E
Chau Doc City-790.jpeg,0.9283492,10.685005274926342N,105.0740827731793E
Phu Ly City-630.jpeg,0.92798483,20.550499477301887N,105.9329577009412E
Mỹ Tho-411.jpeg,0.92769694,10.358354739008243N,106.36288451301381E
Hiệp Hòa District-1034.jpeg,0.9274013,21.313341879268485N,106.01799788065833E
Yên Mỹ District-481.jpeg,0.9273002,20.885529276257937N,106.03349174718919E
Mỹ Tho-324.jpeg,0.92713916,10.35296487195676N,106.34370720788299E
Duy Tiên District-151.jpeg,0.92659956,20.589054441489374N,105.97920979293177E
Yên Mỹ District-418.jpeg,0.92655724,20.88283434273211N,105.97579889234086E
Bac Giang City-358.jpeg,0.9261114,21.27261494343084N,106.16202695929204E
Tam Điệp-343.jpeg,0.9255146,20.13856000839758N,105.89813247970444E
Tây Ninh City-705.jpeg,0.924903,11.360949708070418N,106.13062553408761E
Thanh Liêm District-503.jpeg,0.92447156,20.426190943737737N,105.95346263802935E
Ninh Bình-140.jpeg,0.9243056,20.228052807850748N,105.9916872412553E
Hiệp Hòa District-1136.jpeg,0.924012,21.321426679845985N,105.91963217239763E
Binh Minh Town-808.jpeg,0.9237776,10.069280408850249N,105.80774095575431E
Mỹ Hào District-9.jpeg,0.9236367,20.87998733985659N,106.09641561712445E
Tam Điệp-720.jpeg,0.9229996,20.162814410129968N,105.86081173076859E
Tây Ninh City-1662.jpeg,0.9220824,11.431017979739876N,106.11413250131899E
Bến Tre City-376.jpeg,0.9220353,10.235415206023072N,106.36253914363303E
Mỹ Hào District-301.jpeg,0.9205343,20.917716409218183N,106.136808801113E
Go Cong Town-113.jpeg,0.9201932,10.354965404332471N,106.66489235208824E
Hiệp Hòa District-1870.jpeg,0.919859,21.36185068273349N,105.92541839053061E
Mỹ Tho-283.jpeg,0.9197217,10.350269938431014N,106.34370720788299E
Hung Yen City-206.jpeg,0.91930234,20.62869747445194N,106.09216507343562E
Phu Ly City-691.jpeg,0.9192597,20.555889344353528N,105.90130015169234E
Yên Mỹ District-285.jpeg,0.9180616,20.872054608628797N,106.06233817461333E
Mỹ Hào District-751.jpeg,0.91755843,20.950055611528136N,106.1310383462575E
Vĩnh Long-537.jpeg,0.91709685,10.267861939557308N,105.91720262130362E
Hiệp Hòa District-1521.jpeg,0.91705996,21.340291214526815N,106.01510477159182E
Hiệp Hòa District-1723.jpeg,0.916438,21.351070948630156N,106.03246342599076E
Mỹ Hào District-922.jpeg,0.9163949,20.96353027915728N,106.07333379770245E
Go Cong Town-311.jpeg,0.91629595,10.376524872538408N,106.6347520343604E
Tam Điệp-494.jpeg,0.9159334,20.149339742500864N,105.89239082602198E
Hiệp Hòa District-1484.jpeg,0.91585547,21.340291214526815N,105.90805973613166E
Cai Lậy Town-772.jpeg,0.9153868,10.419452707800412N,106.16216305188868E
Thanh Liêm District-1150.jpeg,0.9153709,20.463920013099266N,105.95058652428204E
Long Xuyen City-1165.jpeg,0.9153499,10.412212410672934N,105.43310794375199E
Chau Doc City-592.jpeg,0.9151868,10.67153060729762N,105.13716055064552E
Chau Doc City-1204.jpeg,0.9149359,10.725429277812513N,105.11247794207179E
Hoa Lư District-111.jpeg,0.9148737,20.197991774316336N,105.94496277429069E
Bac Giang City-101.jpeg,0.9147904,21.245665608172512N,106.1880541904425E
Go Cong Town-267.jpeg,0.91478175,10.371135005486924N,106.65393223655084E
Cai Lậy Town-1368.jpeg,0.9145222,10.462571644212304N,106.18408441382235E
Ninh Bình-286.jpeg,0.9144427,20.244222409005683N,105.96870816880897E
Mỹ Hào District-811.jpeg,0.91427004,20.955445478579797N,106.05313720570813E
Hiệp Hòa District-40.jpeg,0.91361684,21.235188807019327N,105.94567015399605E
Bến Tre City-612.jpeg,0.9132904,10.251584807177524N,106.3406309042958E
Hoa Lư District-195.jpeg,0.91307,20.206076574893803N,105.91623801927338E
Vĩnh Long-315.jpeg,0.9125985,10.251692338402854N,105.97197589206726E
Bac Giang City-536.jpeg,0.9108595,21.283394677534172N,106.2545682256048E
Chau Doc City-1082.jpeg,0.9107788,10.703869809606557N,105.12619050239051E
Phu Ly City-14.jpeg,0.90975845,20.493905873259575N,105.90417811071494E
Châu Thành District-1165.jpeg,0.90949017,10.283956206036935N,106.4292642356379E
Chau Doc City-1050.jpeg,0.9090174,10.701174876080813N,105.13167552651802E
Mỹ Hào District-773.jpeg,0.90858835,20.952750545053963N,106.06756334284692E
Duy Tiên District-1016.jpeg,0.90838623,20.653732846109186N,105.97633018332745E
Mỹ Tho-849.jpeg,0.9071301,10.38799900779142N,106.38754104818193E
Hiệp Hòa District-62.jpeg,0.9069892,21.237883740545165N,105.95145637212903E
Duy Tiên District-495.jpeg,0.9069693,20.624088577325107N,106.01376510818362E
Bến Tre City-570.jpeg,0.9057289,10.248889873651782N,106.33789237437865E
Hiệp Hòa District-1643.jpeg,0.90444547,21.34837601510432N,105.93988393586307E
Hung Yen City-129.jpeg,0.90433073,20.623307607400292N,106.05760327405113E
Long Xuyen City-408.jpeg,0.90430784,10.344839072529355N,105.46598429563967E
Hiệp Hòa District-1937.jpeg,0.9040981,21.364545616259328N,105.99774611719289E
Yên Mỹ District-1068.jpeg,0.9038278,20.931343146197026N,106.02195317621951E
Cao Lanh City-935.jpeg,0.90355325,10.478307941342212N,105.61394635255486E
Mỹ Tho-518.jpeg,0.90348065,10.366439539585475N,106.3272695177709E
Tam Điệp-742.jpeg,0.9033462,20.162814410129968N,105.9239699212754E
Trà Vinh City-837.jpeg,0.90328723,10.00655744465701N,106.31261294901503E
Bến Tre City-834.jpeg,0.9031941,10.273144275383464N,106.3241997247929E
Long Xuyen City-255.jpeg,0.9030387,10.331364404900643N,105.47694307960226E
Mỹ Hào District-600.jpeg,0.9026627,20.941970810950647N,106.07044857027465E
Tây Ninh City-128.jpeg,0.90250695,11.312440904606953N,106.10588598493464E
Mỹ Hào District-542.jpeg,0.90027946,20.936580943898992N,106.14546448339627E
Mỹ Tho-816.jpeg,0.9000389,10.385304074265676N,106.40397873829403E
Long Hồ District-241.jpeg,0.89950275,10.156685237800811N,105.94548679033528E
Hung Yen City-207.jpeg,0.8993309,20.62869747445194N,106.09504522338432E
Binh Minh Town-759.jpeg,0.8989115,10.063890541798765N,105.81047785703304E
Binh Minh Town-941.jpeg,0.89890254,10.082755076478954N,105.83510996854167E
Long Hồ District-1152.jpeg,0.8988872,10.205194041264168N,105.99751811093057E
Hoa Lư District-1202.jpeg,0.8978881,20.311178982400836N,105.93060039678204E
Phu Ly City-31.jpeg,0.89759725,20.499295740311222N,105.91856790582808E
Bac Giang City-194.jpeg,0.89707303,21.25644534227584N,106.1764865321534E
