,image,pred,lon,lat,anditi_id
183,Ninh Bình-1324.jpeg,0.04904196,20.248264809294348N,105.98019770503213E,863
131,Long Hồ District-7543.jpeg,0.048876952,10.279304713222182N,105.95233301672941E,546
76,Sa Đéc City-1124.jpeg,0.048681363,10.301752805754587N,105.7545587410923E,526
2,Tây Ninh City-189.jpeg,0.04821737,11.30300863726684N,106.11000924312664E,95
203,Phu Ly City-3870.jpeg,0.04763674,20.57879627932292N,105.94590851654337E,345
127,Tây Ninh City-55.jpeg,0.047468506,11.29761877021534N,106.10588598493449E,992
135,Cai Lậy Town-2330.jpeg,0.047415446,10.404630573408856N,106.13887160483415E,768
252,Cao Lanh City-3082.jpeg,0.04722778,10.46348580695066N,105.62353801762521E,511
188,Vĩnh Long-973.jpeg,0.046937697,10.24764993811426N,105.9706065602977E,666
75,Hiệp Hòa District-8682.jpeg,0.04683942,21.384757617702867N,105.97460124466096E,129
144,Vĩnh Long-1304.jpeg,0.04672821,10.253039805165749N,105.97608388737403E,671
119,Tây Ninh City-295.jpeg,0.04671453,11.30570357079259N,106.13612321167683E,982
182,Long Xuyen City-3621.jpeg,0.046706483,10.387958008941302N,105.42351900778473E,485
140,Thanh Liêm District-1558.jpeg,0.046637487,20.419453609923103N,105.90888287494612E,379
205,Hung Yen City-2592.jpeg,0.04645906,20.67990121144253N,106.07920439866642E,274
232,Ninh Bình-1534.jpeg,0.04632803,20.253654676345977N,105.96727197678109E,869
132,Trà Vinh City-2127.jpeg,0.04631125,9.970175842059554N,106.35365444573178E,754
156,Trà Vinh City-2127.jpeg,0.04631125,9.970175842059554N,106.35365444573178E,51
142,Trà Vinh City-2127.jpeg,0.04631125,9.970175842059554N,106.35365444573178E,755
99,Ninh Bình-1377.jpeg,0.046305504,20.249612276057256N,105.97158055286475E,873
110,Tây Ninh City-4792.jpeg,0.046283692,11.393288910379463N,106.12925111468995E,980
247,Trà Vinh City-997.jpeg,0.04605316,9.92705690564767N,106.3331336973734E,750
200,Trà Vinh City-997.jpeg,0.04605316,9.92705690564767N,106.3331336973734E,746
117,Hiệp Hòa District-3959.jpeg,0.04591256,21.311994412505456N,105.95145637212903E,151
163,Bến Tre City-3031.jpeg,0.04584791,10.262364541280542N,106.3844473829699E,713
173,Long Hồ District-2595.jpeg,0.04582604,10.176897239243907N,105.93316358282588E,37
136,Go Cong Town-3643.jpeg,0.045568872,10.430423543053335N,106.64297212101346E,844
24,Mỹ Tho-2112.jpeg,0.045254707,10.366439539585507N,106.35466566795807E,814
36,Cai Lậy Town-1759.jpeg,0.045221522,10.393850839305875N,106.19504509478917E,780
179,Long Xuyen City-528.jpeg,0.04521553,10.320584670797679N,105.48379231957885E,16
169,Bến Tre City-1610.jpeg,0.04518857,10.23676267278597N,106.38855517784562E,712
161,Bến Tre City-1610.jpeg,0.04518857,10.23676267278597N,106.38855517784562E,696
130,Go Cong Town-3593.jpeg,0.045154084,10.429076076290466N,106.68270253983648E,601
171,Tây Ninh City-268.jpeg,0.045041237,11.30570357079259N,106.0990138879476E,605
237,Long Xuyen City-3560.jpeg,0.044898894,10.38661054217843N,105.42488885578005E,484
184,Hiệp Hòa District-3130.jpeg,0.044737037,21.299867211639217N,105.93843738132982E,155
122,Long Xuyen City-3563.jpeg,0.044537537,10.38661054217843N,105.42899839976602E,483
248,Hiệp Hòa District-811.jpeg,0.044488903,21.25674827522595N,105.96881502652796E,171
175,Long Hồ District-4033.jpeg,0.044312745,10.195761773924112N,105.94000980922E,39
69,Vĩnh Long-1219.jpeg,0.044168077,10.251692338402876N,105.97471455560495E,670
141,Bến Tre City-1801.jpeg,0.044051338,10.240805073074588N,106.33378457950285E,690
210,Tây Ninh City-527.jpeg,0.043915056,11.312440904606968N,106.12787669529254E,979
189,Tây Ninh City-1959.jpeg,0.04391173,11.346127573678837N,106.10863482372925E,617
52,Chau Doc City-4673.jpeg,0.043820485,10.715997010472476N,105.11110668603992E,467
47,Binh Minh Town-827.jpeg,0.043774113,10.014034271572568N,105.88711109283817E,538
224,Cai Lậy Town-4198.jpeg,0.04367695,10.441012176006415N,106.10872973217536E,93
111,Tây Ninh City-749.jpeg,0.043569334,11.31917823842134N,106.09763946855021E,965
195,Tây Ninh City-363.jpeg,0.043265715,11.308398504318339N,106.10038830734497E,606
227,Long Hồ District-5605.jpeg,0.043128822,10.226753509470168N,105.97697943174823E,560
215,Trà Vinh City-1281.jpeg,0.04303927,9.941879040039254N,106.34544614638844E,727
123,Long Hồ District-3922.jpeg,0.042965297,10.193066840398368N,106.0112105637188E,570
139,Thái Bình-1709.jpeg,0.042949475,20.454069976409034N,106.33063558897193E,449
70,Hiệp Hòa District-6710.jpeg,0.042920556,21.349723481867073N,105.963028808395E,994
245,Cai Lậy Town-1686.jpeg,0.042804085,10.393850839305875N,106.09502888096684E,81
162,Long Hồ District-5222.jpeg,0.04256494,10.218668708892936N,105.98519490342116E,558
84,Long Xuyen City-3800.jpeg,0.04235143,10.392000409229915N,105.41940946379877E,921
96,Phu Ly City-1536.jpeg,0.042239223,20.53432987614687N,105.92000688533959E,352
268,Tây Ninh City-460.jpeg,0.04213239,11.311093437844091N,106.10176272674236E,967
159,Sa Đéc City-1091.jpeg,0.04210155,10.300405338991713N,105.76551580943658E,529
194,Cai Lậy Town-2317.jpeg,0.041983925,10.404630573408856N,106.12106049826306E,83
223,Trà Vinh City-1376.jpeg,0.041781247,9.94726890709074N,106.3331336973734E,575
269,Hiệp Hòa District-206.jpeg,0.041762345,21.236536273782235N,105.9442235994628E,166
197,Mỹ Hào District-1324.jpeg,0.04175813,20.92041134274396N,106.13969402854077E,217
174,Thái Bình-907.jpeg,0.041650925,20.437900375254113N,106.33207371767911E,434
177,Long Hồ District-5712.jpeg,0.04157286,10.229448442995913N,105.92084037531647E,542
213,Tây Ninh City-904.jpeg,0.041486867,11.323220638709966N,106.0797720163843E,607
273,Mỹ Tho-2113.jpeg,0.041391797,10.366439539585507N,106.35603547546741E,64
257,Tây Ninh City-692.jpeg,0.04136802,11.317830771658468N,106.09076737156333E,991
204,Chau Doc City-4026.jpeg,0.041354787,10.698479942555121N,105.1467593428686E,474
160,Long Xuyen City-3486.jpeg,0.04114734,10.385263075415558N,105.41529991981282E,919
231,Tam Điệp-2426.jpeg,0.04110935,20.156077076315338N,105.9110512004899E,893
164,Long Xuyen City-3096.jpeg,0.040731613,10.377178274838322N,105.44406672771456E,486
44,Long Xuyen City-3982.jpeg,0.040262256,10.396042809518535N,105.4276285517707E,923
214,Bến Tre City-3296.jpeg,0.040249784,10.270449341857772N,106.3584313487571E,579
198,Go Cong Town-723.jpeg,0.04020206,10.361702738146843N,106.67722248206778E,852
187,Tây Ninh City-1260.jpeg,0.040078275,11.331305439287211N,106.08252085517903E,963
104,Mỹ Hào District-1546.jpeg,0.04002485,20.92580120979561N,106.09208777598282E,233
196,Go Cong Town-1248.jpeg,0.040017776,10.375177405775567N,106.68270253983648E,602
128,Hoa Lư District-4036.jpeg,0.039994888,20.29231444771992N,105.9621976273011E,415
28,Tây Ninh City-147.jpeg,0.039870325,11.301661170503968N,106.10588598493449E,969
51,Bac Giang City-1924.jpeg,0.039796807,21.280699744008253N,106.21697333616525E,201
48,Bến Tre City-1676.jpeg,0.039725132,10.238110139548846N,106.3762317932185E,694
206,Sa Đéc City-920.jpeg,0.03967692,10.295015471940223N,105.76140690880747E,908
165,Sa Đéc City-920.jpeg,0.03967692,10.295015471940223N,105.76140690880747E,914
178,Trà Vinh City-102.jpeg,0.03962943,9.893370236575885N,106.34407809649787E,752
212,Bac Giang City-1760.jpeg,0.039621614,21.278004810482425N,106.20974354973457E,105
20,Binh Minh Town-86.jpeg,0.039572187,9.992474803366619N,105.87342658644441E,537
284,Phu Ly City-2111.jpeg,0.03947161,20.543762143487246N,105.90417811071508E,350
208,Long Xuyen City-3370.jpeg,0.039404128,10.38256814188981N,105.44269687971924E,935
221,Long Xuyen City-3370.jpeg,0.039404128,10.38256814188981N,105.44269687971924E,927
199,Long Hồ District-5490.jpeg,0.039329555,10.224058575944424N,105.99888735620941E,556
285,Phu Ly City-2120.jpeg,0.03904146,20.543762143487246N,105.91712892631695E,634
230,Mỹ Tho-1725.jpeg,0.038922247,10.359702205771145N,106.36973355056092E,581
7,Cao Lanh City-4667.jpeg,0.03887314,10.497172476022477N,105.59065230881261E,504
274,Mỹ Tho-1639.jpeg,0.038622424,10.35835473900827N,106.36151470550483E,818
240,Trà Vinh City-815.jpeg,0.03826234,9.920319571833314N,106.32355734813949E,578
277,Phu Ly City-1966.jpeg,0.03821606,20.541067209961426N,105.9214458648509E,637
85,Mỹ Tho-1556.jpeg,0.038060524,10.3570072722454N,106.35740528297679E,816
253,Bac Giang City-1189.jpeg,0.037726726,21.265877609616194N,106.22131120802365E,203
102,Phu Ly City-1792.jpeg,0.037723247,20.538372276435606N,105.91856790582828E,644
251,Thanh Liêm District-1493.jpeg,0.037697047,20.41810614316019N,105.91463510244073E,375
219,Trà Vinh City-1185.jpeg,0.03768771,9.936489172987768N,106.35091834595066E,743
202,Ninh Bình-1688.jpeg,0.03759277,20.257697076634713N,105.98019770503213E,868
18,Go Cong Town-3390.jpeg,0.037526257,10.426381142764722N,106.62653194770736E,598
220,Trà Vinh City-1779.jpeg,0.037285957,9.960743574719457N,106.346814196279E,734
256,Trà Vinh City-2561.jpeg,0.037201762,9.980955576162524N,106.3331336973734E,723
176,Go Cong Town-655.jpeg,0.03718608,10.36035527138397N,106.65804227987735E,846
100,Go Cong Town-1465.jpeg,0.0371462,10.380567272827056N,106.70051272758474E,603
152,Chau Doc City-4408.jpeg,0.03704402,10.706564743132363N,105.10562166191242E,957
39,Phu Ly City-1706.jpeg,0.036901686,20.537024809672698N,105.91856790582828E,635
233,Long Hồ District-4615.jpeg,0.036889717,10.206541508027088N,105.96191773368116E,561
181,Thái Bình-1586.jpeg,0.036834866,20.451375042883214N,106.3407024899221E,100
254,Sa Đéc City-359.jpeg,0.036781404,10.277498404022884N,105.73401423794677E,530
79,Tây Ninh City-2853.jpeg,0.036754187,11.362297174833339N,106.10863482372925E,972
158,Long Hồ District-5988.jpeg,0.03669582,10.234838310047401N,105.93590207338352E,543
41,Hung Yen City-1634.jpeg,0.036647256,20.64890947589557N,106.05184297415371E,288
66,Hung Yen City-1634.jpeg,0.036647256,20.64890947589557N,106.05184297415371E,287
157,Tây Ninh City-2924.jpeg,0.03659734,11.363644641596215N,106.0990138879476E,966
228,Go Cong Town-2862.jpeg,0.03618633,10.416948875424618N,106.62379191882302E,842
279,Thái Bình-1524.jpeg,0.035994988,20.450027576120306N,106.34501687604359E,442
276,Thái Bình-1524.jpeg,0.035994988,20.450027576120306N,106.34501687604359E,99
260,Mỹ Tho-1550.jpeg,0.035126243,10.3570072722454N,106.34918643792068E,833
154,Mỹ Tho-1798.jpeg,0.035091985,10.361049672534014N,106.36014489799547E,63
242,Sa Đéc City-725.jpeg,0.034864236,10.288278138125861N,105.76962471006567E,913
263,Mỹ Tho-1193.jpeg,0.03310398,10.350269938431039N,106.40945796833202E,840
267,Go Cong Town-1463.jpeg,0.03285598,10.380567272827056N,106.69777269870038E,855
234,Mỹ Tho-1977.jpeg,0.03265031,10.36374460605976N,106.3861712406731E,60
238,Bến Tre City-1678.jpeg,0.031674255,10.238110139548846N,106.37897032313562E,719
243,Bến Tre City-1678.jpeg,0.031674255,10.238110139548846N,106.37897032313562E,708
275,Go Cong Town-2367.jpeg,0.03157099,10.404821674558763N,106.67037240985691E,56
239,Binh Minh Town-692.jpeg,0.031370398,10.01133933804682N,105.8570051787719E,32
147,Hiệp Hòa District-344.jpeg,0.02830791,21.240578674070978N,105.97026158106122E,168
64,Binh Minh Town-3900.jpeg,0.028022896,10.086797476767636N,105.84879447493564E,532
259,Duy Tiên District-969.jpeg,0.027362425,20.605224042644267N,105.93313603926266E,330
264,Duy Tiên District-969.jpeg,0.027362425,20.605224042644267N,105.93313603926266E,332
262,Duy Tiên District-969.jpeg,0.027362425,20.605224042644267N,105.93313603926266E,331
167,Long Xuyen City-4087.jpeg,0.027093597,10.398737743044281N,105.41529991981282E,480
250,Thanh Liêm District-3589.jpeg,0.027023016,20.450445345470033N,105.92038732993534E,392
21,Long Xuyen City-3434.jpeg,0.022038119,10.383915608652682N,105.43721748773795E,925
