image,pred,lon,lat
Mỹ Hào District-751.jpeg,0.9591633304953575,20.950055611528136N,106.1310383462575E
Trà Vinh City-641.jpeg,0.9591400623321533,9.979608109399596N,106.36186274507514E
Bac Giang City-358.jpeg,0.9591375291347504,21.27261494343084N,106.16202695929204E
Duy Tiên District-715.jpeg,0.9590920433402061,20.637563244954233N,105.95905252570155E
Cao Lanh City-760.jpeg,0.9590679556131363,10.462138340187751N,105.62764873122678E
Phu Ly City-418.jpeg,0.9590612649917603,20.537024809672765N,105.90130015169234E
Mỹ Tho-239.jpeg,0.9590122327208519,10.347575004905272N,106.3272695177709E
Hung Yen City-696.jpeg,0.9587907716631889,20.685291078494277N,106.06624372389724E
Hiệp Hòa District-842.jpeg,0.9585103914141655,21.302562145165147N,105.99774611719289E
Châu Thành District-1383.jpeg,0.9584773778915405,10.289346073088419N,106.4320032216249E
Chau Doc City-1114.jpeg,0.9584627524018288,10.7065647431323N,105.12619050239051E
Cao Lanh City-215.jpeg,0.958440750837326,10.424409270827347N,105.60298444961734E
Vĩnh Long-18.jpeg,0.9583631902933121,10.227437936671175N,105.95280524729999E
Mỹ Tho-411.jpeg,0.9583430737257004,10.358354739008243N,106.36288451301381E
Hiệp Hòa District-1225.jpeg,0.9582470655441284,21.32681654689765N,105.90805973613166E
Cao Lanh City-636.jpeg,0.9581507742404938,10.451358606084778N,105.6440915856331E
Hiệp Hòa District-1034.jpeg,0.9578830599784851,21.313341879268485N,106.01799788065833E
Hiệp Hòa District-994.jpeg,0.9578324258327484,21.313341879268485N,105.90227351799868E
Mỹ Hào District-301.jpeg,0.9577024430036545,20.917716409218183N,106.136808801113E
Long Hồ District-1619.jpeg,0.9575989991426468,10.253702844727535N,105.99477962037295E
Vĩnh Long-315.jpeg,0.957449235022068,10.251692338402854N,105.97197589206726E
Sa Đéc City-419.jpeg,0.9573709070682526,10.32196480719763N,105.72990533731752E
Cao Lanh City-935.jpeg,0.9573690444231033,10.478307941342212N,105.61394635255486E
Hung Yen City-338.jpeg,0.9573600366711617,20.639477208555242N,106.10080552328174E
Bến Tre City-695.jpeg,0.9573156610131264,10.256974674229012N,106.37349326330161E
Yên Mỹ District-285.jpeg,0.9571690484881401,20.872054608628797N,106.06233817461333E
Ninh Bình-393.jpeg,0.957096703350544,20.255002143108964N,105.95434624853E
Long Hồ District-241.jpeg,0.9570372849702835,10.156685237800811N,105.94548679033528E
Hiệp Hòa District-1785.jpeg,0.9568362757563591,21.356460815681825N,105.93699082679657E
Thái Bình-173.jpeg,0.9567950740456581,20.433857974965427N,106.32632120285044E
Phu Ly City-405.jpeg,0.9567444622516632,20.534329876146938N,105.9876389223711E
Cao Lanh City-187.jpeg,0.9566022381186485,10.4217143373016N,105.64135110989872E
Hiệp Hòa District-1570.jpeg,0.956571526825428,21.34298614805265N,106.00642544439235E
Duy Tiên District-589.jpeg,0.9563352465629578,20.629478444376755N,106.00512627937064E
Hiệp Hòa District-1723.jpeg,0.9563204571604729,21.351070948630156N,106.03246342599076E
Hiệp Hòa District-2220.jpeg,0.9563044533133507,21.388800017991827N,106.00931855345885E
Bến Tre City-827.jpeg,0.9562140926718712,10.270449341857724N,106.3570620837987E
Cao Lanh City-737.jpeg,0.9562096148729324,10.45944340666201N,105.64957253710186E
Hiệp Hòa District-1892.jpeg,0.9559966698288918,21.36185068273349N,105.98906678999342E
Mỹ Tho-234.jpeg,0.9559908658266068,10.347575004905272N,106.31357144267747E
Hoa Lư District-120.jpeg,0.955979198217392,20.197991774316336N,105.97081505380626E
Vĩnh Long-270.jpeg,0.9559123516082764,10.248997404877112N,105.96102123791452E
Hoa Lư District-1041.jpeg,0.955865666270256,20.2950093812459N,105.95070772529417E
Hoa Lư District-1208.jpeg,0.9558596834540367,20.311178982400836N,105.94783524979243E
Tam Điệp-742.jpeg,0.9558350667357445,20.162814410129968N,105.9239699212754E
Bac Giang City-568.jpeg,0.9558315351605415,21.286089611060007N,106.24010865274344E
Binh Minh Town-683.jpeg,0.9557976797223091,10.05580574122154N,105.81868856086925E
Châu Thành District-787.jpeg,0.9557712897658348,10.275871405459705N,106.2868369643157E
Hiệp Hòa District-1484.jpeg,0.9557563289999962,21.340291214526815N,105.90805973613166E
Long Hồ District-1281.jpeg,0.9557138904929161,10.215973775367138N,105.98930263925763E
Hoa Lư District-338.jpeg,0.9555595815181732,20.216856308997087N,105.95645267629762E
Hung Yen City-567.jpeg,0.9555435031652451,20.669121477339324N,106.0604834239998E
Yên Mỹ District-344.jpeg,0.9552656635642052,20.877444475680456N,106.0017606770226E
