,Unnamed: 0.1,Unnamed: 0,district,index,longitude,latitude,geometry,sum
181,646,767,Bac Giang City,767,11819190.488520583,2428278.4803749504,POINT (11819190.488520583 2428278.4803749504),412
182,516,621,Bac Giang City,621,11821765.900181407,2426668.531822277,POINT (11821765.900181407 2426668.531822277),682
183,520,625,Bac Giang City,625,11823053.606011825,2426668.531822277,POINT (11823053.606011825 2426668.531822277),639
184,519,624,Bac Giang City,624,11822731.679554218,2426668.531822277,POINT (11822731.679554218 2426668.531822277),274
185,393,484,Bac Giang City,484,11824019.385384632,2425380.6792198857,POINT (11824019.385384632 2425380.6792198857),547
186,392,483,Bac Giang City,483,11823697.45892703,2425380.6792198857,POINT (11823697.45892703 2425380.6792198857),775
187,246,316,Bac Giang City,316,11824663.23829984,2423770.9961690865,POINT (11824663.23829984 2423770.9961690865),10
188,176,233,Bac Giang City,233,11823375.532469423,2422805.257068555,POINT (11823375.532469423 2422805.257068555),349
189,176,233,Bac Giang City,233,11823375.532469423,2422805.257068555,POINT (11823375.532469423 2422805.257068555),349
190,265,337,Bac Giang City,337,11821443.973723806,2424092.920988447,POINT (11821443.973723806 2424092.920988447),765
191,265,337,Bac Giang City,337,11821443.973723806,2424092.920988447,POINT (11821443.973723806 2424092.920988447),765
192,294,368,Bac Giang City,368,11821122.047266204,2424414.8517022794,POINT (11821122.047266204 2424414.8517022794),775
193,17563,21736,Mỹ Hào District,634,11804817.684624366,2385281.790894808,POINT (11804817.684624366 2385281.790894808),272
194,17530,21693,Mỹ Hào District,591,11804817.684624366,2384960.570692664,POINT (11804817.684624366 2384960.570692664),201
195,17530,21693,Mỹ Hào District,591,11804817.684624366,2384960.570692664,POINT (11804817.684624366 2384960.570692664),201
196,27383,34002,Yên Mỹ District,1108,11804878.7761747,2384336.272598118,POINT (11804878.7761747 2384336.272598118),887
197,17608,21795,Mỹ Hào District,693,11809956.597393652,2385603.01687997,POINT (11809956.597393652 2385603.01687997),648
198,17608,21795,Mỹ Hào District,693,11809956.597393652,2385603.01687997,POINT (11809956.597393652 2385603.01687997),648
199,17517,21677,Mỹ Hào District,575,11813168.417874455,2384639.356272621,POINT (11813168.417874455 2384639.356272621),339
200,17491,21644,Mỹ Hào District,542,11816059.056307178,2384318.14763376,POINT (11816059.056307178 2384318.14763376),530
201,17312,21435,Mỹ Hào District,333,11815416.69221102,2382391.017153956,POINT (11815416.69221102 2382391.017153956),763
202,17280,21403,Mỹ Hào District,301,11815095.510162938,2382069.8489576443,POINT (11815095.510162938 2382069.8489576443),664
203,17155,21268,Mỹ Hào District,166,11814131.964018697,2380464.094565236,POINT (11814131.964018697 2380464.094565236),475
204,17155,21268,Mỹ Hào District,166,11814131.964018697,2380464.094565236,POINT (11814131.964018697 2380464.094565236),475
205,17173,21286,Mỹ Hào District,184,11812204.871730216,2380785.233901557,POINT (11812204.871730216 2380785.233901557),774
206,17173,21286,Mỹ Hào District,184,11812204.871730216,2380785.233901557,POINT (11812204.871730216 2380785.233901557),774
207,17081,21167,Mỹ Hào District,65,11810920.143537894,2379179.5949032144,POINT (11810920.143537894 2379179.5949032144),483
208,17081,21167,Mỹ Hào District,65,11810920.143537894,2379179.5949032144,POINT (11810920.143537894 2379179.5949032144),483
209,17239,21362,Mỹ Hào District,260,11811241.325585973,2381748.686535167,POINT (11811241.325585973 2381748.686535167),585
210,17271,21394,Mỹ Hào District,292,11812204.871730216,2382069.8489576443,POINT (11812204.871730216 2382069.8489576443),600
211,17270,21393,Mỹ Hào District,291,11811883.689682132,2382069.8489576443,POINT (11811883.689682132 2382069.8489576443),775
212,17354,21480,Mỹ Hào District,378,11809314.233297491,2383033.370871753,POINT (11809314.233297491 2383033.370871753),726
213,17294,21417,Mỹ Hào District,315,11809635.415345572,2382391.017153956,POINT (11809635.415345572 2382391.017153956),776
214,17293,21416,Mỹ Hào District,314,11809314.233297491,2382391.017153956,POINT (11809314.233297491 2382391.017153956),641
215,17328,21451,Mỹ Hào District,349,11810277.779441733,2382712.1911250195,POINT (11810277.779441733 2382712.1911250195),595
216,17328,21451,Mỹ Hào District,349,11810277.779441733,2382712.1911250195,POINT (11810277.779441733 2382712.1911250195),595
217,17356,21482,Mỹ Hào District,380,11809956.597393652,2383033.370871753,POINT (11809956.597393652 2383033.370871753),455
218,17468,21616,Mỹ Hào District,514,11807065.958960928,2384318.14763376,POINT (11807065.958960928 2384318.14763376),308
219,17539,21702,Mỹ Hào District,600,11807708.323057087,2384960.570692664,POINT (11807708.323057087 2384960.570692664),774
220,27349,33963,Yên Mỹ District,1069,11802630.957446257,2383693.8720080284,POINT (11802630.957446257 2383693.8720080284),710
221,27364,33981,Yên Mỹ District,1087,11802952.074407462,2384015.069413375,POINT (11802952.074407462 2384015.069413375),638
222,27322,33932,Yên Mỹ District,1038,11804878.7761747,2383051.4945318485,POINT (11804878.7761747 2383051.4945318485),357
223,27322,33932,Yên Mỹ District,1038,11804878.7761747,2383051.4945318485,POINT (11804878.7761747 2383051.4945318485),357
224,27259,33851,Yên Mỹ District,957,11806163.244019523,2382087.971640088,POINT (11806163.244019523 2382087.971640088),755
225,27259,33851,Yên Mỹ District,957,11806163.244019523,2382087.971640088,POINT (11806163.244019523 2382087.971640088),755
226,27081,33631,Yên Mỹ District,737,11805521.010097113,2380161.0817266945,POINT (11805521.010097113 2380161.0817266945),725
227,26999,33508,Yên Mỹ District,614,11805199.893135903,2379197.714655496,POINT (11805199.893135903 2379197.714655496),519
228,26898,33376,Yên Mỹ District,482,11803915.42529108,2378234.399474928,POINT (11803915.42529108 2378234.399474928),777
229,26898,33376,Yên Mỹ District,482,11803915.42529108,2378234.399474928,POINT (11803915.42529108 2378234.399474928),777
230,26860,33332,Yên Mỹ District,438,11803594.308329877,2377913.30594171,POINT (11803594.308329877 2377913.30594171),801
231,26955,33456,Yên Mỹ District,562,11802309.84048505,2378876.603830904,POINT (11802309.84048505 2378876.603830904),427
232,26955,33456,Yên Mỹ District,562,11802309.84048505,2378876.603830904,POINT (11802309.84048505 2378876.603830904),427
233,26751,33208,Yên Mỹ District,314,11803273.19136867,2376950.0599101232,POINT (11803273.19136867 2376950.0599101232),762
234,26751,33208,Yên Mỹ District,314,11803273.19136867,2376950.0599101232,POINT (11803273.19136867 2376950.0599101232),762
235,26786,33249,Yên Mỹ District,355,11803594.308329877,2377271.136160224,POINT (11803594.308329877 2377271.136160224),522
236,26786,33249,Yên Mỹ District,355,11803594.308329877,2377271.136160224,POINT (11803594.308329877 2377271.136160224),522
237,26628,33061,Yên Mỹ District,167,11802630.957446257,2375665.8124926034,POINT (11802630.957446257 2375665.8124926034),658
238,26628,33061,Yên Mỹ District,167,11802630.957446257,2375665.8124926034,POINT (11802630.957446257 2375665.8124926034),658
239,26660,33099,Yên Mỹ District,205,11803915.42529108,2375986.8657113845,POINT (11803915.42529108 2375986.8657113845),152
240,26615,33048,Yên Mỹ District,154,11807126.594903143,2375344.7650293605,POINT (11807126.594903143 2375344.7650293605),441
241,26615,33048,Yên Mỹ District,154,11807126.594903143,2375344.7650293605,POINT (11807126.594903143 2375344.7650293605),441
242,26723,33179,Yên Mỹ District,285,11806805.477941938,2376628.9894192275,POINT (11806805.477941938 2376628.9894192275),416
243,26760,33218,Yên Mỹ District,324,11806484.36098073,2376950.0599101232,POINT (11806484.36098073 2376950.0599101232),713
244,26793,33257,Yên Mỹ District,363,11806163.244019523,2377271.136160224,POINT (11806163.244019523 2377271.136160224),785
245,26888,33365,Yên Mỹ District,471,11800383.138717812,2378234.399474928,POINT (11800383.138717812 2378234.399474928),562
246,26912,33400,Yên Mỹ District,506,11798135.319989368,2378555.4987710207,POINT (11798135.319989368 2378555.4987710207),367
247,26943,33441,Yên Mỹ District,547,11797493.086066958,2378876.603830904,POINT (11797493.086066958 2378876.603830904),86
248,27065,33607,Yên Mỹ District,713,11797814.203028165,2380161.0817266945,POINT (11797814.203028165 2380161.0817266945),708
249,27066,33608,Yên Mỹ District,714,11798135.319989368,2380161.0817266945,POINT (11798135.319989368 2380161.0817266945),455
250,27197,33777,Yên Mỹ District,883,11803915.42529108,2381445.6519165384,POINT (11803915.42529108 2381445.6519165384),306
251,27197,33777,Yên Mỹ District,883,11803915.42529108,2381445.6519165384,POINT (11803915.42529108 2381445.6519165384),306
252,13842,17182,Hung Yen City,811,11803072.222965408,2356316.355518898,POINT (11803072.222965408 2356316.355518898),502
253,13842,17182,Hung Yen City,811,11803072.222965408,2356316.355518898,POINT (11803072.222965408 2356316.355518898),502
254,13783,17102,Hung Yen City,731,11803713.456616806,2355033.5813689325,POINT (11803713.456616806 2355033.5813689325),476
255,13851,17193,Hung Yen City,822,11806599.008048091,2356316.355518898,POINT (11806599.008048091 2356316.355518898),124
256,13851,17193,Hung Yen City,822,11806599.008048091,2356316.355518898,POINT (11806599.008048091 2356316.355518898),124
257,13771,17088,Hung Yen City,717,11806599.008048091,2354712.9020755985,POINT (11806599.008048091 2354712.9020755985),761
258,13728,17028,Hung Yen City,657,11808843.325827982,2353750.898366985,POINT (11808843.325827982 2353750.898366985),668
259,13728,17028,Hung Yen City,657,11808843.325827982,2353750.898366985,POINT (11808843.325827982 2353750.898366985),668
260,13683,16976,Hung Yen City,605,11805316.5407453,2353109.5910282824,POINT (11805316.5407453 2353109.5910282824),688
261,13683,16976,Hung Yen City,605,11805316.5407453,2353109.5910282824,POINT (11805316.5407453 2353109.5910282824),688
262,13688,16981,Hung Yen City,610,11806919.62487379,2353109.5910282824,POINT (11806919.62487379 2353109.5910282824),750
263,13674,16960,Hung Yen City,589,11806919.62487379,2352788.9458963084,POINT (11806919.62487379 2352788.9458963084),794
264,13661,16938,Hung Yen City,567,11806599.008048091,2352468.306454704,POINT (11806599.008048091 2352468.306454704),772
265,13661,16938,Hung Yen City,567,11806599.008048091,2352468.306454704,POINT (11806599.008048091 2352468.306454704),772
266,13660,16937,Hung Yen City,566,11806278.391222397,2352468.306454704,POINT (11806278.391222397 2352468.306454704),686
267,13634,16900,Hung Yen City,529,11806599.008048091,2351827.044638961,POINT (11806599.008048091 2351827.044638961),760
268,13632,16898,Hung Yen City,527,11805957.774396695,2351827.044638961,POINT (11805957.774396695 2351827.044638961),766
269,13632,16898,Hung Yen City,527,11805957.774396695,2351827.044638961,POINT (11805957.774396695 2351827.044638961),766
270,13568,16818,Hung Yen City,447,11805316.5407453,2350544.5892518195,POINT (11805316.5407453 2350544.5892518195),520
271,13526,16769,Hung Yen City,398,11805637.157571,2349903.395665846,POINT (11805637.157571 2349903.395665846),772
272,13526,16769,Hung Yen City,398,11805637.157571,2349903.395665846,POINT (11805637.157571 2349903.395665846),772
273,13504,16744,Hung Yen City,373,11805637.157571,2349582.8073965707,POINT (11805637.157571 2349582.8073965707),796
274,13504,16744,Hung Yen City,373,11805637.157571,2349582.8073965707,POINT (11805637.157571 2349582.8073965707),796
275,13527,16770,Hung Yen City,399,11805957.774396695,2349903.395665846,POINT (11805957.774396695 2349903.395665846),778
276,13549,16795,Hung Yen City,424,11805957.774396695,2350223.989617292,POINT (11805957.774396695 2350223.989617292),504
277,13507,16747,Hung Yen City,376,11806599.008048091,2349582.8073965707,POINT (11806599.008048091 2349582.8073965707),794
278,13527,16770,Hung Yen City,399,11805957.774396695,2349903.395665846,POINT (11805957.774396695 2349903.395665846),778
279,13462,16695,Hung Yen City,324,11806599.008048091,2348941.6479008896,POINT (11806599.008048091 2348941.6479008896),759
280,13462,16695,Hung Yen City,324,11806599.008048091,2348941.6479008896,POINT (11806599.008048091 2348941.6479008896),759
281,13434,16664,Hung Yen City,293,11806599.008048091,2348621.076672663,POINT (11806599.008048091 2348621.076672663),549
282,13322,16507,Hung Yen City,136,11808522.709002284,2347018.305691253,POINT (11808522.709002284 2347018.305691253),231
283,13305,16478,Hung Yen City,107,11808843.325827982,2346697.7685205443,POINT (11808843.325827982 2346697.7685205443),507
284,13413,16638,Hung Yen City,267,11808522.709002284,2348300.5111229653,POINT (11808522.709002284 2348300.5111229653),228
285,13413,16638,Hung Yen City,267,11808522.709002284,2348300.5111229653,POINT (11808522.709002284 2348300.5111229653),228
286,13391,16611,Hung Yen City,240,11810446.409956474,2347979.9512508856,POINT (11810446.409956474 2347979.9512508856),379
287,13472,16705,Hung Yen City,334,11809805.176305078,2348941.6479008896,POINT (11809805.176305078 2348941.6479008896),400
288,13446,16676,Hung Yen City,305,11810446.409956474,2348621.076672663,POINT (11810446.409956474 2348621.076672663),498
289,13557,16803,Hung Yen City,432,11808522.709002284,2350223.989617292,POINT (11808522.709002284 2350223.989617292),473
290,9288,11250,Duy Tiên District,1447,11801398.348920714,2354485.1565052588,POINT (11801398.348920714 2354485.1565052588),315
291,9142,11060,Duy Tiên District,1257,11802680.57562006,2352240.589183511,POINT (11802680.57562006 2352240.589183511),589
292,8765,10638,Duy Tiên District,835,11802039.462270388,2349355.1264634,POINT (11802039.462270388 2349355.1264634),583
293,8766,10639,Duy Tiên District,836,11802360.018945225,2349355.1264634,POINT (11802360.018945225 2349355.1264634),495
294,8712,10580,Duy Tiên District,777,11799475.008871697,2349034.5479097087,POINT (11799475.008871697 2349034.5479097087),486
295,8710,10578,Duy Tiên District,775,11798833.895522024,2349034.5479097087,POINT (11798833.895522024 2349034.5479097087),644
296,8803,10677,Duy Tiên District,874,11798513.338847186,2349675.7106977045,POINT (11798513.338847186 2349675.7106977045),373
297,9015,10916,Duy Tiên District,1113,11798513.338847186,2351278.7171103023,POINT (11798513.338847186 2351278.7171103023),269
298,8928,10819,Duy Tiên District,1016,11797231.112147842,2350637.4974934054,POINT (11797231.112147842 2350637.4974934054),159
299,8555,10394,Duy Tiên District,591,11801077.79224588,2347752.2904828675,POINT (11801077.79224588 2347752.2904828675),91
300,8516,10344,Duy Tiên District,541,11800757.235571042,2347431.740318587,POINT (11800757.235571042 2347431.740318587),727
301,8442,10255,Duy Tiên District,452,11803001.132294895,2346790.65701457,POINT (11803001.132294895 2346790.65701457),574
302,9094,11007,Duy Tiên District,1204,11798833.895522024,2351919.959471512,POINT (11798833.895522024 2351919.959471512),14
303,8784,10658,Duy Tiên District,855,11792422.762025297,2349675.7106977045,POINT (11792422.762025297 2349675.7106977045),686
304,8737,10605,Duy Tiên District,802,11791461.092000786,2349355.1264634,POINT (11791461.092000786 2349355.1264634),618
305,8736,10604,Duy Tiên District,801,11791140.535325948,2349355.1264634,POINT (11791140.535325948 2349355.1264634),783
306,8823,10700,Duy Tiên District,897,11790178.86530144,2349996.300613533,POINT (11790178.86530144 2349996.300613533),260
307,9083,10995,Duy Tiên District,1192,11793384.432049803,2351919.959471512,POINT (11793384.432049803 2351919.959471512),612
308,9083,10995,Duy Tiên District,1192,11793384.432049803,2351919.959471512,POINT (11793384.432049803 2351919.959471512),612
309,8864,10745,Duy Tiên District,942,11788896.638602093,2350316.8962117964,POINT (11788896.638602093 2350316.8962117964),354
310,8820,10696,Duy Tiên District,893,11788896.638602093,2349996.300613533,POINT (11788896.638602093 2349996.300613533),208
311,8820,10696,Duy Tiên District,893,11788896.638602093,2349996.300613533,POINT (11788896.638602093 2349996.300613533),208
312,8490,10312,Duy Tiên District,509,11790499.421976276,2347431.740318587,POINT (11790499.421976276 2347431.740318587),475
313,8452,10267,Duy Tiên District,464,11791140.535325948,2347111.1958294576,POINT (11791140.535325948 2347111.1958294576),493
314,8271,10044,Duy Tiên District,241,11792422.762025297,2344867.5432333564,POINT (11792422.762025297 2344867.5432333564),4
315,8271,10044,Duy Tiên District,241,11792422.762025297,2344867.5432333564,POINT (11792422.762025297 2344867.5432333564),4
316,8271,10044,Duy Tiên District,241,11792422.762025297,2344867.5432333564,POINT (11792422.762025297 2344867.5432333564),4
317,8278,10052,Duy Tiên District,249,11794987.215423986,2344867.5432333564,POINT (11794987.215423986 2344867.5432333564),616
318,8278,10052,Duy Tiên District,249,11794987.215423986,2344867.5432333564,POINT (11794987.215423986 2344867.5432333564),616
319,8319,10107,Duy Tiên District,304,11797551.668822678,2345508.558479233,POINT (11797551.668822678 2345508.558479233),303
320,8419,10227,Duy Tiên District,424,11793384.432049803,2346790.65701457,POINT (11793384.432049803 2346790.65701457),109
321,8538,10372,Duy Tiên District,569,11794025.545399476,2347752.2904828675,POINT (11794025.545399476 2347752.2904828675),309
322,8662,10522,Duy Tiên District,719,11796589.99879817,2348713.97503572,POINT (11796589.99879817 2348713.97503572),363
323,8339,10134,Duy Tiên District,331,11798192.782172352,2345829.0746062547,POINT (11798192.782172352 2345829.0746062547),722
324,8206,9954,Duy Tiên District,151,11797551.668822678,2342944.633495574,POINT (11797551.668822678 2342944.633495574),383
325,8206,9954,Duy Tiên District,151,11797551.668822678,2342944.633495574,POINT (11797551.668822678 2342944.633495574),383
326,8100,9823,Duy Tiên District,20,11796589.99879817,2340060.651040715,POINT (11796589.99879817 2340060.651040715),550
327,20180,24708,Phu Ly City,1007,11792402.909494163,2342205.5013620323,POINT (11792402.909494163 2342205.5013620323),344
328,20179,24707,Phu Ly City,1006,11792082.53656124,2342205.5013620323,POINT (11792082.53656124 2342205.5013620323),307
329,20144,24663,Phu Ly City,962,11794004.774158776,2341564.602869744,POINT (11794004.774158776 2341564.602869744),32
330,20106,24623,Phu Ly City,922,11789839.92603078,2341244.1621118085,POINT (11789839.92603078 2341244.1621118085),442
331,20106,24623,Phu Ly City,922,11789839.92603078,2341244.1621118085,POINT (11789839.92603078 2341244.1621118085),442
332,19855,24325,Phu Ly City,624,11790480.671896627,2338360.4497731,POINT (11790480.671896627 2338360.4497731),680
333,19775,24239,Phu Ly City,538,11787276.9425674,2337719.68697586,POINT (11787276.9425674 2337719.68697586),134
334,19744,24206,Phu Ly City,505,11789199.180164937,2337399.3140490977,POINT (11789199.180164937 2337399.3140490977),782
335,19743,24205,Phu Ly City,504,11788878.807232017,2337399.3140490977,POINT (11788878.807232017 2337399.3140490977),703
336,19636,24082,Phu Ly City,381,11790801.044829551,2336438.229145351,POINT (11790801.044829551 2336438.229145351),771
337,19898,24378,Phu Ly City,677,11795927.011756312,2338680.839645394,POINT (11795927.011756312 2338680.839645394),470
338,19571,24003,Phu Ly City,302,11793043.65536001,2335797.534097559,POINT (11793043.65536001 2335797.534097559),679
339,19471,23894,Phu Ly City,193,11796567.757622158,2334836.533839778,POINT (11796567.757622158 2334836.533839778),67
340,19470,23893,Phu Ly City,192,11796247.384689236,2334836.533839778,POINT (11796247.384689236 2334836.533839778),215
341,19657,24106,Phu Ly City,405,11798489.995219694,2336438.229145351,POINT (11798489.995219694 2336438.229145351),341
342,19657,24106,Phu Ly City,405,11798489.995219694,2336438.229145351,POINT (11798489.995219694 2336438.229145351),341
343,19839,24305,Phu Ly City,604,11796247.384689236,2338040.0655502244,POINT (11796247.384689236 2338040.0655502244),12
344,19962,24455,Phu Ly City,754,11797208.503488004,2339321.636341871,POINT (11797208.503488004 2339321.636341871),581
345,19962,24455,Phu Ly City,754,11797208.503488004,2339321.636341871,POINT (11797208.503488004 2339321.636341871),581
346,23136,28742,Thanh Liêm District,1900,11797887.183827698,2333514.6798092,POINT (11797887.183827698 2333514.6798092),190
347,23136,28742,Thanh Liêm District,1900,11797887.183827698,2333514.6798092,POINT (11797887.183827698 2333514.6798092),190
348,23032,28623,Thanh Liêm District,1781,11795966.178720815,2332553.8000839828,POINT (11795966.178720815 2332553.8000839828),357
349,22998,28579,Thanh Liêm District,1737,11794685.508649563,2332233.518109395,POINT (11794685.508649563 2332233.518109395),302
350,22840,28376,Thanh Liêm District,1534,11795966.178720815,2330632.192699289,POINT (11795966.178720815 2330632.192699289),455
351,22840,28376,Thanh Liêm District,1534,11795966.178720815,2330632.192699289,POINT (11795966.178720815 2330632.192699289),455
352,22513,27904,Thanh Liêm District,1062,11796286.346238632,2327429.963830727,POINT (11796286.346238632 2327429.963830727),63
353,22515,27906,Thanh Liêm District,1064,11796926.681274258,2327429.963830727,POINT (11796926.681274258 2327429.963830727),193
354,22214,27478,Thanh Liêm District,636,11795646.011203006,2324548.438254306,POINT (11795646.011203006 2324548.438254306),169
355,22115,27341,Thanh Liêm District,499,11793404.83857831,2323588.0307472805,POINT (11793404.83857831 2323588.0307472805),245
356,22080,27297,Thanh Liêm District,455,11792764.503542682,2323267.906128034,POINT (11792764.503542682 2323267.906128034),437
357,22026,27225,Thanh Liêm District,383,11792764.503542682,2322627.673708758,POINT (11792764.503542682 2322627.673708758),226
358,21950,27129,Thanh Liêm District,287,11792444.33602487,2321667.367114315,POINT (11792444.33602487 2321667.367114315),121
359,22018,27217,Thanh Liêm District,375,11790203.163400171,2322627.673708758,POINT (11790203.163400171 2322627.673708758),717
360,22018,27217,Thanh Liêm District,375,11790203.163400171,2322627.673708758,POINT (11790203.163400171 2322627.673708758),717
361,21828,26958,Thanh Liêm District,116,11789882.995882358,2319426.8477615537,POINT (11789882.995882358 2319426.8477615537),68
362,21804,26921,Thanh Liêm District,79,11791163.665953614,2318466.7091377266,POINT (11791163.665953614 2318466.7091377266),437
363,22016,27215,Thanh Liêm District,373,11789562.828364547,2322627.673708758,POINT (11789562.828364547 2322627.673708758),647
364,21989,27180,Thanh Liêm District,338,11789242.660846733,2322307.5659069186,POINT (11789242.660846733 2322307.5659069186),472
365,22490,27879,Thanh Liêm District,1037,11788282.158293292,2327429.963830727,POINT (11788282.158293292 2327429.963830727),732
366,22489,27878,Thanh Liêm District,1036,11787961.990775475,2327429.963830727,POINT (11787961.990775475 2327429.963830727),671
367,22754,28259,Thanh Liêm District,1417,11788602.325811109,2329991.701934316,POINT (11788602.325811109 2329991.7019343157),94
368,22753,28258,Thanh Liêm District,1416,11788282.158293292,2329991.701934316,POINT (11788282.158293292 2329991.7019343157),262
369,22752,28257,Thanh Liêm District,1415,11787961.990775475,2329991.701934316,POINT (11787961.990775475 2329991.7019343157),749
370,23018,28602,Thanh Liêm District,1760,11788282.158293292,2332553.8000839828,POINT (11788282.158293292 2332553.8000839828),752
371,23019,28603,Thanh Liêm District,1761,11788602.325811109,2332553.8000839828,POINT (11788602.325811109 2332553.8000839828),297
372,21936,27112,Thanh Liêm District,270,11787001.488222038,2321667.367114315,POINT (11787001.488222038 2321667.367114315),430
373,22023,27222,Thanh Liêm District,380,11791804.000989242,2322627.673708758,POINT (11791804.000989242 2322627.673708758),93
374,22331,27646,Thanh Liêm District,804,11791483.833471429,2325829.060145793,POINT (11791483.833471429 2325829.060145793),534
375,22331,27646,Thanh Liêm District,804,11791483.833471429,2325829.060145793,POINT (11791483.833471429 2325829.060145793),534
376,22397,27741,Thanh Liêm District,899,11790843.4984358,2326469.4047715915,POINT (11790843.4984358 2326469.4047715915),588
377,22665,28122,Thanh Liêm District,1280,11790843.4984358,2329031.007977487,POINT (11790843.4984358 2329031.007977487),644
378,22666,28123,Thanh Liêm District,1281,11791163.665953614,2329031.007977487,POINT (11791163.665953614 2329031.007977487),309
379,19339,23749,Phu Ly City,48,11789839.92603078,2332914.685564466,POINT (11789839.92603078 2332914.685564466),670
380,19352,23762,Phu Ly City,61,11789839.92603078,2333234.9795200787,POINT (11789839.92603078 2333234.9795200787),491
381,23060,28651,Thanh Liêm District,1809,11791804.000989242,2332874.0876915418,POINT (11791804.000989242 2332874.0876915418),162
382,23094,28690,Thanh Liêm District,1848,11792124.168507054,2333194.3809329784,POINT (11792124.168507054 2333194.3809329784),762
383,22677,28135,Thanh Liêm District,1293,11795005.676167376,2329031.007977487,POINT (11795005.676167376 2329031.007977487),744
384,22675,28133,Thanh Liêm District,1291,11794365.34113175,2329031.007977487,POINT (11794365.34113175 2329031.007977487),790
385,22637,28083,Thanh Liêm District,1241,11793404.83857831,2328710.7879057555,POINT (11793404.83857831 2328710.7879057555),339
386,13208,16276,Hoa Lư District,1205,11793099.783126026,2309931.014032852,POINT (11793099.783126026 2309931.014032852),304
387,13209,16277,Hoa Lư District,1206,11793419.545636196,2309931.014032852,POINT (11793419.545636196 2309931.014032852),154
388,13116,16142,Hoa Lư District,1071,11794059.070656534,2308331.6389813703,POINT (11794059.070656534 2308331.6389813703),716
389,13116,16142,Hoa Lư District,1071,11794059.070656534,2308331.6389813703,POINT (11794059.070656534 2308331.6389813703),716
390,13116,16142,Hoa Lư District,1071,11794059.070656534,2308331.6389813703,POINT (11794059.070656534 2308331.6389813703),716
391,13088,16112,Hoa Lư District,1041,11794378.833166704,2308011.780668361,POINT (11794378.833166704 2308011.780668361),720
392,13027,16046,Hoa Lư District,975,11794698.595676873,2307372.08073242,POINT (11794698.595676873 2307372.08073242),600
393,13064,16087,Hoa Lư District,1016,11796936.933248054,2307691.927919012,POINT (11796936.933248054 2307691.927919012),738
394,13043,16065,Hoa Lư District,994,11789902.158024335,2307691.927919012,POINT (11789902.158024335 2307691.927919012),530
395,13042,16064,Hoa Lư District,993,11789582.395514168,2307691.927919012,POINT (11789582.395514168 2307691.927919012),511
396,13050,16072,Hoa Lư District,1001,11792140.49559552,2307691.927919012,POINT (11792140.49559552 2307691.927919012),478
397,13051,16073,Hoa Lư District,1002,11792460.25810569,2307691.927919012,POINT (11792460.25810569 2307691.927919012),592
398,12994,16010,Hoa Lư District,939,11794698.595676873,2307052.239107687,POINT (11794698.595676873 2307052.239107687),664
399,13060,16083,Hoa Lư District,1012,11795657.88320738,2307691.927919012,POINT (11795657.88320738 2307691.927919012),254
400,19222,23613,Ninh Bình,522,11795743.128711917,2305182.763296623,POINT (11795743.128711917 2305182.763296623),560
401,18963,23343,Ninh Bình,252,11794783.871720556,2301665.229325,POINT (11794783.871720556 2301665.2293249997),516
402,18890,23265,Ninh Bình,174,11795423.376381464,2300706.0183901675,POINT (11795423.376381464 2300706.0183901675),79
403,18942,23320,Ninh Bình,229,11796702.385703277,2301345.4868021323,POINT (11796702.385703277 2301345.4868021323),787
404,18860,23231,Ninh Bình,140,11798940.652016452,2300066.5721505643,POINT (11798940.652016452 2300066.5721505643),547
405,12732,15465,Hoa Lư District,394,11794698.595676873,2299377.706329724,POINT (11794698.595676873 2299377.706329724),524
406,12746,15496,Hoa Lư District,425,11794698.595676873,2299697.4147400185,POINT (11794698.595676873 2299697.4147400185),131
407,12546,15222,Hoa Lư District,151,11796617.170737883,2296820.238388572,POINT (11796617.170737883 2296820.238388572),466
408,12522,15191,Hoa Lư District,120,11796617.170737883,2296500.5798000945,POINT (11796617.170737883 2296500.5798000945),228
409,12488,15153,Hoa Lư District,82,11793739.308146363,2296180.92674288,POINT (11793739.308146363 2296180.92674288),480
410,12466,15129,Hoa Lư District,58,11793739.308146363,2295861.2792160306,POINT (11793739.308146363 2295861.2792160306),513
411,12794,15655,Hoa Lư District,584,11792780.020615855,2301935.528789536,POINT (11792780.020615855 2301935.528789536),483
412,12794,15655,Hoa Lư District,584,11792780.020615855,2301935.528789536,POINT (11792780.020615855 2301935.528789536),483
413,21368,26227,Tam Điệp,672,11785649.97276024,2292008.9552207785,POINT (11785649.97276024 2292008.9552207785),122
414,23390,29038,Thái Bình,203,11834911.200180344,2324818.955655816,POINT (11834911.200180344 2324818.955655816),564
415,23392,29040,Thái Bình,205,11835551.567201853,2324818.955655816,POINT (11835551.567201853 2324818.955655816),732
416,23361,29008,Thái Bình,173,11836191.93422336,2324498.809470469,POINT (11836191.93422336 2324498.809470469),749
417,23361,29008,Thái Bình,173,11836191.93422336,2324498.809470469,POINT (11836191.93422336 2324498.809470469),749
418,23396,29044,Thái Bình,209,11836832.301244866,2324818.955655816,POINT (11836832.301244866 2324818.955655816),778
419,23396,29044,Thái Bình,209,11836832.301244866,2324818.955655816,POINT (11836832.301244866 2324818.955655816),778
420,23459,29112,Thái Bình,277,11836832.301244866,2325459.264860686,POINT (11836832.301244866 2325459.264860686),778
421,23457,29110,Thái Bình,275,11836191.93422336,2325459.264860686,POINT (11836191.93422336 2325459.264860686),770
