,Unnamed: 0.1,Unnamed: 0,district,index,longitude,latitude,geometry,sum
87,384,475,Bac Giang City,475,11821122.047266204,2425380.6792198857,POINT (11821122.047266204 2425380.6792198857),726
88,297,371,Bac Giang City,371,11822087.826639012,2424414.8517022794,POINT (11822087.826639012 2424414.8517022794),763
89,359,443,Bac Giang City,443,11823375.532469423,2425058.73081707,POINT (11823375.532469423 2425058.73081707),775
90,354,438,Bac Giang City,438,11821765.900181407,2425058.73081707,POINT (11821765.900181407 2425058.73081707),775
91,17761,22024,Mỹ Hào District,922,11808029.505105171,2387530.494285806,POINT (11808029.505105171 2387530.494285806),200
92,27190,33766,Yên Mỹ District,872,11800383.138717812,2381445.6519165384,POINT (11800383.138717812 2381445.6519165384),169
93,19908,24392,Phu Ly City,691,11788878.807232017,2339001.2351680147,POINT (11788878.807232017 2339001.2351680147),180
94,19667,24119,Phu Ly City,418,11788878.807232017,2336758.585134751,POINT (11788878.807232017 2336758.585134751),721
95,19678,24130,Phu Ly City,429,11792402.909494163,2336758.585134751,POINT (11792402.909494163 2336758.585134751),428
96,19601,24042,Phu Ly City,341,11791762.163628316,2336117.8787999228,POINT (11791762.163628316 2336117.8787999228),803
97,19601,24042,Phu Ly City,341,11791762.163628316,2336117.8787999228,POINT (11791762.163628316 2336117.8787999228),803
98,19199,23590,Ninh Bình,499,11794144.36705965,2304862.9597205725,POINT (11794144.36705965 2304862.9597205725),659
99,19269,23663,Ninh Bình,572,11795423.376381464,2306142.2073625224,POINT (11795423.376381464 2306142.2073625224),771
100,19110,23491,Ninh Bình,400,11797022.138033733,2303264.025144171,POINT (11797022.138033733 2303264.025144171),805
101,21421,26299,Tam Điệp,744,11792041.552402642,2292328.536159988,POINT (11792041.552402642 2292328.536159988),751
102,21118,25910,Tam Điệp,355,11792361.13138476,2289452.506302831,POINT (11792361.13138476 2289452.506302831),402
103,21204,26011,Tam Điệp,456,11788206.6046172,2290411.133286413,POINT (11788206.6046172 2290411.133286413),780
104,21650,26675,Tam Điệp,1120,11787247.867670842,2294885.382452508,POINT (11787247.867670842 2294885.382452508),236
105,19031,23412,Ninh Bình,321,11798301.147355543,2302304.731009001,POINT (11798301.147355543 2302304.731009001),753
106,18927,23305,Ninh Bình,214,11800539.413668718,2301025.749824155,POINT (11800539.413668718 2301025.749824155),557
107,11844,14396,Hiệp Hòa District,1802,11798326.88528824,2434433.84120893,POINT (11798326.88528824 2434433.84120893),411
108,11844,14396,Hiệp Hòa District,1802,11798326.88528824,2434433.84120893,POINT (11798326.88528824 2434433.84120893),411
109,11725,14254,Hiệp Hòa District,1660,11798648.94471633,2433467.5152709805,POINT (11798648.94471633 2433467.5152709805),509
110,11763,14298,Hiệp Hòa District,1704,11797360.707003966,2433789.6179942004,POINT (11797360.707003966 2433789.6179942004),618
111,11876,14437,Hiệp Hòa District,1843,11797038.647575874,2434755.9617023,POINT (11797038.647575874 2434755.9617023),715
112,11909,14480,Hiệp Hòa District,1886,11796716.588147782,2435078.088120915,POINT (11796716.588147782 2435078.088120915),655
113,12165,14773,Hiệp Hòa District,2179,11797038.647575874,2437977.492678029,POINT (11797038.647575874 2437977.492678029),280
114,12165,14773,Hiệp Hòa District,2179,11797038.647575874,2437977.492678029,POINT (11797038.647575874 2437977.492678029),280
115,12203,14814,Hiệp Hòa District,2220,11800903.360712968,2438299.678400287,POINT (11800903.360712968 2438299.678400287),512
116,12203,14814,Hiệp Hòa District,2220,11800903.360712968,2438299.678400287,POINT (11800903.360712968 2438299.678400287),512
117,12272,14890,Hiệp Hòa District,2296,11799293.063572511,2439266.271183703,POINT (11799293.063572511 2439266.271183703),27
118,12271,14889,Hiệp Hòa District,2295,11798971.004144425,2439266.271183703,POINT (11798971.004144425 2439266.271183703),597
119,12388,15033,Hiệp Hòa District,2439,11796394.52871969,2441844.113292172,POINT (11796394.52871969 2441844.113292172),316
120,12347,14980,Hiệp Hòa District,2386,11796716.588147782,2440555.14470187,POINT (11796716.588147782 2440555.14470187),257
121,12347,14980,Hiệp Hòa District,2386,11796716.588147782,2440555.14470187,POINT (11796716.588147782 2440555.14470187),257
122,12237,14851,Hiệp Hòa District,2257,11795106.291007323,2438944.0676521924,POINT (11795106.291007323 2438944.0676521924),42
123,12237,14851,Hiệp Hòa District,2257,11795106.291007323,2438944.0676521924,POINT (11795106.291007323 2438944.0676521924),42
124,12040,14624,Hiệp Hòa District,2030,11794140.112723053,2436366.653066432,POINT (11794140.112723053 2436366.653066432),760
125,12039,14623,Hiệp Hòa District,2029,11793818.053294962,2436366.653066432,POINT (11793818.053294962 2436366.653066432),291
126,11998,14580,Hiệp Hòa District,1986,11791241.577870231,2436044.502937532,POINT (11791241.577870231 2436044.502937532),95
127,11931,14505,Hiệp Hòa District,1911,11791241.577870231,2435400.220465705,POINT (11791241.577870231 2435400.220465705),217
128,11702,14227,Hiệp Hòa District,1633,11789953.340157866,2433467.5152709805,POINT (11789953.340157866 2433467.5152709805),110
129,11568,14078,Hiệp Hòa District,1484,11789631.280729776,2432501.242626733,POINT (11789631.280729776 2432501.242626733),242
130,11579,14089,Hiệp Hòa District,1495,11793173.93443878,2432501.242626733,POINT (11793173.93443878 2432501.242626733),500
131,11709,14236,Hiệp Hòa District,1642,11792851.875010688,2433467.5152709805,POINT (11792851.875010688 2433467.5152709805),256
132,11710,14237,Hiệp Hòa District,1643,11793173.93443878,2433467.5152709805,POINT (11793173.93443878 2433467.5152709805),507
133,11452,13936,Hiệp Hòa District,1342,11795106.291007323,2431535.023251074,POINT (11795106.291007323 2431535.023251074),172
134,11408,13885,Hiệp Hòa District,1291,11795106.291007323,2431212.9619589783,POINT (11795106.291007323 2431212.9619589783),333
135,11166,13605,Hiệp Hòa District,1011,11794462.172151145,2429280.718389121,POINT (11794462.172151145 2429280.718389121),543
136,11051,13468,Hiệp Hòa District,874,11795428.350435415,2428314.6763941115,POINT (11795428.350435415 2428314.6763941115),198
137,10780,13143,Hiệp Hòa District,549,11795106.291007323,2425738.824231785,POINT (11795106.291007323 2425738.824231785),1
138,10841,13218,Hiệp Hòa District,624,11793818.053294962,2426382.7518584915,POINT (11793818.053294962 2426382.7518584915),609
139,10967,13371,Hiệp Hòa District,777,11792851.875010688,2427670.677932224,POINT (11792851.875010688 2427670.677932224),139
140,10929,13330,Hiệp Hòa District,736,11792529.815582596,2427348.687558929,POINT (11792529.815582596 2427348.687558929),773
141,11237,13689,Hiệp Hòa District,1095,11792207.756154506,2429924.77593142,POINT (11792207.756154506 2429924.77593142),325
142,11358,13824,Hiệp Hòa District,1230,11791241.577870231,2430890.9065818945,POINT (11791241.577870231 2430890.9065818945),340
143,11434,13914,Hiệp Hòa District,1320,11788020.98358932,2431535.023251074,POINT (11788020.98358932 2431535.023251074),484
144,11353,13819,Hiệp Hòa District,1225,11789631.280729776,2430890.9065818945,POINT (11789631.280729776 2430890.9065818945),649
145,11353,13819,Hiệp Hòa District,1225,11789631.280729776,2430890.9065818945,POINT (11789631.280729776 2430890.9065818945),649
146,10837,13212,Hiệp Hòa District,618,11791885.696726415,2426382.7518584915,POINT (11791885.696726415 2426382.7518584915),359
147,10620,12861,Hiệp Hòa District,267,11791885.696726415,2423485.2633149186,POINT (11791885.696726415 2423485.2633149186),67
148,10532,12731,Hiệp Hòa District,137,11793495.99386687,2421553.869500038,POINT (11793495.99386687 2421553.869500038),663
149,10493,12656,Hiệp Hòa District,62,11794462.172151145,2420266.3913788954,POINT (11794462.172151145 2420266.3913788954),153
150,10485,12634,Hiệp Hòa District,40,11793818.053294962,2419944.5365595385,POINT (11793818.053294962 2419944.5365595385),507
151,10464,12604,Hiệp Hòa District,10,11797038.647575874,2418979.0073928656,POINT (11797038.647575874 2418979.0073928656),520
152,10503,12683,Hiệp Hòa District,89,11796716.588147782,2420588.2520816964,POINT (11796716.588147782 2420588.2520816964),666
153,10596,12823,Hiệp Hòa District,229,11797360.707003966,2422841.441815642,POINT (11797360.707003966 2422841.441815642),753
154,10612,12848,Hiệp Hòa District,254,11797038.647575874,2423163.3496193844,POINT (11797038.647575874 2423163.3496193844),100
155,10576,12799,Hiệp Hòa District,205,11796394.52871969,2422519.5399027644,POINT (11796394.52871969 2422519.5399027644),621
156,10696,12978,Hiệp Hòa District,384,11794462.172151145,2424451.039761552,POINT (11794462.172151145 2424451.039761552),474
157,10696,12978,Hiệp Hòa District,384,11794462.172151145,2424451.039761552,POINT (11794462.172151145 2424451.039761552),474
158,10701,12986,Hiệp Hòa District,392,11797038.647575874,2424451.039761552,POINT (11797038.647575874 2424451.039761552),120
159,10685,12958,Hiệp Hòa District,364,11800581.301284876,2424129.1083850744,POINT (11800581.301284876 2424129.1083850744),394
160,10884,13266,Hiệp Hòa District,672,11797682.766432056,2426704.724522991,POINT (11797682.766432056 2426704.724522991),617
161,10881,13263,Hiệp Hòa District,669,11796716.588147782,2426704.724522991,POINT (11796716.588147782 2426704.724522991),384
162,10907,13300,Hiệp Hòa District,706,11795750.40986351,2427026.7030894943,POINT (11795750.40986351 2427026.7030894943),658
163,11027,13436,Hiệp Hòa District,842,11799615.123000603,2427992.6742103086,POINT (11799615.123000603 2427992.6742103086),496
164,11142,13578,Hiệp Hòa District,984,11800581.301284876,2428958.6984825884,POINT (11800581.301284876 2428958.6984825884),352
165,11184,13628,Hiệp Hòa District,1034,11801869.538997242,2429280.718389121,POINT (11801869.538997242 2429280.718389121),383
166,11600,14115,Hiệp Hòa District,1521,11801547.47956915,2432501.242626733,POINT (11801547.47956915 2432501.242626733),656
167,11600,14115,Hiệp Hòa District,1521,11801547.47956915,2432501.242626733,POINT (11801547.47956915 2432501.242626733),656
168,11885,14446,Hiệp Hòa District,1852,11799937.182428695,2434755.9617023,POINT (11799937.182428695 2434755.9617023),110
169,11696,14219,Hiệp Hòa District,1625,11802513.657853425,2433145.418469283,POINT (11802513.657853425 2433145.418469283),464
170,470,568,Bac Giang City,568,11826594.797045458,2426024.5937209986,POINT (11826594.797045458 2426024.5937209986),727
171,470,568,Bac Giang City,568,11826594.797045458,2426024.5937209986,POINT (11826594.797045458 2426024.5937209986),727
172,142,194,Bac Giang City,194,11819512.414978188,2422483.3558178004,POINT (11819512.414978188 2422483.3558178004),155
173,117,167,Bac Giang City,167,11819512.414978188,2422161.460456879,POINT (11819512.414978188 2422161.460456879),709
174,285,359,Bac Giang City,359,11818224.709147776,2424414.8517022794,POINT (11818224.709147776 2424414.8517022794),527
175,285,359,Bac Giang City,359,11818224.709147776,2424414.8517022794,POINT (11818224.709147776 2424414.8517022794),527
176,227,295,Bac Giang City,295,11817902.782690171,2423770.9961690865,POINT (11817902.782690171 2423770.9961690865),58
177,277,351,Bac Giang City,351,11815649.29748695,2424414.8517022794,POINT (11815649.29748695 2424414.8517022794),442
178,376,467,Bac Giang City,467,11818546.635605378,2425380.6792198857,POINT (11818546.635605378 2425380.6792198857),230
179,377,468,Bac Giang City,468,11818868.562062982,2425380.6792198857,POINT (11818868.562062982 2425380.6792198857),390
180,624,743,Bac Giang City,743,11819834.34143579,2427956.478855045,POINT (11819834.34143579 2427956.478855045),502
