image,pred,lon,lat,min_probs,max_probs,mean_probs
978.jpeg,0.98165005,11813511.32974132,1270237.3009131537,0.4772281907498836,0.9655062034726144,0.7836122869048268
122.jpeg,0.9807227,11800393.680832757,2301169.5093886307,0.0362522632349282,0.9620133191347122,0.34650534776867264
373.jpeg,0.9761263,11792632.434532398,2322513.015459868,0.2074097981676459,0.963088110089302,0.5248803290305659
322.jpeg,0.97573996,11790296.62486418,2350059.1612061705,0.0440130056813359,0.9621551185846328,0.5036781893910042
687.jpeg,0.9749448,11778341.215496125,1126286.6294048545,0.0255758794955909,0.7225943207740784,0.12444778776261953
226.jpeg,0.9735197,11812064.185145328,2382205.06104136,0.0400301497429609,0.9679928421974182,0.20163859098101963
872.jpeg,0.973034,11794080.86221968,2304784.661425381,0.0398705473635345,0.9650811403989792,0.5830255759938154
878.jpeg,0.97301143,11799256.61840824,2298813.268039896,0.0529132583178579,0.962597094476223,0.3176911886160572
306.jpeg,0.9725371,11801536.17841019,2354517.589465253,0.0463775466196239,0.9592082723975182,0.3049815053236671
564.jpeg,0.97226983,11792618.06172475,1143993.9035878708,0.0766726844012737,0.9621649235486984,0.7178045436739922
269.jpeg,0.9722402,11803118.132247638,2356344.1138916137,0.0631455997936427,0.9585959613323212,0.275482113705948
841.jpeg,0.97218174,11869724.22561244,1167927.288265108,0.2307736352086067,0.9659401252865792,0.7116520088165998
238.jpeg,0.97197515,11804910.586791158,2382956.773747098,0.0524847842752933,0.9680538550019264,0.5440497605928353
423.jpeg,0.9717562,11796648.49833907,2296795.5707993694,0.0519544924609363,0.9620695635676384,0.42454977007582784
445.jpeg,0.9717148,11836142.885210805,2323012.362613537,0.0493836747482419,0.9705157801508904,0.6746981834294274
110.jpeg,0.9716483,11788822.61622789,2336805.988103454,0.077175747603178,0.9638231694698334,0.6575780331622809
82.jpeg,0.97131324,11813564.09633606,1165619.715980143,0.0658427393063902,0.9593594297766684,0.6362263454745213
368.jpeg,0.9712903,11796439.950141463,2327299.055664581,0.2802188135683536,0.9664367511868476,0.7367805694229901
