image,pred,lon,lat,found_Anditi
Mỹ Hào District-2947.jpeg,0.0895354086533188,106.06756334284692N,20.950055611528036E,[]
Hiệp Hòa District-7291.jpeg,0.0895350314676761,105.97604779919419N,21.357808282444562E,[]
Châu Thành District-1179.jpeg,0.0895328111946582,106.31285733119275N,10.261049271068135E,[]
Châu Thành District-8393.jpeg,0.0895320381969213,106.38133198086726N,10.309558074531536E,[]
Bac Giang City-2627.jpeg,0.0895281191915273,106.18660823315636N,21.2941744116374E,[]
Mỹ Hào District-3791.jpeg,0.0895267082378268,106.0877599348412N,20.967572679445905E,[]
Bến Tre City-559.jpeg,0.0895265154540538,106.40361709238987N,10.212508271054272E,[]
Bến Tre City-1631.jpeg,0.0895240325480699,106.41730974197556N,10.23676267278597E,[]
Ninh Bình-963.jpeg,0.0895205102860927,105.97301674489265N,20.240180008716898E,[]
Long Hồ District-5972.jpeg,0.0895199757069349,106.02627226178588N,10.233490843284528E,[]
Hiệp Hòa District-9856.jpeg,0.0895198257640004,105.96013569932848N,21.429224020879072E,[]
Châu Thành District-821.jpeg,0.0895165484398603,106.18686397579167N,10.258354337542391E,[]
Phu Ly City-920.jpeg,0.0895158029161393,105.99483381992825N,20.52355014204359E,[]
Tây Ninh City-6615.jpeg,0.0895153852179646,106.10451156553712N,11.431017979739966E,[]
Châu Thành District-7947.jpeg,0.0895081348717212,106.28820645730995N,10.306863141005792E,[]
Cai Lậy Town-2738.jpeg,0.0895064203068614,106.12106049826308N,10.41271537398609E,[]
Duy Tiên District-4482.jpeg,0.0895052184350788,105.93025642965834N,20.66047017992362E,[]
Long Xuyen City-3726.jpeg,0.0895049227401614,105.4002315918643N,10.390652942467048E,[]
Mỹ Tho-1680.jpeg,0.089502552524209,106.30809221264022N,10.359702205771145E,[]
Bến Tre City-149.jpeg,0.0894994270056486,106.38992444280417N,10.200381070188428E,[]
Hung Yen City-3093.jpeg,0.0894986726343631,106.0604834239998N,20.696070812597466E,[]
Châu Thành District-5734.jpeg,0.089497834444046,106.28683696431644N,10.292041006614197E,[]
Mỹ Hào District-1135.jpeg,0.089497810229659,106.13392357368524N,20.916368942455218E,[]
Hiệp Hòa District-713.jpeg,0.089496680535376,105.94567015399605N,21.254053341700118E,[]
Hiệp Hòa District-9527.jpeg,0.0894951000809669,105.98038746279394N,21.406317085909514E,[]
Châu Thành District-4983.jpeg,0.0894943559542298,106.4320032216264N,10.286651139562707E,[]
Long Xuyen City-5277.jpeg,0.0894893389195203,105.45091596769116N,10.429729478590351E,[]
Thanh Liêm District-7598.jpeg,0.0894888071343302,105.97071932051318N,20.511081349800993E,[]
Châu Thành District-3255.jpeg,0.0894856071099639,106.17043005986979N,10.277218872222601E,[]
Long Xuyen City-1222.jpeg,0.0894853053614497,105.44543657570988N,10.336754271952149E,[]
Bến Tre City-530.jpeg,0.0894838757812976,106.36390840859136N,10.212508271054272E,[]
Châu Thành District-5894.jpeg,0.0894823614507913,106.21973180763543N,10.293388473377066E,[]
Châu Thành District-7537.jpeg,0.0894808806478977,106.25533862546617N,10.304168207480046E,[]
Duy Tiên District-2098.jpeg,0.08948031719774,105.95473311129504N,20.626783510850842E,[]
Tây Ninh City-6053.jpeg,0.0894767055287957,106.11413250131875N,11.417543312111215E,[]
Binh Minh Town-629.jpeg,0.0894698314368724,105.84468912301752N,10.00999187128395E,[]
Hoa Lư District-4302.jpeg,0.0894682109355926,105.97081505380626N,20.297704314771565E,[]
Bac Giang City-2971.jpeg,0.089464012067765,106.1678107884366N,21.302259212214892E,[]
Duy Tiên District-5878.jpeg,0.0894637061282992,106.00800588897498N,20.691461915470576E,[]
Thái Bình-2641.jpeg,0.0894630788825452,106.32488307414329N,20.476976911378504E,[]
Long Hồ District-2318.jpeg,0.0894584981724619,106.01668754483413N,10.172854838955288E,[]
Châu Thành District-915.jpeg,0.0894560795277357,106.41419981271099N,10.258354337542391E,[]
Trà Vinh City-3024.jpeg,0.0894553754478693,106.3358697971545N,9.99443024379124E,[]
Tây Ninh City-2396.jpeg,0.089453729102388,106.13199995348471N,11.354212374256086E,[]
Long Hồ District-1113.jpeg,0.0894501153379678,105.87839377167293N,10.15938017132657E,[]
Tây Ninh City-6041.jpeg,0.0894489642232656,106.1787302129956N,11.416195845348339E,[]
Ninh Bình-998.jpeg,0.0894483760930597,105.93711194419525N,20.241527475479803E,[]
Cai Lậy Town-4450.jpeg,0.0894474643282592,106.12928100898819N,10.445054576295032E,[]
Long Hồ District-5980.jpeg,0.0894438275136053,105.92494811115294N,10.234838310047401E,[]
Vĩnh Long-1478.jpeg,0.0894437199458479,105.98293054621945N,10.255734738691492E,[]
Thanh Liêm District-7488.jpeg,0.0894419173710048,105.88012173747305N,20.50973388303808E,[]
Châu Thành District-7610.jpeg,0.0894333627074956,106.35531161399096N,10.304168207480046E,[]
Châu Thành District-7045.jpeg,0.0894221635535359,106.39639640379563N,10.30012580719143E,[]
Long Xuyen City-502.jpeg,0.0894214725121855,105.44817627170053N,10.320584670797679E,[]
Châu Thành District-9820.jpeg,0.0894211623817682,106.32792175412115N,10.321685275397387E,[]
Long Xuyen City-4043.jpeg,0.0894210394471883,105.43310794375199N,10.397390276281406E,[]
Châu Thành District-1780.jpeg,0.0894194263964891,106.24849116049872N,10.266439138119624E,[]
Bến Tre City-405.jpeg,0.0894164554774761,106.38033958809419N,10.208465870765659E,[]
Yên Mỹ District-1176.jpeg,0.0894144233316183,106.05368424638654N,20.873402075391663E,[]
Yên Mỹ District-3305.jpeg,0.0894128200598061,105.9743565709697N,20.909783677990298E,[]
Phu Ly City-2957.jpeg,0.0894115138798952,105.93871361898678N,20.558584277879262E,[]
Long Xuyen City-5503.jpeg,0.0894072856754064,105.44817627170053N,10.437814279167585E,[]
Châu Thành District-2503.jpeg,0.089403560385108,106.24849116049872N,10.271829005171114E,[]
Chau Doc City-3858.jpeg,0.089402858633548,105.12344799032675N,10.695785009029374E,[]
Chau Doc City-4875.jpeg,0.0893990192562341,105.10699291794428N,10.734861545152702E,[]
Thanh Liêm District-3737.jpeg,0.0893988902680575,105.99229017361797N,20.45179281223294E,[]
Tam Điệp-1685.jpeg,0.0893972953781485,105.925405334696N,20.14394987544917E,[]
Châu Thành District-2200.jpeg,0.0893962364643812,106.37859299488026N,10.269134071645368E,[]
Thanh Liêm District-307.jpeg,0.089396109804511,105.92038732993534N,20.38307200732454E,[]
Châu Thành District-5388.jpeg,0.0893943328410387,106.39502691080214N,10.289346073088451E,[]
Hiệp Hòa District-9751.jpeg,0.0893901288509368,105.97315469012771N,21.417096820012837E,[]
Phu Ly City-2846.jpeg,0.0893884068354964,105.99051688139429N,20.55588934435344E,[]
Long Hồ District-7185.jpeg,0.0893878489732742,105.95096377145056N,10.272567379407823E,[]
Bến Tre City-979.jpeg,0.0893850605934858,106.40361709238987N,10.22328800515725E,[]
Hiệp Hòa District-9237.jpeg,0.0893846657127142,105.98762023546017N,21.398232285332025E,[]
Thái Bình-2751.jpeg,0.0893820794299244,106.3478931334579N,20.47967184490432E,[]
Mỹ Hào District-1092.jpeg,0.0893814209848642,106.07189118398855N,20.916368942455218E,[]
Trà Vinh City-290.jpeg,0.0893716854043304,106.35775859540348N,9.901455037153116E,[]
Mỹ Tho-694.jpeg,0.0893705822527408,106.35466566795807N,10.342185137853802E,[]
Châu Thành District-2093.jpeg,0.0893683601170778,106.19234194776563N,10.269134071645368E,[]
Thái Bình-2875.jpeg,0.0893646562471985,106.38816073725849N,20.482366778430144E,[]
Châu Thành District-3415.jpeg,0.0893612625077366,106.39639640379563N,10.277218872222601E,[]
Hiệp Hòa District-6148.jpeg,0.0893598990514874,106.00353233532584N,21.34163868128958E,[]
Thanh Liêm District-3633.jpeg,0.0893592122010886,105.98366183237607N,20.450445345470033E,[]
Yên Mỹ District-497.jpeg,0.0893588522449135,106.05656888912895N,20.858579940999633E,[]
Duy Tiên District-3618.jpeg,0.0893563753925263,105.92161760084535N,20.64834297905743E,[]
Hiệp Hòa District-9738.jpeg,0.0893554207868874,105.97894090826068N,21.41574935324992E,[]
Tây Ninh City-361.jpeg,0.0893510640598833,106.09763946855021N,11.308398504318339E,[]
Châu Thành District-385.jpeg,0.089349596761167,106.42241677067196N,10.25161700372803E,[]
Châu Thành District-5192.jpeg,0.0893461443483829,106.42104727767847N,10.28799860632558E,[]
Trà Vinh City-1189.jpeg,0.0893448088318109,106.32218929824893N,9.937836639750643E,[]
Mỹ Tho-3614.jpeg,0.0893413578160107,106.31494125018696N,10.393388874842957E,[]
Mỹ Tho-3497.jpeg,0.0893392218276858,106.35466566795807N,10.39069394131721E,[]
Bac Giang City-2097.jpeg,0.0893372492864728,106.24010865274344N,21.28339467753409E,[]
Thái Bình-2552.jpeg,0.0893365573137998,106.33926436121493N,20.47428197785268E,[]
Thanh Liêm District-6907.jpeg,0.0893326038494706,105.95058652428204N,20.498954148934796E,[]
Mỹ Tho-1279.jpeg,0.0893304580822587,106.30672240513088N,10.352964871956782E,[]
Trà Vinh City-721.jpeg,0.0893259570002555,106.30166854989055N,9.917624638307569E,[]
Long Hồ District-7298.jpeg,0.0893145594745874,106.00710282788233N,10.273914846170692E,[]
Mỹ Tho-346.jpeg,0.089314289856702,106.34370720788327N,10.334100337276565E,[]
Châu Thành District-4299.jpeg,0.0893125152215361,106.4018743757696N,10.28260873927409E,[]
Long Xuyen City-2876.jpeg,0.0893087666481733,105.41666976780813N,10.373135874549702E,[]
Hung Yen City-2581.jpeg,0.0893077282235026,106.06336357394854N,20.67990121144253E,[]
Hiệp Hòa District-4549.jpeg,0.0893062143586576,106.01221166252535N,21.32007921308295E,[]
Go Cong Town-1832.jpeg,0.0893042585812509,106.65941229431952N,10.391347006930033E,[]
Sa Đéc City-761.jpeg,0.0893018944188952,105.76551580943658N,10.289625604888732E,[]
Châu Thành District-871.jpeg,0.0892982268705964,106.25533862546617N,10.258354337542391E,[]
Cao Lanh City-4269.jpeg,0.0892963735386729,105.60983563895327N,10.489087675445242E,[]
Mỹ Tho-1915.jpeg,0.0892912307754159,106.41082777584135N,10.362397139296887E,[]
Ninh Bình-2090.jpeg,0.0892907660454511,105.98450628111584N,20.2711717442638E,[]
Hoa Lư District-5135.jpeg,0.0892907306551933,105.93203663453288N,20.32195871650393E,[]
Mỹ Tho-111.jpeg,0.0892891278490424,106.29576394505608N,10.327363003462207E,[]
Hoa Lư District-1201.jpeg,0.0892862295731902,105.94496277429069N,20.214161375471203E,[]
Cao Lanh City-2595.jpeg,0.0892833275720477,105.63724039629714N,10.452706072847676E,[]
Go Cong Town-1771.jpeg,0.0892783999443054,106.64708216433996N,10.389999540167166E,[]
Long Hồ District-1539.jpeg,0.0892778276465833,106.02079528067058N,10.163422571615186E,[]
Cai Lậy Town-4779.jpeg,0.0892763501033186,106.16079296676783N,10.450444443346525E,[]
Yên Mỹ District-544.jpeg,0.0892656482756137,106.05512656775774N,20.859927407762545E,[]
Bến Tre City-1671.jpeg,0.0892646121792495,106.36938546842563N,10.238110139548848E,[]
Tam Điệp-4767.jpeg,0.089263969566673,105.87660127839526N,20.192458678913876E,[]
Phu Ly City-1245.jpeg,0.0892557548359036,105.98763892237166N,20.528940009095233E,[]
Phu Ly City-2254.jpeg,0.0892520272172987,105.88691035657921N,20.546457077013063E,[]
Binh Minh Town-2279.jpeg,0.0892486753873527,105.82416236342688N,10.046373473881486E,[]
Sa Đéc City-824.jpeg,0.0892413984984159,105.74497130629103N,10.292320538414481E,[]
Thái Bình-921.jpeg,0.0892381821759045,106.35220751957938N,20.437900375254113E,[]
Binh Minh Town-2407.jpeg,0.089237836189568,105.8118463076725N,10.04906840740723E,[]
Trà Vinh City-2085.jpeg,0.0892376489937305,106.37827934376186N,9.968828375296683E,[]
Trà Vinh City-1620.jpeg,0.0892371339723467,106.30987684923393N,9.956701174430838E,[]
Duy Tiên District-1581.jpeg,0.0892358450219035,106.01664471778795N,20.618698710273378E,[]
Ninh Bình-927.jpeg,0.0892317132093012,106.00461296950637N,20.238832541953983E,[]
Ninh Bình-2428.jpeg,0.0892297616228461,105.97014436083687N,20.290036278944527E,[]
Hiệp Hòa District-8636.jpeg,0.0892289234325289,105.99774611719289N,21.38341015093995E,[]
Chau Doc City-2884.jpeg,0.0892206493299454,105.06585523698809N,10.680962874637771E,[]
Châu Thành District-10508.jpeg,0.0892173573374748,106.35257262800394N,10.332465009500362E,[]
Duy Tiên District-1859.jpeg,0.0892121335491538,106.0224039369966N,20.622741110562114E,[]
Châu Thành District-2802.jpeg,0.0892112115398049,106.41419981271099N,10.273176471933986E,[]
Cai Lậy Town-2789.jpeg,0.0892108874395489,106.0991391363294N,10.414062840748963E,[]
Châu Thành District-6469.jpeg,0.0892087770625948,106.44158967258082N,10.296083406902813E,[]
Mỹ Hào District-1294.jpeg,0.0892062950879335,106.09641561712445N,20.92041134274396E,[]
Châu Thành District-4340.jpeg,0.0892062075436115,106.1553656369414N,10.283956206036958E,[]
Châu Thành District-8548.jpeg,0.0892028026282787,106.34298617704953N,10.310905541294407E,[]
Tam Điệp-999.jpeg,0.0891972305253148,105.88234293207772N,20.131822674582992E,[]
Yên Mỹ District-1380.jpeg,0.0891938260756433,106.00608764113643N,20.877444475680402E,[]
Tam Điệp-622.jpeg,0.0891888504847884,105.96559691047302N,20.123737874005545E,[]
Cao Lanh City-2526.jpeg,0.0891794823110103,105.63724039629714N,10.45135860608481E,[]
Bến Tre City-1110.jpeg,0.0891776345670223,106.34884649404711N,10.227330405445867E,[]
Phu Ly City-2991.jpeg,0.089173405431211,105.98763892237166N,20.558584277879262E,[]
Cai Lậy Town-3222.jpeg,0.0891732745803892,106.16764339237213N,10.422147641326202E,[]
Phu Ly City-123.jpeg,0.0891727451235055,105.91712892631695N,20.499295740311204E,[]
Hoa Lư District-1097.jpeg,0.0891709965653717,105.97081505380626N,20.21146644194539E,[]
Long Hồ District-728.jpeg,0.0891659068875014,105.9057786772494N,10.153990304275084E,[]
Hiệp Hòa District-7799.jpeg,0.089163470081985,105.98038746279394N,21.365893083022055E,[]
Hiệp Hòa District-3333.jpeg,0.0891632148995995,105.98038746279394N,21.302562145165048E,[]
Long Hồ District-3274.jpeg,0.0891620703041553,105.95096377145056N,10.184982039821136E,[]
Sa Đéc City-2002.jpeg,0.0891576204448938,105.74771057337713N,10.33409200806352E,[]
Mỹ Tho-1438.jpeg,0.0891493270173668,106.3053525976215N,10.355659805482526E,[]
Bến Tre City-602.jpeg,0.0891486555337905,106.39677076759702N,10.213855737817145E,[]
Hung Yen City-3379.jpeg,0.0891465144231915,106.00576057497435N,20.706850546700757E,[]
Chau Doc City-2336.jpeg,0.0891449316404759,105.04117262841436N,10.67287807406053E,[]
Bến Tre City-2146.jpeg,0.0891433865763247,106.35569281883996N,10.246194940126077E,[]
Bến Tre City-2566.jpeg,0.0891411462798714,106.38581664792846N,10.252932273940436E,[]
Mỹ Tho-2204.jpeg,0.089136472903192,106.3724731655796N,10.367787006348378E,[]
Long Xuyen City-2690.jpeg,0.0891309669241309,105.43173809575667N,10.369093474261087E,[]
Châu Thành District-5288.jpeg,0.0891246423125267,106.25807761145315N,10.289346073088451E,[]
Châu Thành District-5135.jpeg,0.0891246357932686,106.34298617704953N,10.28799860632558E,[]
Duy Tiên District-4309.jpeg,0.0891225538216531,105.9561729160972N,20.657775246397794E,[]
Châu Thành District-3214.jpeg,0.0891222031787037,106.41419981271099N,10.275871405459727E,[]
Thanh Liêm District-2650.jpeg,0.0891208834946155,105.92182538680898N,20.436970677840932E,[]
Hiệp Hòa District-7573.jpeg,0.0891197184100747,105.99774611719289N,21.361850682733312E,[]
Long Hồ District-9585.jpeg,0.0891184182837605,105.97424094119057N,10.326466049922713E,[]
Long Xuyen City-5502.jpeg,0.0891135558485984,105.4468064237052N,10.437814279167585E,[]
Long Xuyen City-2164.jpeg,0.0891131134703755,105.4276285517707N,10.358313740158108E,[]
Hiệp Hòa District-8871.jpeg,0.0891047772020101,105.99051334452666N,21.388800017991613E,[]
Thanh Liêm District-2576.jpeg,0.0891047082841396,105.94195818304013N,20.435623211078017E,[]
Châu Thành District-6666.jpeg,0.0890994016081094,106.4320032216264N,10.297430873665688E,[]
Mỹ Tho-901.jpeg,0.0890993643552064,106.32863932528045N,10.34622753814242E,[]
Châu Thành District-9835.jpeg,0.0890987534075975,106.34846414902348N,10.321685275397387E,[]
Thanh Liêm District-675.jpeg,0.089098572731018,105.91175898869342N,20.399241608479457E,[]
Binh Minh Town-809.jpeg,0.0890955785289406,105.8624789813294N,10.014034271572568E,[]
Châu Thành District-6767.jpeg,0.0890921521931886,106.2923149362904N,10.29877834042856E,[]
Trà Vinh City-996.jpeg,0.0890904562547802,106.33176564748287N,9.92705690564767E,[]
Thanh Liêm District-4961.jpeg,0.0890882899984717,105.98366183237607N,20.46930988015077E,[]
Châu Thành District-5965.jpeg,0.0890879156067967,106.31696581017323N,10.293388473377066E,[]
Hiệp Hòa District-7965.jpeg,0.0890878243371844,106.00497888985912N,21.368588016547882E,[]
Châu Thành District-5372.jpeg,0.0890871360898017,106.3731150229063N,10.289346073088451E,[]
Phu Ly City-781.jpeg,0.0890870182774961,105.90417811071508N,20.522202675280678E,[]
Cai Lậy Town-2995.jpeg,0.0890869856812059,106.12928100898819N,10.418105241037583E,[]
Phu Ly City-1266.jpeg,0.089082783088088,105.89698321315845N,20.530287475858145E,[]
Hiệp Hòa District-1219.jpeg,0.0890782112255692,106.02233754425805N,21.26618054256636E,[]
Yên Mỹ District-3025.jpeg,0.0890773925930261,106.0017606770228N,20.90439381093865E,[]
Phu Ly City-3561.jpeg,0.0890772212296724,105.88834933609054N,20.57205894550837E,[]
Go Cong Town-351.jpeg,0.0890770982950925,106.68407255427864N,10.350923004043862E,[]
Châu Thành District-2123.jpeg,0.0890765665099024,106.23342673757034N,10.269134071645368E,[]
Long Xuyen City-4242.jpeg,0.0890751793049275,105.39886174386898N,10.4027801433329E,[]
Châu Thành District-7854.jpeg,0.0890727695077657,106.42378626366543N,10.305515674242919E,[]
Trà Vinh City-3226.jpeg,0.0890694963745772,106.32082124835837N,10.002515044368469E,[]
Châu Thành District-1697.jpeg,0.0890675680711865,106.41830829169147N,10.265091671356753E,[]
Bến Tre City-841.jpeg,0.0890657398849725,106.37212399834277N,10.220593071631507E,[]
Ninh Bình-1543.jpeg,0.0890650302171707,105.98019770503211N,20.253654676345977E,[]
Thái Bình-1847.jpeg,0.0890649459324777,106.35364564828656N,20.45676490993485E,[]
Thanh Liêm District-6775.jpeg,0.0890598837286233,105.87005533935749N,20.49760668217188E,[]
Châu Thành District-192.jpeg,0.089058393612504,106.19097245477215N,10.248922070202283E,[]
Long Xuyen City-3382.jpeg,0.0890574273653328,105.36598539198128N,10.383915608652682E,[]
Long Xuyen City-4069.jpeg,0.089057364501059,105.39064265589703N,10.398737743044281E,[]
Go Cong Town-2813.jpeg,0.0890549169853329,106.64708216433996N,10.415601408661741E,[]
Mỹ Tho-3561.jpeg,0.0890509625896811,106.33959778535524N,10.392041408080079E,[]
Binh Minh Town-891.jpeg,0.0890500769019126,105.89532179667444N,10.015381738335437E,[]
Châu Thành District-2686.jpeg,0.0890499670058488,106.23205724457684N,10.273176471933986E,[]
Mỹ Hào District-3745.jpeg,0.0890417611226439,106.0877599348412N,20.964877745920074E,[]
Châu Thành District-894.jpeg,0.0890391981229186,106.31011834520577N,10.258354337542391E,[]
Thanh Liêm District-3020.jpeg,0.0890391720458865,105.93332984179821N,20.442360544892573E,[]
Long Xuyen City-2007.jpeg,0.0890335040166974,105.45228581568648N,10.354271339869493E,[]
Châu Thành District-9343.jpeg,0.0890314094722271,106.26218609043362N,10.31764287510877E,[]
Mỹ Tho-3290.jpeg,0.0890309354290366,106.39302027821981N,10.386651541028591E,[]
Hoa Lư District-3824.jpeg,0.0890285596251487,105.96937881605542N,20.288272047431196E,[]
Mỹ Tho-1227.jpeg,0.0890284650959074,106.346446822902N,10.351617405193908E,[]
Phu Ly City-256.jpeg,0.089025730267167,105.89410525413581N,20.508728007651573E,[]
Hiệp Hòa District-8111.jpeg,0.0890228548087179,105.9066131815984N,21.37263041683663E,[]
Long Xuyen City-2531.jpeg,0.0890211528167128,105.39749189587363N,10.36639854073534E,[]
Châu Thành District-738.jpeg,0.0890192138031125,106.2375352165508N,10.257006870779517E,[]
Long Xuyen City-930.jpeg,0.0890187625773251,105.47283353561627N,10.330016938137788E,[]
Thanh Liêm District-7400.jpeg,0.0890171965584158,105.9764715480078N,20.507038949512257E,[]
Sa Đéc City-1785.jpeg,0.0890153385698795,105.71894826897338N,10.326007207486287E,[]
Tam Điệp-3320.jpeg,0.0889991670846939,105.83497428919765N,20.16820427718152E,[]
Cai Lậy Town-4709.jpeg,0.0889986706897616,106.16764339237213N,10.449096976583652E,[]
Châu Thành District-7946.jpeg,0.0889943027868866,106.28683696431644N,10.306863141005792E,[]
Hung Yen City-3324.jpeg,0.0889936634339392,106.05040289917935N,20.704155613174933E,[]
Châu Thành District-3884.jpeg,0.0889889169484376,106.4388506865938N,10.279913805748345E,[]
Bến Tre City-164.jpeg,0.0889860950410366,106.41046341718273N,10.200381070188428E,[]
Long Xuyen City-3065.jpeg,0.0889737629331648,105.40160143985962N,10.377178274838322E,[]
Long Hồ District-3453.jpeg,0.0889705251902341,105.89893245085528N,10.18767697334688E,[]
Hoa Lư District-3881.jpeg,0.0889704641886055,105.94352653653984N,20.2896195141941E,[]
Châu Thành District-2776.jpeg,0.0889658806845545,106.37859299488026N,10.273176471933986E,[]
Châu Thành District-740.jpeg,0.0889611849561333,106.24027420253778N,10.257006870779517E,[]
Châu Thành District-4465.jpeg,0.0889576962217688,106.32655226112767N,10.283956206036958E,[]
Phu Ly City-859.jpeg,0.0889570321887731,105.90273913120375N,20.52355014204359E,[]
Bến Tre City-1341.jpeg,0.0889531513676047,106.41046341718273N,10.231372805734486E,[]
Thanh Liêm District-6200.jpeg,0.0889523094519972,105.8729314531048N,20.488174414831512E,[]
Go Cong Town-1772.jpeg,0.0889519471675157,106.64845217878214N,10.389999540167166E,[]
Thái Bình-3336.jpeg,0.0889488151296973,106.36946506406538N,20.501231313110896E,[]
Mỹ Hào District-2969.jpeg,0.088947513140738,106.09930084455222N,20.950055611528036E,[]
Tam Điệp-217.jpeg,0.0889466237276792,105.92109909443417N,20.115653073428092E,[]
Hoa Lư District-637.jpeg,0.0889444760978221,105.96076138955021N,20.202034174605032E,[]
Long Hồ District-8085.jpeg,0.0889439629390835,105.96465622423881N,10.288736980562286E,[]
Châu Thành District-2281.jpeg,0.0889401007443666,106.19918941273308N,10.27048153840824E,[]
Bến Tre City-3260.jpeg,0.0889337444677949,106.36390840859136N,10.269101875094902E,[]
Long Xuyen City-639.jpeg,0.0889314394444227,105.49201140755076N,10.323279604323425E,[]
Yên Mỹ District-1340.jpeg,0.088928572833538,106.0623381746138N,20.876097008917483E,[]
Long Hồ District-9664.jpeg,0.0889258664101362,105.9934103750941N,10.331855916974202E,[]
Thanh Liêm District-2591.jpeg,0.0889192083850503,105.96352903614492N,20.435623211078017E,[]
Yên Mỹ District-46.jpeg,0.0889183934777975,106.03349174718953N,20.842410339844683E,[]
Bac Giang City-325.jpeg,0.0889181299135088,106.22564907988206N,21.241623207883734E,[]
Sa Đéc City-1693.jpeg,0.0889159785583615,105.74497130629103N,10.321964807197668E,[]
Binh Minh Town-975.jpeg,0.0889146719127893,105.84879447493567N,10.018076671861182E,[]
Hung Yen City-2821.jpeg,0.0889135249890387,106.09072499846127N,20.686638545257086E,[]
Hoa Lư District-1028.jpeg,0.0889123142696917,105.96794257830456N,20.210118975182482E,[]
Hiệp Hòa District-3261.jpeg,0.0889100655913353,106.00353233532584N,21.301214678402133E,[]
Mỹ Hào District-3077.jpeg,0.0889091142453253,106.12815311882974N,20.95140307829095E,[]
Long Xuyen City-5376.jpeg,0.0889073875732719,105.4276285517707N,10.433771878878964E,[]
Châu Thành District-5757.jpeg,0.0889055328443646,106.31833530316669N,10.292041006614197E,[]
Chau Doc City-2388.jpeg,0.0889027430675923,105.11247794207179N,10.67287807406053E,[]
Mỹ Tho-160.jpeg,0.0889022694900631,106.31357144267761N,10.328710470225076E,[]
Chau Doc City-19.jpeg,0.0889008166268467,105.07134026111558N,10.613589536494114E,[]
Châu Thành District-4724.jpeg,0.0888995332643389,106.37859299488026N,10.28530367279983E,[]
Châu Thành District-6766.jpeg,0.0888975774869322,106.29094544329693N,10.29877834042856E,[]
Châu Thành District-1081.jpeg,0.0888933669775724,106.17864701783073N,10.261049271068135E,[]
Binh Minh Town-1644.jpeg,0.0888915229588747,105.86111053069003N,10.032898806252769E,[]
Thái Bình-1118.jpeg,0.0888907345943152,106.34501687604359N,20.441942775542838E,[]
Duy Tiên District-3278.jpeg,0.0888869711197912,105.99792725535985N,20.642953112005777E,[]
Bến Tre City-984.jpeg,0.0888842269778251,106.41046341718273N,10.22328800515725E,[]
Châu Thành District-5999.jpeg,0.0888839503750205,106.36352857195187N,10.293388473377066E,[]
Bến Tre City-1377.jpeg,0.0888827228918671,106.36664693850851N,10.232720272497357E,[]
Bac Giang City-3062.jpeg,0.088882521726191,106.16636483115046N,21.304954145740723E,[]
Hung Yen City-1823.jpeg,0.0888787871226668,106.0619234989742N,20.654299342947215E,[]
Long Xuyen City-3865.jpeg,0.0888739032670855,105.42625870377537N,10.393347875992792E,[]
Bến Tre City-2596.jpeg,0.0888728005811572,106.32967678462713N,10.254279740703309E,[]
Long Hồ District-8730.jpeg,0.088869821280241,105.9701332053541N,10.300864181428137E,[]
Long Hồ District-6939.jpeg,0.0888687036931514,105.99067188453644N,10.267177512356332E,[]
Thanh Liêm District-3425.jpeg,0.0888588828966021,105.96640514989222N,20.44775041194421E,[]
Thanh Liêm District-1889.jpeg,0.0888577671721577,105.94771041053473N,20.424843476974743E,[]
Châu Thành District-8352.jpeg,0.0888569019734859,106.32518276813416N,10.309558074531536E,[]
Thanh Liêm District-3574.jpeg,0.0888550749514252,105.89881647683056N,20.450445345470033E,[]
Tây Ninh City-5703.jpeg,0.0888503268361091,106.14436972806111N,11.409458511533964E,[]
Châu Thành District-4289.jpeg,0.0888481438159942,106.38817944583468N,10.28260873927409E,[]
Bến Tre City-3466.jpeg,0.0888478811830282,106.31872266495857N,10.28122907596075E,[]
Hiệp Hòa District-6801.jpeg,0.0888473149389028,105.95579603572877N,21.351070948629985E,[]
Long Xuyen City-630.jpeg,0.0888442364521324,105.47968277559288N,10.323279604323425E,[]
Bac Giang City-202.jpeg,0.0888438448309898,106.21408142159298N,21.236233340832076E,[]
Long Hồ District-8533.jpeg,0.0888415062800049,105.98519490342119N,10.296821781139522E,[]
Châu Thành District-7667.jpeg,0.0888316836208105,106.43337271461985N,10.304168207480046E,[]
Mỹ Hào District-3659.jpeg,0.0888244360685348,106.07333379770245N,20.962182812394246E,[]
Bến Tre City-774.jpeg,0.0888242274522781,106.35706208379852N,10.219245604868638E,[]
Mỹ Tho-191.jpeg,0.0888239704072475,106.30124317509345N,10.330057936987952E,[]
Thái Bình-2225.jpeg,0.0888238931074738,106.31625430190032N,20.466197177275223E,[]
Châu Thành District-6246.jpeg,0.0888215512968599,106.41830829169147N,10.294735940139942E,[]
Châu Thành District-7384.jpeg,0.0888164537027478,106.31422682418624N,10.302820740717173E,[]
Hiệp Hòa District-7561.jpeg,0.0888156211003661,105.98038746279394N,21.361850682733312E,[]
Cai Lậy Town-6354.jpeg,0.0888149989768862,106.11146990241708N,10.48278364565547E,[]
Bac Giang City-2480.jpeg,0.0888143330812454,106.16925674572272N,21.291479478111572E,[]
Long Hồ District-2002.jpeg,0.0888128508813679,105.89345546974N,10.170159905429546E,[]
Châu Thành District-2734.jpeg,0.0888125486671924,106.29779290826437N,10.273176471933986E,[]
