,district,index,longitude,latitude,geometry,sum
376,Hiep Binh Phuoc Ward,25,11879839.598157227,1213597.9667130576,POINT (11879839.598157227 1213597.9667130576),865
377,Hiep Binh Phuoc Ward,26,11879992.329531116,1213597.9667130576,POINT (11879992.329531116 1213597.9667130576),851
378,Hiep Binh Phuoc Ward,27,11880145.060905008,1213597.9667130576,POINT (11880145.060905008 1213597.9667130576),828
379,Hiep Binh Phuoc Ward,28,11880297.792278897,1213597.9667130576,POINT (11880297.792278897 1213597.9667130576),835
380,Hiep Binh Phuoc Ward,29,11880450.523652788,1213597.9667130576,POINT (11880450.523652788 1213597.9667130576),860
381,Hiep Binh Phuoc Ward,30,11878006.821670547,1213750.6898944415,POINT (11878006.821670547 1213750.6898944415),303
382,Hiep Binh Phuoc Ward,31,11878159.553044435,1213750.6898944415,POINT (11878159.553044435 1213750.6898944415),321
383,Hiep Binh Phuoc Ward,32,11878312.284418326,1213750.6898944415,POINT (11878312.284418326 1213750.6898944415),170
384,Hiep Binh Phuoc Ward,33,11878465.015792217,1213750.6898944415,POINT (11878465.015792217 1213750.6898944415),292
385,Hiep Binh Phuoc Ward,34,11878617.747166106,1213750.6898944415,POINT (11878617.747166106 1213750.6898944415),568
386,Hiep Binh Phuoc Ward,35,11878770.478539996,1213750.6898944415,POINT (11878770.478539996 1213750.6898944415),547
387,Hiep Binh Phuoc Ward,36,11878923.209913887,1213750.6898944415,POINT (11878923.209913887 1213750.6898944415),473
388,Hiep Binh Phuoc Ward,37,11879075.941287776,1213750.6898944415,POINT (11879075.941287776 1213750.6898944415),696
389,Hiep Binh Phuoc Ward,38,11879228.672661666,1213750.6898944415,POINT (11879228.672661666 1213750.6898944415),869
390,Hiep Binh Phuoc Ward,39,11879381.404035557,1213750.6898944415,POINT (11879381.404035557 1213750.6898944415),862
391,Hiep Binh Phuoc Ward,40,11879534.135409446,1213750.6898944415,POINT (11879534.135409446 1213750.6898944415),840
392,Hiep Binh Phuoc Ward,41,11879686.866783336,1213750.6898944415,POINT (11879686.866783336 1213750.6898944415),851
393,Hiep Binh Phuoc Ward,42,11879839.598157227,1213750.6898944415,POINT (11879839.598157227 1213750.6898944415),854
394,Hiep Binh Phuoc Ward,43,11879992.329531116,1213750.6898944415,POINT (11879992.329531116 1213750.6898944415),856
395,Hiep Binh Phuoc Ward,44,11880145.060905008,1213750.6898944415,POINT (11880145.060905008 1213750.6898944415),855
396,Hiep Binh Phuoc Ward,45,11880297.792278897,1213750.6898944415,POINT (11880297.792278897 1213750.6898944415),741
397,Hiep Binh Phuoc Ward,46,11880450.523652788,1213750.6898944415,POINT (11880450.523652788 1213750.6898944415),741
398,Hiep Binh Phuoc Ward,47,11877701.358922765,1213903.4137634556,POINT (11877701.358922765 1213903.4137634556),473
399,Hiep Binh Phuoc Ward,48,11877854.090296656,1213903.4137634556,POINT (11877854.090296656 1213903.4137634556),116
400,Hiep Binh Phuoc Ward,49,11878006.821670547,1213903.4137634556,POINT (11878006.821670547 1213903.4137634556),11
401,Hiep Binh Phuoc Ward,50,11878159.553044435,1213903.4137634556,POINT (11878159.553044435 1213903.4137634556),23
402,Hiep Binh Phuoc Ward,51,11878312.284418326,1213903.4137634556,POINT (11878312.284418326 1213903.4137634556),167
403,Hiep Binh Phuoc Ward,52,11878465.015792217,1213903.4137634556,POINT (11878465.015792217 1213903.4137634556),525
404,Hiep Binh Phuoc Ward,53,11878617.747166106,1213903.4137634556,POINT (11878617.747166106 1213903.4137634556),649
405,Hiep Binh Phuoc Ward,54,11878770.478539996,1213903.4137634556,POINT (11878770.478539996 1213903.4137634556),361
406,Hiep Binh Phuoc Ward,55,11878923.209913887,1213903.4137634556,POINT (11878923.209913887 1213903.4137634556),266
407,Hiep Binh Phuoc Ward,56,11879075.941287776,1213903.4137634556,POINT (11879075.941287776 1213903.4137634556),623
408,Hiep Binh Phuoc Ward,57,11879228.672661666,1213903.4137634556,POINT (11879228.672661666 1213903.4137634556),895
409,Hiep Binh Phuoc Ward,58,11879381.404035557,1213903.4137634556,POINT (11879381.404035557 1213903.4137634556),888
410,Hiep Binh Phuoc Ward,59,11879534.135409446,1213903.4137634556,POINT (11879534.135409446 1213903.4137634556),859
411,Hiep Binh Phuoc Ward,60,11879686.866783336,1213903.4137634556,POINT (11879686.866783336 1213903.4137634556),871
412,Hiep Binh Phuoc Ward,61,11879839.598157227,1213903.4137634556,POINT (11879839.598157227 1213903.4137634556),809
413,Hiep Binh Phuoc Ward,62,11879992.329531116,1213903.4137634556,POINT (11879992.329531116 1213903.4137634556),735
414,Hiep Binh Phuoc Ward,63,11880145.060905008,1213903.4137634556,POINT (11880145.060905008 1213903.4137634556),805
415,Hiep Binh Phuoc Ward,64,11880297.792278897,1213903.4137634556,POINT (11880297.792278897 1213903.4137634556),607
416,Hiep Binh Phuoc Ward,65,11880450.523652788,1213903.4137634556,POINT (11880450.523652788 1213903.4137634556),595
417,Hiep Binh Phuoc Ward,66,11877701.358922765,1214056.1383201913,POINT (11877701.358922765 1214056.1383201913),231
418,Hiep Binh Phuoc Ward,67,11877854.090296656,1214056.1383201913,POINT (11877854.090296656 1214056.1383201913),114
419,Hiep Binh Phuoc Ward,68,11878006.821670547,1214056.1383201913,POINT (11878006.821670547 1214056.1383201913),121
420,Hiep Binh Phuoc Ward,69,11878159.553044435,1214056.1383201913,POINT (11878159.553044435 1214056.1383201913),124
421,Hiep Binh Phuoc Ward,70,11878312.284418326,1214056.1383201913,POINT (11878312.284418326 1214056.1383201913),135
422,Hiep Binh Phuoc Ward,71,11878465.015792217,1214056.1383201913,POINT (11878465.015792217 1214056.1383201913),276
423,Hiep Binh Phuoc Ward,72,11878617.747166106,1214056.1383201913,POINT (11878617.747166106 1214056.1383201913),401
424,Hiep Binh Phuoc Ward,73,11878770.478539996,1214056.1383201913,POINT (11878770.478539996 1214056.1383201913),469
425,Hiep Binh Phuoc Ward,74,11878923.209913887,1214056.1383201913,POINT (11878923.209913887 1214056.1383201913),597
426,Hiep Binh Phuoc Ward,75,11879075.941287776,1214056.1383201913,POINT (11879075.941287776 1214056.1383201913),699
427,Hiep Binh Phuoc Ward,76,11879228.672661666,1214056.1383201913,POINT (11879228.672661666 1214056.1383201913),803
428,Hiep Binh Phuoc Ward,77,11879381.404035557,1214056.1383201913,POINT (11879381.404035557 1214056.1383201913),854
429,Hiep Binh Phuoc Ward,78,11879534.135409446,1214056.1383201913,POINT (11879534.135409446 1214056.1383201913),848
430,Hiep Binh Phuoc Ward,79,11879686.866783336,1214056.1383201913,POINT (11879686.866783336 1214056.1383201913),845
431,Hiep Binh Phuoc Ward,80,11879839.598157227,1214056.1383201913,POINT (11879839.598157227 1214056.1383201913),750
432,Hiep Binh Phuoc Ward,81,11879992.329531116,1214056.1383201913,POINT (11879992.329531116 1214056.1383201913),579
433,Hiep Binh Phuoc Ward,82,11880145.060905008,1214056.1383201913,POINT (11880145.060905008 1214056.1383201913),674
434,Hiep Binh Phuoc Ward,83,11880297.792278897,1214056.1383201913,POINT (11880297.792278897 1214056.1383201913),534
435,Hiep Binh Phuoc Ward,84,11880450.523652788,1214056.1383201913,POINT (11880450.523652788 1214056.1383201913),496
