,district,index,longitude,latitude,geometry,sum
124,Binh Chieu Ward,124,11880107.404074244,1218318.6376524377,POINT (11880107.404074244 1218318.6376524377),310
125,Binh Chieu Ward,125,11880260.15075386,1218318.6376524377,POINT (11880260.15075386 1218318.6376524377),724
126,Binh Chieu Ward,126,11880412.897433475,1218318.6376524377,POINT (11880412.897433475 1218318.6376524377),787
127,Binh Chieu Ward,127,11880565.64411309,1218318.6376524377,POINT (11880565.64411309 1218318.6376524377),803
128,Binh Chieu Ward,128,11880718.390792705,1218318.6376524377,POINT (11880718.390792705 1218318.6376524377),873
129,Binh Chieu Ward,129,11880871.13747232,1218318.6376524377,POINT (11880871.13747232 1218318.6376524377),731
130,Binh Chieu Ward,130,11881023.884151936,1218318.6376524377,POINT (11881023.884151936 1218318.6376524377),743
131,Binh Chieu Ward,131,11881176.63083155,1218318.6376524377,POINT (11881176.63083155 1218318.6376524377),878
132,Binh Chieu Ward,132,11881329.37751117,1218318.6376524377,POINT (11881329.37751117 1218318.6376524377),879
133,Binh Chieu Ward,133,11881482.124190783,1218318.6376524377,POINT (11881482.124190783 1218318.6376524377),881
134,Binh Chieu Ward,134,11881634.8708704,1218318.6376524377,POINT (11881634.8708704 1218318.6376524377),875
135,Binh Chieu Ward,135,11881787.617550015,1218318.6376524377,POINT (11881787.617550015 1218318.6376524377),750
136,Binh Chieu Ward,136,11881940.36422963,1218318.6376524377,POINT (11881940.36422963 1218318.6376524377),648
137,Binh Chieu Ward,137,11882093.110909246,1218318.6376524377,POINT (11882093.110909246 1218318.6376524377),678
138,Binh Chieu Ward,138,11882245.857588861,1218318.6376524377,POINT (11882245.857588861 1218318.6376524377),730
139,Binh Chieu Ward,139,11882398.604268476,1218318.6376524377,POINT (11882398.604268476 1218318.6376524377),829
140,Binh Chieu Ward,140,11882551.350948092,1218318.6376524377,POINT (11882551.350948092 1218318.6376524377),878
141,Binh Chieu Ward,141,11882704.097627707,1218318.6376524377,POINT (11882704.097627707 1218318.6376524377),901
142,Binh Chieu Ward,142,11882856.844307324,1218318.6376524377,POINT (11882856.844307324 1218318.6376524377),947
143,Binh Chieu Ward,143,11883009.590986937,1218318.6376524377,POINT (11883009.590986937 1218318.6376524377),1054
144,Binh Chieu Ward,144,11883162.337666556,1218318.6376524377,POINT (11883162.337666556 1218318.6376524377),1071
145,Binh Chieu Ward,145,11883315.084346171,1218318.6376524377,POINT (11883315.084346171 1218318.6376524377),966
146,Binh Chieu Ward,146,11883467.831025787,1218318.6376524377,POINT (11883467.831025787 1218318.6376524377),1065
147,Binh Chieu Ward,147,11879343.670676164,1218471.382128946,POINT (11879343.670676164 1218471.382128946),290
148,Binh Chieu Ward,148,11879496.41735578,1218471.382128946,POINT (11879496.41735578 1218471.382128946),320
149,Binh Chieu Ward,149,11879649.164035395,1218471.382128946,POINT (11879649.164035395 1218471.382128946),507
150,Binh Chieu Ward,150,11879801.910715014,1218471.382128946,POINT (11879801.910715014 1218471.382128946),517
151,Binh Chieu Ward,151,11879954.657394627,1218471.382128946,POINT (11879954.657394627 1218471.382128946),394
152,Binh Chieu Ward,152,11880107.404074244,1218471.382128946,POINT (11880107.404074244 1218471.382128946),565
153,Binh Chieu Ward,153,11880260.15075386,1218471.382128946,POINT (11880260.15075386 1218471.382128946),747
154,Binh Chieu Ward,154,11880412.897433475,1218471.382128946,POINT (11880412.897433475 1218471.382128946),800
155,Binh Chieu Ward,155,11880565.64411309,1218471.382128946,POINT (11880565.64411309 1218471.382128946),759
156,Binh Chieu Ward,156,11880718.390792705,1218471.382128946,POINT (11880718.390792705 1218471.382128946),801
157,Binh Chieu Ward,157,11880871.13747232,1218471.382128946,POINT (11880871.13747232 1218471.382128946),876
158,Binh Chieu Ward,158,11881023.884151936,1218471.382128946,POINT (11881023.884151936 1218471.382128946),880
159,Binh Chieu Ward,159,11881176.63083155,1218471.382128946,POINT (11881176.63083155 1218471.382128946),880
160,Binh Chieu Ward,160,11881329.37751117,1218471.382128946,POINT (11881329.37751117 1218471.382128946),882
161,Binh Chieu Ward,161,11881482.124190783,1218471.382128946,POINT (11881482.124190783 1218471.382128946),902
162,Binh Chieu Ward,162,11881634.8708704,1218471.382128946,POINT (11881634.8708704 1218471.382128946),905
163,Binh Chieu Ward,163,11881787.617550015,1218471.382128946,POINT (11881787.617550015 1218471.382128946),882
164,Binh Chieu Ward,164,11881940.36422963,1218471.382128946,POINT (11881940.36422963 1218471.382128946),871
165,Binh Chieu Ward,165,11882093.110909246,1218471.382128946,POINT (11882093.110909246 1218471.382128946),795
166,Binh Chieu Ward,166,11882245.857588861,1218471.382128946,POINT (11882245.857588861 1218471.382128946),731
167,Binh Chieu Ward,167,11882398.604268476,1218471.382128946,POINT (11882398.604268476 1218471.382128946),811
168,Binh Chieu Ward,168,11882551.350948092,1218471.382128946,POINT (11882551.350948092 1218471.382128946),878
169,Binh Chieu Ward,169,11882704.097627707,1218471.382128946,POINT (11882704.097627707 1218471.382128946),924
170,Binh Chieu Ward,170,11882856.844307324,1218471.382128946,POINT (11882856.844307324 1218471.382128946),1010
171,Binh Chieu Ward,171,11883009.590986937,1218471.382128946,POINT (11883009.590986937 1218471.382128946),980
172,Binh Chieu Ward,172,11879343.670676164,1218624.1272958876,POINT (11879343.670676164 1218624.1272958876),297
173,Binh Chieu Ward,173,11879496.41735578,1218624.1272958876,POINT (11879496.41735578 1218624.1272958876),469
174,Binh Chieu Ward,174,11879649.164035395,1218624.1272958876,POINT (11879649.164035395 1218624.1272958876),593
175,Binh Chieu Ward,175,11879801.910715014,1218624.1272958876,POINT (11879801.910715014 1218624.1272958876),634
176,Binh Chieu Ward,176,11879954.657394627,1218624.1272958876,POINT (11879954.657394627 1218624.1272958876),703
177,Binh Chieu Ward,177,11880107.404074244,1218624.1272958876,POINT (11880107.404074244 1218624.1272958876),797
178,Binh Chieu Ward,178,11880260.15075386,1218624.1272958876,POINT (11880260.15075386 1218624.1272958876),786
179,Binh Chieu Ward,179,11880412.897433475,1218624.1272958876,POINT (11880412.897433475 1218624.1272958876),638
180,Binh Chieu Ward,180,11880565.64411309,1218624.1272958876,POINT (11880565.64411309 1218624.1272958876),566
181,Binh Chieu Ward,181,11880718.390792705,1218624.1272958876,POINT (11880718.390792705 1218624.1272958876),722
182,Binh Chieu Ward,182,11880871.13747232,1218624.1272958876,POINT (11880871.13747232 1218624.1272958876),848
183,Binh Chieu Ward,183,11881023.884151936,1218624.1272958876,POINT (11881023.884151936 1218624.1272958876),876
184,Binh Chieu Ward,184,11881176.63083155,1218624.1272958876,POINT (11881176.63083155 1218624.1272958876),988
185,Binh Chieu Ward,185,11881329.37751117,1218624.1272958876,POINT (11881329.37751117 1218624.1272958876),1061
186,Binh Chieu Ward,186,11881482.124190783,1218624.1272958876,POINT (11881482.124190783 1218624.1272958876),1058
187,Binh Chieu Ward,187,11881634.8708704,1218624.1272958876,POINT (11881634.8708704 1218624.1272958876),992
188,Binh Chieu Ward,188,11881787.617550015,1218624.1272958876,POINT (11881787.617550015 1218624.1272958876),845
189,Binh Chieu Ward,189,11881940.36422963,1218624.1272958876,POINT (11881940.36422963 1218624.1272958876),804
190,Binh Chieu Ward,190,11882093.110909246,1218624.1272958876,POINT (11882093.110909246 1218624.1272958876),765
191,Binh Chieu Ward,191,11882245.857588861,1218624.1272958876,POINT (11882245.857588861 1218624.1272958876),726
192,Binh Chieu Ward,192,11882398.604268476,1218624.1272958876,POINT (11882398.604268476 1218624.1272958876),809
193,Binh Chieu Ward,193,11882551.350948092,1218624.1272958876,POINT (11882551.350948092 1218624.1272958876),854
194,Binh Chieu Ward,194,11882704.097627707,1218624.1272958876,POINT (11882704.097627707 1218624.1272958876),869
195,Binh Chieu Ward,195,11882856.844307324,1218624.1272958876,POINT (11882856.844307324 1218624.1272958876),952
196,Binh Chieu Ward,196,11883009.590986937,1218624.1272958876,POINT (11883009.590986937 1218624.1272958876),1054
197,Binh Chieu Ward,197,11879649.164035395,1218776.8731533536,POINT (11879649.164035395 1218776.8731533536),373
198,Binh Chieu Ward,198,11879801.910715014,1218776.8731533536,POINT (11879801.910715014 1218776.8731533536),530
199,Binh Chieu Ward,199,11879954.657394627,1218776.8731533536,POINT (11879954.657394627 1218776.8731533536),603
200,Binh Chieu Ward,200,11880107.404074244,1218776.8731533536,POINT (11880107.404074244 1218776.8731533536),636
201,Binh Chieu Ward,201,11880260.15075386,1218776.8731533536,POINT (11880260.15075386 1218776.8731533536),741
202,Binh Chieu Ward,202,11880412.897433475,1218776.8731533536,POINT (11880412.897433475 1218776.8731533536),615
203,Binh Chieu Ward,203,11880565.64411309,1218776.8731533536,POINT (11880565.64411309 1218776.8731533536),631
204,Binh Chieu Ward,204,11880718.390792705,1218776.8731533536,POINT (11880718.390792705 1218776.8731533536),820
205,Binh Chieu Ward,205,11880871.13747232,1218776.8731533536,POINT (11880871.13747232 1218776.8731533536),868
206,Binh Chieu Ward,206,11881023.884151936,1218776.8731533536,POINT (11881023.884151936 1218776.8731533536),975
207,Binh Chieu Ward,207,11881176.63083155,1218776.8731533536,POINT (11881176.63083155 1218776.8731533536),1162
208,Binh Chieu Ward,208,11881329.37751117,1218776.8731533536,POINT (11881329.37751117 1218776.8731533536),1211
209,Binh Chieu Ward,209,11881482.124190783,1218776.8731533536,POINT (11881482.124190783 1218776.8731533536),1196
210,Binh Chieu Ward,210,11881634.8708704,1218776.8731533536,POINT (11881634.8708704 1218776.8731533536),1159
211,Binh Chieu Ward,211,11881787.617550015,1218776.8731533536,POINT (11881787.617550015 1218776.8731533536),947
212,Binh Chieu Ward,212,11881940.36422963,1218776.8731533536,POINT (11881940.36422963 1218776.8731533536),827
213,Binh Chieu Ward,213,11882245.857588861,1218776.8731533536,POINT (11882245.857588861 1218776.8731533536),833
214,Binh Chieu Ward,214,11882398.604268476,1218776.8731533536,POINT (11882398.604268476 1218776.8731533536),858
215,Binh Chieu Ward,215,11882551.350948092,1218776.8731533536,POINT (11882551.350948092 1218776.8731533536),880
216,Binh Chieu Ward,216,11882704.097627707,1218776.8731533536,POINT (11882704.097627707 1218776.8731533536),916
217,Binh Chieu Ward,217,11882856.844307324,1218776.8731533536,POINT (11882856.844307324 1218776.8731533536),1030
218,Binh Chieu Ward,218,11879496.41735578,1218929.6197014344,POINT (11879496.41735578 1218929.6197014344),56
219,Binh Chieu Ward,219,11879649.164035395,1218929.6197014344,POINT (11879649.164035395 1218929.6197014344),181
220,Binh Chieu Ward,220,11879801.910715014,1218929.6197014344,POINT (11879801.910715014 1218929.6197014344),454
221,Binh Chieu Ward,221,11879954.657394627,1218929.6197014344,POINT (11879954.657394627 1218929.6197014344),596
222,Binh Chieu Ward,222,11880107.404074244,1218929.6197014344,POINT (11880107.404074244 1218929.6197014344),646
223,Binh Chieu Ward,223,11880260.15075386,1218929.6197014344,POINT (11880260.15075386 1218929.6197014344),727
224,Binh Chieu Ward,224,11880412.897433475,1218929.6197014344,POINT (11880412.897433475 1218929.6197014344),699
225,Binh Chieu Ward,225,11880565.64411309,1218929.6197014344,POINT (11880565.64411309 1218929.6197014344),744
226,Binh Chieu Ward,226,11880718.390792705,1218929.6197014344,POINT (11880718.390792705 1218929.6197014344),828
227,Binh Chieu Ward,227,11880871.13747232,1218929.6197014344,POINT (11880871.13747232 1218929.6197014344),846
228,Binh Chieu Ward,228,11881023.884151936,1218929.6197014344,POINT (11881023.884151936 1218929.6197014344),1040
229,Binh Chieu Ward,229,11881176.63083155,1218929.6197014344,POINT (11881176.63083155 1218929.6197014344),1209
230,Binh Chieu Ward,230,11881329.37751117,1218929.6197014344,POINT (11881329.37751117 1218929.6197014344),1205
231,Binh Chieu Ward,231,11881482.124190783,1218929.6197014344,POINT (11881482.124190783 1218929.6197014344),1234
232,Binh Chieu Ward,232,11881634.8708704,1218929.6197014344,POINT (11881634.8708704 1218929.6197014344),1198
233,Binh Chieu Ward,233,11881787.617550015,1218929.6197014344,POINT (11881787.617550015 1218929.6197014344),925
234,Binh Chieu Ward,234,11881940.36422963,1218929.6197014344,POINT (11881940.36422963 1218929.6197014344),738
235,Binh Chieu Ward,235,11879496.41735578,1219082.3669402208,POINT (11879496.41735578 1219082.3669402208),12
236,Binh Chieu Ward,236,11879649.164035395,1219082.3669402208,POINT (11879649.164035395 1219082.3669402208),167
237,Binh Chieu Ward,237,11879801.910715014,1219082.3669402208,POINT (11879801.910715014 1219082.3669402208),488
238,Binh Chieu Ward,238,11879954.657394627,1219082.3669402208,POINT (11879954.657394627 1219082.3669402208),749
239,Binh Chieu Ward,239,11880107.404074244,1219082.3669402208,POINT (11880107.404074244 1219082.3669402208),905
240,Binh Chieu Ward,240,11880260.15075386,1219082.3669402208,POINT (11880260.15075386 1219082.3669402208),898
241,Binh Chieu Ward,241,11880412.897433475,1219082.3669402208,POINT (11880412.897433475 1219082.3669402208),831
242,Binh Chieu Ward,242,11880565.64411309,1219082.3669402208,POINT (11880565.64411309 1219082.3669402208),827
243,Binh Chieu Ward,243,11880718.390792705,1219082.3669402208,POINT (11880718.390792705 1219082.3669402208),806
244,Binh Chieu Ward,244,11880871.13747232,1219082.3669402208,POINT (11880871.13747232 1219082.3669402208),829
245,Binh Chieu Ward,245,11881023.884151936,1219082.3669402208,POINT (11881023.884151936 1219082.3669402208),1176
246,Binh Chieu Ward,246,11881176.63083155,1219082.3669402208,POINT (11881176.63083155 1219082.3669402208),1393
247,Binh Chieu Ward,247,11881329.37751117,1219082.3669402208,POINT (11881329.37751117 1219082.3669402208),1332
248,Binh Chieu Ward,248,11881482.124190783,1219082.3669402208,POINT (11881482.124190783 1219082.3669402208),1348
249,Binh Chieu Ward,249,11881634.8708704,1219082.3669402208,POINT (11881634.8708704 1219082.3669402208),991
250,Binh Chieu Ward,250,11881787.617550015,1219082.3669402208,POINT (11881787.617550015 1219082.3669402208),521
251,Binh Chieu Ward,251,11881940.36422963,1219082.3669402208,POINT (11881940.36422963 1219082.3669402208),511
252,Binh Chieu Ward,252,11879343.670676164,1219235.1148698037,POINT (11879343.670676164 1219235.1148698037),239
253,Binh Chieu Ward,253,11879496.41735578,1219235.1148698037,POINT (11879496.41735578 1219235.1148698037),59
254,Binh Chieu Ward,254,11879649.164035395,1219235.1148698037,POINT (11879649.164035395 1219235.1148698037),197
255,Binh Chieu Ward,255,11879801.910715014,1219235.1148698037,POINT (11879801.910715014 1219235.1148698037),533
256,Binh Chieu Ward,256,11879954.657394627,1219235.1148698037,POINT (11879954.657394627 1219235.1148698037),866
257,Binh Chieu Ward,257,11880107.404074244,1219235.1148698037,POINT (11880107.404074244 1219235.1148698037),1094
258,Binh Chieu Ward,258,11880260.15075386,1219235.1148698037,POINT (11880260.15075386 1219235.1148698037),1048
259,Binh Chieu Ward,259,11880412.897433475,1219235.1148698037,POINT (11880412.897433475 1219235.1148698037),868
260,Binh Chieu Ward,260,11880565.64411309,1219235.1148698037,POINT (11880565.64411309 1219235.1148698037),832
261,Binh Chieu Ward,261,11880718.390792705,1219235.1148698037,POINT (11880718.390792705 1219235.1148698037),775
262,Binh Chieu Ward,262,11880871.13747232,1219235.1148698037,POINT (11880871.13747232 1219235.1148698037),781
263,Binh Chieu Ward,263,11881023.884151936,1219235.1148698037,POINT (11881023.884151936 1219235.1148698037),1017
264,Binh Chieu Ward,264,11881176.63083155,1219235.1148698037,POINT (11881176.63083155 1219235.1148698037),1119
265,Binh Chieu Ward,265,11881329.37751117,1219235.1148698037,POINT (11881329.37751117 1219235.1148698037),1053
266,Binh Chieu Ward,266,11881482.124190783,1219235.1148698037,POINT (11881482.124190783 1219235.1148698037),1025
267,Binh Chieu Ward,267,11881634.8708704,1219235.1148698037,POINT (11881634.8708704 1219235.1148698037),529
268,Binh Chieu Ward,268,11881787.617550015,1219235.1148698037,POINT (11881787.617550015 1219235.1148698037),223
269,Binh Chieu Ward,269,11879343.670676164,1219387.8634902742,POINT (11879343.670676164 1219387.8634902742),346
270,Binh Chieu Ward,270,11879496.41735578,1219387.8634902742,POINT (11879496.41735578 1219387.8634902742),103
271,Binh Chieu Ward,271,11879649.164035395,1219387.8634902742,POINT (11879649.164035395 1219387.8634902742),249
272,Binh Chieu Ward,272,11879801.910715014,1219387.8634902742,POINT (11879801.910715014 1219387.8634902742),665
273,Binh Chieu Ward,273,11879954.657394627,1219387.8634902742,POINT (11879954.657394627 1219387.8634902742),996
274,Binh Chieu Ward,274,11880107.404074244,1219387.8634902742,POINT (11880107.404074244 1219387.8634902742),1163
275,Binh Chieu Ward,275,11880260.15075386,1219387.8634902742,POINT (11880260.15075386 1219387.8634902742),1072
276,Binh Chieu Ward,276,11880412.897433475,1219387.8634902742,POINT (11880412.897433475 1219387.8634902742),892
277,Binh Chieu Ward,277,11880565.64411309,1219387.8634902742,POINT (11880565.64411309 1219387.8634902742),891
278,Binh Chieu Ward,278,11880718.390792705,1219387.8634902742,POINT (11880718.390792705 1219387.8634902742),873
279,Binh Chieu Ward,279,11880871.13747232,1219387.8634902742,POINT (11880871.13747232 1219387.8634902742),856
280,Binh Chieu Ward,280,11881023.884151936,1219387.8634902742,POINT (11881023.884151936 1219387.8634902742),877
281,Binh Chieu Ward,281,11881176.63083155,1219387.8634902742,POINT (11881176.63083155 1219387.8634902742),849
282,Binh Chieu Ward,282,11881329.37751117,1219387.8634902742,POINT (11881329.37751117 1219387.8634902742),670
283,Binh Chieu Ward,283,11881482.124190783,1219387.8634902742,POINT (11881482.124190783 1219387.8634902742),597
284,Binh Chieu Ward,284,11879343.670676164,1219540.6128017218,POINT (11879343.670676164 1219540.6128017218),320
285,Binh Chieu Ward,285,11879496.41735578,1219540.6128017218,POINT (11879496.41735578 1219540.6128017218),372
286,Binh Chieu Ward,286,11879649.164035395,1219540.6128017218,POINT (11879649.164035395 1219540.6128017218),542
287,Binh Chieu Ward,287,11879801.910715014,1219540.6128017218,POINT (11879801.910715014 1219540.6128017218),835
288,Binh Chieu Ward,288,11879954.657394627,1219540.6128017218,POINT (11879954.657394627 1219540.6128017218),937
289,Binh Chieu Ward,289,11880107.404074244,1219540.6128017218,POINT (11880107.404074244 1219540.6128017218),919
290,Binh Chieu Ward,290,11880260.15075386,1219540.6128017218,POINT (11880260.15075386 1219540.6128017218),897
291,Binh Chieu Ward,291,11880412.897433475,1219540.6128017218,POINT (11880412.897433475 1219540.6128017218),864
292,Binh Chieu Ward,292,11880565.64411309,1219540.6128017218,POINT (11880565.64411309 1219540.6128017218),959
293,Binh Chieu Ward,293,11880718.390792705,1219540.6128017218,POINT (11880718.390792705 1219540.6128017218),949
294,Binh Chieu Ward,294,11880871.13747232,1219540.6128017218,POINT (11880871.13747232 1219540.6128017218),854
295,Binh Chieu Ward,295,11881023.884151936,1219540.6128017218,POINT (11881023.884151936 1219540.6128017218),853
296,Binh Chieu Ward,296,11881176.63083155,1219540.6128017218,POINT (11881176.63083155 1219540.6128017218),801
297,Binh Chieu Ward,297,11881329.37751117,1219540.6128017218,POINT (11881329.37751117 1219540.6128017218),476
298,Binh Chieu Ward,298,11881482.124190783,1219540.6128017218,POINT (11881482.124190783 1219540.6128017218),586
299,Binh Chieu Ward,299,11879343.670676164,1219693.3628042387,POINT (11879343.670676164 1219693.3628042387),504
300,Binh Chieu Ward,300,11879496.41735578,1219693.3628042387,POINT (11879496.41735578 1219693.3628042387),677
301,Binh Chieu Ward,301,11879649.164035395,1219693.3628042387,POINT (11879649.164035395 1219693.3628042387),836
302,Binh Chieu Ward,302,11879801.910715014,1219693.3628042387,POINT (11879801.910715014 1219693.3628042387),893
303,Binh Chieu Ward,303,11879954.657394627,1219693.3628042387,POINT (11879954.657394627 1219693.3628042387),905
304,Binh Chieu Ward,304,11880107.404074244,1219693.3628042387,POINT (11880107.404074244 1219693.3628042387),881
305,Binh Chieu Ward,305,11880260.15075386,1219693.3628042387,POINT (11880260.15075386 1219693.3628042387),881
306,Binh Chieu Ward,306,11880412.897433475,1219693.3628042387,POINT (11880412.897433475 1219693.3628042387),889
307,Binh Chieu Ward,307,11880565.64411309,1219693.3628042387,POINT (11880565.64411309 1219693.3628042387),965
308,Binh Chieu Ward,308,11880718.390792705,1219693.3628042387,POINT (11880718.390792705 1219693.3628042387),953
309,Binh Chieu Ward,309,11880871.13747232,1219693.3628042387,POINT (11880871.13747232 1219693.3628042387),921
310,Binh Chieu Ward,310,11881023.884151936,1219693.3628042387,POINT (11881023.884151936 1219693.3628042387),954
311,Binh Chieu Ward,311,11881176.63083155,1219693.3628042387,POINT (11881176.63083155 1219693.3628042387),883
312,Binh Chieu Ward,312,11881329.37751117,1219693.3628042387,POINT (11881329.37751117 1219693.3628042387),712
313,Binh Chieu Ward,313,11881482.124190783,1219693.3628042387,POINT (11881482.124190783 1219693.3628042387),913
314,Binh Chieu Ward,314,11879343.670676164,1219846.1134979147,POINT (11879343.670676164 1219846.1134979147),749
315,Binh Chieu Ward,315,11879496.41735578,1219846.1134979147,POINT (11879496.41735578 1219846.1134979147),748
316,Binh Chieu Ward,316,11879649.164035395,1219846.1134979147,POINT (11879649.164035395 1219846.1134979147),836
317,Binh Chieu Ward,317,11879801.910715014,1219846.1134979147,POINT (11879801.910715014 1219846.1134979147),891
318,Binh Chieu Ward,318,11879954.657394627,1219846.1134979147,POINT (11879954.657394627 1219846.1134979147),1008
319,Binh Chieu Ward,319,11880107.404074244,1219846.1134979147,POINT (11880107.404074244 1219846.1134979147),980
320,Binh Chieu Ward,320,11880260.15075386,1219846.1134979147,POINT (11880260.15075386 1219846.1134979147),854
321,Binh Chieu Ward,321,11880412.897433475,1219846.1134979147,POINT (11880412.897433475 1219846.1134979147),854
322,Binh Chieu Ward,322,11880565.64411309,1219846.1134979147,POINT (11880565.64411309 1219846.1134979147),854
323,Binh Chieu Ward,323,11880718.390792705,1219846.1134979147,POINT (11880718.390792705 1219846.1134979147),861
324,Binh Chieu Ward,324,11880871.13747232,1219846.1134979147,POINT (11880871.13747232 1219846.1134979147),983
325,Binh Chieu Ward,325,11881023.884151936,1219846.1134979147,POINT (11881023.884151936 1219846.1134979147),1081
326,Binh Chieu Ward,326,11881329.37751117,1219846.1134979147,POINT (11881329.37751117 1219846.1134979147),1048
327,Binh Chieu Ward,327,11881482.124190783,1219846.1134979147,POINT (11881482.124190783 1219846.1134979147),1012
328,Binh Chieu Ward,328,11879343.670676164,1219998.8648828408,POINT (11879343.670676164 1219998.8648828408),878
329,Binh Chieu Ward,329,11879496.41735578,1219998.8648828408,POINT (11879496.41735578 1219998.8648828408),836
330,Binh Chieu Ward,330,11879649.164035395,1219998.8648828408,POINT (11879649.164035395 1219998.8648828408),867
331,Binh Chieu Ward,331,11879801.910715014,1219998.8648828408,POINT (11879801.910715014 1219998.8648828408),997
332,Binh Chieu Ward,332,11879954.657394627,1219998.8648828408,POINT (11879954.657394627 1219998.8648828408),1092
333,Binh Chieu Ward,333,11880107.404074244,1219998.8648828408,POINT (11880107.404074244 1219998.8648828408),1013
334,Binh Chieu Ward,334,11880260.15075386,1219998.8648828408,POINT (11880260.15075386 1219998.8648828408),913
335,Binh Chieu Ward,335,11880412.897433475,1219998.8648828408,POINT (11880412.897433475 1219998.8648828408),991
336,Binh Chieu Ward,336,11880565.64411309,1219998.8648828408,POINT (11880565.64411309 1219998.8648828408),1084
337,Binh Chieu Ward,337,11879496.41735578,1220151.6169591076,POINT (11879496.41735578 1220151.6169591076),864
338,Binh Chieu Ward,338,11879649.164035395,1220151.6169591076,POINT (11879649.164035395 1220151.6169591076),885
339,Binh Chieu Ward,339,11879801.910715014,1220151.6169591076,POINT (11879801.910715014 1220151.6169591076),948
340,Binh Chieu Ward,340,11879954.657394627,1220151.6169591076,POINT (11879954.657394627 1220151.6169591076),930
341,Binh Chieu Ward,341,11880107.404074244,1220151.6169591076,POINT (11880107.404074244 1220151.6169591076),884
342,Binh Chieu Ward,342,11880260.15075386,1220151.6169591076,POINT (11880260.15075386 1220151.6169591076),968
343,Binh Chieu Ward,343,11879496.41735578,1220304.3697268062,POINT (11879496.41735578 1220304.3697268062),851
344,Binh Chieu Ward,344,11879649.164035395,1220304.3697268062,POINT (11879649.164035395 1220304.3697268062),850
345,Binh Chieu Ward,345,11879801.910715014,1220304.3697268062,POINT (11879801.910715014 1220304.3697268062),851
346,Binh Chieu Ward,346,11879954.657394627,1220304.3697268062,POINT (11879954.657394627 1220304.3697268062),855
347,Binh Chieu Ward,347,11880107.404074244,1220304.3697268062,POINT (11880107.404074244 1220304.3697268062),919
348,Binh Chieu Ward,348,11879649.164035395,1220457.1231860272,POINT (11879649.164035395 1220457.1231860272),913
349,Binh Chieu Ward,349,11879801.910715014,1220457.1231860272,POINT (11879801.910715014 1220457.1231860272),884
350,Binh Chieu Ward,350,11879954.657394627,1220457.1231860272,POINT (11879954.657394627 1220457.1231860272),982
351,Hiep Binh Phuoc Ward,0,11878465.015792217,1213445.2442192135,POINT (11878465.015792217 1213445.2442192135),440
352,Hiep Binh Phuoc Ward,1,11878617.747166106,1213445.2442192135,POINT (11878617.747166106 1213445.2442192135),194
353,Hiep Binh Phuoc Ward,2,11878770.478539996,1213445.2442192135,POINT (11878770.478539996 1213445.2442192135),520
354,Hiep Binh Phuoc Ward,3,11878923.209913887,1213445.2442192135,POINT (11878923.209913887 1213445.2442192135),844
355,Hiep Binh Phuoc Ward,4,11879075.941287776,1213445.2442192135,POINT (11879075.941287776 1213445.2442192135),833
356,Hiep Binh Phuoc Ward,5,11879228.672661666,1213445.2442192135,POINT (11879228.672661666 1213445.2442192135),821
357,Hiep Binh Phuoc Ward,6,11879381.404035557,1213445.2442192135,POINT (11879381.404035557 1213445.2442192135),842
358,Hiep Binh Phuoc Ward,7,11879534.135409446,1213445.2442192135,POINT (11879534.135409446 1213445.2442192135),815
359,Hiep Binh Phuoc Ward,8,11879686.866783336,1213445.2442192135,POINT (11879686.866783336 1213445.2442192135),697
360,Hiep Binh Phuoc Ward,9,11879839.598157227,1213445.2442192135,POINT (11879839.598157227 1213445.2442192135),567
361,Hiep Binh Phuoc Ward,10,11879992.329531116,1213445.2442192135,POINT (11879992.329531116 1213445.2442192135),533
362,Hiep Binh Phuoc Ward,11,11880145.060905008,1213445.2442192135,POINT (11880145.060905008 1213445.2442192135),650
363,Hiep Binh Phuoc Ward,12,11880297.792278897,1213445.2442192135,POINT (11880297.792278897 1213445.2442192135),801
364,Hiep Binh Phuoc Ward,13,11880450.523652788,1213445.2442192135,POINT (11880450.523652788 1213445.2442192135),846
365,Hiep Binh Phuoc Ward,14,11878159.553044435,1213597.9667130576,POINT (11878159.553044435 1213597.9667130576),764
366,Hiep Binh Phuoc Ward,15,11878312.284418326,1213597.9667130576,POINT (11878312.284418326 1213597.9667130576),469
367,Hiep Binh Phuoc Ward,16,11878465.015792217,1213597.9667130576,POINT (11878465.015792217 1213597.9667130576),157
368,Hiep Binh Phuoc Ward,17,11878617.747166106,1213597.9667130576,POINT (11878617.747166106 1213597.9667130576),319
369,Hiep Binh Phuoc Ward,18,11878770.478539996,1213597.9667130576,POINT (11878770.478539996 1213597.9667130576),719
370,Hiep Binh Phuoc Ward,19,11878923.209913887,1213597.9667130576,POINT (11878923.209913887 1213597.9667130576),861
371,Hiep Binh Phuoc Ward,20,11879075.941287776,1213597.9667130576,POINT (11879075.941287776 1213597.9667130576),879
372,Hiep Binh Phuoc Ward,21,11879228.672661666,1213597.9667130576,POINT (11879228.672661666 1213597.9667130576),882
373,Hiep Binh Phuoc Ward,22,11879381.404035557,1213597.9667130576,POINT (11879381.404035557 1213597.9667130576),882
374,Hiep Binh Phuoc Ward,23,11879534.135409446,1213597.9667130576,POINT (11879534.135409446 1213597.9667130576),843
375,Hiep Binh Phuoc Ward,24,11879686.866783336,1213597.9667130576,POINT (11879686.866783336 1213597.9667130576),832
