image,pred,lat,lon
Mỹ Tho-29.jpeg,0.4288530517369509,10.321973136410717N,106.31631105769634E
Long Hồ District-3988.jpeg,0.42881569266319275,10.194414307161237N,105.98930263925763E
Yên Mỹ District-1454.jpeg,0.42879786901175976,20.878791942443318N,105.99599139153793E
Binh Minh Town-3897.jpeg,0.428789833560586,10.086797476767636N,105.84468912301752E
Thanh Liêm District-1948.jpeg,0.428780572488904,20.42619094373765N,105.91175898869342E
Châu Thành District-4360.jpeg,0.42877381294965744,10.283956206036958N,106.18275549681123E
Cai Lậy Town-92.jpeg,0.42874593287706375,10.358816703471197N,106.10598956193365E
Vĩnh Long-1499.jpeg,0.4287262000143528,10.257082205454365N,105.89392398122901E
Long Hồ District-8725.jpeg,0.4287169389426708,10.300864181428137N,105.96328697896001E
Cai Lậy Town-904.jpeg,0.42871667444705963,10.380376171677153N,106.11695024290049E
Cai Lậy Town-5080.jpeg,0.42869493551552296,10.455834310398014N,106.17175364773465E
Châu Thành District-334.jpeg,0.428692614659667,10.25161700372803N,106.20603687770056E
Thanh Liêm District-1276.jpeg,0.4286477454006672,20.414063742871466N,105.89162619246228E
Vĩnh Long-301.jpeg,0.42863740772008896,10.23417527048554N,105.9623905696832E
Mỹ Hào District-2545.jpeg,0.42858661338686943,20.94331827771347N,106.11084175426323E
Go Cong Town-3807.jpeg,0.4285840094089508,10.43311847657908N,106.65256222210868E
Bến Tre City-204.jpeg,0.4285641685128212,10.2017285369513N,106.41046341718273E
Yên Mỹ District-2454.jpeg,0.4285578653216362,20.894961543598264N,105.98156817782578E
Thanh Liêm District-4859.jpeg,0.4285210510715842,20.467962413387863N,105.97215737738684E
Cao Lanh City-1735.jpeg,0.4285093732178211,10.437883938456077N,105.61394635255486E
Go Cong Town-2396.jpeg,0.4284954350441694,10.406169141321634N,106.6361220488026E
Châu Thành District-8915.jpeg,0.42849070578813553,10.313600474820154N,106.35805059997791E
Mỹ Tho-739.jpeg,0.4284769482910633,10.343532604616676N,106.31357144267761E
Vĩnh Long-368.jpeg,0.4284323025494814,10.23552273724841N,105.97745321914311E
Hiệp Hòa District-8704.jpeg,0.4283881653100252,21.384757617702867N,106.00642544439235E
Hoa Lư District-889.jpeg,0.42836523428559303,20.207424041656665N,105.95932515179935E
Yên Mỹ District-1821.jpeg,0.42835189774632454,20.884181809494965N,106.03926103267437E
Cai Lậy Town-1264.jpeg,0.428338011726737,10.385766038728642N,106.1854544989432E
Cai Lậy Town-6557.jpeg,0.42832228541374207,10.489520979469832N,106.11146990241708E
Châu Thành District-6147.jpeg,0.4283216968178749,10.294735940139942N,106.28272848533595E
Phu Ly City-2601.jpeg,0.4283195994794369,20.55184694406471N,105.95885933214524E
Phu Ly City-1518.jpeg,0.4283021576702595,20.53432987614687N,105.89410525413581E
Thanh Liêm District-5670.jpeg,0.42829717975109816,20.48008961425405N,105.90456870432516E
Cao Lanh City-1216.jpeg,0.42828499898314476,10.429799137878842N,105.59750349814857E
Vĩnh Long-1414.jpeg,0.42828135564923286,10.255734738691492N,105.89529331299809E
Sa Đéc City-1298.jpeg,0.42827742733061314,10.308490139568944N,105.72716607023159E
Hoa Lư District-505.jpeg,0.42826779186725616,20.199339241079212N,105.94639901204157E
Mỹ Hào District-3363.jpeg,0.4282375508919358,20.9567929453426N,106.04303890971099E
Yên Mỹ District-2490.jpeg,0.4282238967716694,20.894961543598264N,106.03349174718953E
Chau Doc City-3951.jpeg,0.42822327092289925,10.69713247579225N,105.1467593428686E
Thanh Liêm District-2722.jpeg,0.42820561211556196,20.43831814460384N,105.89881647683056E
Long Xuyen City-3155.jpeg,0.42818800173699856,10.378525741601193N,105.43173809575667E
Mỹ Hào District-0.jpeg,0.428184000775218,20.87459747280493N,106.09208777598282E
Yên Mỹ District-1240.jpeg,0.42811523750424385,20.874749542154575N,106.03204942581829E
Cai Lậy Town-1014.jpeg,0.42805240675807,10.381723638440027N,106.16490322213039E
Châu Thành District-793.jpeg,0.4280349723994732,10.257006870779517N,106.41830829169147E
Go Cong Town-622.jpeg,0.42803276516497135,10.359007804621099N,106.68544256872082E
Tây Ninh City-5476.jpeg,0.4280137186869979,11.405416111245337N,106.12100459830566E
Long Hồ District-4030.jpeg,0.4280093964189291,10.195761773924112N,105.93590207338352E
Cai Lậy Town-3245.jpeg,0.42799082584679127,10.423495108089071N,106.10050922145024E
Cai Lậy Town-549.jpeg,0.4279866088181734,10.373638837862787N,106.12791092386735E
Long Hồ District-9052.jpeg,0.42797600850462914,10.307601515242501N,105.99477962037295E
Bac Giang City-2879.jpeg,0.4279563669115305,21.29956427868906N,106.18660823315636E
Mỹ Tho-2687.jpeg,0.42793977074325085,10.37587180692561N,106.3998693157666E
Yên Mỹ District-3007.jpeg,0.42784800566732883,20.90439381093865N,105.97579889234092E
Tây Ninh City-879.jpeg,0.42784125450998545,11.32187317194709N,106.12237901770304E
Duy Tiên District-3451.jpeg,0.4278313145041466,20.645648045531594N,105.96337194010802E
Châu Thành District-4630.jpeg,0.4278031252324581,10.28530367279983N,106.24986065349223E
Ninh Bình-403.jpeg,0.42774622701108456,20.224010407561988N,105.96583578475317E
Mỹ Tho-3299.jpeg,0.42773435823619366,10.386651541028591N,106.40534854580397E
Thái Bình-862.jpeg,0.42771060205996037,20.436552908491205N,106.36371254923672E
Phu Ly City-8.jpeg,0.4276999831199646,20.48716853944501N,105.9070560697377E
Yên Mỹ District-1608.jpeg,0.42769889533519745,20.881486875969138N,105.97724121371212E
Thanh Liêm District-6485.jpeg,0.4276927411556244,20.492216815120244N,105.92613955742995E
Hiệp Hòa District-8905.jpeg,0.42768279276788235,21.39014748475452N,105.95724259026198E
Vĩnh Long-1278.jpeg,0.4276579190045595,10.253039805165749N,105.94048126137785E
Vĩnh Long-855.jpeg,0.42765358462929726,10.246302471351386N,105.91583328953435E
Long Hồ District-5111.jpeg,0.42764265835285187,10.217321242130064N,105.92494811115294E
Cai Lậy Town-6531.jpeg,0.42764186672866344,10.488173512706958N,106.1320211792299E
Vĩnh Long-2225.jpeg,0.4276350121945143,10.270556873083086N,105.926787943687E
Mỹ Tho-1282.jpeg,0.42763420939445496,10.352964871956782N,106.3108318276589E
Thanh Liêm District-3250.jpeg,0.4276022147387266,20.4464029451813N,105.8542367137473E
Bến Tre City-1312.jpeg,0.42758788354694843,10.231372805734486N,106.3707547333842E
Châu Thành District-1932.jpeg,0.4275789074599743,10.267786604882494N,106.21699282164845E
Sa Đéc City-2627.jpeg,0.42751510068774223,10.36104134332097N,105.71894826897338E
Tây Ninh City-5834.jpeg,0.42751111276447773,11.412153445059715N,106.14299530866373E
Cao Lanh City-3795.jpeg,0.4274884797632694,10.479655408105131N,105.6070951632189E
Trà Vinh City-930.jpeg,0.4274297524243593,9.924361972121927N,106.32082124835837E
Binh Minh Town-3702.jpeg,0.4274178468622267,10.081407609716146N,105.83921532046E
Thanh Liêm District-849.jpeg,0.4274060130119324,20.403284008768185N,105.94195818304013E
Tây Ninh City-6514.jpeg,0.42740462347865105,11.426975579451344N,106.17460695480347E
Long Hồ District-1416.jpeg,0.4273594655096531,10.162075104852311N,106.00299509204586E
Hiệp Hòa District-3580.jpeg,0.4273341028019786,21.306604545453805N,105.9413304903963E
Thanh Liêm District-7041.jpeg,0.42730650678277016,20.501649082460613N,105.90169259057785E
Cai Lậy Town-1972.jpeg,0.42730627954006195,10.397893239594495N,106.15668271140524E
Long Xuyen City-3034.jpeg,0.4272888880223036,10.375830808075445N,105.45091596769116E
Châu Thành District-3854.jpeg,0.4272877983748913,10.279913805748345N,106.39776589678914E
Yên Mỹ District-3869.jpeg,0.4272863697260618,20.920563412093603N,106.00464531976523E
Bến Tre City-2709.jpeg,0.4272807687520981,10.255627207466182N,106.38855517784562E
Go Cong Town-481.jpeg,0.4272707588970661,10.354965404332479N,106.6922926409317E
Binh Minh Town-835.jpeg,0.42724188044667244,10.014034271572568N,105.89805869795318E
Châu Thành District-1860.jpeg,0.42722728103399277,10.266439138119624N,106.40598285475006E
Chau Doc City-4087.jpeg,0.4271896742284298,10.699827409317995N,105.13030427048616E
Cao Lanh City-1575.jpeg,0.4271635040640831,10.435189004930333N,105.62353801762521E
Tây Ninh City-5384.jpeg,0.4271613173186779,11.404068644482464N,106.08389527457642E
Cao Lanh City-4712.jpeg,0.4271245738491416,10.497172476022477N,105.65231301283626E
Châu Thành District-4845.jpeg,0.4270874448120594,10.286651139562707N,106.24301318852476E
Bac Giang City-2212.jpeg,0.42707229126244783,21.286089611059918N,106.18950014772867E
Long Hồ District-7613.jpeg,0.42706504091620445,10.280652179985056N,105.94548679033528E
Binh Minh Town-3187.jpeg,0.42706199176609516,10.06793294208743N,105.8008987025575E
Sa Đéc City-2364.jpeg,0.42705572955310345,10.350261609217988N,105.7312749708607E
Mỹ Tho-1423.jpeg,0.4270548466593027,10.354312338719653N,106.3943900857292E
Cai Lậy Town-6659.jpeg,0.4270475711673498,10.493563379758449N,106.10187930657109E
Long Hồ District-3233.jpeg,0.42701580934226513,10.184982039821136N,105.89482471501881E
Cai Lậy Town-3324.jpeg,0.42699241638183594,10.424842574851947N,106.11009981729622E
Binh Minh Town-1205.jpeg,0.42698267567902803,10.023466538912665N,105.84058377109939E
Chau Doc City-2638.jpeg,0.4269473310559988,10.676920474349151N,105.09739412572118E
Long Hồ District-583.jpeg,0.42689138278365135,10.151295370749338N,105.99751811093057E
Vĩnh Long-527.jpeg,0.42689126171171665,10.239565137537028N,105.96512923322136E
Vĩnh Long-830.jpeg,0.4268768187612295,10.244955004588519N,105.98977720506487E
Cai Lậy Town-698.jpeg,0.4268740341067314,10.376333771388534N,106.13887160483415E
Tây Ninh City-3266.jpeg,0.4268709123134613,11.369034508647713N,106.12237901770304E
Go Cong Town-1560.jpeg,0.42684624902904034,10.383262206352802N,106.69503266981602E
Bến Tre City-2264.jpeg,0.42682649940252304,10.24754240688895N,106.40087856247274E
Duy Tiên District-278.jpeg,0.4268217161297798,20.57288484033442N,105.95905252570155E
Chau Doc City-1051.jpeg,0.42681913636624813,10.649971139091688N,105.03843011635064E
Ninh Bình-1687.jpeg,0.426808028947562,20.257697076634713N,105.97876151300423E
Cai Lậy Town-5316.jpeg,0.4267790634185076,10.461224177449507N,106.10461947681281E
Bến Tre City-1310.jpeg,0.4267769865691662,10.231372805734486N,106.36801620346708E
Chau Doc City-3880.jpeg,0.4267724705860019,10.695785009029374N,105.153615623028E
Tây Ninh City-4239.jpeg,0.4267567805945873,11.385204109802213N,106.07839759698689E
Cai Lậy Town-1327.jpeg,0.4267407786101103,10.387113505491515N,106.15942288164696E
Tây Ninh City-3318.jpeg,0.4267214611172676,11.370381975410586N,106.08114643578168E
Tây Ninh City-499.jpeg,0.4267177674919367,11.312440904606968N,106.08939295216592E
Mỹ Tho-3682.jpeg,0.42670208029448986,10.394736341605826N,106.31220163516828E
Bac Giang City-3021.jpeg,0.42667034082114697,21.303606678977808N,106.1678107884366E
Cai Lậy Town-487.jpeg,0.4266216456890106,10.372291371099921N,106.12791092386735E
Trà Vinh City-2264.jpeg,0.42655758932232857,9.974218242348169N,106.31124489912449E
Chau Doc City-3020.jpeg,0.4265565490350127,10.682310341400646N,105.12893301445428E
Tây Ninh City-1509.jpeg,0.42652349546551704,11.336695306338713N,106.08801853276857E
Chau Doc City-4006.jpeg,0.42651883512735367,10.698479942555121N,105.11933422223116E
Cai Lậy Town-106.jpeg,0.426506444811821,10.358816703471197N,106.12517075362561E
Cai Lậy Town-1148.jpeg,0.42649488896131516,10.38441857196577N,106.13887160483415E
Trà Vinh City-3094.jpeg,0.4264493063092232,9.997125177316981N,106.33176564748287E
Vĩnh Long-1271.jpeg,0.4264320321381092,10.253039805165749N,105.93089593899424E
Long Hồ District-7526.jpeg,0.4263635687530041,10.277957246459307N,106.02901075234352E
Long Hồ District-8041.jpeg,0.42634330317378044,10.287389513799416N,106.00710282788233E
Cai Lậy Town-1028.jpeg,0.42633333802223206,10.381723638440027N,106.18408441382235E
Châu Thành District-6290.jpeg,0.4263114966452122,10.296083406902813N,106.1964504267461E
Phu Ly City-3171.jpeg,0.4263008050620556,20.562626678167998N,105.92720178289618E
Tây Ninh City-3052.jpeg,0.42629448138177395,11.364992108359088N,106.16636043841919E
Ninh Bình-552.jpeg,0.4262349447235465,20.229400274613628N,105.9586548246137E
Long Hồ District-8229.jpeg,0.42621661722660065,10.291431914088033N,105.96054848840235E
Phu Ly City-2739.jpeg,0.42620420828461647,20.55454187759053N,105.94015259849807E
Tây Ninh City-1566.jpeg,0.42618763726204634,11.338042773101586N,106.08526969397381E
Trà Vinh City-850.jpeg,0.4261659476906061,9.921667038596183N,106.31808514857725E
Hung Yen City-847.jpeg,0.4261430650949478,20.630044941214816N,106.04896282420499E
Trà Vinh City-2033.jpeg,0.4260802660137415,9.967480908533812N,106.37964739365238E
Long Hồ District-1076.jpeg,0.4260672926902771,10.158032704563702N,105.98245641286351E
Yên Mỹ District-3940.jpeg,0.4260075278580189,20.921910878856515N,106.01618389073495E
Tây Ninh City-5266.jpeg,0.42600100487470627,11.401373710956712N,106.13062553408732E
Mỹ Hào District-2550.jpeg,0.4259834811091423,20.94331827771347N,106.11805482283262E
Yên Mỹ District-2870.jpeg,0.42597923800349236,20.901698877412823N,106.00320299839402E
Chau Doc City-4146.jpeg,0.4259637026116252,10.70117487608087N,105.11384919810367E
Tây Ninh City-2741.jpeg,0.42593812197446823,11.359602241307586N,106.17185811600866E
Long Hồ District-5016.jpeg,0.4258839748799801,10.21462630860432N,105.9756101864694E
Cai Lậy Town-4703.jpeg,0.4258734304457903,10.449096976583652N,106.15942288164696E
Vĩnh Long-331.jpeg,0.4258559085428715,10.23552273724841N,105.910355962458E
Long Xuyen City-282.jpeg,0.42583942972123623,10.315194803746191N,105.42077931179409E
Go Cong Town-3659.jpeg,0.42583381570875645,10.430423543053335N,106.66489235208824E
Thái Bình-1756.jpeg,0.425818357616663,20.455417443171942N,106.31050178707164E
Cai Lậy Town-4349.jpeg,0.425801832228899,10.443707109532163N,106.0991391363294E
Châu Thành District-3553.jpeg,0.42573732510209084,10.278566338985474N,106.28409797832946E
Thái Bình-362.jpeg,0.4257222078740597,20.424425707625012N,106.34645500475075E
Go Cong Town-4253.jpeg,0.4257021816447377,10.441203277156319N,106.65530225099302E
Châu Thành District-912.jpeg,0.42567429691553116,10.258354337542391N,106.41009133373053E
Tây Ninh City-2354.jpeg,0.4256703704595566,11.354212374256086N,106.07427433879477E
Cai Lậy Town-1760.jpeg,0.42566285096108913,10.39519830606875N,106.08543828512086E
Bến Tre City-785.jpeg,0.42564880568534136,10.219245604868638N,106.37212399834277E
Long Hồ District-7746.jpeg,0.42564705200493336,10.281999646747927N,106.02353377122823E
Long Hồ District-7328.jpeg,0.4256032668054104,10.275262312933569N,105.95233301672941E
Yên Mỹ District-3727.jpeg,0.42545316740870476,20.917868478567776N,105.98301049919701E
Thanh Liêm District-7472.jpeg,0.4254385568201542,20.508386416275172N,105.98222377550239E
Thái Bình-1654.jpeg,0.4254208318889141,20.452722509646126N,106.34501687604359E
Thái Bình-2653.jpeg,0.42540470883250237,20.476976911378504N,106.34214061862926E
Go Cong Town-1506.jpeg,0.42539412528276443,10.381914739589927N,106.68818259760518E
Hoa Lư District-4227.jpeg,0.4253763910382986,20.296356848008656N,105.95358020079591E
Hiệp Hòa District-448.jpeg,0.42534929048269987,21.24462107435972N,105.95000981759576E
Cai Lậy Town-3105.jpeg,0.4253401570022106,10.420800174563325N,106.10461947681281E
Châu Thành District-1623.jpeg,0.4252842338755727,10.265091671356753N,106.26492507642061E
Cai Lậy Town-4773.jpeg,0.4252676647156477,10.450444443346525N,106.1525724560427E
Mỹ Hào District-2911.jpeg,0.4252597764134407,20.948708144765128N,106.14257925596853E
Long Xuyen City-3364.jpeg,0.4252321729436517,10.38256814188981N,105.43447779174731E
Tây Ninh City-4092.jpeg,0.4251988735049963,11.382509176276463N,106.111383662524E
Trà Vinh City-3055.jpeg,0.42515349946916103,9.995777710554114N,106.32766149781118E
Cao Lanh City-4816.jpeg,0.4251354895532131,10.499867409548223N,105.60846540108611E
Go Cong Town-3487.jpeg,0.4251245390623808,10.427728609527595N,106.64434213545564E
Long Hồ District-3735.jpeg,0.4250806923955679,10.190371906872624N,106.00847207316117E
Tây Ninh City-2241.jpeg,0.425043947994709,11.351517440730339N,106.12650227589519E
Bến Tre City-637.jpeg,0.4249971006065607,10.215203204580018N,106.37897032313563E
Cai Lậy Town-118.jpeg,0.4249647743999958,10.36016417023407N,106.10187930657109E
Yên Mỹ District-137.jpeg,0.4249322609975934,20.846452740133422N,106.04935728227288E
Tây Ninh City-5893.jpeg,0.42488095723092556,11.41350091182259N,106.14024646986898E
Yên Mỹ District-404.jpeg,0.42485795356333256,20.85588500747381N,106.05224192501532E
Chau Doc City-2446.jpeg,0.42484574392437935,10.674225540823407N,105.0740827731793E
Cai Lậy Town-6189.jpeg,0.42484448105096817,10.478741245366848N,106.09365879584597E
Long Hồ District-9037.jpeg,0.42482465133070946,10.307601515242501N,105.97424094119057E
Châu Thành District-5323.jpeg,0.424799682572484,10.289346073088451N,106.30600986622528E
Bac Giang City-120.jpeg,0.4247627295553684,21.230843473780418N,106.19094610501479E
Cai Lậy Town-4818.jpeg,0.4247548161074519,10.4517919101094N,106.11283998753794E
Mỹ Tho-2574.jpeg,0.42475464940071106,10.37452434016274N,106.34918643792071E
Vĩnh Long-1916.jpeg,0.4247521571815014,10.263819539268725N,105.89118531769084E
Duy Tiên District-2291.jpeg,0.42474252078682184,20.629478444376662N,105.9561729160972E
Hoa Lư District-3355.jpeg,0.42471660766750574,20.278839780090824N,105.94352653653984E
Trà Vinh City-464.jpeg,0.42465714551508427,9.90819237096747N,106.3331336973734E
Sa Đéc City-674.jpeg,0.42461548279970884,10.286930671362994N,105.75318910754926E
Long Xuyen City-5293.jpeg,0.42461022175848484,10.43107694535322N,105.41666976780813E
Châu Thành District-10552.jpeg,0.42460285127162933,10.333812476263239N,106.3457251630365E
Go Cong Town-4940.jpeg,0.4245702028274536,10.474889946228133N,106.65119220766648E
Long Hồ District-8724.jpeg,0.424551397562027,10.300864181428137N,105.96191773368116E
Mỹ Hào District-2152.jpeg,0.4245433658361435,20.936580943898907N,106.1497923245379E
Hiệp Hòa District-770.jpeg,0.4245125981979072,21.25540080846303N,105.97026158106122E
Cao Lanh City-3111.jpeg,0.4245094433426857,10.464833273713532N,105.58243088160947E
Cao Lanh City-500.jpeg,0.42449086531996727,10.417671937012992N,105.65642372643782E
Cai Lậy Town-447.jpeg,0.42449046298861504,10.370943904337045N,106.14983228580098E
Cai Lậy Town-1829.jpeg,0.4244882259517908,10.39519830606875N,106.17997415845981E
Hiệp Hòa District-61.jpeg,0.42447750829160213,21.229798939967655N,105.963028808395E
Cao Lanh City-974.jpeg,0.42445841059088707,10.42575673759023N,105.61394635255486E
Cai Lậy Town-6199.jpeg,0.4244575724005699,10.478741245366848N,106.10735964705452E
Trà Vinh City-2736.jpeg,0.42444533109664917,9.98499797645114N,106.36186274507514E
Long Hồ District-7540.jpeg,0.4244435075670481,10.27930471322218N,105.94822528089293E
Long Hồ District-7157.jpeg,0.42440652661025524,10.271219912644948N,106.00984131843998E
Châu Thành District-2294.jpeg,0.4243963956832886,10.27048153840824N,106.21699282164845E
Duy Tiên District-4511.jpeg,0.4243914410471916,20.66047017992362N,105.98496901214044E
Châu Thành District-3984.jpeg,0.4243639409542084,10.281261272511216N,106.27314203438154E
Cao Lanh City-5204.jpeg,0.4243104849010706,10.510647143651203N,105.59613326028135E
Long Hồ District-1797.jpeg,0.4242687411606312,10.167464971903803N,105.91947113003765E
Tây Ninh City-1012.jpeg,0.424267640337348,11.324568105472839N,106.15124182504802E
Châu Thành District-7616.jpeg,0.4242659918963909,10.304168207480046N,106.36352857195187E
Binh Minh Town-3078.jpeg,0.4242515489459038,10.063890541798811N,105.8570051787719E
Thanh Liêm District-5097.jpeg,0.4242363777011633,20.47200481367659N,105.90888287494612E
Tây Ninh City-1622.jpeg,0.4242161996662617,11.339390239864464N,106.0797720163843E
Vĩnh Long-992.jpeg,0.42420221492648125,10.24899740487713N,105.88844665415267E
Châu Thành District-5493.jpeg,0.4241823311895132,10.290693539851324N,106.24712166750521E
Tây Ninh City-1038.jpeg,0.42414686642587185,11.325915572235711N,106.11000924312664E
Cao Lanh City-3731.jpeg,0.4241212857887149,10.478307941342258N,105.6112058768205E
Tây Ninh City-1307.jpeg,0.4240957945585251,11.331305439287211N,106.14711856685587E
Binh Minh Town-3028.jpeg,0.4240904077887535,10.062543075035945N,105.85837362941128E
Hiệp Hòa District-8507.jpeg,0.4240550734102726,21.380715217414128N,105.99051334452666E
Hiệp Hòa District-8277.jpeg,0.42404176481068134,21.375325350362463N,105.96447536292821E
Cao Lanh City-759.jpeg,0.42403868585824966,10.421714337301607N,105.66738562937537E
Mỹ Tho-3454.jpeg,0.4239978492259979,10.389346474554337N,106.40123912327594E
Duy Tiên District-238.jpeg,0.42398529313504696,20.57018990680859N,105.99648745055771E
Châu Thành District-987.jpeg,0.42395471408963203,10.259701804305262N,106.24027420253778E
Binh Minh Town-1455.jpeg,0.42395203839987516,10.028856405964154N,105.8570051787719E
Cai Lậy Town-319.jpeg,0.4239492565393448,10.366901504048426N,106.16079296676783E
Trà Vinh City-1304.jpeg,0.42394653894007206,9.943226506802128N,106.34407809649787E
Sa Đéc City-1006.jpeg,0.4239429756999016,10.297710405465965N,105.76277654235054E
Long Hồ District-9158.jpeg,0.42392856255173683,10.310296448768243N,105.99477962037295E
Bến Tre City-1543.jpeg,0.42392835579812527,10.235415206023102N,106.3981400325556E
Châu Thành District-2337.jpeg,0.42392711341381073,10.27048153840824N,106.27588102036852E
Châu Thành District-5059.jpeg,0.4239090643823147,10.28799860632558N,106.23890470954429E
Yên Mỹ District-4283.jpeg,0.4238789794035256,20.931343146196898N,106.0608958532426E
Trà Vinh City-2227.jpeg,0.42383389733731747,9.972870775585298N,106.33860589693562E
Go Cong Town-3649.jpeg,0.4238312914967537,10.430423543053335N,106.65119220766648E
Long Hồ District-4559.jpeg,0.42379214987158775,10.205194041264217N,105.97834867702704E
Go Cong Town-1223.jpeg,0.42375577986240387,10.375177405775567N,106.64845217878214E
Châu Thành District-7449.jpeg,0.4237513430416584,10.302820740717173N,106.4032438687631E
Long Hồ District-5036.jpeg,0.423749353736639,10.21462630860432N,106.00299509204586E
Long Xuyen City-4253.jpeg,0.4237462608143687,10.4027801433329N,105.41393007181749E
Trà Vinh City-3299.jpeg,0.4237307608127594,10.005209977894214N,106.32082124835837E
Hoa Lư District-436.jpeg,0.42372192023321986,20.197991774316304N,105.93347287228377E
Cai Lậy Town-6325.jpeg,0.4236702974885702,10.481436178892595N,106.13613143459246E
Go Cong Town-201.jpeg,0.4236478190869093,10.345533136992373N,106.67722248206778E
Cai Lậy Town-200.jpeg,0.4236474819481373,10.362859103759812N,106.12654083874648E
Cao Lanh City-2738.jpeg,0.42363178357481956,10.455401006373423N,105.65505348857066E
Tam Điệp-1916.jpeg,0.4236145429313183,20.14799227573789N,105.925405334696E
Mỹ Hào District-1478.jpeg,0.4235555259510875,20.924453743032693N,106.08631732112731E
Long Hồ District-8625.jpeg,0.4235444627702236,10.298169247902392N,106.01531829955528E
Bến Tre City-1965.jpeg,0.4235207512974739,10.243500006600332N,106.33789237437855E
Long Hồ District-5564.jpeg,0.42351338267326355,10.226753509470168N,105.9153633942012E
Trà Vinh City-2137.jpeg,0.4235059544444084,9.970175842059554N,106.37280714419964E
Mỹ Tho-287.jpeg,0.4234978687018156,10.332752870513698N,106.32042048022436E
Cai Lậy Town-4673.jpeg,0.42348126508295536,10.449096976583652N,106.11832032802134E
Châu Thành District-3605.jpeg,0.4234594628214836,10.278566338985474N,106.35805059997791E
Tây Ninh City-5408.jpeg,0.4234304688870907,11.404068644482464N,106.1251278564978E
Hiệp Hòa District-3773.jpeg,0.4234123853966594,21.30929947897962N,105.95145637212903E
Tây Ninh City-367.jpeg,0.42339512379840016,11.308398504318339N,106.10588598493449E
Thanh Liêm District-6622.jpeg,0.4233851321041584,20.494911748646064N,105.88299785122038E
Duy Tiên District-4264.jpeg,0.42337665148079395,20.656427779634885N,106.02384374179874E
Vĩnh Long-703.jpeg,0.4233607314527035,10.243607537825643N,105.92267994837975E
Binh Minh Town-1788.jpeg,0.42335103638470173,10.035593739778509N,105.8843741915594E
Châu Thành District-8175.jpeg,0.4233288001269102,10.308210607768663N,106.34024719106255E
Long Hồ District-99.jpeg,0.42330919671803713,10.141863103409237N,105.92631735643175E
Tây Ninh City-2145.jpeg,0.42326814122498035,11.350169973967462N,106.09076737156332E
Cai Lậy Town-2730.jpeg,0.4232623018324375,10.41271537398609N,106.11009981729622E
Go Cong Town-2612.jpeg,0.4232288282364607,10.411559008373121N,106.62379191882302E
Long Hồ District-4344.jpeg,0.42319586873054504,10.201151640975601N,105.9687639600753E
Cao Lanh City-754.jpeg,0.42315666005015373,10.421714337301607N,105.6605344400394E
Thái Bình-698.jpeg,0.4231428485363722,20.433857974965385N,106.31769243060747E
Cai Lậy Town-1385.jpeg,0.42311946861445904,10.38846097225439N,106.12654083874648E
Chau Doc City-2618.jpeg,0.42311016097664833,10.676920474349151N,105.06996900508369E
Cao Lanh City-4359.jpeg,0.42310743406414986,10.490435142208117N,105.63861063416432E
Ninh Bình-2031.jpeg,0.42308696266263723,20.26982427750089N,105.95147386447422E
Châu Thành District-280.jpeg,0.42306511476635933,10.25026953696516N,106.22794876559634E
Binh Minh Town-4427.jpeg,0.4230463672429323,10.102967077922093N,105.85837362941128E
Long Hồ District-305.jpeg,0.4230333063751459,10.147252970460721N,105.9235788658741E
Mỹ Tho-2221.jpeg,0.42302970960736275,10.367787006348378N,106.39575989323852E
Tây Ninh City-1906.jpeg,0.4230143614113331,11.344780106915964N,106.12650227589519E
Cai Lậy Town-941.jpeg,0.4230082258582115,10.380376171677153N,106.16764339237213E
Châu Thành District-6771.jpeg,0.4229912478476763,10.29877834042856N,106.29779290826437E
Châu Thành District-3074.jpeg,0.42293453961610794,10.275871405459727N,106.2115148496745E
Duy Tiên District-5217.jpeg,0.4229249432682991,20.672597380789824N,105.92017779604318E
Châu Thành District-495.jpeg,0.42286767438054085,10.254311937253775N,106.19508093375262E
Sa Đéc City-1092.jpeg,0.42286521941423416,10.300405338991713N,105.76688544297964E
Cao Lanh City-4609.jpeg,0.4228621553629637,10.495825009259605N,105.60435468748452E
Hiệp Hòa District-1609.jpeg,0.4228505967184901,21.27291787638092N,106.03535653505728E
Long Xuyen City-2389.jpeg,0.42284305579960346,10.363703607209597N,105.38790295990641E
Hiệp Hòa District-7573.jpeg,0.42282791156321764,21.361850682733312N,105.99774611719289E
Cai Lậy Town-812.jpeg,0.422803059220314,10.379028704914282N,106.09502888096684E
Go Cong Town-4513.jpeg,0.42277165688574314,10.449288077733554N,106.64845217878214E
Hoa Lư District-730.jpeg,0.4227463435381651,20.20472910813085N,105.91480178152251E
Hiệp Hòa District-5390.jpeg,0.4227400626987219,21.332206413949176N,105.97894090826068E
Sa Đéc City-1233.jpeg,0.42268799059093,10.3057952060432N,105.74223203920499E
Long Hồ District-7306.jpeg,0.4226620141416788,10.273914846170692N,106.01805679011294E
Tây Ninh City-2388.jpeg,0.422658022493124,11.354212374256086N,106.12100459830566E
Duy Tiên District-764.jpeg,0.42262648046016693,20.597139242066802N,105.98208940253609E
Go Cong Town-1505.jpeg,0.4226096048951149,10.381914739589927N,106.68681258316299E
Mỹ Hào District-1803.jpeg,0.42259293980896473,20.931191076847256N,106.09641561712445E
Châu Thành District-5295.jpeg,0.42259055748581886,10.289346073088451N,106.26766406240756E
