image,pred,lat,lon
Hiệp Hòa District-7464.jpeg,0.03176676412113011,21.360503215970393N,105.96736847199472E
Hung Yen City-2125.jpeg,0.031766686821356416,20.66507907705051N,106.05040289917935E
Thanh Liêm District-34.jpeg,0.031766398809850216,20.36824987293254N,105.91894927306168E
Hoa Lư District-1946.jpeg,0.03176517388783395,20.231678443389026N,105.93778158553636E
Go Cong Town-2691.jpeg,0.03176229284144938,10.412906475136N,106.65119220766648E
Tam Điệp-4823.jpeg,0.03175935079343617,20.19380614567678N,105.90674496022807E
Duy Tiên District-4066.jpeg,0.03175823879428208,20.65373284610907N,106.00512627937064E
Thái Bình-2284.jpeg,0.03175803320482373,20.46754464403813N,106.3234449454361E
Hoa Lư District-3226.jpeg,0.03175766579806805,20.27614484656502N,105.90762059276817E
Tam Điệp-2449.jpeg,0.03175677335821092,20.156077076315338N,105.94406570916391E
Bac Giang City-930.jpeg,0.03175330557860434,21.259140275801617N,106.22131120802365E
Bac Giang City-2780.jpeg,0.03175274864770472,21.296869345163234N,106.22131120802365E
Bac Giang City-3043.jpeg,0.031752746319398284,21.303606678977808N,106.1996218487316E
Hoa Lư District-3111.jpeg,0.03175047575496137,20.272102446276286N,105.93347287228377E
Tam Điệp-4014.jpeg,0.03174990392290056,20.176289077758963N,105.93401781521962E
Hoa Lư District-4738.jpeg,0.031749675050377846,20.308484048874835N,105.95214396304503E
Phu Ly City-2928.jpeg,0.03174762870185077,20.558584277879262N,105.89698321315845E
Châu Thành District-9196.jpeg,0.03174580656923354,10.316295408345898N,106.28135899234248E
Hiệp Hòa District-4780.jpeg,0.03174579911865294,21.324121613371688N,105.95868914479524E
Hiệp Hòa District-8181.jpeg,0.031745513435453176,21.37263041683663N,106.0078719989256E
Thanh Liêm District-88.jpeg,0.031742863822728395,20.37229227322126N,105.91463510244073E
Bac Giang City-811.jpeg,0.03174231224693358,21.256445342275793N,106.1996218487316E
Hiệp Hòa District-2445.jpeg,0.03174228291027248,21.28774001077299N,105.96736847199472E
Bac Giang City-2375.jpeg,0.03173954412341118,21.28878454458574N,106.21697333616525E
Bac Giang City-2579.jpeg,0.0317391490098089,21.29282694487449N,106.21408142159298E
Ninh Bình-2215.jpeg,0.031737958546727896,20.27656161131543N,105.9557824405579E
Tam Điệp-4083.jpeg,0.03173663280904293,20.177636544521878N,105.90100330654563E
Hoa Lư District-3450.jpeg,0.031733528478071094,20.281534713616654N,105.90905683051905E
Hoa Lư District-4778.jpeg,0.03173182578757405,20.309831515637743N,105.93778158553636E
Thanh Liêm District-680.jpeg,0.031731683760881424,20.399241608479457N,105.91894927306168E
Thái Bình-1105.jpeg,0.03173025348223746,20.441942775542838N,106.32632120285044E
Tam Điệp-2108.jpeg,0.03172676987014711,20.15203467602662N,105.8464575965625E
Duy Tiên District-132.jpeg,0.03172592632472515,20.566147506519858N,105.98928842654688E
Sa Đéc City-628.jpeg,0.03172539919614792,10.285583204600115N,105.74223203920499E
Yên Mỹ District-104.jpeg,0.03172375657595694,20.845105273370503N,106.04503031815923E
Hung Yen City-2241.jpeg,0.03172340989112854,20.66912147733924N,106.05184297415371E
Hiệp Hòa District-4175.jpeg,0.03172313328832388,21.31468934603128N,105.99774611719289E
Hiệp Hòa District-2824.jpeg,0.031721608247607946,21.29447734458756N,105.96013569932848E
Binh Minh Town-4378.jpeg,0.031720738392323256,10.101619611159222N,105.80500405447562E
Chau Doc City-2924.jpeg,0.031720404513180256,10.680962874637771N,105.12070547826302E
Hiệp Hòa District-5062.jpeg,0.03171987528912723,21.328164013660434N,105.94277704492954E
Hiệp Hòa District-2566.jpeg,0.031717911595478654,21.29043494429881N,105.92397183599734E
Duy Tiên District-5326.jpeg,0.031717658042907715,20.67394484755273N,106.00944569377715E
Duy Tiên District-4962.jpeg,0.03171677654609084,20.66720751373818N,106.00368647456851E
Phu Ly City-3356.jpeg,0.031716165598481894,20.566669078456727N,105.90849504924903E
Bac Giang City-2758.jpeg,0.0317156536038965,21.296869345163234N,106.18950014772867E
Thái Bình-1458.jpeg,0.03171520680189133,20.44868010935739N,106.34501687604359E
Hoa Lư District-4350.jpeg,0.03171314625069499,20.299051781534466N,105.95214396304503E
Sa Đéc City-2393.jpeg,0.03170988452620804,10.351609075980859N,105.72305716960248E
Tây Ninh City-5534.jpeg,0.03170815692283213,11.406763578008213N,106.10313714613972E
Hiệp Hòa District-9561.jpeg,0.031707753194496036,21.40766455267243N,105.97026158106122E
Long Xuyen City-3711.jpeg,0.03170769033022225,10.390652942467048N,105.37968387193449E
Yên Mỹ District-4077.jpeg,0.031706633511930704,20.92460581238234N,106.0623381746138E
Bac Giang City-2321.jpeg,0.03170508146286011,21.287437077822833N,106.23866269545731E
Tam Điệp-2185.jpeg,0.031702260253950953,20.15338214278953N,105.82923263551518E
Hiệp Hòa District-5549.jpeg,0.03170221601612866,21.334901347475004N,105.9066131815984E
Hoa Lư District-3767.jpeg,0.031700748251751065,20.288272047431196N,105.88751326425604E
Tam Điệp-1096.jpeg,0.031699871411547065,20.133170141345904N,105.91679285417236E
Bac Giang City-682.jpeg,0.03169908281415701,21.253750408749962N,106.16925674572272E
Thái Bình-552.jpeg,0.03169906930997968,20.429815574676653N,106.36515067794389E
Thanh Liêm District-203.jpeg,0.031696683494374156,20.377682140272913N,105.91463510244073E
Binh Minh Town-1802.jpeg,0.031695071840658784,10.036941206541384N,105.81458320895123E
Thanh Liêm District-6613.jpeg,0.03169423225335777,20.494911748646064N,105.87005533935749E
Thanh Liêm District-7111.jpeg,0.03169346204958856,20.50299654922353N,105.88443590809402E
Hoa Lư District-1521.jpeg,0.03169312234967947,20.222246176048657N,105.92054673252596E
Mỹ Hào District-2111.jpeg,0.03169200289994478,20.936580943898907N,106.09064516226894E
Phu Ly City-552.jpeg,0.031691322568804026,20.518160274991946N,105.8984221926698E
Hoa Lư District-2735.jpeg,0.03168990137055516,20.258627778647188N,105.90905683051905E
Bac Giang City-2162.jpeg,0.03168954863213003,21.284742144297002N,106.22564907988206E
Tam Điệp-1744.jpeg,0.031687149312347174,20.145297342212086N,105.90100330654563E
Hiệp Hòa District-5249.jpeg,0.031683247070759535,21.33085894718627N,105.92397183599734E
Thái Bình-551.jpeg,0.03168321726843715,20.429815574676653N,106.36371254923672E
Phu Ly City-3586.jpeg,0.031683057779446244,20.57205894550837N,105.92432382387354E
Mỹ Hào District-3037.jpeg,0.03168130153790116,20.95140307829095N,106.07044857027465E
Thanh Liêm District-3401.jpeg,0.0316812323872,20.44775041194421N,105.93189178492456E
Duy Tiên District-1402.jpeg,0.03168047848157585,20.616003776747554N,105.96769135451449E
Hoa Lư District-3324.jpeg,0.0316801315639168,20.278839780090824N,105.89613069076125E
Binh Minh Town-4409.jpeg,0.031680073123425245,10.102967077922093N,105.80500405447562E
Bac Giang City-1215.jpeg,0.03167542559094727,21.26722507637911N,106.17937844672568E
Thanh Liêm District-1328.jpeg,0.03167322068475187,20.415411209634375N,105.8729314531048E
Hoa Lư District-1240.jpeg,0.03167061391286552,20.215508842234115N,105.92054673252596E
Thanh Liêm District-4582.jpeg,0.03166909865103662,20.463920013099127N,105.97790960488143E
Duy Tiên District-3791.jpeg,0.031669004587456584,20.649690445820323N,106.0296029610074E
Phu Ly City-1957.jpeg,0.03166810958646238,20.541067209961426N,105.90849504924903E
Hiệp Hòa District-3357.jpeg,0.031667335191741586,21.302562145165048N,106.01510477159182E
Hoa Lư District-3225.jpeg,0.031667065573856235,20.27614484656502N,105.9061843550173E
Yên Mỹ District-4435.jpeg,0.03166699199937284,20.940775413537295N,106.02628014033344E
Tam Điệp-4553.jpeg,0.03166648396290839,20.185721345099335N,105.89526165286318E
Mỹ Hào District-130.jpeg,0.03166611888445914,20.886724673671143N,106.09785823083833E
Chau Doc City-3948.jpeg,0.03166611259803176,10.69713247579225N,105.14264557477303E
Hiệp Hòa District-9501.jpeg,0.031666104681789875,21.404969619146602N,106.00497888985912E
Tam Điệp-1342.jpeg,0.031665691174566746,20.138560008397537N,105.86224714418918E
Thái Bình-828.jpeg,0.031664168229326606,20.436552908491205N,106.31481617319312E
Duy Tiên District-2903.jpeg,0.03166237403638661,20.63756324495413N,106.02528354660092E
Phu Ly City-3845.jpeg,0.031661981251090765,20.57879627932292N,105.90993402876035E
Hiệp Hòa District-7786.jpeg,0.031658990774303675,21.365893083022055N,105.96158225386175E
Hung Yen City-1859.jpeg,0.0316576783079654,20.655646809710134N,106.0547231241024E
Tam Điệp-4417.jpeg,0.03165664942935109,20.183026411573508N,105.88521375891894E
Thanh Liêm District-762.jpeg,0.03165585012175143,20.40193654200528N,105.89306424933591E
Chau Doc City-414.jpeg,0.03165541822090745,10.632454071174338N,105.07956779730678E
Hiệp Hòa District-5351.jpeg,0.03165482520125806,21.332206413949176N,105.9225252814641E
Hiệp Hòa District-6013.jpeg,0.03165325033478439,21.340291214526662N,105.96158225386175E
Hung Yen City-428.jpeg,0.03165053064003587,20.620612673874437N,106.08784484851255E
Tam Điệp-3374.jpeg,0.031649944139644504,20.16820427718152N,105.91248661391052E
Hiệp Hòa District-9654.jpeg,0.031645665876567364,21.411706952961175N,105.97170813559445E
Hiệp Hòa District-9768.jpeg,0.03164527262561023,21.418444286775753N,105.97315469012771E
Hiệp Hòa District-1730.jpeg,0.03164335642941296,21.27561280990675N,105.98038746279394E
Hung Yen City-3134.jpeg,0.03163965279236436,20.69741827936038N,106.0619234989742E
Binh Minh Town-2281.jpeg,0.031639556400477886,10.046373473881486N,105.82689926470562E
Bac Giang City-1934.jpeg,0.03163929213769734,21.280699744008253N,106.23143290902662E
Hiệp Hòa District-78.jpeg,0.03163901623338461,21.23114640673057N,105.95868914479524E
Phu Ly City-2836.jpeg,0.03163826488889754,20.55588934435344N,105.97612708628108E
Thanh Liêm District-1702.jpeg,0.031633054837584496,20.42214854344892N,105.91032093181974E
Hiệp Hòa District-9504.jpeg,0.03163291374221444,21.404969619146602N,106.00931855345885E
Yên Mỹ District-761.jpeg,0.03163223038427532,20.86531727481419N,106.05801121050018E
Hiệp Hòa District-5989.jpeg,0.03163176495581865,21.340291214526662N,105.92686494506385E
Duy Tiên District-3536.jpeg,0.031631709542125463,20.64699551229451N,105.94465447767993E
Binh Minh Town-4434.jpeg,0.0316270818002522,10.10431454468497N,105.80500405447562E
Mỹ Hào District-2795.jpeg,0.03162663686089218,20.947360678002212N,106.10218607197996E
Phu Ly City-560.jpeg,0.03162504988722503,20.518160274991946N,105.90993402876035E
Hiệp Hòa District-4118.jpeg,0.03161937417462468,21.31468934603128N,105.91529250879789E
Yên Mỹ District-1132.jpeg,0.031619074987247586,20.873402075391663N,105.99022210605307E
Sa Đéc City-2613.jpeg,0.03161834110505879,10.359693876558092N,105.74223203920499E
Duy Tiên District-3761.jpeg,0.031617859145626426,20.649690445820323N,105.98640881694259E
Thanh Liêm District-7085.jpeg,0.03161774855107069,20.501649082460613N,105.97359543426047E
Hoa Lư District-4514.jpeg,0.031614936189725995,20.303094181823194N,105.93634534778548E
Long Xuyen City-3434.jpeg,0.031614530831575394,10.383915608652682N,105.43721748773795E
Yên Mỹ District-521.jpeg,0.03161424188874662,20.859927407762545N,106.02195317621977E
Hiệp Hòa District-7267.jpeg,0.031612680410034955,21.357808282444562N,105.9413304903963E
Tam Điệp-2941.jpeg,0.031612268183380365,20.162814410129887N,105.93545322864026E
Bac Giang City-3323.jpeg,0.03160921414382756,21.314386413081127N,106.1764865321534E
Hiệp Hòa District-5191.jpeg,0.03160876245237887,21.329511480423346N,105.98617368092694E
Thanh Liêm District-7422.jpeg,0.031606529373675585,20.508386416275172N,105.8815597943467E
Hiệp Hòa District-2591.jpeg,0.03160514705814421,21.29043494429881N,105.96013569932848E
Tam Điệp-2970.jpeg,0.031600698828697205,20.16416187689279N,105.81774932815034E
Hoa Lư District-4457.jpeg,0.03159925248473883,20.301746715060293N,105.93634534778548E
Duy Tiên District-1102.jpeg,0.031593740452080965,20.609266442933002N,105.91729818643888E
Tam Điệp-2667.jpeg,0.031593365129083395,20.16011947660407N,105.83928052945947E
Cao Lanh City-2103.jpeg,0.03159151412546635,10.443273805507571N,105.66738562937537E
Mỹ Hào District-2092.jpeg,0.03159064496867359,20.936580943898907N,106.0632355017053E
Tam Điệp-3049.jpeg,0.031589188147336245,20.16416187689279N,105.93114698837846E
Bac Giang City-2910.jpeg,0.031588786747306585,21.29956427868906N,106.24010865274344E
Phu Ly City-2979.jpeg,0.03158794343471527,20.558584277879262N,105.9703711682358E
Thanh Liêm District-7127.jpeg,0.03158756671473384,20.50299654922353N,105.91751121618802E
Phu Ly City-1786.jpeg,0.03158739674836397,20.538372276435606N,105.90993402876035E
Binh Minh Town-2012.jpeg,0.03158661792986095,10.040983606829998N,105.82963616598438E
Binh Minh Town-3971.jpeg,0.03158554108813405,10.089492410293376N,105.81458320895123E
Hiệp Hòa District-7148.jpeg,0.03158316994085908,21.356460815681647N,105.90227351799868E
Tam Điệp-3737.jpeg,0.03158116457052529,20.17224667747024N,105.95698442994937E
Ninh Bình-163.jpeg,0.03158112498931587,20.213230673458717N,105.99599581733898E
Mỹ Hào District-1661.jpeg,0.0315811219625175,20.928496143321432N,106.08343209369957E
Hiệp Hòa District-6026.jpeg,0.03157998761162162,21.340291214526662N,105.98038746279394E
Bac Giang City-2075.jpeg,0.031579914037138224,21.28339467753409N,106.20829759244845E
Ninh Bình-1104.jpeg,0.03157672588713467,20.24287494224271N,106.00317677747847E
Thanh Liêm District-7026.jpeg,0.031575660686939955,20.501649082460613N,105.88012173747305E
Hoa Lư District-4021.jpeg,0.031574508640915155,20.29231444771992N,105.9406540610381E
Bac Giang City-2182.jpeg,0.03156978590413928,21.284742144297002N,106.2545682256048E
Thanh Liêm District-5644.jpeg,0.03156964702066034,20.48008961425405N,105.86717922561017E
Hoa Lư District-733.jpeg,0.031564197270199656,20.20472910813085N,105.9191104947751E
Thái Bình-774.jpeg,0.031564188888296485,20.435205441728296N,106.33351184638626E
Hoa Lư District-808.jpeg,0.03156410530209541,20.206076574893753N,105.93490911003464E
Hiệp Hòa District-8043.jpeg,0.03156405920162797,21.371282950073713N,105.91095284519815E
Thái Bình-2121.jpeg,0.03156311670318246,20.463502243749414N,106.32632120285044E
Hoa Lư District-1247.jpeg,0.03156242682598531,20.215508842234115N,105.93060039678204E
Thanh Liêm District-1117.jpeg,0.031561811454594135,20.410021342582734N,105.92182538680898E
Long Hồ District-1775.jpeg,0.0315616293810308,10.167464971903803N,105.88934773390353E
Hiệp Hòa District-6174.jpeg,0.031559855910018086,21.342986148052496N,105.88925452719944E
Hoa Lư District-70.jpeg,0.03155937674455345,20.181822173161397N,105.94783524979243E
Duy Tiên District-5702.jpeg,0.03155696508474648,20.683377114893105N,106.01664471778795E
Hiệp Hòa District-3049.jpeg,0.031556247267872095,21.2985197448763N,105.93699082679657E
Phu Ly City-3533.jpeg,0.03155516576953232,20.57071147874546N,105.92432382387354E
Thanh Liêm District-5361.jpeg,0.03155482211150229,20.476047213965323N,105.87580756685209E
Bac Giang City-1912.jpeg,0.03155352221801877,21.280699744008253N,106.1996218487316E
Hiệp Hòa District-9492.jpeg,0.031552968081086874,21.404969619146602N,105.99195989905994E
Hiệp Hòa District-4064.jpeg,0.031552380649372935,21.313341879268368N,105.97026158106122E
Bac Giang City-2166.jpeg,0.0315478693228215,21.284742144297002N,106.23143290902662E
Hung Yen City-752.jpeg,0.031546959886327386,20.627350007688996N,106.10080552328174E
Hoa Lư District-669.jpeg,0.03154618269763887,20.20338164136794N,105.91767425702426E
Hiệp Hòa District-7077.jpeg,0.031545440666377544,21.355113348918735N,105.93554427226331E
Binh Minh Town-4297.jpeg,0.03154486860148609,10.09892467763348N,105.80226715319684E
Hoa Lư District-4872.jpeg,0.031544788740575314,20.312526449163567N,105.93490911003464E
Hoa Lư District-954.jpeg,0.03154334472492337,20.208771508419574N,105.95788891404847E
Hung Yen City-2015.jpeg,0.03154226019978523,20.661036676761782N,106.05040289917935E
Tam Điệp-289.jpeg,0.0315420541446656,20.117000540191N,105.95841984336998E
Hiệp Hòa District-1512.jpeg,0.031541801523417234,21.271570409618008N,106.0078719989256E
Hiệp Hòa District-1203.jpeg,0.03154159942641854,21.26618054256636N,105.99485300812638E
Bac Giang City-2181.jpeg,0.031541567761451006,21.284742144297002N,106.25312226831866E
Hiệp Hòa District-5136.jpeg,0.03154068347066641,21.329511480423346N,105.9066131815984E
Phu Ly City-876.jpeg,0.031540333991870284,20.52355014204359N,105.92720178289618E
Phu Ly City-2609.jpeg,0.03153870301321149,20.55184694406471N,105.9703711682358E
Binh Minh Town-2146.jpeg,0.03153804410248995,10.043678540355744N,105.828267715345E
Duy Tiên District-3742.jpeg,0.031537976115942,20.649690445820323N,105.95905252570155E
Binh Minh Town-4432.jpeg,0.03153795120306313,10.10431454468497N,105.80226715319684E
Mỹ Hào District-152.jpeg,0.03153775818645954,20.88807214043406N,106.09785823083833E
Thanh Liêm District-2066.jpeg,0.03153666155412793,20.42753841050057N,105.95921486552396E
Binh Minh Town-3301.jpeg,0.03153625153936446,10.070627875613173N,105.82142546214814E
Mỹ Hào District-880.jpeg,0.031534900423139334,20.91097907540357N,106.08920254855506E
Hoa Lư District-3398.jpeg,0.03153407946228981,20.280187246853743N,105.92054673252596E
Hiệp Hòa District-7353.jpeg,0.03152967267669737,21.359155749207478N,105.93554427226331E
Thanh Liêm District-1630.jpeg,0.03152845660224557,20.42080107668601N,105.91032093181974E
Yên Mỹ District-3433.jpeg,0.031527066603302956,20.911131144753217N,106.05368424638654E
Thanh Liêm District-3377.jpeg,0.031526848673820496,20.44775041194421N,105.8973784199569E
Bac Giang City-155.jpeg,0.03152616205625236,21.233538407306245N,106.19094610501479E
Hoa Lư District-4153.jpeg,0.03152542863972485,20.295009381245738N,105.93921782328722E
Thanh Liêm District-3662.jpeg,0.03152482025325298,20.45179281223294N,105.88443590809402E
Hoa Lư District-3156.jpeg,0.031523291720077395,20.273449913039194N,105.98230495581322E
Hiệp Hòa District-3224.jpeg,0.03152141906321049,21.301214678402133N,105.95000981759576E
Duy Tiên District-1356.jpeg,0.031519990181550384,20.614656309984646N,106.00800588897498E
Hoa Lư District-941.jpeg,0.0315190888941288,20.208771508419574N,105.93921782328722E
Ninh Bình-871.jpeg,0.03151899133808911,20.23748507519107N,106.00174058545059E
Duy Tiên District-3685.jpeg,0.031515262788161635,20.64834297905743N,106.01808452259013E
Hiệp Hòa District-1527.jpeg,0.03151258616708219,21.271570409618008N,106.02957031692426E
Bac Giang City-1559.jpeg,0.031512571731582284,21.273962410193683N,106.22420312259592E
Tam Điệp-129.jpeg,0.03151235985569656,20.111610673139374N,105.94980736284634E
Thái Bình-2927.jpeg,0.0315115109551698,20.48506171195596N,106.33782623250777E
Hiệp Hòa District-8479.jpeg,0.031510509783402085,21.380715217414128N,105.95000981759576E
Tam Điệp-4081.jpeg,0.03150973282754421,20.177636544521878N,105.89813247970444E
Yên Mỹ District-2128.jpeg,0.031503060134127736,20.889571676546616N,105.99022210605307E
Hiệp Hòa District-5084.jpeg,0.03150183893740177,21.328164013660434N,105.97460124466096E
Thanh Liêm District-113.jpeg,0.03150121960788965,20.373639739984178N,105.91032093181974E
Thanh Liêm District-1128.jpeg,0.03149948944337666,20.410021342582734N,105.93764401241917E
Hiệp Hòa District-4140.jpeg,0.03149891528300941,21.31468934603128N,105.9471167085293E
Binh Minh Town-899.jpeg,0.03149811876937747,10.016729205098311N,105.82553081406625E
Thái Bình-3286.jpeg,0.03149790596216917,20.498536379585076N,106.35364564828656E
Hoa Lư District-804.jpeg,0.031497536692768335,20.206076574893753N,105.92916415903117E
Hiệp Hòa District-4579.jpeg,0.031497329007834196,21.321426679845857N,105.92541839053061E
Hoa Lư District-3484.jpeg,0.031495226547122,20.281534713616654N,105.9751237670589E
Thanh Liêm District-2256.jpeg,0.03149195294827223,20.431580810789296N,105.86142699811558E
Tam Điệp-4199.jpeg,0.031490168534219265,20.178984011284783N,105.93545322864026E
Hiệp Hòa District-3461.jpeg,0.03148894174955785,21.305257078690875N,105.90372007253191E
Phu Ly City-516.jpeg,0.03148854593746364,20.51681280822904N,105.95022545507734E
Duy Tiên District-5882.jpeg,0.03148743277415633,20.691461915470576N,106.01376510818362E
Yên Mỹ District-601.jpeg,0.031486843479797244,20.861274874525453N,106.06666513872747E
Hoa Lư District-4920.jpeg,0.031484704464673996,20.31387391592647N,105.93778158553636E
Hiệp Hòa District-7923.jpeg,0.03148161782883108,21.368588016547882N,105.9442235994628E
Mỹ Hào District-514.jpeg,0.031481201527640224,20.90019934130027N,106.12671050511588E
Thanh Liêm District-12.jpeg,0.031480637611821294,20.365554939406707N,105.92182538680898E
Phu Ly City-2426.jpeg,0.03148056170903146,20.54915201053889N,105.91712892631695E
Thanh Liêm District-595.jpeg,0.03148021688684821,20.39654667495364N,105.91894927306168E
Hiệp Hòa District-4797.jpeg,0.03147957054898143,21.324121613371688N,105.98328057186043E
Châu Thành District-7791.jpeg,0.03147854912094772,10.305515674242919N,106.33750820507557E
Hiệp Hòa District-5289.jpeg,0.03147782129235566,21.33085894718627N,105.98183401732719E
Binh Minh Town-2144.jpeg,0.031477519078180194,10.043678540355744N,105.82553081406625E
Tam Điệp-1748.jpeg,0.03147682035341859,20.145297342212086N,105.90674496022807E
Bac Giang City-3357.jpeg,0.03147631557658315,21.31708134660695N,106.18660823315636E
Hiệp Hòa District-693.jpeg,0.03147298819385469,21.25270587493721N,105.97315469012771E
Hoa Lư District-4400.jpeg,0.03147152648307383,20.30039924829738N,105.93778158553636E
Phu Ly City-4052.jpeg,0.03146949294023216,20.58418614637456N,105.92576280338488E
Bac Giang City-502.jpeg,0.03146835486404598,21.24836054169831N,106.1996218487316E
Thanh Liêm District-6144.jpeg,0.0314675469417125,20.4868269480686N,105.92182538680898E
Thái Bình-1254.jpeg,0.03146459604613483,20.444637709068665N,106.34501687604359E
Hiệp Hòa District-5876.jpeg,0.031462754821404815,21.33894374776375N,105.91818561786438E
Hiệp Hòa District-2152.jpeg,0.0314618784468621,21.28235014372133N,105.99919267172614E
Tam Điệp-2641.jpeg,0.0314614437520504,20.158772009841154N,105.94406570916391E
Thanh Liêm District-13.jpeg,0.03146098740398884,20.365554939406707N,105.92326344368263E
Tây Ninh City-1915.jpeg,0.03145893942564726,11.344780106915964N,106.13887205047158E
Hiệp Hòa District-8021.jpeg,0.03145744325593114,21.369935483310798N,105.98183401732719E
Châu Thành District-5617.jpeg,0.031456378987059,10.290693539851324N,106.416938798698E
Bac Giang City-1493.jpeg,0.03145575663074851,21.272614943430767N,106.22420312259592E
Phu Ly City-2346.jpeg,0.0314551442861557,20.54780454377598N,105.90993402876035E
Bac Giang City-2846.jpeg,0.03145467583090067,21.298216811926142N,106.22564907988206E
Duy Tiên District-352.jpeg,0.031454358948394656,20.57557977386023N,105.97345057372313E
Tây Ninh City-1272.jpeg,0.03145332308486104,11.331305439287211N,106.0990138879476E
Duy Tiên District-3095.jpeg,0.03145246487110853,20.640258178479957N,106.01808452259013E
Thanh Liêm District-7541.jpeg,0.03145168046467006,20.50973388303808N,105.98509988924968E
Hiệp Hòa District-9507.jpeg,0.03145064366981387,21.406317085909514N,105.95145637212903E
Thanh Liêm District-3109.jpeg,0.03144858218729496,20.443708011655477N,105.9275776143036E
Ninh Bình-1880.jpeg,0.03144671372137964,20.264434410449255N,105.95003767244633E
Hiệp Hòa District-5382.jpeg,0.03144124592654407,21.332206413949176N,105.96736847199472E
Mỹ Hào District-3313.jpeg,0.03144099377095699,20.955445478579687N,106.09208777598282E
Duy Tiên District-2918.jpeg,0.031440970953553915,20.638910711717042N,105.9057797480216E
Thanh Liêm District-668.jpeg,0.03143936977721751,20.399241608479457N,105.90169259057785E
Yên Mỹ District-809.jpeg,0.03143880073912442,20.866664741577104N,106.02916478307586E
Hoa Lư District-296.jpeg,0.03143729199655354,20.193949374027575N,105.96937881605542E
Châu Thành District-665.jpeg,0.031436639139428735,10.255659404016646N,106.40598285475006E
Tam Điệp-2477.jpeg,0.03143232245929539,20.15742454307825N,105.8478930099831E
Hiệp Hòa District-9678.jpeg,0.03143231780268252,21.413054419724094N,105.96736847199472E
Châu Thành District-9666.jpeg,0.031432248884812,10.320337808634513N,106.2923149362904E
Thái Bình-1518.jpeg,0.031432209769263864,20.450027576120302N,106.33638810380059E
Hung Yen City-1122.jpeg,0.03143198532052338,20.635434808266467N,106.0705639488203E
Bac Giang City-767.jpeg,0.0314311592373997,21.25509787551288N,106.21408142159298E
Bac Giang City-2872.jpeg,0.03143090079538524,21.29956427868906N,106.1764865321534E
Duy Tiên District-4803.jpeg,0.031429648166522384,20.66451258021235N,106.01808452259013E
Tam Điệp-4113.jpeg,0.031428512651473284,20.177636544521878N,105.9469365360051E
Tam Điệp-1642.jpeg,0.0314284679479897,20.14394987544917N,105.86368255760982E
Tam Điệp-3833.jpeg,0.031428151996806264,20.173594144233146N,105.94980736284634E
Hoa Lư District-2916.jpeg,0.031426919624209404,20.265365112461737N,105.92054673252596E
Mỹ Hào District-1456.jpeg,0.031424266984686255,20.923106276269785N,106.14690709711016E
Hoa Lư District-4721.jpeg,0.03142393636517227,20.308484048874835N,105.92772792128032E
Thanh Liêm District-6538.jpeg,0.031422498635947704,20.49356428188315N,105.87724562372574E
Ninh Bình-1279.jpeg,0.031420533545315266,20.246917342531432N,106.0003043934227E
Mỹ Hào District-3702.jpeg,0.031420223182067275,20.963530279157165N,106.07621902513017E
Long Hồ District-1446.jpeg,0.031418352387845516,10.163422571615186N,105.89345546974E
Bac Giang City-3346.jpeg,0.03141790325753391,21.31573387984404N,106.18660823315636E
Long Hồ District-826.jpeg,0.03141788789071143,10.155337771037951N,105.9057786772494E
Phu Ly City-1255.jpeg,0.031417374266311526,20.530287475858145N,105.88115443853394E
Thanh Liêm District-4922.jpeg,0.03141711466014385,20.46930988015077N,105.9275776143036E
Chau Doc City-2933.jpeg,0.03141691884957254,10.680962874637771N,105.1330467825499E
Tam Điệp-4173.jpeg,0.0314157351385802,20.178984011284783N,105.89813247970444E
Binh Minh Town-3573.jpeg,0.03141459892503917,10.077365209427533N,105.85974208005064E
Duy Tiên District-1980.jpeg,0.03141177794896066,20.625436044087937N,105.92161760084535E
Thái Bình-1410.jpeg,0.03140812157653272,20.447332642594482N,106.37377945018686E
Hoa Lư District-4055.jpeg,0.031407782109454274,20.29366191448283N,105.89325821525952E
Phu Ly City-3788.jpeg,0.031406518537551165,20.577448812560007N,105.90561709022639E
Hiệp Hòa District-9364.jpeg,0.0314054312184453,21.402274685620768N,105.94277704492954E
Bac Giang City-821.jpeg,0.0314035729970783,21.256445342275793N,106.21408142159298E
Hiệp Hòa District-1301.jpeg,0.03140183025971055,21.268875476092177N,105.92541839053061E
Hoa Lư District-3837.jpeg,0.03139946237206459,20.2896195141941N,105.88033207550173E
Hiệp Hòa District-6499.jpeg,0.03139868238940835,21.347028548341235N,105.92975805413035E
Tam Điệp-746.jpeg,0.03139743721112609,20.12643280753136N,105.93545322864026E
Hung Yen City-2243.jpeg,0.03139496548101306,20.66912147733924N,106.0547231241024E
Tam Điệp-4475.jpeg,0.031394807854667306,20.184373878336416N,105.87229503813344E
Thanh Liêm District-7650.jpeg,0.03139361529611051,20.512428816563894N,105.9577768086503E
Phu Ly City-234.jpeg,0.031392724020406604,20.50738054088867N,105.8984221926698E
Bac Giang City-1401.jpeg,0.031392032746225595,21.271267476667855N,106.18516227587025E
Hoa Lư District-1399.jpeg,0.03139094007201493,20.219551242522833N,105.91767425702426E
Thanh Liêm District-5118.jpeg,0.03138961782678962,20.47200481367659N,105.93908206929281E
Tam Điệp-4066.jpeg,0.03138731047511101,20.177636544521878N,105.87660127839526E
