Unnamed: 0,image,pred,lat,lon,found_Anditi
0,Long Hồ District-1060.jpeg,0.9865048080682756,10.158032704563702N,105.95096377145056E,['655.jpeg']
1,Cao Lanh City-2651.jpeg,0.9857328236103058,10.454053539610552N,105.62216777975802E,['940.jpeg']
2,Long Xuyen City-1941.jpeg,0.9852674007415771,10.352923873106617N,105.44269687971922E,[]
3,Cai Lậy Town-6403.jpeg,0.9851657003164292,10.484131112418343N,106.11969041314218E,[]
4,Cai Lậy Town-6622.jpeg,0.9850139766931534,10.492215912995576N,106.09502888096684E,"['761.jpeg', '760.jpeg', '762.jpeg']"
5,Sa Đéc City-1282.jpeg,0.9846231490373611,10.307142672806073N,105.75729800817835E,[]
6,Go Cong Town-2540.jpeg,0.9844495132565498,10.408864074847378N,106.68133252539432E,[]
7,Trà Vinh City-493.jpeg,0.983071245253086,9.909539837730343N,106.31671709868672E,[]
8,Trà Vinh City-496.jpeg,0.9829334765672684,9.909539837730343N,106.32082124835837E,[]
9,Long Hồ District-1751.jpeg,0.9828661605715752,10.16611750514093N,106.00847207316117E,[]
10,Trà Vinh City-1331.jpeg,0.9828258827328682,9.944573973564998N,106.3495502960601E,[]
11,Phu Ly City-3939.jpeg,0.9824442118406296,20.580143746085835N,105.9631762706792E,[]
12,Cai Lậy Town-6075.jpeg,0.9823922142386436,10.476046311841102N,106.10187930657109E,[]
13,Trà Vinh City-498.jpeg,0.9820483326911926,9.909539837730343N,106.32355734813949E,[]
14,Trà Vinh City-1603.jpeg,0.981877826154232,9.95535370766797N,106.34407809649787E,[]
15,Trà Vinh City-1487.jpeg,0.9817251563072203,9.951311307379353N,106.34544614638844E,[]
16,Go Cong Town-3152.jpeg,0.9815599769353868,10.422338742476105N,106.63886207768692E,[]
17,Châu Thành District-1449.jpeg,0.9813289120793344,10.263744204593879N,106.2525996394792E,[]
19,Cai Lậy Town-6156.jpeg,0.9811561927199364,10.477393778603979N,106.12791092386735E,[]
21,Long Xuyen City-3913.jpeg,0.9810546264052392,10.394695342755663N,105.41256022382217E,[]
22,Trà Vinh City-450.jpeg,0.981029324233532,9.90819237096747N,106.31398099890559E,[]
23,Long Xuyen City-4533.jpeg,0.9809355512261392,10.409517477147261N,105.4276285517707E,[]
24,Vĩnh Long-929.jpeg,0.9809338971972466,10.24764993811426N,105.910355962458E,[]
25,Cai Lậy Town-4167.jpeg,0.9809116944670676,10.439664709243544N,106.17586390309722E,[]
26,Trà Vinh City-663.jpeg,0.9807515889406204,9.914929704781827N,106.32902954770172E,[]
27,Trà Vinh City-247.jpeg,0.9806922674179076,9.90010757039024N,106.34544614638844E,[]
28,Tây Ninh City-146.jpeg,0.9805796518921852,11.301661170503968N,106.10451156553712E,['969.jpeg']
30,Long Hồ District-6291.jpeg,0.9803739711642264,10.242923110624638N,106.00162584676706E,[]
31,Trà Vinh City-1110.jpeg,0.9801807925105096,9.932446772699157N,106.34818224616954E,[]
32,Long Xuyen City-4314.jpeg,0.9801547676324844,10.404127610095772N,105.42214915978941E,[]
33,Long Hồ District-1530.jpeg,0.9800406619906424,10.163422571615186N,106.00847207316117E,[]
34,Cai Lậy Town-4576.jpeg,0.9800120890140532,10.446402043057908N,106.19504509478917E,[]
35,Long Xuyen City-2301.jpeg,0.9797266125679016,10.361008673683854N,105.45091596769116E,[]
36,Cai Lậy Town-5376.jpeg,0.9797094091773032,10.461224177449507N,106.18682458406407E,[]
37,Trà Vinh City-429.jpeg,0.9796571880578996,9.906844904204599N,106.34134199671676E,[]
38,Trà Vinh City-1737.jpeg,0.9796514958143234,9.95939610795658N,106.35091834595066E,[]
39,Trà Vinh City-694.jpeg,0.979593813419342,9.916277171544703N,106.31808514857725E,[]
41,Cao Lanh City-4720.jpeg,0.979548804461956,10.49851994278535N,105.57009874080471E,['503.jpeg']
42,Long Xuyen City-3674.jpeg,0.9794953539967536,10.389305475704175N,105.41256022382217E,[]
44,Go Cong Town-2001.jpeg,0.9794260263442992,10.395389407218653N,106.68544256872082E,[]
45,Long Xuyen City-3418.jpeg,0.9793983697891236,10.383915608652682N,105.41529991981282E,['919.jpeg']
46,Long Xuyen City-2113.jpeg,0.9793728590011596,10.356966273395233N,105.43721748773795E,[]
47,Long Xuyen City-3280.jpeg,0.9793305471539496,10.381220675126938N,105.41393007181749E,[]
48,Long Xuyen City-3620.jpeg,0.9792788922786712,10.387958008941302N,105.42214915978941E,['485.jpeg']
49,Trà Vinh City-500.jpeg,0.9792258217930794,9.909539837730343N,106.32629344792062E,[]
50,Long Hồ District-1710.jpeg,0.9792244657874108,10.16611750514093N,105.95233301672941E,[]
51,Cao Lanh City-3749.jpeg,0.979162149131298,10.478307941342258N,105.63587015842995E,[]
52,Cai Lậy Town-3944.jpeg,0.979103147983551,10.435622308954924N,106.19093483942662E,['779.jpeg']
53,Cai Lậy Town-6338.jpeg,0.979095883667469,10.481436178892595N,106.15394254116356E,[]
54,Trà Vinh City-431.jpeg,0.9790632277727128,9.906844904204599N,106.34407809649787E,[]
55,Trà Vinh City-244.jpeg,0.9790169522166252,9.90010757039024N,106.34134199671676E,[]
56,Cai Lậy Town-6119.jpeg,0.9789982065558434,10.476046311841102N,106.16216305188868E,[]
57,Cai Lậy Town-4340.jpeg,0.9789830446243286,10.442359642769288N,106.19504509478917E,[]
58,Cai Lậy Town-3350.jpeg,0.9789033085107804,10.424842574851947N,106.14572203043844E,[]
60,Sa Đéc City-618.jpeg,0.9788318425416946,10.285583204600115N,105.72853570377463E,[]
61,Long Xuyen City-1772.jpeg,0.9788132011890412,10.348881472817999N,105.45639535967244E,[]
62,Sa Đéc City-1535.jpeg,0.9788034409284592,10.316574940146179N,105.73401423794677E,[]
63,Long Hồ District-3048.jpeg,0.978769339621067,10.182287106295396N,105.94274829977763E,[]
64,Long Xuyen City-3683.jpeg,0.9786791130900384,10.389305475704175N,105.42488885578004E,[]
65,Go Cong Town-1328.jpeg,0.9786255061626434,10.37787233930131N,106.65393223655084E,[]
66,Long Xuyen City-3488.jpeg,0.9786156117916108,10.385263075415558N,105.41803961580345E,[]
67,Long Xuyen City-4189.jpeg,0.9786153435707092,10.401432676570025N,105.40160143985962E,[]
68,Trà Vinh City-2074.jpeg,0.9784392341971396,9.968828375296683N,106.35365444573176E,"['755.jpeg', '51.jpeg', '754.jpeg']"
69,Cao Lanh City-4532.jpeg,0.9783087745308876,10.494477542496732N,105.59202254667983E,[]
71,Long Xuyen City-2835.jpeg,0.9781912490725516,10.371788407786832N,105.44954611969584E,"['12.jpeg', '928.jpeg']"
72,Vĩnh Long-1368.jpeg,0.9781610816717148,10.254387271928618N,105.94869725199236E,[]
73,Cai Lậy Town-4083.jpeg,0.9780609235167504,10.43831724248067N,106.17038356261381E,[]
74,Trà Vinh City-182.jpeg,0.9780344441533088,9.8974126368645N,106.34544614638844E,[]
75,Cai Lậy Town-5978.jpeg,0.9780326709151268,10.473351378315359N,106.14846220068013E,[]
76,Cai Lậy Town-5800.jpeg,0.9779986813664436,10.46930897802674N,106.18408441382235E,[]
77,Mỹ Hào District-2739.jpeg,0.9778418466448784,20.9460132112393N,106.14546448339627E,[]
78,Long Hồ District-2016.jpeg,0.9777428507804872,10.170159905429546N,105.91262490364353E,[]
79,Cai Lậy Town-4571.jpeg,0.9777238592505456,10.446402043057908N,106.1881946691849E,[]
80,Long Hồ District-2180.jpeg,0.977682538330555,10.171507372192416N,105.98245641286351E,[]
81,Binh Minh Town-2598.jpeg,0.9776695147156717,10.051763340932972N,105.8843741915594E,[]
84,Cao Lanh City-2072.jpeg,0.9775932058691978,10.443273805507571N,105.6249082554924E,[]
85,Duy Tiên District-5234.jpeg,0.9775077477097512,20.672597380789824N,105.94465447767993E,[]
86,Cai Lậy Town-5346.jpeg,0.9775052964687349,10.461224177449507N,106.14572203043844E,[]
87,Long Hồ District-1536.jpeg,0.9775029718875884,10.163422571615186N,106.01668754483413E,[]
88,Cai Lậy Town-3949.jpeg,0.977452114224434,10.435622308954924N,106.19778526503087E,[]
89,Tây Ninh City-800.jpeg,0.9774258062243462,11.320525705184215N,106.09076737156332E,"['990.jpeg', '985.jpeg']"
90,Long Xuyen City-3498.jpeg,0.9773306995630264,10.385263075415558N,105.43173809575667E,['482.jpeg']
91,Trà Vinh City-1017.jpeg,0.9772611632943152,9.92840437241054N,106.32355734813949E,[]
92,Cai Lậy Town-6680.jpeg,0.977252222597599,10.494910846521323N,106.09228871072513E,"['761.jpeg', '760.jpeg', '762.jpeg']"
93,Vĩnh Long-182.jpeg,0.97724000364542,10.231480336959795N,105.94869725199236E,['544.jpeg']
94,Cai Lậy Town-5372.jpeg,0.9772202745079994,10.461224177449507N,106.18134424358063E,[]
95,Trà Vinh City-1920.jpeg,0.9771985411643982,9.964785975008068N,106.34818224616954E,[]
96,Cai Lậy Town-6123.jpeg,0.9771291613578796,10.476046311841102N,106.16764339237213E,[]
97,Cao Lanh City-4499.jpeg,0.97707387059927,10.493130075733859N,105.64135110989872E,[]
98,Cao Lanh City-3560.jpeg,0.9770384430885316,10.474265541053642N,105.63449992056276E,[]
99,Long Hồ District-510.jpeg,0.9769886434078217,10.149947903986464N,106.02627226178588E,[]
101,Thanh Liêm District-6642.jpeg,0.9769255295395852,20.494911748646064N,105.92182538680898E,[]
102,Cai Lậy Town-5273.jpeg,0.9768949896097184,10.459876710686634N,106.14298186019671E,[]
103,Cai Lậy Town-6298.jpeg,0.9768482372164726,10.481436178892595N,106.0991391363294E,[]
104,Trà Vinh City-1667.jpeg,0.9768269136548042,9.958048641193713N,106.31534904879615E,[]
105,Tây Ninh City-1473.jpeg,0.9767915830016136,11.335347839575835N,106.12100459830566E,['978.jpeg']
106,Long Xuyen City-2965.jpeg,0.976784773170948,10.374483341312578N,105.44817627170053E,['928.jpeg']
107,Cai Lậy Town-5074.jpeg,0.976777158677578,10.455834310398014N,106.16353313700955E,[]
108,Trà Vinh City-1019.jpeg,0.9767734110355376,9.92840437241054N,106.32629344792062E,[]
109,Trà Vinh City-712.jpeg,0.9767560511827468,9.916277171544703N,106.34271004660732E,[]
110,Cai Lậy Town-2384.jpeg,0.976694829761982,10.405978040171728N,106.11283998753794E,['595.jpeg']
111,Cai Lậy Town-5563.jpeg,0.9766353294253348,10.465266577738122N,106.15120237092184E,[]
112,Cao Lanh City-3975.jpeg,0.9766195490956306,10.48369780839375N,105.5755796922735E,[]
113,Cai Lậy Town-2614.jpeg,0.9766125604510308,10.410020440460348N,106.13887160483415E,['86.jpeg']
114,Sa Đéc City-472.jpeg,0.9766095355153084,10.280193337548628N,105.76003727526444E,[]
115,Cai Lậy Town-3927.jpeg,0.9765922203660012,10.435622308954924N,106.16764339237213E,[]
116,Sa Đéc City-380.jpeg,0.9765372797846794,10.277498404022884N,105.76277654235054E,[]
117,Cai Lậy Town-4465.jpeg,0.9765028208494186,10.445054576295032N,106.14983228580098E,[]
118,Cai Lậy Town-5341.jpeg,0.9764765128493308,10.461224177449507N,106.13887160483415E,[]
119,Hiệp Hòa District-6255.jpeg,0.9764597490429878,21.342986148052496N,106.00642544439235E,[]
121,Trà Vinh City-1129.jpeg,0.9764086827635764,9.933794239462024N,106.33997394682622E,"['735.jpeg', '758.jpeg', '733.jpeg']"
122,Cai Lậy Town-3161.jpeg,0.9763187021017076,10.420800174563325N,106.18134424358063E,[]
123,Cai Lậy Town-5487.jpeg,0.9763186201453208,10.463919110975251N,106.14435194531758E,[]
124,Trà Vinh City-901.jpeg,0.9762504324316978,9.923014505359054N,106.33450174726396E,['720.jpeg']
126,Tây Ninh City-1833.jpeg,0.9762157946825027,11.343432640153088N,106.11413250131875E,['988.jpeg']
127,Long Xuyen City-2365.jpeg,0.976211242377758,10.362356140446725N,105.44817627170053E,['10.jpeg']
129,Trà Vinh City-407.jpeg,0.9761601015925409,9.906844904204599N,106.31124489912449E,[]
131,Trà Vinh City-595.jpeg,0.9760512411594392,9.912234771256085N,106.34407809649787E,[]
132,Sa Đéc City-2831.jpeg,0.9760405123233796,10.370473610661076N,105.71620900188731E,[]
133,Go Cong Town-2276.jpeg,0.976005494594574,10.402126741033015N,106.6964026842582E,[]
134,Binh Minh Town-3375.jpeg,0.9759906753897668,10.071975342376048N,105.85563672813252E,[]
135,Cai Lậy Town-3585.jpeg,0.9759144186973572,10.428884975140564N,106.1827143287015E,[]
136,Binh Minh Town-2311.jpeg,0.9759104028344154,10.046373473881486N,105.8679527838869E,[]
137,Trà Vinh City-583.jpeg,0.9758988246321678,9.912234771256085N,106.32766149781118E,[]
138,Cao Lanh City-4066.jpeg,0.9758018553256989,10.485045275156622N,105.6070951632189E,[]
141,Binh Minh Town-2157.jpeg,0.9757203683257104,10.043678540355744N,105.84332067237811E,[]
142,Long Hồ District-1161.jpeg,0.97566706687212,10.15938017132657N,105.94411754505647E,[]
143,Cao Lanh City-4838.jpeg,0.9756581708788872,10.499867409548223N,105.64135110989872E,[]
144,Cai Lậy Town-3240.jpeg,0.9756400808691978,10.422147641326202N,106.19230492454746E,[]
145,Cao Lanh City-2891.jpeg,0.9756226912140846,10.459443406662043N,105.6070951632189E,[]
146,Long Xuyen City-4026.jpeg,0.9756194725632668,10.397390276281406N,105.40982052783156E,[]
147,Trà Vinh City-1773.jpeg,0.9756081774830818,9.960743574719457N,106.33860589693562E,[]
148,Go Cong Town-2123.jpeg,0.9755868837237358,10.399431807507273N,106.6361220488026E,[]
150,Trà Vinh City-101.jpeg,0.9755496084690094,9.893370236575885N,106.34271004660732E,"['752.jpeg', '738.jpeg']"
151,Go Cong Town-3971.jpeg,0.975482203066349,10.435813410104826N,106.66078230876171E,['847.jpeg']
152,Cai Lậy Town-5722.jpeg,0.9754319861531258,10.467961511263871N,106.17449381797637E,[]
153,Go Cong Town-1448.jpeg,0.9754210337996484,10.380567272827056N,106.67722248206778E,[]
154,Cai Lậy Town-5980.jpeg,0.9754047766327858,10.473351378315359N,106.15120237092184E,[]
155,Long Hồ District-5754.jpeg,0.9753823056817056,10.229448442995913N,105.98382565814235E,[]
156,Long Hồ District-1274.jpeg,0.9753737971186638,10.16072763808944N,105.95233301672941E,['655.jpeg']
157,Cai Lậy Town-4792.jpeg,0.9752440601587296,10.450444443346525N,106.17860407333892E,[]
158,Chau Doc City-4675.jpeg,0.9751881584525108,10.715997010472476N,105.11384919810367E,"['466.jpeg', '467.jpeg']"
159,Tây Ninh City-1772.jpeg,0.9751169458031654,11.342085173390213N,106.11688134011352E,['97.jpeg']
161,Cai Lậy Town-4438.jpeg,0.9750948622822762,10.445054576295032N,106.11283998753794E,[]
162,Cai Lậy Town-3883.jpeg,0.9750934690237044,10.435622308954924N,106.10735964705452E,[]
163,Binh Minh Town-3421.jpeg,0.9749542251229286,10.073322809138919N,105.85153137621441E,[]
165,Cai Lậy Town-3598.jpeg,0.97488135099411,10.430232441903435N,106.10872973217536E,[]
167,Long Xuyen City-3758.jpeg,0.9748690947890282,10.390652942467048N,105.44406672771456E,[]
168,Cai Lậy Town-3582.jpeg,0.9748303890228271,10.428884975140564N,106.17860407333892E,[]
169,Trà Vinh City-1236.jpeg,0.9747484549880028,9.939184106513508N,106.35228639584123E,[]
170,Sa Đéc City-648.jpeg,0.9747383520007132,10.285583204600115N,105.76962471006567E,[]
172,Go Cong Town-2545.jpeg,0.974707804620266,10.408864074847378N,106.68818259760518E,[]
173,Phu Ly City-2876.jpeg,0.974688321352005,20.557236811116354N,105.92864076240751E,[]
174,Trà Vinh City-316.jpeg,0.9746387153863908,9.902802503915984N,106.34407809649787E,"['751.jpeg', '731.jpeg']"
175,Mỹ Hào District-2246.jpeg,0.97463808208704,20.93927587742473N,106.04592413713877E,['212.jpeg']
177,Long Xuyen City-2355.jpeg,0.9746254086494446,10.362356140446725N,105.43447779174731E,[]
178,Long Hồ District-4159.jpeg,0.9746115058660508,10.197109240686984N,106.00984131843998E,[]
179,Long Xuyen City-4855.jpeg,0.9746021628379822,10.417602277724498N,105.43995718372858E,[]
183,Sa Đéc City-583.jpeg,0.9745215624570848,10.284235737837246N,105.73401423794677E,[]
186,Cao Lanh City-3671.jpeg,0.9744496420025826,10.476960474579384N,105.61942730402366E,['508.jpeg']
187,Cao Lanh City-4196.jpeg,0.9744375422596931,10.487740208682368N,105.60161421175015E,['505.jpeg']
190,Long Xuyen City-2894.jpeg,0.9743482992053032,10.373135874549702N,105.4413270317239E,[]
191,Duy Tiên District-566.jpeg,0.9742850810289384,20.587706974726427N,105.97776998812962E,"['340.jpeg', '341.jpeg']"
192,Thái Bình-2764.jpeg,0.9742762297391891,20.47967184490432N,106.36658880665104E,[]
193,Long Hồ District-3995.jpeg,0.9742755368351936,10.194414307161237N,105.99888735620941E,[]
194,Cai Lậy Town-6333.jpeg,0.9742685556411744,10.481436178892595N,106.14709211555929E,[]
195,Trà Vinh City-103.jpeg,0.9742684587836266,9.893370236575885N,106.34544614638844E,"['752.jpeg', '738.jpeg']"
196,Trà Vinh City-1870.jpeg,0.974267452955246,9.963438508245199N,106.34544614638844E,[]
197,Trà Vinh City-300.jpeg,0.9742462709546088,9.902802503915984N,106.32218929824893E,[]
198,Long Hồ District-5054.jpeg,0.9741798937320708,10.21597377536719N,105.93727131866235E,[]
199,Tam Điệp-1630.jpeg,0.9741433560848236,20.14394987544917N,105.8464575965625E,[]
200,Châu Thành District-1277.jpeg,0.9741311892867088,10.262396737831006N,106.23479623056382E,[]
201,Trà Vinh City-235.jpeg,0.9741029068827628,9.90010757039024N,106.32902954770172E,[]
202,Trà Vinh City-1209.jpeg,0.9740975573658944,9.937836639750643N,106.3495502960601E,['743.jpeg']
204,Trà Vinh City-1327.jpeg,0.9740476310253144,9.944573973564998N,106.34407809649787E,[]
206,Cao Lanh City-4640.jpeg,0.9739927798509598,10.495825009259605N,105.64683206136746E,[]
209,Cai Lậy Town-6008.jpeg,0.9739227890968324,10.474698845078231N,106.0991391363294E,[]
210,Cao Lanh City-4415.jpeg,0.9739191830158234,10.491782608970986N,105.62079754189082E,[]
211,Long Hồ District-1516.jpeg,0.9738697037100792,10.163422571615186N,105.98930263925763E,[]
212,Cao Lanh City-4226.jpeg,0.9738537147641182,10.487740208682368N,105.6427213477659E,[]
213,Trà Vinh City-1517.jpeg,0.9738181829452516,9.952658774142225N,106.33450174726396E,[]
215,Long Xuyen City-2584.jpeg,0.9737268909811974,10.367746007498214N,105.37831402393917E,[]
217,Tây Ninh City-671.jpeg,0.9736375957727432,11.316483304895591N,106.13337437288207E,[]
218,Cai Lậy Town-6619.jpeg,0.9735966697335244,10.492215912995576N,106.09091862560427E,[]
219,Hung Yen City-1297.jpeg,0.9735786467790604,20.6394772085552N,106.07344409876902E,[]
220,Cai Lậy Town-3706.jpeg,0.973565898835659,10.43157990866631N,106.16353313700955E,[]
221,Phu Ly City-17.jpeg,0.9735629335045816,20.48851600620792N,105.90417811071508E,[]
222,Trà Vinh City-2887.jpeg,0.9735482931137084,9.990387843502628N,106.31671709868672E,[]
223,Trà Vinh City-179.jpeg,0.9735407829284668,9.8974126368645N,106.34134199671676E,[]
224,Cai Lậy Town-5648.jpeg,0.9735333472490312,10.466614044500997N,106.17038356261381E,[]
225,Cao Lanh City-2835.jpeg,0.9735153019428252,10.458095939899168N,105.61531659042207E,['512.jpeg']
226,Cao Lanh City-4964.jpeg,0.9734177142381668,10.50256234307397N,105.64957253710186E,[]
227,Sa Đéc City-2269.jpeg,0.9733999222517014,10.34621920892937N,105.73675350503285E,['521.jpeg']
228,Mỹ Hào District-1165.jpeg,0.9733906239271164,20.91771640921813N,106.08920254855506E,[]
229,Cao Lanh City-1075.jpeg,0.9733859598636628,10.427104204353101N,105.63724039629714E,[]
230,Long Hồ District-1058.jpeg,0.9733562394976616,10.158032704563702N,105.94822528089293E,[]
231,Long Xuyen City-1822.jpeg,0.9733288884162904,10.350228939580871N,105.44269687971922E,[]
232,Go Cong Town-2670.jpeg,0.9733178168535233,10.412906475136N,106.62242190438084E,[]
233,Cai Lậy Town-4899.jpeg,0.9732507318258286,10.45313937687227N,106.12380066850477E,[]
235,Go Cong Town-1250.jpeg,0.9732317253947258,10.375177405775567N,106.68544256872082E,[]
236,Go Cong Town-1227.jpeg,0.97321268171072,10.375177405775567N,106.65393223655084E,[]
237,Trà Vinh City-2451.jpeg,0.9731770157814026,9.978260642636783N,106.33450174726396E,[]
238,Cai Lậy Town-6174.jpeg,0.973175510764122,10.477393778603979N,106.1525724560427E,[]
239,Long Hồ District-5391.jpeg,0.9731613248586656,10.222711109181553N,105.94822528089293E,[]
240,Binh Minh Town-2447.jpeg,0.9731541946530342,10.04906840740723N,105.86658433324753E,[]
241,Long Xuyen City-4741.jpeg,0.973141573369503,10.414907344198749N,105.42351900778473E,[]
242,Cai Lậy Town-5277.jpeg,0.9731205776333808,10.459876710686634N,106.14846220068013E,[]
243,Long Hồ District-1310.jpeg,0.973102480173111,10.16072763808944N,106.00710282788233E,[]
244,Cai Lậy Town-5445.jpeg,0.9730998054146768,10.46257164421238N,106.18408441382235E,[]
245,Sa Đéc City-1998.jpeg,0.9730868488550186,10.33409200806352N,105.74223203920499E,[]
246,Trà Vinh City-977.jpeg,0.9730798155069352,9.925709438884796N,106.34271004660732E,[]
247,Go Cong Town-2207.jpeg,0.9730787053704262,10.40077927427014N,106.67722248206778E,"['851.jpeg', '54.jpeg']"
249,Thái Bình-707.jpeg,0.973065935075283,20.433857974965385N,106.33063558897192E,[]
250,Cao Lanh City-3892.jpeg,0.9729924872517586,10.481002874868004N,105.6482022992347E,[]
251,Cai Lậy Town-4211.jpeg,0.9729717969894408,10.441012176006414N,106.12654083874648E,[]
252,Duy Tiên District-3059.jpeg,0.972814217209816,20.640258178479957N,105.96625154971235E,[]
253,Go Cong Town-2498.jpeg,0.9727901667356492,10.408864074847378N,106.62379191882302E,[]
254,Long Hồ District-2807.jpeg,0.9727762266993524,10.17959217276965N,105.9153633942012E,[]
255,Trà Vinh City-512.jpeg,0.9727155342698096,9.909539837730343N,106.34271004660732E,[]
256,Trà Vinh City-1864.jpeg,0.9727119281888008,9.963438508245199N,106.3372378470451E,['736.jpeg']
257,Tây Ninh City-1393.jpeg,0.97265887260437,11.334000372812964N,106.09489062975544E,[]
258,Long Hồ District-3032.jpeg,0.9726575314998628,10.182287106295396N,105.92084037531647E,[]
259,Long Hồ District-3640.jpeg,0.9726562947034836,10.189024440109755N,106.0112105637188E,[]
260,Long Hồ District-1185.jpeg,0.9725662097334862,10.15938017132657N,105.98382565814235E,[]
261,Yên Mỹ District-3202.jpeg,0.9725545421242714,20.907088744464478N,106.03926103267437E,[]
262,Vĩnh Long-1517.jpeg,0.9725541025400162,10.257082205454365N,105.9185719530725E,[]
263,Phu Ly City-4222.jpeg,0.9725493714213372,20.59092348018912N,105.93583565996408E,[]
265,Sa Đéc City-2880.jpeg,0.972476601600647,10.373168544186822N,105.71346973480124E,[]
266,Go Cong Town-813.jpeg,0.9724398627877237,10.364397671672586N,106.65256222210868E,['845.jpeg']
267,Cai Lậy Town-5387.jpeg,0.9723691418766977,10.46257164421238N,106.10461947681281E,[]
268,Long Xuyen City-2490.jpeg,0.9723618179559708,10.365051073972468N,105.43310794375199E,[]
269,Sa Đéc City-530.jpeg,0.9723565578460692,10.2815408043115N,105.77647287778088E,['912.jpeg']
270,Tây Ninh City-2081.jpeg,0.9723468944430352,11.348822507204586N,106.09351621035809E,['609.jpeg']
271,Cao Lanh City-831.jpeg,0.9723221063613892,10.423061804064481N,105.65094277496904E,[]
272,Cai Lậy Town-2250.jpeg,0.9723007902503014,10.403283106645986N,106.12928100898819E,[]
273,Go Cong Town-3132.jpeg,0.9722909554839134,10.422338742476105N,106.61146178884346E,[]
274,Thái Bình-289.jpeg,0.9722895100712776,20.4217307740992N,106.32488307414329E,"['445.jpeg', '446.jpeg']"
275,Long Hồ District-3099.jpeg,0.9722334742546082,10.182287106295396N,106.01257980899764E,[]
278,Duy Tiên District-5357.jpeg,0.972156509757042,20.675292314315648N,105.93025642965834E,[]
279,Cai Lậy Town-5561.jpeg,0.9721425473690032,10.465266577738122N,106.14846220068013E,[]
280,Sa Đéc City-2662.jpeg,0.9720821231603622,10.362388810083837N,105.72442680314552E,['520.jpeg']
282,Cai Lậy Town-2171.jpeg,0.9720505848526956,10.401935639883115N,106.11969041314218E,[]
284,Tây Ninh City-2185.jpeg,0.9720373675227164,11.350169973967462N,106.14574414745852E,[]
285,Tây Ninh City-2041.jpeg,0.9720333740115166,11.347475040441713N,106.12925111468995E,[]
286,Cao Lanh City-2289.jpeg,0.9719988778233528,10.447316205796186N,105.60435468748452E,[]
287,Vĩnh Long-416.jpeg,0.971964880824089,10.236870204011284N,105.96649856499045E,[]
288,Cai Lậy Town-5230.jpeg,0.97192170470953,10.458529243923762N,106.18134424358063E,[]
289,Go Cong Town-2012.jpeg,0.97190111130476,10.396736873981526N,106.62790196214955E,[]
290,Long Xuyen City-2991.jpeg,0.971880592405796,10.375830808075445N,105.39201250389236E,['490.jpeg']
291,Cai Lậy Town-5575.jpeg,0.9718544781208038,10.465266577738122N,106.16764339237213E,[]
293,Cai Lậy Town-3727.jpeg,0.9718223884701728,10.43157990866631N,106.19230492454746E,[]
294,Chau Doc City-2281.jpeg,0.9718013629317284,10.671530607297658N,105.08231030937058E,[]
296,Go Cong Town-3309.jpeg,0.9717592820525168,10.425033676001851N,106.6306419910339E,[]
297,Long Hồ District-2249.jpeg,0.9717198833823204,10.172854838955288N,105.92220962059528E,[]
298,Chau Doc City-3360.jpeg,0.9716919660568236,10.687700208452133N,105.11384919810367E,[]
300,Tây Ninh City-387.jpeg,0.971666805446148,11.308398504318339N,106.13337437288207E,[]
301,Cai Lậy Town-5846.jpeg,0.9716638475656508,10.470656444789617N,106.1525724560427E,[]
303,Cao Lanh City-2067.jpeg,0.9716335907578468,10.443273805507571N,105.61805706615645E,[]
304,Cai Lậy Town-3482.jpeg,0.9715970978140832,10.427537508377691N,106.13339126435075E,[]
307,Cai Lậy Town-3188.jpeg,0.9715599790215492,10.422147641326202N,106.12106049826308E,[]
308,Long Xuyen City-1305.jpeg,0.9715304151177406,10.338101738715023N,105.4742033836116E,['930.jpeg']
309,Binh Minh Town-2362.jpeg,0.9714952707290648,10.047720940644355N,105.84332067237811E,[]
314,Cai Lậy Town-3932.jpeg,0.9713932648301123,10.435622308954924N,106.17449381797637E,[]
315,Phu Ly City-3808.jpeg,0.9713795110583304,20.577448812560007N,105.93439668045279E,[]
316,Long Hồ District-3264.jpeg,0.9713764488697052,10.184982039821136N,105.93727131866235E,[]
318,Cai Lậy Town-5617.jpeg,0.971362702548504,10.466614044500997N,106.12791092386735E,[]
319,Vĩnh Long-1235.jpeg,0.9713494330644608,10.251692338402876N,105.99662386391029E,[]
321,Go Cong Town-3712.jpeg,0.9713265970349312,10.431771009816211N,106.62927197659172E,[]
322,Cao Lanh City-3890.jpeg,0.9713230654597282,10.481002874868004N,105.6454618235003E,"['947.jpeg', '18.jpeg']"
324,Tây Ninh City-353.jpeg,0.9712804406881332,11.308398504318339N,106.08664411337115E,"['989.jpeg', '964.jpeg']"
327,Long Hồ District-4002.jpeg,0.9712237045168876,10.194414307161237N,106.00847207316117E,[]
329,Sa Đéc City-2059.jpeg,0.971174418926239,10.336786941589265N,105.74223203920499E,['917.jpeg']
330,Long Xuyen City-3845.jpeg,0.9711696282029152,10.393347875992792N,105.39886174386898E,[]
332,Go Cong Town-2711.jpeg,0.971147321164608,10.412906475136N,106.67859249650996E,[]
333,Binh Minh Town-1279.jpeg,0.9711067005991936,10.024814005675537N,105.86111053069003E,[]
334,Cai Lậy Town-5684.jpeg,0.9710517302155496,10.467961511263871N,106.1224305833839E,[]
335,Sa Đéc City-2799.jpeg,0.9710448086261748,10.3691261438982N,105.70936083417213E,[]
